,measure_number,beat_number,pid1263b-01,pid52932-16,pid610003b-05,pid9048b-05,pid9049b-01,pid9050b-01,pid9054b-01,pid9055b-01,pid9056-10,pid9058b-01,pid9059b-05,pid9060-30,pid9061-30,pid9062b-04,pid9063b-05,pid9064-12,pid9066b-01,pid9069-01,pid9070b-13,pid9072b-05,pid9073b-05,pid9074g-01,pid9075b-01,pid9085-03,pid9088-17,pid9093b-07,pid9094b-01,pid9099b-05,pid9101b-12,pid9104b-01,pid9111b-03,pid9112-09,pid9117-05,pid9118b-05,pid9120-09,pid9121-09,pid9134-07,pid9138b-01,pid9139b-01,pid9153b-01,pid9166j-01,pid9170b-01,pid9174b-01,pid917509-08,pid9192b-01
50,17,2,20.695102,21.413469,22.995102,22.175102,20.090464,21.020204,21.755101999999997,23.190464000000002,18.995102,17.255319,21.675102,18.75251,19.77085,23.375102,19.409124,18.31034,24.535102,25.655102,18.060232,19.770729,21.755101999999997,27.970567,21.355102,23.310729000000002,19.090464,21.435102,21.035102,21.097517,22.53102,27.110638,21.052551,16.093909,22.975102,22.315102,18.512551000000002,19.272551,21.671701000000002,19.255101999999997,23.535102,19.750510000000002,20.069124,24.395101999999998,19.270464,20.170464000000003,21.395101999999998
51,18,0,21.010204,21.710204,23.550204,22.750204,20.430204,21.590204,21.950204,23.510204,19.310204000000002,17.570204,22.230204,19.140102,20.230204,23.910204,19.950204,18.570204,25.130204,26.270204,18.390204,20.210204,22.350204,28.310204,21.910204,23.730407999999997,19.330204000000002,21.990204000000002,21.330204000000002,21.490204000000002,23.010204,27.500102000000002,21.590204,16.140102,23.530204,22.870204,19.050204,19.810204000000002,22.17202,19.830204000000002,24.170408,20.130204,20.556735,24.950204,19.390204,20.390204,22.020101999999998
52,18,1,21.333878,22.073878,23.913878,23.073878,20.713878,21.913878,22.233878,23.953878,19.613878,17.933878,22.653878,19.513878,20.553878,24.353877999999998,20.413878,18.853877999999998,25.633878,26.813878000000003,18.733878,20.513878,22.713878,28.753878000000004,22.293878,24.153878,19.693878,22.437755,21.753878,21.913878,23.453878,28.153878000000002,22.073878,16.433878,23.833878,23.273878,19.553878,20.253878,22.433878,20.293878,24.773878,20.473878,20.837754999999998,25.393878,19.733878,20.813878,22.473878
53,18,2,21.580408,22.360408,24.260407999999998,23.420408,21.020408,22.240408,22.520408,24.280407999999998,19.900408,18.220408,22.980407999999997,19.820408,20.900408,24.600407999999998,20.740408,19.120407999999998,26.000408,27.220408000000003,18.980407999999997,20.860408,23.000408,29.120408,22.620407999999998,24.540408,19.980407999999997,22.780407999999998,22.100407999999998,22.220408,23.840408,28.580408000000002,22.460407999999997,16.706803,24.127602,23.607602,19.960407999999997,20.560408,22.720408,20.680408,25.060408,20.740408,21.100407999999998,25.780407999999998,19.980407999999997,21.180408,22.940407999999998
54,19,0,21.886122,22.646122000000002,24.546122,23.726122,21.286122,22.566122,22.806122,24.566122,20.166122,18.526122,23.326122,20.146122000000002,21.186122,24.966122,21.106122,19.386122,26.286122,27.586121999999996,19.266122,21.086122,23.326122,29.526121999999997,22.906122,24.886122,20.246122,23.246122,22.406122,22.546122,24.146122000000002,28.846121999999998,22.806122,16.986122,24.398061,23.873224,20.206122,20.846122,23.026122,20.986122,25.386122,21.018061,21.426122,26.106122,20.226122,21.586122,23.266122
55,19,1,22.18449,22.92449,24.86449,24.04449,21.60449,22.88449,23.10449,24.86449,20.48449,18.84449,23.64449,20.48449,21.50449,25.32449,21.42449,19.71898,26.82449,28.004490000000004,19.56449,21.40449,23.673469,29.864490000000004,23.22449,25.238979999999998,20.68449,23.56449,22.70449,22.82449,24.464489999999998,29.14449,23.40449,17.22449,24.70449,24.124489999999998,20.51898,21.18449,23.38449,21.284489999999998,25.72449,21.304489999999998,21.76449,26.444490000000002,20.48449,21.964489999999998,23.64449
56,19,2,22.458367000000003,23.278367000000003,25.218367,24.398367,21.838367,23.218367,23.438367,25.195102,20.778367000000003,19.278367000000003,23.978367000000002,20.978367000000002,21.818367000000002,25.678367,21.738367,20.086735,27.198366999999998,28.386734999999998,19.878367,21.718367,23.978367000000002,30.218366999999997,23.518367,25.626735,21.138367000000002,23.878367,22.998367000000002,23.158367000000002,24.838367,29.606734999999997,23.858367,17.518367,25.058367,24.426735,20.858367,21.478367000000002,23.798367000000002,21.606735,26.098367,21.598367,22.198367,26.878366999999997,20.758367,22.398367,24.098367
57,20,0,22.776735000000002,23.576735,25.530204,24.723469,22.143367,23.550204,23.696735,25.576735,20.996735,19.576735,24.336735,21.316735,22.096735,26.036735,22.056735,20.436735000000002,27.816734999999998,28.856939,20.233367,22.096735,24.303469,30.603469,23.836735,26.003469,21.543469,24.176735,23.296735,23.556735,25.196735,30.076735,24.256735,17.817789,25.376735,24.776735000000002,21.256735,21.763469,24.216735,21.956735000000002,26.516734999999997,21.843469,22.596735,27.236734999999996,21.036735,22.836735,24.496735
58,20,1,23.201224,23.981223999999997,26.161224,25.201224,22.652449,24.161224,24.141223999999998,26.001224,21.421224,20.041224,24.881224,21.741224,22.481223999999997,26.601224,22.501224,20.921224,28.361224,29.521224,20.533741,22.501224,24.921224,31.081224,24.261224,26.521224,22.121223999999998,24.581224,23.801223999999998,23.961223999999998,25.601224,30.561224,24.801223999999998,18.081224,25.821224,25.221224,21.721224,22.181224,24.741224,22.401224,26.981223999999997,22.241224,23.021224,27.781223999999998,21.453741,23.301223999999998,25.181224
59,20,2,23.546553,24.406553,26.706553000000003,25.606552999999998,23.206553,24.706553,24.546553,26.358277,21.786553,20.346553,25.346553,22.186553,22.846092000000002,27.026553000000003,22.886553,21.746553,29.206553000000003,30.006553000000004,20.846553,22.926553,25.386553,31.506553000000004,24.706553,27.066553000000003,22.626553,25.006553,24.126092,24.289507999999998,26.086553,30.946553,25.166553,18.475655,26.246553000000002,25.586553,22.142184,22.504138,25.186553,22.826553,27.426553000000002,22.646553,23.466553,28.226553000000003,21.846553,23.666553,25.826553
60,21,0,23.932041,24.831020000000002,27.294082,26.234082,23.655102,25.312041,24.971020000000003,26.87102,22.27102,20.79102,25.93102,22.633060999999998,23.217143,27.493060999999997,23.353061,22.25102,29.651020000000003,30.69102,21.29102,23.39102,26.073061,32.21102,25.151020000000003,27.533061,23.072041,25.435102,24.616122,24.712041,26.632040999999997,31.593061,25.59102,18.79102,26.794082,26.11102,22.593061,22.991020000000002,25.734082,23.19102,27.892041,23.09102,23.991020000000002,28.672040999999997,22.275102,24.155102,26.43102
61,21,1,24.342857000000002,25.182857000000002,27.902857,26.962857,24.222857,25.942857,25.402857,27.442857,22.662857000000002,21.106122,26.582857,23.202857,23.742857,28.162857000000002,24.142857,22.642857,30.482857,31.202857,21.554285999999998,23.822857,26.702857,32.722857,25.542857,28.202857,23.542857,25.982857,25.442857,25.322857,27.242857,32.202857,26.422857,19.182857000000002,27.642857,26.942857,23.162857000000002,23.522857000000002,26.442857,23.802857,28.642857,23.482857,24.382857,29.382857,22.762857,24.582857,27.202857
62,21,2,24.703673000000002,25.614558,28.503673,27.723672999999998,24.703673000000002,26.623672999999997,25.843673000000003,27.943672999999997,23.103673,21.523673000000002,27.023673,23.703673000000002,24.123673,28.743672999999998,24.643673,23.083673,30.923672999999997,32.003673,21.963673,24.423673,27.523673,33.163672999999996,25.983673,28.723672999999998,23.983673,26.543673,25.883673,25.823673,27.763672999999997,32.643673,27.223672999999998,19.623673,28.623672999999997,27.383672999999998,23.763673,24.183673000000002,26.903672999999998,24.363673000000002,29.243672999999998,24.023673000000002,24.823673,29.963672999999996,23.203673000000002,25.023673000000002,28.043673
63,22,0,24.962041,25.862041,28.902040999999997,28.042040999999998,25.042041,26.982041,26.162041000000002,28.262040999999996,23.422041,21.662041000000002,27.414082,24.022041,24.442041,29.062040999999997,24.962041,23.262041,31.562040999999997,32.362041,22.122041,24.742041,27.842041,33.494082,26.302041,29.062040999999997,24.242041,26.862040999999998,26.162041000000002,26.202041,28.082040999999997,33.062041,28.002041,19.75602,28.954082,27.994082000000002,24.202041,24.514082000000002,27.442040999999996,24.694082,29.802041,24.342041000000002,25.142041,30.282040999999996,23.502041000000002,25.322041,28.402040999999997
64,22,1,25.236735,26.236734999999996,29.216734999999996,28.416735,25.396735,27.216734999999996,26.476734999999998,28.696734999999997,23.716735,21.916735,27.856734999999997,24.436735000000002,24.776735000000002,29.476734999999998,25.376735,23.536735,32.036735,32.856735,22.436735000000002,25.056735,28.055346999999998,33.936735,26.636734999999998,29.476734999999998,24.556735,27.336734999999997,26.536734999999997,26.576735,28.476734999999998,33.636734999999994,28.456735,20.056735,29.376734999999996,28.416735,24.656735,24.936735000000002,27.856734999999997,25.176735,30.356734999999997,24.676735,25.436735000000002,30.696734999999997,23.756735,25.703469000000002,28.796734999999998
65,22,2,25.531429,26.571429,29.551429,28.791428999999997,25.710714000000003,27.551429,26.811428999999997,28.971428999999997,24.040714,22.220714,28.251428999999998,24.771429,25.111429,29.811428999999997,25.751429,23.871429,32.491429,33.311429,22.731429000000002,25.411429000000002,28.311428999999997,34.332857000000004,26.971428999999997,29.891429,24.891429000000002,27.671428999999996,26.951428999999997,26.891429,28.851429,34.151429,28.851429,20.351429,29.711429,28.771428999999998,25.080714,25.271429,28.191429,25.591429,30.771428999999998,24.951429,25.751429,31.091428999999998,24.031429,26.091429,29.291428999999997
66,23,0,25.821633,26.901633,29.841633,29.101633000000003,25.981633,27.861633,27.121633000000003,29.261633000000003,24.301633,22.521632999999998,28.601633000000003,25.101633,25.421633,30.121633000000003,26.081633,24.081633,32.801633,33.701633,23.021632999999998,25.661633,28.621633000000003,34.721633000000004,27.281633000000003,30.201633,25.141633,28.041633,27.261633000000003,27.201633,29.161633000000002,34.461633,29.241633,20.621633,29.981633000000002,29.081633,25.381632999999997,25.561633,28.501633,25.901633,31.101633000000003,25.261633,26.021632999999998,31.421633,24.295816000000002,26.501633,29.661633000000002
67,23,1,26.071837,27.291837,30.171837,29.391837,26.251837,28.191837,27.591836999999998,29.551837,24.631837,22.871837,28.951837,25.431836999999998,25.771836999999998,30.431836999999998,26.410918,24.391837,33.231837,34.091837,23.331837,25.971837,29.011837,35.051837,27.591836999999998,30.551837,25.471837,28.351837,27.571837,27.471837,29.531837,34.731837,29.851837,20.871837,30.331837,29.311837,25.731837,25.871837,28.991837,26.171837,31.411837,25.531837,26.331837,31.771836999999998,24.571837,26.931836999999998,30.031837
68,23,2,26.382040999999997,27.682040999999998,30.542040999999998,29.902040999999997,26.542040999999998,28.562040999999997,28.062040999999997,29.862040999999998,24.942041,23.202041,29.502041,25.942041,26.082041,30.802041,26.702040999999998,24.702041,33.582041,34.682041,23.622041,26.282040999999996,29.322041,35.422041,27.902040999999997,30.942040999999996,25.802041,28.662041,27.882040999999997,27.802041,29.922040999999997,35.142041,30.302041,21.162041000000002,30.682040999999998,29.642041,26.062041,26.182041,29.442040999999996,26.502041,31.802041,25.862041,26.662041,32.182041,24.882041,27.342041,30.462040999999996
69,24,0,26.651428999999997,28.171428999999996,30.811428999999997,30.191429,26.811428999999997,28.831428999999996,28.371429,30.171428999999996,25.291429,23.531429,29.891429,26.311428999999997,26.371429,31.131428999999997,27.051429,25.051429000000002,34.051429,35.191429,23.891429000000002,26.651428999999997,29.591428999999998,35.711428999999995,28.171428999999996,31.271428999999998,26.151429,28.971428999999997,28.151428999999997,28.171428999999996,30.311428999999997,35.451429,30.731429,21.431429,31.091428999999998,29.971428999999997,26.411429,26.531429,29.871429,26.791428999999997,32.190714,26.151429,26.931428999999998,32.531428999999996,25.131429,27.671428999999996,30.951428999999997
70,24,1,26.920714,28.591428999999998,31.171428999999996,30.711429,27.111428999999998,29.191429,28.631428999999997,30.531429,25.551429000000002,23.831429,30.331428999999996,26.651428999999997,26.650476,31.511428999999996,27.331428999999996,25.291429,34.971429,35.791429,24.171429,26.931428999999998,29.951428999999997,35.991429,28.571429,31.631428999999997,26.551429,29.291428999999997,28.451428999999997,28.550714000000003,30.791428999999997,35.851428999999996,31.211429,21.671429,31.511428999999996,30.371429,26.720714,26.911429,30.331428999999996,27.070714000000002,32.511429,26.471428999999997,27.211429,32.891428999999995,25.411429000000002,28.031429,31.351429
71,24,2,27.333060999999997,29.073061,31.653060999999997,31.173060999999997,27.553061,29.673060999999997,29.153060999999997,31.213061,26.073061,24.233061,30.833060999999997,27.133060999999998,27.073061,32.053061,27.933061,25.853061,35.553061,36.573060999999996,24.533061,27.636121999999997,30.413061,36.573060999999996,29.053061,32.233061,27.053061,29.953060999999998,28.933061,29.133060999999998,31.413061,36.393060999999996,32.013061,22.173060999999997,32.053061,30.853061,27.193061,27.313060999999998,30.853061,27.553061,33.193061,26.913061,27.653060999999997,33.433061,25.873061,28.553061,32.213060999999996
72,25,0,27.644444,29.504444,32.104444,31.584444,27.864444,30.124444,29.624444,31.684444,26.484444,24.524444,31.304444,27.544444,27.404444,32.584444,28.524444,26.384444000000002,36.764444,37.444444,24.864444,28.344444,30.864444,37.124444,29.524444,32.704444,27.484444,30.524444,29.284444,29.804444,31.864444,36.924444,32.664444,22.524444,32.484444,31.424444,27.504444,27.764444,31.464444,28.004444,33.704444,27.384444000000002,28.224444000000002,33.904444,26.344444,29.104444,32.884444
73,25,1,28.079184,29.939184,32.559184,32.119184000000004,28.299184000000004,30.579184,29.999184000000003,32.119184000000004,26.874592,24.859184,31.779184000000004,28.079184,27.819184000000003,33.139184,28.939184,26.804592,37.699184,38.039184000000006,25.199184,28.859184000000003,31.319184000000003,37.659184,29.959184000000004,33.119184000000004,27.879184000000002,31.039184000000002,29.659184000000003,30.259184,32.339184,37.499184,33.139184,22.879184,33.019184,31.899184,27.859184000000003,28.199184000000002,31.919184,28.439184,34.259184000000005,27.859184000000003,28.659184000000003,34.339184,26.939184,29.579184,33.399184000000005
74,25,2,28.320408,30.200408000000003,32.820408,32.420408,28.560408000000002,30.840408,30.260408,32.400408,27.120408,25.085204,32.120408000000005,28.340408,28.160408,33.560408,29.220408000000003,27.060408000000002,38.080408,38.400408,25.480407999999997,29.160408,31.580408000000002,37.960408,30.220408000000003,33.420408,28.120408,31.300408,30.040408000000003,30.560408000000002,32.620408000000005,37.760408,33.440408000000005,23.120407999999998,33.280408,32.160408000000004,28.060136,28.460408,32.200408,28.700408000000003,34.600408,28.140408,28.940408,34.630815999999996,27.260408,29.900408000000002,33.660408000000004
75,26,0,28.540815999999996,30.380815999999996,33.040816,32.640816,28.740816,31.040815999999996,30.480815999999997,32.620816,27.340815999999997,25.186939000000002,32.360816,28.560816,28.380815999999996,33.811633,29.440815999999998,27.280815999999998,38.380815999999996,38.640816,25.700816,29.400816,31.800815999999998,38.220816,30.440815999999998,33.680816,28.340815999999997,31.500815999999997,30.240816,30.842449,32.840816,37.980816,33.660816,23.320816,33.500816,32.400816,28.260816,28.660815999999997,32.491633,28.920816,34.820816,28.360815999999996,29.160815999999997,34.900816,27.440815999999998,30.220815999999996,33.880815999999996
76,26,1,29.021633,30.821633000000002,33.461633,33.041633000000004,29.161633000000002,31.461633000000003,30.901633,33.081633000000004,27.761633000000003,25.601633,32.821633,29.021633,28.861633,34.401633000000004,29.901633,27.961633000000003,39.001633,39.261633,26.101633,29.801633000000002,32.221633000000004,38.781633,30.881633,34.181633000000005,28.741633,31.901633,30.741633,31.421633,33.281633,38.421633,34.141633,23.721632999999997,34.001633,32.941633,28.681633,29.121633000000003,33.061633,29.301633000000002,35.321633,28.801633000000002,29.641633000000002,35.481633,27.821633000000002,30.701633,34.401633000000004
77,26,2,29.34,31.1,33.78,33.36,29.46,31.84,31.2,33.4,28.02,25.788332999999998,33.14,29.28,29.18,34.74,30.16,28.28,39.32,39.58,26.42,30.12,32.56,39.1,31.2,34.5,29.04,32.18,31.06,31.8,33.58,38.74,34.4,23.94,34.24,33.26,28.98,29.44,33.42,29.62,35.64,29.12,29.98,35.81,28.14,31.02,34.68
78,27,0,29.650509999999997,31.45102,34.21102,33.81102,29.73102,32.21102,31.53102,33.77102,28.37102,26.11051,33.49102,29.63102,29.61102,35.29102,30.511020000000002,28.630340000000004,39.79102,40.27102,26.77102,30.43102,32.99102,39.61102,31.55102,34.85102,29.23051,32.53102,31.41102,32.15102,33.931020000000004,39.13102,34.751020000000004,24.23102,34.59102,33.61102,29.23051,29.71051,33.77102,29.860509999999998,36.13102,29.471020000000003,30.32051,36.172041,28.331020000000002,31.37102,35.03102
79,27,1,29.998367,31.818367,34.558367,34.158367,30.098367,32.558367,31.818367,34.078367,28.694184000000003,26.358366999999998,33.898367,29.958367,29.938367,35.658367,30.858366999999998,28.898366999999997,40.158367,40.758367,27.078367,30.718366999999997,33.318366999999995,40.018367,31.918367,35.238367,29.518366999999998,32.858367,31.758367,32.478367,34.298367,39.578367,35.058367,24.534184,34.978367,33.978367,29.518366999999998,29.998367,34.018367,30.178366999999998,36.498367,29.778367,30.678366999999998,36.558367,28.618367,31.778367,35.378367
80,27,2,30.352245,32.172245000000004,34.852245,34.472245,30.432245,32.852245,32.172245000000004,34.372245,28.972245,26.632245,34.212245,30.292245,30.272245,36.072245,31.192245,29.212245000000003,40.452245,41.172245000000004,27.392245000000003,31.052245000000003,33.632245000000005,40.392245,32.212245,35.612245,29.812245,33.152245,32.021122,32.852245,34.652245,39.87449,35.412245,24.792245,35.272245,34.352245,29.772245,30.312245,34.312245000000004,30.472245,36.872245,30.072245000000002,30.972245,36.972245,28.932245,32.152245,35.672245000000004
81,28,0,30.759591999999998,32.519591999999996,35.219592,34.879591999999995,30.799591999999997,33.219592,32.519591999999996,34.659591999999996,29.339592,26.879592,34.579592,30.659592,30.619591999999997,36.479592,31.559592,29.579591999999998,40.819592,41.639592,27.739592,31.499592,33.999592,40.739592,32.579592,35.979592,30.099591999999998,33.459592,32.359592,33.199591999999996,35.019591999999996,40.299592,35.779592,25.059592000000002,35.639592,34.619592,30.039592,30.619591999999997,34.659591999999996,30.779591999999997,37.259592,30.339592,31.319592,37.339591999999996,29.259591999999998,32.599592,35.979592
82,28,1,31.224898,32.924898,35.704898,35.324898,31.284898,33.704898,32.904897999999996,35.064898,29.784898,27.264898,35.104898,31.084898,31.017449,37.004898,31.944898,30.024897999999997,41.444897999999995,42.244898,28.084898,31.964897999999998,34.464898,41.344898,33.044897999999996,36.444897999999995,30.544898,33.844898,32.784898,33.704898,35.464898,40.864898,36.244898,25.404898,36.164898,34.924898,30.444898,31.024897999999997,35.164898,31.124897999999998,37.744898,30.744898,31.684897999999997,37.804898,29.584898,33.084897999999995,36.444897999999995
83,28,2,31.600283,33.330566999999995,36.110566999999996,35.710567,31.690566999999998,34.110566999999996,33.310567,35.470566999999996,30.130567,27.503428000000003,35.510567,31.360283000000003,31.410566999999997,37.410567,32.270567,30.430567,41.850567,42.650566999999995,28.460283,32.390567,34.870567,41.830566999999995,33.450567,36.840283,30.950567,34.180071000000005,33.190567,34.150566999999995,35.850567,41.270567,36.650566999999995,25.699142000000002,36.590567,35.330566999999995,30.850566999999998,31.430567,35.570567,31.475046999999996,38.150566999999995,31.150189,32.090567,38.190567,29.990567,33.490567,36.750567
84,29,0,31.993060999999997,33.693061,36.513061,36.113061,32.073060999999996,34.513061,33.713060999999996,35.973061,30.453060999999998,27.813060999999998,35.953061,31.753061,31.813060999999998,37.993061,32.613061,30.811531,42.253060999999995,43.373061,28.853061,32.813061,35.273061,42.233061,33.853061,37.221531,31.413061,34.513061,33.573060999999996,34.613061,36.253060999999995,41.733061,36.973061,25.973060999999998,37.373061,35.733061,31.253061,31.873061,36.193061,31.693061,38.673061,31.513060999999997,32.333061,38.593061,30.373061,33.913061,37.153061
85,29,1,32.359184,34.119184000000004,36.899184000000005,36.614592,32.479184000000004,34.879184,34.139184,36.359184,30.819184000000003,28.204591999999998,36.459184,32.179184,32.239184,38.539184000000006,32.959184,31.139184000000004,42.759184000000005,43.839184,29.179184000000003,33.159184,35.659184,42.679184,34.359184,37.599184,31.819184000000003,34.959184,34.059184,35.039184000000006,36.759184000000005,42.279184,37.359184,26.279184000000004,37.939184000000004,36.079184000000005,31.619184000000004,32.339184,36.659184,32.179184,39.179184,31.914592,32.719184000000006,38.979184000000004,30.799184000000004,34.339184,37.579184000000005
86,29,2,32.629388,34.369388,37.149388,36.869388,32.769388,35.169388,34.429388,36.629388,31.089388,28.323128999999998,36.829388,32.479694,32.549388,38.969388,33.269388,31.389388,43.129388,44.229388,29.469388000000002,33.469388,35.929388,43.009388,34.669388,37.909388,32.049694,35.209694,34.369388,35.349388,37.049388,42.589388,37.629388,26.529388,38.189388,36.389388000000004,31.829388,32.569388000000004,36.949388,32.449388,39.549388,32.199694,33.049388,39.309388,31.089388,34.649388,37.869388
87,30,0,32.898776,34.638776,37.418776,37.018776,32.998776,35.378776,34.698776,36.898776,31.324388,28.438776,37.098776,32.678776,32.818776,39.258776,33.478776,31.658776,43.398776,44.598776,29.658776,33.718776,36.178776,43.278776,34.938776000000004,38.178776,32.318776,35.438776000000004,34.618776000000004,35.678776,37.259755,42.858776,37.898776,26.758776,38.458776,36.698776,32.058776,32.818776,37.218776,32.718776,39.818776,32.458776,33.318776,39.598776,31.278776,34.918776,38.086259000000005
88,30,1,33.320714,35.031428999999996,37.771429,37.451429,33.411429,35.771429,35.071428999999995,37.251428999999995,31.730714000000003,28.840714000000002,37.531428999999996,33.100714,33.231429,39.831429,33.880714000000005,31.991428999999997,44.051429,45.051429,30.091428999999998,34.080714,36.551429,43.791429,35.371429,38.651429,32.611429,35.831429,34.991429,36.131429,37.651429,43.311429,38.331429,27.111428999999998,38.891428999999995,37.171428999999996,32.451429,33.151429,37.711428999999995,33.051429,40.271429,32.831429,33.711428999999995,40.111429,31.611428999999998,35.391428999999995,38.511429
89,30,2,33.663265,35.423265,38.163265,37.843265,33.803265,36.163265,35.341105,37.643265,32.043265000000005,29.079015999999996,37.923265,33.443265000000004,33.623265,40.303265,34.241088,32.370829,44.443265000000004,45.443265000000004,30.483265000000003,34.361327,36.943265000000004,44.155544,35.763265000000004,39.043265000000005,32.990663,36.223265000000005,35.383265,36.483265,38.043265000000005,43.703265,38.659158000000005,27.35809,39.283265,37.563265,32.803265,33.543265000000005,38.103265,33.443265000000004,40.646633,33.223265000000005,34.103265,40.503265,31.879439,35.783265,38.816662
90,31,0,33.915918,35.695184000000005,38.478639,38.342959,33.975918,36.495917999999996,35.675917999999996,38.055918,32.278639,29.335918,38.322959000000004,33.675917999999996,33.895918,40.732959,34.47648,32.515918,44.858639000000004,45.875918,30.795918,34.702959,37.255918,44.498639000000004,36.195918,39.335918,33.055918,36.498639000000004,35.57648,36.902959,38.258639,43.995917999999996,38.735918,27.602959000000002,39.498639000000004,37.862959000000004,33.002959000000004,33.835918,38.37648,33.575918,41.075918,33.455918,34.315917999999996,40.735918,32.195918,36.095918,39.062959
91,31,1,34.236734999999996,36.056734999999996,38.836735,38.676735,34.396735,36.836735,35.996735,38.296735,32.616735,29.596735,38.756735,34.056734999999996,34.236734999999996,41.176735,34.836735,32.776734999999995,45.256735,46.296735,31.076735,35.036735,37.596734999999995,44.916734999999996,36.636734999999994,39.756735,33.336735,36.896735,35.936735,37.276734999999995,38.656735,44.396735,39.176735,27.856734999999997,39.916734999999996,38.256735,33.296735,34.116735,38.656735,33.836735,41.456734999999995,33.756735,34.716735,41.176735,32.456734999999995,36.496735,39.436735
92,31,2,34.555102000000005,36.455102000000004,39.152551,38.995102,34.715102,37.155102,36.315102,38.615102,32.955102000000004,29.835102000000003,39.155102,34.455102000000004,34.555102000000005,41.735102000000005,35.195102,33.095102000000004,45.615102,46.835102,31.435102,35.375102000000005,37.915102000000005,45.355102,36.955102000000004,40.275102000000004,33.635102,37.215102,36.255102,37.655102,38.995102,44.715102,39.635102,28.175102000000003,40.235102000000005,38.595102000000004,33.612551,34.435102,38.975102,34.135102,41.835102,34.055102000000005,35.035102,41.595102000000004,32.775102000000004,36.895102,39.815102
93,32,0,34.846121999999994,36.786122,39.446121999999995,39.346121999999994,35.066122,37.446121999999995,36.626121999999995,39.026121999999994,33.306121999999995,30.126122,39.506122,34.786122,34.906121999999996,42.146122,35.526121999999994,33.426122,46.146122,47.226122,31.786122,35.706122,38.206122,45.706122,37.306121999999995,40.646122,33.946121999999995,37.586121999999996,36.742245000000004,38.006122,39.326122,45.066122,39.986121999999995,28.446121999999995,40.586121999999996,38.926122,33.869223999999996,34.766121999999996,39.306121999999995,34.486121999999995,42.226122,34.366122,35.366122,41.986121999999995,33.126121999999995,37.286122,40.126121999999995
94,32,1,35.295918,37.195918,39.895918,39.695918,35.475918,37.895918,37.022959,39.595918,33.715918,30.455918,39.955918,35.195918,35.275918,42.615918,35.882959,33.675917999999996,46.935918,47.695918,32.155918,36.055918,38.695918,46.175917999999996,37.795918,41.175917999999996,34.342959,38.075918,37.182959000000004,38.415918,39.735918,45.615918,40.372959,28.755917999999998,41.035918,39.335918,34.295918,35.175917999999996,39.755918,34.782959000000005,42.675917999999996,34.682959000000004,35.855918,42.535918,33.435918,37.775918,40.575918
95,32,2,35.695918,37.615918,40.381837,40.135918,35.875918,38.375918,37.415918,39.975918,34.115918,30.855918,40.48551,35.595918,35.675917999999996,43.087755,36.275918,33.999546,47.595918,48.425509999999996,32.535918,36.415918,39.135918,46.595918,38.195918,41.575918,34.741837,38.595918,37.575918,38.839591999999996,40.135918,46.075918,40.675917999999996,29.006591999999998,41.515102,39.715918,34.655918,35.575918,40.155918,35.175917999999996,43.115918,35.075918,36.275918,42.935918,33.835918,38.155918,40.932959000000004
96,33,0,36.038776,38.018776,40.738776,40.478776,36.238776,38.718776,37.698776,40.238776,34.458776,31.058776,40.898776,35.858776,35.978776,43.458776,36.538776,34.258776,47.938776000000004,48.878776,32.878776,36.758776,39.478776,47.038776,38.538776,41.858776,35.118776000000004,38.978776,37.858776,39.298776000000004,40.458776,46.418776,40.998776,29.318776,42.198776,40.038776,34.978776,35.938776000000004,40.538776,35.418776,43.498776,35.418776,36.618776000000004,43.238776,34.178776,38.498776,41.218776
97,33,1,36.426939000000004,38.486939,41.146939,40.906939,36.638469,39.126939,38.046939,40.646939,34.828469,31.438469,41.386939,36.406939,36.406939,43.966939,36.946939,34.566939,48.506939,49.506939,33.198469,37.246939000000005,39.886939,47.706939,38.946939,42.266939,35.526939,39.446939,38.266939,39.803878000000005,40.906939,46.866939,41.326939,29.646939,42.826939,40.486939,35.366939,36.346939,40.946939,35.788469,43.986939,35.866939,37.126939,43.646939,34.646939,38.926939000000004,41.626939
98,33,2,36.70898,38.78898,41.40898,41.20898,36.86898,39.40898,38.34898,40.94898,35.08898,31.709490000000002,41.70898,36.70898,36.78898,44.428979999999996,37.22898,34.84898,48.80898,49.90898,33.48898,37.568979999999996,40.17949,48.14898,39.248979999999996,42.58898,35.76898,39.748979999999996,38.62898,40.14898,41.22898,47.32898,41.62898,29.88898,43.08898,40.78898,35.589490000000005,36.608979999999995,41.30898,36.068979999999996,44.34898,36.18898,37.48898,43.94898,34.96898,39.22898,41.90898
99,34,0,36.958366999999996,39.058367,41.658367,41.358367,37.138366999999995,39.624184,38.598366999999996,41.198367,35.358367,31.769031,41.978367,36.958366999999996,37.058367,44.738367,37.498367,35.112092,49.058367,50.258367,33.758367,37.818366999999995,40.418366999999996,48.424184000000004,39.518367,42.858367,36.018367,39.978367,38.898367,40.466735,41.498367,47.598366999999996,41.878367,30.118367,43.338367,41.058367,35.818366999999995,36.818366999999995,41.578367,36.318366999999995,44.638366999999995,36.438367,37.758367,44.258367,35.104184000000004,39.518367,42.178367
