,measure_number,beat_number,pid1263-28,pid610003b-04,pid9048b-04,pid9049-29,pid9050-29,pid9054-29,pid9055-28,pid9058-29,pid9059b-04,pid9060-29,pid9061-29,pid9062b-03,pid9063b-04,pid9066-29,pid9070b-12,pid9072b-04,pid9073b-04,pid9074f-29,pid9093b-03,pid9094-28,pid9097-19,pid9098-08,pid9099b-04,pid9101b-11,pid9104-29,pid9118b-04,pid9130-03,pid9138-29,pid9139-28,pid9153-28,pid9170-28,pid9174-29,pid9192-29
67,24,0,28.809796000000002,27.929796000000003,32.409796,31.409796000000004,27.969796000000002,29.049796,30.249796000000003,26.709796,33.589796,31.169796,33.409796,28.249796000000003,33.809796,32.589796,23.169795999999998,33.449796,28.469796000000002,28.489796000000002,24.269796,26.689796,24.709796,33.069796000000004,32.229592,28.249796000000003,25.469796,28.229796,40.329592,25.289796,28.549796,27.629796000000002,32.129796,25.909796,31.189796
68,24,1,29.308571,28.328571000000004,32.848571,32.088571,28.348571000000003,29.468571,30.748571000000002,27.228571000000002,34.128571,31.608571,34.068571,28.688571000000003,34.248571000000005,33.364286,23.568571,33.848571,28.848571000000003,29.028571000000003,24.628571,27.068571000000002,24.988571,33.468571000000004,32.728571,28.708571000000003,25.868571,28.648571,41.007143,25.768570999999998,28.988571000000004,28.048571000000003,32.708571,26.248571000000002,31.568571000000002
69,24,2,29.580408000000002,28.700408000000003,33.280408,32.520408,28.740408000000002,29.860408000000003,31.220408000000003,27.760408,34.620408000000005,32.060408,34.320408,29.120408,34.680408,33.840408000000004,23.960407999999997,34.300408000000004,29.240408000000002,29.420408000000002,24.960407999999997,27.400408000000002,25.340408,33.860408,33.130815999999996,29.160408,26.260408,28.970815999999996,41.600408,26.100407999999998,29.380408000000003,28.440408,33.160408000000004,26.640408,31.970815999999996
70,25,0,29.980113,29.120113,33.700113,33.000113,29.140113,30.280113,31.700113,28.220113,35.160113,32.460113,34.800113,29.620113,35.300113,34.500113,24.500113,34.820113,29.640113,29.820113,25.340113,27.920113,25.720113,34.520113,33.700113,29.680113000000002,26.820113,29.420113,42.320113,26.580113,29.965057,28.920113,33.740113,27.040113,32.420113
71,25,1,30.273061,29.513060999999997,34.073060999999996,33.473061,29.553061,30.593061,32.113061,28.653060999999997,35.593061,32.893060999999996,35.153061,30.013060999999997,35.933061,35.393060999999996,24.873061,35.273061,30.053061,30.253061,25.721531,28.453060999999998,26.081531,35.253060999999995,34.193061,30.133060999999998,27.133060999999998,29.933061,42.813061,27.053061,30.353061,29.313060999999998,34.273061,27.413061,32.813061
72,25,2,31.078776,30.356327,34.956327,34.236327,30.376327000000003,31.396327000000003,33.096327,29.556327000000003,36.616327000000005,33.896327,35.916327,30.816327,36.876327,36.656327000000005,25.636326999999998,36.376327,30.856327,31.216327000000003,26.694388,29.423163,26.853163000000002,36.416327,35.256327,31.456327,28.176327,30.656327,44.036327,27.996327,31.396327000000003,30.096327000000002,35.176327,28.176327,33.576327
73,26,0,31.320521999999997,31.100521999999998,35.740522,34.960522,31.220521999999995,31.980521999999997,33.860521999999996,30.140521999999997,37.300521999999994,34.433507,36.460522,31.600521999999998,37.360521999999996,37.220521999999995,26.380521999999996,37.200522,31.660521999999997,31.800521999999997,27.280521999999998,29.760521999999998,27.340173999999998,37.100522,35.820522,32.040521999999996,28.840521999999996,31.320521999999997,44.820522,28.660521999999997,32.000522,30.800521999999997,35.740522,28.680521999999996,34.180521999999996
74,26,1,31.962040999999996,31.622040999999996,36.362041,35.462041,31.702040999999998,32.622040999999996,34.362041,30.782040999999996,37.842040999999995,34.902041,37.114082,32.182041,37.902041,38.082041,26.962040999999996,38.062041,32.162040999999995,32.302040999999996,27.802041,30.116020000000002,27.762040999999996,37.622040999999996,36.502041,32.522040999999994,29.414014,31.722040999999997,45.654082,29.242040999999997,32.622040999999996,31.262040999999996,36.302040999999996,29.37602,34.782041
75,26,2,32.394694,31.994694,36.814694,35.994694,32.014694,33.174694,34.794694,31.214694,38.394694,35.514694,37.594694,32.634694,38.334694,38.451565,27.354694,38.654694,32.474694,32.734694,28.234694,30.494694,28.154694,38.054694,36.994694,32.914694,29.774694,32.054694,46.214694,29.714694,33.054694,31.654694,36.734694,29.734694,35.214694
76,27,0,32.856032,32.409524,37.316508,36.296508,32.456508,33.656508,35.316508,31.656508000000002,38.876032,35.916508,38.096508,33.116508,38.783015999999996,38.809523999999996,27.756508,39.149524,32.916508,33.136508,28.636508000000003,31.056032000000002,28.589524,38.456508,37.436508,33.283015999999996,30.203015999999998,32.456508,46.703016,30.169524,33.496508,32.236508,37.156032,30.163016,35.696508
77,27,1,33.259184000000005,32.899184000000005,37.819184,36.859184,32.919184,34.099184,35.739184,31.939184,39.519184,36.339184,38.605598,33.419184,39.219184000000006,39.299184000000004,28.279184000000004,39.599184,33.379184,33.559184,28.959184000000004,31.724591999999998,28.979184000000004,38.879184,38.059184,33.719184000000006,30.664592,32.803647999999995,47.239184,30.744591999999997,33.979184000000004,32.659184,37.679184,30.619184000000004,36.239184
78,27,2,33.646531,33.246531,38.226531,37.286531,33.266531,34.506531,36.126531,32.306531,40.006531,36.986531,39.066531,33.746531,39.646531,40.126531,28.646531,40.026531,33.726531,33.926531,29.246531,32.058265000000006,29.286531,39.326531,38.566531,34.066531,31.006531,33.086531,47.686531,31.106531,34.346531,33.026531,38.166531,31.146531,36.586531
79,28,0,34.116327000000005,33.696327000000004,38.716327,37.716327,33.696327000000004,34.976327000000005,36.556327,32.676327,40.536327,37.436327,39.556327,34.076327,40.136327,40.615306,28.956327,40.376327,34.156327000000005,34.416327,29.676327,32.456327,29.616327000000002,39.716327,38.936327,34.396327,31.416327000000003,33.456327,48.196327000000004,31.536327000000004,34.76898,33.516327000000004,38.656327000000005,31.716327000000003,36.996327
80,28,1,34.569796000000004,34.059898,39.129796,38.309796,34.079898,35.409796,37.029796000000005,33.029796000000005,41.069796000000004,37.869796,40.009796,34.409796,40.559898,41.569796000000004,29.269897999999998,40.829796,34.509898,34.889796000000004,29.969796000000002,32.919897999999996,29.939898,40.249796,39.389796000000004,34.769796,31.739897999999997,33.819897999999995,48.689796,31.849898,35.169897999999996,33.909796,39.129796,32.119898,37.369932
81,28,2,34.894286,34.374286,39.554286,38.834286,34.374286,35.874286,37.454285999999996,33.434286,41.574286,38.274286,40.434286,34.734286,40.974286,41.994285999999995,29.574285999999997,41.134285999999996,34.922143,35.314285999999996,30.351429,33.154286,30.314286,40.650857,39.814285999999996,35.134285999999996,32.114286,34.074286,49.178571000000005,32.274286,35.574286,34.314285999999996,39.654286,32.512143,37.774286
82,29,0,35.294399,34.854399,39.954399,39.454399,34.874399,36.294399,37.954399,34.034399,42.214399,38.694399,40.918797999999995,35.114399,41.574399,42.354399,29.934399,41.694399,35.314399,35.714399,30.734399,33.714399,30.654398999999998,41.054399,40.294399,35.614399,32.614399,34.494399,49.654399,32.674399,36.074399,34.654399,40.254399,32.934399,38.294399
83,29,1,35.545831,35.240815999999995,40.360816,39.920815999999995,35.260816,36.695408,38.325408,34.358852,42.720816,38.980816,41.400816,35.440816,41.940816,42.840816,30.293605,42.126939,35.680816,36.040816,31.080116999999998,33.902568,30.960271999999996,41.380815999999996,40.725408,36.060815999999996,32.915408,34.723852,50.080816,32.985408,36.320816,35.000816,40.760816,33.108979999999995,38.700815999999996
84,29,2,35.975102,35.595102000000004,40.775102000000004,40.355102,35.615102,37.135102,38.775102000000004,34.795102,43.295102,39.575102,41.955102000000004,35.895102,42.395102,43.435102,30.735102,42.775102000000004,36.055102000000005,36.555102000000005,31.455102,34.395102,31.255102,42.115102,41.115102,36.475102,33.435102,35.275102000000004,50.595102000000004,33.515102,36.955102000000004,35.395102,41.275102000000004,33.675102,39.395102
85,30,0,36.479592,36.099592,41.199591999999996,40.879591999999995,36.219592,37.619592,39.299592,35.259592,43.859592,40.059591999999995,42.639592,36.419592,43.039592,43.879591999999995,31.099591999999998,43.459592,36.599592,36.979592,31.919591999999998,34.779592,31.614796000000002,42.759592,41.579592,36.859592,33.779592,35.719592,51.279592,33.939592,37.419592,35.859592,41.839591999999996,34.099592,40.319592
86,30,1,36.999592,36.719592,41.599592,41.319592,36.739592,38.119592,39.839591999999996,35.659591999999996,44.299592,40.459592,43.219592,36.939592,43.599592,44.359592,31.454796,44.039592,37.159591999999996,37.379591999999995,32.439592,35.119592,31.999592,43.339591999999996,42.039592,37.279592,34.219592,36.074796,52.019591999999996,34.319592,37.839591999999996,36.259592,42.379591999999995,34.679592,40.959592
87,30,2,37.434286,37.054286,41.994285999999995,41.754286,37.054286,38.494285999999995,40.194286,36.014286,44.734286,41.074286,43.694286,37.274286,44.034286,44.714286,31.774286,44.474286,37.474286,37.714286,32.774286,35.494285999999995,32.374286,43.734286,42.434286,37.674285999999995,34.554286,36.414286,52.674285999999995,34.734286,38.254286,36.614286,42.794286,35.034286,41.374286
88,31,0,37.809796,37.429796,42.449796,42.109796,37.429796,38.889796000000004,40.809796,36.389796000000004,45.109796,41.449796,44.149592,37.649796,44.469796,45.089796,32.109796,44.889796000000004,37.849796000000005,38.089796,33.149796,35.969796,32.729796,44.229592,42.869796,38.049796,34.969796,36.789796,53.209796,35.109796,38.649796,37.188776000000004,43.209592,35.429796,41.98898
89,31,1,38.312653000000005,37.832653,42.804218,42.492653000000004,37.832653,39.232653000000006,41.272653000000005,36.730663,45.612653,41.872653,44.572653,37.957551,44.912653000000006,45.532653,32.367109,45.292653,38.252653,38.432653,33.492653000000004,36.592653000000006,33.092653000000006,44.592653000000006,43.215306,38.452653000000005,35.417551,37.101327000000005,53.77530600000001,35.475305999999996,39.081327,37.517551,43.692653,35.772653000000005,42.432653
90,31,2,38.636327,38.236327,43.256327,43.076327,38.256327,39.696327000000004,41.776327,37.036327,46.056327,42.316327,45.096327,38.316327,45.376327,46.116327000000005,32.756327,45.736327,38.656327000000005,38.816327,33.956327,37.016327000000004,33.376327,45.036327,43.856327,38.816327,35.736327,37.496327,54.476327000000005,35.936327,39.496327,37.856327,44.276327,36.176327,42.776327
91,32,0,39.173128999999996,38.724376,43.704376,43.464376,38.764376,40.244376,42.484376,37.544376,46.444376,42.664376000000004,45.558753,38.624376,46.004376,46.504376,33.104376,46.144376,39.144376,39.204376,34.724376,37.464376,33.704376,45.424376,44.404376,39.224376,36.104376,37.964376,55.378753,36.424376,40.113129,38.244376,44.964376,36.564376,43.264376
92,32,1,39.597007,39.137007000000004,44.197007,44.137007000000004,39.157007,40.653503,43.03102,38.037007,46.997007,43.057007,45.977007,38.997007,46.457007,47.177007,33.471752,46.684014000000005,39.552336,39.597007,35.137007000000004,37.937007,34.077007,45.797007,44.917007,39.657007,36.537007,38.332336,56.037006999999996,36.817007000000004,40.537007,38.613503,45.644014,36.917007,43.637007000000004
93,32,2,39.9,39.46,44.66,44.52,39.52,41.04,43.5,38.58,47.6,43.46,46.47,39.353333,46.92,47.56,33.8,47.22,39.86,40.0,35.52,38.3,34.42,46.2,45.32,40.06,37.1,38.675,56.7,37.4,40.98,38.995,46.15,37.32,44.04
94,33,0,40.357143,39.917142999999996,45.157143,45.037143,39.917142999999996,41.457143,44.237142999999996,39.397143,48.117143,43.857143,47.054524,39.664524,47.597143,48.337143,34.317143,47.877143,40.317143,40.457143,36.057142999999996,38.857143,34.873571000000005,46.797143,45.877143,40.577143,37.577143,38.997143,57.684286,38.057142999999996,41.637143,39.437143,46.837143,37.717143,44.437143
95,33,1,40.737279,40.337278999999995,45.657278999999996,45.557279,40.357279,41.857279,44.917279,40.157278999999996,48.597279,44.297278999999996,47.617278999999996,39.997279,48.137279,49.657278999999996,34.917279,48.697278999999995,40.737279,41.037279,36.797278999999996,39.557279,35.317279,47.377278999999994,46.477278999999996,41.244558000000005,38.217279,39.423639,58.657279,38.637279,42.337278999999995,39.857279,47.637279,38.277279,44.997279
96,33,2,41.194059,40.774059,46.154059000000004,46.038118,40.774059,42.274059,46.154059000000004,40.954059,49.074059000000005,44.714059000000006,48.234059,40.394059000000006,48.954059,50.234059,35.414059,49.374059,41.194059,41.494059,37.334059,39.954059,35.774059,47.874059,46.934059000000005,41.714059000000006,38.854059,39.834059,59.554058999999995,39.474059000000004,43.114059000000005,40.274059,48.494059,38.794059000000004,45.414059
97,34,0,41.655828,41.415828000000005,46.895828,46.735828000000005,41.435828,42.635828000000004,47.295828,41.875828000000006,49.572914000000004,45.255828,48.815828,40.791942999999996,49.515828000000006,50.735828000000005,35.955828000000004,50.215828,41.795828,42.155828,38.175828,40.415828000000005,36.195828000000006,48.675828,47.635828000000004,42.415828000000005,39.695828000000006,40.435828,60.235828000000005,40.415828000000005,43.835828,40.735828000000005,49.715828,39.415828000000005,45.895828
98,34,1,42.280227000000004,41.840227,47.315113000000004,47.340227,41.860227,42.980227,47.920227000000004,42.300227,49.932557,45.860227,49.340227,41.060227000000005,50.220227,51.100227000000004,36.348045,50.920227000000004,42.220227,42.620227,38.573409000000005,40.940227,36.680227,49.140227,48.100227000000004,42.840227,40.115113,40.940227,60.840227,41.240227000000004,44.480227,41.200227000000005,50.165113,39.780227000000004,46.305113
99,34,2,42.690204,42.293366999999996,47.790203999999996,47.850204,42.276701,43.450204,48.470203999999995,42.850204,50.370204,46.370204,49.850204,41.490204,50.890204,51.510203999999995,36.730204,51.570204,42.585051,43.110203999999996,38.978041,41.650203999999995,37.110203999999996,49.870204,48.570204,43.250204,40.573367,41.335473,61.530204000000005,41.890102,45.050204,41.630204,50.650203999999995,40.150203999999995,46.710204
100,35,0,43.009388,42.569388000000004,48.228776,48.189388,42.569388000000004,43.808776,48.829388,43.229388,50.729388,46.689388,50.208776,41.729388,51.269388,51.869388,37.069388000000004,51.968776,42.929388,43.469388,39.369388,41.989388,37.449388,50.229388,48.929388,43.549388,40.849388,41.509388,62.047551,42.288163,45.449388,41.968163,51.049388,40.449796,46.989388
101,35,1,43.396735,42.936735,48.636734999999994,48.556734999999996,42.956734999999995,44.196735,49.256735,43.576735,51.170204,47.056734999999996,50.616735,42.103469,51.730204,52.330203999999995,37.376735,52.416734999999996,43.316734999999994,43.836735,39.796735,42.356735,37.756735,50.603469,49.423469,43.896735,41.236734999999996,41.836735,62.62346899999999,42.756735,45.836735,42.336735,51.436735,40.816734999999994,47.370204
102,35,2,43.877551000000004,43.315509999999996,49.215509999999995,48.895509999999994,43.33551,44.59551,49.93551,43.95551,51.65551,47.59551,51.09551,42.54102,52.286531,52.77551,37.75551,52.83551,43.69551,44.23551,40.306531,42.715509999999995,38.215509999999995,51.22102,50.012040999999996,44.395509999999994,41.59551,42.266531,63.386531000000005,43.315509999999996,46.34102,42.75551,51.91551,41.27551,47.806531
103,36,0,44.440408000000005,43.680408,49.840408000000004,49.260408,43.720408,44.980408000000004,50.520408,44.300408000000004,52.060408,48.071633,51.500408,43.000408,52.920407999999995,53.240407999999995,38.140408,53.220408,44.080408,44.620408000000005,40.760408,43.020408,38.640408,51.800408000000004,50.560408,44.740408,41.960408,42.680408,63.980408,43.800408000000004,46.800408000000004,43.180408,52.300408000000004,41.660408000000004,48.220408
104,36,1,44.835918,44.075918,50.321837,49.715918,44.095918,45.415918,51.015918,44.615918,52.515918000000006,48.675917999999996,51.935918,43.375918,53.495918,54.095918000000005,38.535918,53.675918,44.455918,44.995917999999996,41.135918,43.375918,39.015918,52.175917999999996,51.175917999999996,45.115918,42.335918,43.015918,64.575918,44.235918,47.275918,43.575918,52.75591800000001,41.975918,48.595918
105,36,2,45.170306,44.410612,50.711224,49.990612,44.430611999999996,45.770612,51.370612,44.910612,52.850612,49.050612,52.290612,43.710612,53.890612,54.510612,38.770612,54.010612,44.790612,45.330612,41.410612,43.650612,39.350612,52.490612,51.530612,45.390612,42.630612,43.270612,64.970612,44.570612,47.610611999999996,43.890612,53.210612,42.310612,48.930611999999996
106,37,0,45.509796,44.789796,51.169796000000005,50.329796,44.789796,46.189796,51.709796000000004,45.229796,53.22979599999999,49.379898,52.649795999999995,44.009796,54.249795999999996,54.929795999999996,39.089796,54.389796,45.149796,45.689796,41.809591999999995,44.009796,39.689796,52.829795999999995,51.909796,45.689796,42.949796,43.549796,65.569796,44.929796,48.009796,44.229796,53.72979599999999,42.629796,49.229796
107,37,1,45.869796,45.269796,51.669796000000005,50.629796,45.269796,46.589796,52.069796000000004,45.489796000000005,53.649795999999995,49.689796,53.04979599999999,44.369796,54.709796,55.329795999999995,39.389897999999995,54.789795999999996,45.609796,46.089796,42.269796,44.409796,40.009898,53.249795999999996,52.369796,46.009898,43.269796,43.809796,66.229796,45.229796,48.349949,44.529796000000005,54.349796,42.909959,49.529965999999995
108,37,2,46.375204,45.960408,52.360408,51.113469,46.000408,47.120408000000005,52.580408,45.920408,54.18040799999999,50.220408,53.580408,44.920408,55.200407999999996,55.920407999999995,39.692764000000004,55.220408,46.360408,46.620408000000005,42.960408,44.940408000000005,40.480408000000004,53.760408,52.900408,46.500408,43.780408,44.280408,66.960408,45.720408,49.000408,44.913469,55.140407999999994,43.395204,50.060408
109,38,0,46.909796,46.709796000000004,53.029796,51.649796,46.709796000000004,47.729796,53.189795999999994,46.309796,54.749795999999996,50.709796000000004,54.109795999999996,45.389796000000004,55.869795999999994,56.349796,40.189796,55.689795999999994,47.029796000000005,47.289796,43.429796,45.509796,40.789796,54.429795999999996,53.669796,46.949796,44.129796,44.829796,68.149796,46.229796,49.509796,45.549796,55.809796,43.769796,50.509796
110,38,1,47.49102,47.55102,53.691019999999995,52.43102,47.533061,48.474082,53.793061,46.69102,55.45408199999999,51.33102,54.75102,45.97102,56.538163,57.09101999999999,40.61102,56.21102,47.87102,47.95102,43.85102,46.17102,41.31102,55.108367,54.337143000000005,47.431020000000004,44.69102,45.35102,69.177143,46.751020000000004,50.19102,46.03102,56.39102,44.21102,51.11102
111,38,2,47.806734999999996,48.006735,54.066734999999994,52.80346899999999,48.046735,49.006735,54.286735,46.966735,55.963468999999996,51.726735,55.126735,46.386734999999994,57.166734999999996,57.506735,40.866735,56.606735,48.346734999999995,48.406735,44.146735,46.626735,41.586735,55.946735,54.906735,47.766735,44.966735,45.686735,69.826735,47.106735,50.586735,46.366735,56.786735,44.506735,51.506735
112,39,0,48.179184,48.379184,54.488367000000004,53.168367,48.379184,49.379184,54.599183999999994,47.279184,56.45918399999999,52.059184,55.479184,46.639184,57.539184,57.859184,41.139184,56.939184,48.699184,48.759184000000005,44.459184,46.959184,41.879184,56.319184,55.339183999999996,48.079184000000005,45.279184,45.959184,70.368367,47.399184000000005,50.939184000000004,46.679184,57.179184,44.799184000000004,51.779184
113,39,1,48.559184,48.819184,54.899184,53.579728,48.839184,49.819184,54.999184,47.619184000000004,57.059183999999995,52.379184,55.879183999999995,47.039184000000006,57.939184,58.239183999999995,41.479184000000004,57.339183999999996,49.159184,49.159184,44.779184,47.339184,42.199184,56.739183999999995,55.779183999999994,48.419184,45.619184000000004,46.259184000000005,70.959184,47.719184000000006,51.279184,47.059184,57.594592000000006,45.139184,52.099184
114,39,2,48.910694,49.333469,55.433468999999995,53.933468999999995,49.353469,50.211156,55.473468999999994,47.833469,57.511734999999994,52.91346899999999,56.27346899999999,47.473469,58.37346899999999,58.573468999999996,41.773469,57.73346899999999,49.653469,49.673469,45.113469,47.673469,42.593469,57.253468999999996,56.23346899999999,48.773469,45.973469,46.673469,71.653469,48.113469,51.693469,47.313469,58.05346899999999,45.493469,52.51346899999999
115,40,0,49.292562,49.852562,56.055125,54.432562,49.852562,50.632562,55.992562,48.272562,57.992562,53.372562,56.632562,47.952562,58.892562,58.952562,42.112562,58.172562,50.152561999999996,50.172562,45.492562,47.952562,43.012562,57.812562,56.792562,49.132562,46.332562,47.052562,72.252562,48.492562,52.132562,47.652561999999996,58.472561999999996,45.804469,52.931281000000006
116,40,1,49.673061,50.373061,56.573060999999996,54.953061,50.393060999999996,51.133061,56.473061,48.713060999999996,58.513061,53.813061,57.073060999999996,48.330612,59.373061,59.393060999999996,42.453061,58.673061,50.653061,50.653061,45.853061,48.433061,43.353061,58.713060999999996,57.353061,49.533061,46.733061,47.401531,72.813061,48.873061,52.573060999999996,47.973061,58.953061,46.213060999999996,53.313061
117,40,2,50.024898,50.804898,57.064898,55.344898,50.804898,51.644898,56.884898,49.104898,58.944897999999995,54.164898,57.464898,48.644898,59.724897999999996,59.804898,42.764897999999995,59.104898,51.104898,51.044897999999996,46.124897999999995,48.884898,43.664898,59.184898,57.924898,49.904897999999996,47.004898,47.644898,73.364898,49.104898,52.984898,48.264897999999995,59.404897999999996,46.584897999999995,53.704898
118,41,0,50.408571,51.268571,57.588570999999995,55.828571,51.248571000000005,52.168571,57.268570999999994,49.588571,59.448570999999994,54.508570999999996,57.968571,48.968571000000004,60.108571,60.248571,43.128571,59.628570999999994,51.528571,51.428571000000005,46.468571000000004,49.293095,43.968571000000004,59.608571,58.428571,50.348571,47.348571,47.948571,73.988571,49.368571,53.48857099999999,48.614286,60.028571,46.908571,54.048570999999995
119,41,1,50.740815999999995,51.980816,58.200816,56.465408,51.980816,52.920816,57.640816,50.380815999999996,60.160816000000004,54.960816,58.640816,49.360816,60.580816000000006,60.820816,43.700815999999996,60.400816000000006,52.260816,52.040816,46.980816,49.780815999999994,44.280815999999994,60.360816,59.080816000000006,50.960815999999994,47.820816,48.360816,74.88081600000001,49.640816,54.060816,48.860816,60.720816000000006,47.542449,54.580816000000006
120,41,2,51.309504,52.746531000000004,59.056121999999995,57.068265000000004,52.76653100000001,53.90653100000001,58.186531,51.206531,60.786531000000004,55.666531000000006,59.426531000000004,49.946531,61.168265000000005,61.706531000000005,44.386531,61.106531000000004,53.04653100000001,52.72653100000001,47.796122,50.466530999999996,44.706531,61.48653100000001,59.80653100000001,51.946531,48.606531,48.966530999999996,76.246531,50.126531,54.886531000000005,49.209807,61.58653100000001,48.386531,55.286531000000004
121,42,0,51.869821,53.448570999999994,59.98857099999999,57.539286,53.348571,54.48385699999999,58.768570999999994,51.853095,61.468571,56.128570999999994,60.028571,50.389821000000005,61.848571,62.148571,45.088571,61.80857099999999,53.748571,53.428571,48.474643,51.168571,45.277293,62.288571,60.508570999999996,52.745714,49.008571,49.589643,77.108571,50.628571,55.528571,49.768571,62.384285999999996,48.888571,55.848571
122,42,1,52.441224,53.954898,60.746122,57.945612,53.932449,54.861224,59.201223999999996,52.201223999999996,61.992449,56.561223999999996,60.461224,50.921224,62.683673,62.65979599999999,45.521224,62.301224,54.221224,53.861224,48.861224,51.641224,45.461224,62.841224,61.141224,53.374897999999995,49.501224,50.361224,77.597347,51.112449,56.021224,50.061223999999996,62.983672999999996,49.332449,56.326122
123,42,2,52.792244999999994,54.33224499999999,61.272245,58.292244999999994,54.33224499999999,55.272245,59.892244999999996,52.55224499999999,62.492245,56.932244999999995,60.912245,51.272245,63.272245,63.252244999999995,45.852245,62.672245,54.572244999999995,54.212244999999996,49.232245,52.132245000000005,45.792245,63.55224499999999,61.592245,53.772245,49.852245,50.712245,78.192245,51.472245,56.51224499999999,50.352245,63.452245,49.712245,56.772245
124,43,0,53.207755000000006,54.707755000000006,61.747755000000005,58.62551,54.727755,55.587755,60.26775500000001,53.007755,62.887755000000006,57.287755000000004,61.327755,51.607755,63.62775500000001,63.827755,46.167755,63.047755,55.007755,54.587755,49.567755,52.507755,46.107755,64.04775500000001,62.027755000000006,54.12775500000001,50.147755,51.047755,78.667755,51.807755,56.887755000000006,50.627755,63.84775500000001,50.047755,57.287755000000004
125,43,1,53.526121999999994,55.066122,62.206122,58.966122,55.046122,55.922245,60.606122,53.326122,63.386122,57.806121999999995,61.746122,52.086121999999996,64.086122,64.262245,46.486121999999995,63.346121999999994,55.426122,54.906121999999996,49.978367,52.886122,46.426122,64.41449,62.466122,54.566122,50.506122,51.366122,79.14612199999999,52.266121999999996,57.266121999999996,50.906121999999996,64.206122,50.346121999999994,57.77449
126,43,2,53.893468999999996,55.473468999999994,62.73346899999999,59.37346899999999,55.493469,56.293468999999995,60.993469,53.656939,63.813469,58.19346899999999,62.196939,52.45346899999999,64.55346899999999,64.756939,46.833469,63.73346899999999,55.73346899999999,55.27346899999999,50.393469,53.353469,46.733469,64.79346899999999,62.853469,54.933468999999995,50.873469,51.633469,79.673469,52.63346899999999,57.673469,51.273469,64.653469,50.693469,58.276939
127,44,0,54.432766,55.872766000000006,63.412766000000005,59.632766000000004,55.872766000000006,56.692766000000006,61.592766000000005,54.152766,64.312766,58.592766000000005,62.732766000000005,52.912766000000005,65.072766,65.152766,47.212765999999995,64.132766,56.132766000000004,55.652766,50.792766,53.892766,47.112766,65.192766,63.33276600000001,55.392766,51.252765999999994,52.052766,80.292766,53.012766000000006,58.092766000000005,51.652766,65.072766,51.072765999999994,58.972766
128,44,1,54.843945999999995,56.203945999999995,63.983945999999996,60.023945999999995,56.203945999999995,57.063945999999994,62.017891000000006,54.683946,64.96394599999999,59.123946,63.203945999999995,53.343945999999995,65.54394599999999,65.503946,47.503946,64.46394599999999,56.443946,55.983945999999996,51.223946000000005,54.423945999999994,47.443946000000004,65.617891,63.78394599999999,56.003946,51.603946,52.323946,80.82394599999999,53.503946,58.483945999999996,51.866973,65.443946,51.483946,59.323946
129,44,2,55.242902,56.542902000000005,64.482902,60.322902,56.562902,57.402902000000005,62.562902,55.082902000000004,65.402902,59.482902,63.582902000000004,53.662902,65.982902,66.302902,47.802902,64.822902,56.842902,56.302902,51.622902,54.802902,47.742902,66.302902,64.182902,56.402902000000005,51.882902,52.662902,81.302902,53.802902,58.955805000000005,52.182902,65.822902,52.042902000000005,59.722902000000005
130,45,0,55.622856999999996,57.022856999999995,64.982857,60.64285699999999,57.022856999999995,57.802856999999996,63.042857,55.542857,65.882857,59.862857,64.022857,54.022856999999995,66.382857,67.30285699999999,48.302857,65.242857,57.28285699999999,56.742856999999994,51.962857,55.222857,48.062857,66.902857,64.622857,56.762857,52.222857,52.982856999999996,81.80285699999999,54.18285699999999,59.402857,52.542857,66.242857,52.64285699999999,60.28285699999999
131,45,1,55.957143,57.457143,65.49714300000001,60.99714300000001,57.437143000000006,58.21714300000001,63.557143,56.057143,66.377143,60.35714300000001,64.49714300000001,54.477143000000005,66.85714300000001,67.737143,48.697143,65.617143,57.67714300000001,57.257143000000006,52.317143,55.557143,48.437143,67.297143,65.13714300000001,57.184286,52.71714300000001,53.297143000000005,82.33714300000001,54.837143000000005,59.85714300000001,52.937143000000006,66.597143,53.017143000000004,60.797143000000005
132,45,2,56.48775500000001,57.907755,66.26775500000001,61.433776,57.878878,58.652218999999995,64.087755,56.34775500000001,66.90775500000001,60.887755000000006,64.974195,54.967755000000004,67.387755,68.087755,49.196293,66.087755,58.12775500000001,57.787755000000004,52.80775500000001,56.068878000000005,48.835918,67.727755,65.68775500000001,57.80775500000001,53.155393999999994,53.787755000000004,83.067755,55.234439,60.547755,53.418878,67.287755,53.47591800000001,61.367755
133,46,0,57.04861700000001,58.36861700000001,67.148617,61.748617,58.36861700000001,58.968617,64.508617,56.788617,67.38861700000001,61.308617000000005,65.368617,55.488617000000005,68.04861700000001,68.52861700000001,49.529308,66.648617,58.589539,58.308617000000005,53.54861700000001,56.348617000000004,49.148617,68.189539,66.308617,58.428617,53.588617000000006,54.288617,83.668617,55.708617000000004,61.168617000000005,53.749539,67.96861700000001,53.909307999999996,62.068617
134,46,1,57.507346999999996,58.795781999999996,67.607347,62.207347,58.807347,59.347347,64.967347,57.168673,67.867347,61.742449,65.827347,55.919337,68.507347,68.987347,49.868673,67.267347,59.027347,58.767346999999994,53.982449,56.739337,49.498673,68.675782,66.827347,59.087346999999994,54.187346999999995,54.615781999999996,84.127347,56.078672999999995,61.627347,54.073112,68.447347,54.287347,62.627347
