,measure_number,beat_number,pid1263-25,pid50848-12,pid51495-05,pid5667230-13,pid5667269b-39,pid6100022-10,pid610003-27,pid9048-25,pid9049-25,pid9050-25,pid9054-25,pid9055-25,pid9057f-02,pid9057j-04,pid9058-25,pid9059-25,pid9060-25,pid9061-25,pid9062-25,pid9063-25,pid9065-19,pid9066-25,pid9067-24,pid9068-15,pid9070b-08,pid9071b-04,pid9072-25,pid9073-27,pid9074f-25,pid9075-25,pid9080-08,pid9089-09,pid9090-12,pid9092-12,pid9093-25,pid9094-25,pid9097-02,pid9098-09,pid9099-25,pid9101b-07,pid9103-13,pid9104-25,pid9105b-08,pid9111-25,pid9113-13,pid9118-25,pid9125-13,pid9127-08,pid9129-19,pid9133-14,pid9138-25,pid9139-25,pid9153-25,pid9165-05,pid9166g-04,pid9170-25,pid9174-25,pid917509-02,pid917813-04,pid9181-05,pid918726-08,pid918904-09,pid9192-25
190,65,0,102.77923,73.779229,81.719229,76.399229,102.25923,80.359229,91.45922900000001,104.67923,79.199229,87.119229,85.51922900000001,89.15922900000001,106.45923,57.919229,73.804615,88.859229,79.45922900000001,85.819229,76.919229,97.399229,83.619229,84.65922900000001,82.419229,90.299229,77.359229,92.339229,89.799229,87.871538,89.719229,69.579229,93.419229,91.51922900000001,82.284615,96.359229,84.419229,94.579229,85.679229,90.224615,93.87922900000001,96.01922900000001,80.579229,97.444615,129.17923000000002,85.219229,89.819229,93.279229,77.07974300000001,89.079229,86.45922900000001,87.399229,79.579229,87.507307,77.699229,32.00425,92.699229,94.859229,85.09922900000001,84.619229,77.639229,107.55923,97.359229,75.359229,89.799229
191,65,1,103.45782,74.232608,82.257823,76.570894,102.77781999999999,80.817823,92.01782299999999,105.23782,79.623912,87.15515400000001,86.137823,89.59782299999999,106.85356999999999,58.777823,74.252608,89.317823,79.917823,86.357823,77.397823,98.177823,84.077823,85.077823,82.87782299999999,90.857823,78.01782299999999,92.792608,90.73782299999999,87.89229399999999,90.177823,70.077823,93.87782299999999,91.977823,82.73782299999999,96.885646,84.977823,95.023912,86.077823,90.677823,94.397823,96.87782299999999,81.297823,97.857823,129.67782,85.857823,91.09782299999999,93.73782299999999,77.174141,89.59782299999999,86.917823,87.897823,80.117823,87.943912,78.157823,32.050996999999995,93.217823,95.417823,85.44826,85.257823,78.23782299999999,108.29782,98.037823,75.897823,90.417823
192,65,2,104.10218,74.702177,82.90217700000001,76.5754,103.70218,81.40217700000001,92.662177,105.88218,80.282177,87.162918,87.014354,90.162177,107.20218,59.702177,74.722177,90.022177,80.462177,86.98217700000001,77.942177,98.842177,84.76217700000001,86.062177,83.522177,91.502177,78.882177,93.40217700000001,91.582177,87.90600400000001,90.742177,70.742177,94.562177,92.62217700000001,83.222177,97.682177,85.882177,95.62217700000001,86.582177,91.302177,95.022177,97.522177,82.282177,98.442177,130.48218,87.082177,91.62217700000001,94.282177,77.181812,90.562177,87.822177,88.40217700000001,80.76217700000001,88.542177,78.76217700000001,32.060472999999995,93.822177,96.342177,86.046088,85.882177,79.082177,108.94218000000001,98.862177,76.722177,91.162177
193,66,0,105.37297,75.432971,83.752971,76.58023100000001,104.75296999999999,82.355941,93.412971,106.43297,80.992971,87.192971,88.412971,90.912971,107.89296999999999,60.772971,75.472971,90.81297099999999,81.132971,87.67297099999999,78.772971,99.932971,85.45297099999999,86.472971,84.212971,92.492971,79.772971,94.45297099999999,92.832971,87.972971,91.492971,71.492971,95.692971,93.432971,83.87297099999999,98.752971,86.793764,96.512971,87.159705,92.03297099999999,95.850794,98.652971,83.352971,99.332971,131.39297,88.015941,92.53297099999999,94.95297099999999,77.192971,91.484853,88.792971,89.132971,81.692971,89.492971,79.59297099999999,32.112971,94.59297099999999,97.272971,86.652971,86.53297099999999,80.17297099999999,109.99297,99.852971,77.552971,92.19891199999999
194,66,1,106.10181000000001,76.261814,84.761814,76.58546700000001,105.76181000000001,83.344512,94.72907,107.44181,81.893628,87.220606,89.201814,92.017256,108.74181000000002,61.761814,76.281814,91.521814,81.661814,88.58181400000001,79.381814,100.90181,86.461814,87.241814,84.961814,93.201814,80.601814,95.501814,94.041814,88.000606,92.041814,72.141814,96.945442,94.241814,84.541814,99.761814,87.841814,97.261814,88.161814,92.961814,96.761814,99.461814,84.021814,100.32181,132.18061,89.08906999999999,93.660884,95.861814,77.497927,92.461814,90.001814,90.08181400000001,82.721814,90.241814,80.221814,32.881814,95.433628,98.161814,87.30181400000001,87.381814,80.841814,111.18181000000001,100.74181,78.281814,92.961814
195,66,2,106.821,76.820998,85.440998,76.605499,106.361,83.840998,95.420333,107.84100000000001,82.38099799999999,87.245499,90.040998,92.580998,109.35517,62.680997999999995,76.860998,92.200998,82.260998,88.960998,80.051,101.581,87.02099799999999,87.740998,85.640998,93.540998,80.89366600000001,96.120998,94.38099799999999,88.025499,92.580998,72.500998,97.700998,94.600998,85.080998,100.441,88.320998,97.820998,88.480998,93.38099799999999,97.420998,100.021,84.480998,101.061,132.841,89.960998,94.280998,96.375499,77.509842,93.200998,90.540998,90.480998,83.640998,90.740998,80.540998,33.040997999999995,96.000998,98.740998,87.920998,87.920998,81.52099799999999,111.76100000000001,101.381,78.740998,93.480998
196,67,0,107.5273,77.407302,85.94730200000001,76.688475,107.0873,84.327302,95.798651,108.4073,82.767302,87.468651,90.44730200000001,93.027302,109.55466000000001,63.407302,77.44730200000001,92.667302,82.707302,89.31576700000001,80.247302,102.13865,87.367302,88.507302,86.22730200000001,93.987302,81.32865100000001,96.607302,95.067302,88.268651,92.927302,72.867302,98.147302,95.067302,85.614145,100.91865,88.747302,98.407302,89.027302,93.787302,97.868651,100.4673,84.94730200000001,101.7473,133.5473,90.707302,94.847302,96.747302,77.546791,93.667302,91.138651,90.927302,84.327302,91.347302,80.907302,33.407302,96.547302,99.387302,88.407302,88.518651,81.927302,112.3873,101.9673,79.107302,93.807302
197,67,1,108.19356,78.01356,86.33355999999999,76.973366,107.43356000000001,84.97355999999999,96.83355999999999,109.19356,83.17356,88.19355999999999,91.13356,93.63356,109.61738999999999,63.71356,78.05356,93.21356,83.13356,89.73356,81.03356,102.78068,88.01178,89.19355999999999,86.99356,94.57356,82.01356,97.21356,95.81356,88.99356,93.37356,73.33355999999999,98.95356,95.83355999999999,85.85356,101.85356,89.03356,99.03356,89.57356,94.59356,98.37356,101.27356,85.44479399999999,102.43356,134.83712,91.57356,95.41356,97.09356,77.67690400000001,94.21356,91.91356,91.83355999999999,84.77356,91.93356,81.65356,33.79356,96.95356,99.99356,88.83355999999999,89.11355999999999,82.57356,113.07356000000001,102.37356,79.85356,94.33712
198,67,2,108.69558,78.552789,86.792789,77.352789,107.97278999999999,85.397596,97.332789,109.67206999999999,83.692789,88.211021,91.612789,94.152789,109.62371,64.372789,78.572789,93.812789,83.732789,90.132789,81.35055799999999,103.57279,88.257674,89.775578,87.492789,95.192789,82.333256,97.712789,96.312789,89.026093,93.886735,73.832789,99.452789,96.193256,86.492789,102.17279,89.652789,99.72673499999999,90.252789,95.010186,98.952789,101.79279,85.752789,102.93279,135.35279,92.072789,95.912789,97.592789,77.917596,94.89278900000001,92.253798,91.95455799999999,85.412789,92.441156,82.112789,34.272789,97.406735,100.53558000000001,89.252789,89.632789,83.072789,113.73279,102.97279,80.073256,94.918367
199,68,0,109.38045,78.85348499999999,87.085227,77.630044,108.28045,85.540454,97.640454,109.72045,84.000454,88.211671,91.748091,94.460454,109.6276,64.720454,78.875227,94.115227,84.040454,90.440454,81.46005,103.88045,88.360454,90.100454,87.800454,95.495227,82.525227,98.020454,96.62045400000001,89.03030600000001,94.300454,74.140454,99.76045400000001,96.34045400000001,86.800454,102.24045,89.98045400000001,100.18045,90.62045400000001,95.040454,99.320454,102.09523,86.040454,103.24045,135.60045,92.360454,96.20045400000001,97.940454,78.05051,95.300454,92.48045400000001,92.160454,85.720454,92.880454,82.260653,34.560454,97.960454,100.96045,89.56045400000001,89.880454,83.380454,114.04045,103.27523000000001,80.23522700000001,95.26045400000001
200,68,1,109.91066000000001,79.23065799999999,87.390658,77.63073,109.07066,85.890658,98.190658,110.31066000000001,84.430658,88.212665,92.190658,94.830658,109.89066000000001,65.250658,79.270658,94.570658,84.610658,90.87065799999999,81.830658,104.45066,88.73065799999999,90.65065799999999,88.270658,95.970658,82.95011,98.550658,97.15065799999999,89.03106,94.750658,74.51065799999999,100.17066,96.775164,87.250658,102.79066,90.51065799999999,100.69015999999999,91.31065799999999,95.570658,100.07066,102.53066,86.470658,103.73066,136.19066,93.030658,96.65065799999999,98.490658,78.052104,95.95065799999999,92.95065799999999,92.710658,86.28032900000001,93.37065799999999,82.272274,35.010658,98.45065799999999,101.57066,90.030658,90.390658,83.472739,114.75066000000001,103.63065999999999,80.65065799999999,95.750658
201,68,2,110.2854,79.685397,87.785397,77.631305,109.4654,86.365397,98.665397,110.7054,84.825397,88.2135,92.785397,95.165397,110.2854,65.645397,79.70539699999999,95.165397,85.06539699999999,91.257698,82.225397,104.8254,89.285397,91.045397,88.665397,96.365397,83.185397,99.045397,97.545397,89.03169399999999,95.365397,74.905397,100.5854,97.12539699999999,87.665397,103.3854,90.84539699999999,101.0054,91.657698,96.105397,100.4654,102.9254,86.84539699999999,104.2254,136.6854,93.665397,97.145397,98.885397,78.053442,96.34539699999999,93.34539699999999,93.145397,86.472723,93.70539699999999,82.275074,35.345397,98.865397,102.1654,90.48539699999999,90.905397,83.475578,115.1454,104.1454,81.017698,96.145397
202,69,0,110.79365,80.133651,88.213651,77.632075,110.01365,86.793651,99.073651,111.21061,85.213651,88.214617,93.293651,95.613651,110.81365,66.533651,80.153651,95.713651,85.37073000000001,91.753651,82.753651,105.37365,89.713651,91.613651,89.193651,96.81365100000001,83.500365,99.514896,98.201825,89.032542,95.933651,75.253651,101.01365,97.541825,88.193651,103.81365,91.173651,101.46183,92.073651,96.593651,100.95365,103.35365,87.293651,104.77365,137.27365,94.053651,97.473651,99.213651,78.055233,96.81365100000001,93.733651,93.493651,86.597884,94.153651,82.27882,35.633651,99.293651,102.59365,90.95365100000001,91.393651,83.47937900000001,115.61365,104.66181999999999,81.273651,96.593651
203,69,1,111.15855,80.415127,88.665635,77.632786,110.42126999999999,87.100181,99.48709000000001,111.62127,85.68127,88.215648,93.588909,95.925635,111.0171,66.882817,80.455127,96.115635,85.70127,92.08126999999999,83.10080500000001,106.12127,90.18127,92.02127,89.68127,97.375635,83.74127,99.793909,98.66127,89.033325,96.42126999999999,75.60127,101.3757,97.94126999999999,88.494467,104.24127,91.645635,101.85781999999999,92.52127,96.973474,101.43564,103.86126999999999,87.54127,105.40127,137.80127,94.505635,97.840254,99.54127,78.05688599999999,97.24127,94.12127,93.96127,86.616636,94.60127,82.282279,36.08127,99.74127,103.14126999999999,91.46127,91.82127,83.482887,116.62127,105.01125,81.585635,97.16127
204,69,2,111.95016000000001,80.85015899999999,89.230159,77.633615,110.99016,87.583386,100.15016,112.41016,86.250159,88.21685,94.13015899999999,96.450159,111.03308999999999,67.27015899999999,80.890159,96.670159,86.230159,92.450159,83.390159,106.79016000000001,90.723386,92.410159,90.250159,97.930159,84.090159,100.23671999999999,99.230159,89.034238,96.910159,76.170159,101.83015999999999,98.610159,88.96007900000001,104.79016,92.21015899999999,102.29016,93.07015899999999,97.410159,101.99016,104.53016,88.050159,105.97016,138.37016,94.950159,98.370159,100.07008,78.058814,97.730159,94.66004000000001,94.530159,86.625002,95.07015899999999,82.286313,36.623385999999996,100.25016,103.69015999999999,92.030159,92.223386,83.48698,117.19016,105.43016000000001,82.010159,97.730159
205,70,0,112.78553000000001,81.285533,89.665533,77.63425,111.60553,88.005533,100.74107,112.88107,86.705533,88.217771,94.565533,96.925533,111.11107,67.745533,81.325533,97.225533,86.645533,92.925533,83.787766,107.28107,91.276599,92.805533,90.68553299999999,98.385533,84.565533,100.62553,99.841066,89.034937,97.481066,76.645533,102.44107,99.165533,89.365533,105.22553,92.605533,102.84553000000001,93.445533,97.885533,102.58107,105.22107,88.536599,106.52553,138.88553000000002,95.421066,98.86106600000001,100.48553000000001,78.06029000000001,98.256599,94.98553299999999,95.236599,86.725533,95.645533,82.289401,36.985533000000004,100.80553,104.26106999999999,92.445533,92.645533,83.505533,117.64107,106.04553,82.445533,98.165533
206,70,1,113.30281000000001,81.718203,90.482812,77.635062,112.1382,88.466406,101.38280999999999,113.48281000000001,87.134271,88.218949,95.062812,97.602812,111.12178999999999,68.582812,81.842812,97.80640600000001,87.162812,93.342812,84.19640600000001,108.00281000000001,91.842812,93.242812,91.242812,98.862812,84.982812,101.20281,100.50281,89.035831,98.242812,77.202812,102.88280999999999,99.682812,89.922812,105.68281,93.222812,103.32281,94.062812,98.502812,103.24280999999999,105.83641000000001,89.102812,107.26281000000002,139.60281,96.062812,99.562812,100.94281,78.062179,98.97640600000001,95.482812,95.982812,86.93065899999999,96.302812,82.306304,37.682812,101.34281,104.84281,92.922812,93.302812,83.69076899999999,118.50281000000001,106.48281000000001,82.922812,98.642812
207,70,2,113.66916,81.989161,90.869161,77.635655,112.44916,88.789161,101.78916,113.86916000000001,87.469161,88.219808,95.50916099999999,97.969161,111.1296,69.289161,82.029161,98.129161,87.599581,93.709161,84.589161,108.48916000000001,92.369161,93.64916099999999,91.64916099999999,99.229161,85.249161,101.44915999999999,100.88916,89.03648299999999,98.709161,77.349161,103.36916,100.08915999999999,90.209161,106.07958,93.469161,103.68916,94.429161,98.909161,103.64916,106.18916000000002,89.50916099999999,107.50916000000001,140.02916000000002,96.489161,99.989161,101.26916,78.063556,99.349161,95.889161,96.349161,86.93141899999999,96.749161,82.310498,37.909161,101.74916,105.32916000000002,93.329161,93.589161,83.691654,118.90916000000001,106.90916000000001,83.209161,99.089161
208,71,0,114.23506,82.35505699999999,91.27505699999999,77.63630500000001,112.81506,89.19505699999999,102.23506,114.31506,87.755057,88.220751,95.895057,98.435283,111.16013000000001,69.63505699999999,82.395057,98.47505699999999,87.895057,94.115057,84.935057,109.05506000000001,92.77505699999999,94.05505699999999,92.095057,99.675057,85.446264,101.77072,101.35506,89.037199,99.315057,77.69505699999999,103.75506,100.35506,90.55505699999999,106.37506,93.745008,104.19506,94.792528,99.315057,104.09506,106.63506000000001,89.955057,107.87506,140.85506,96.895057,100.43506,101.61253,78.06506800000001,99.815057,96.19505699999999,96.795057,86.932252,97.215057,82.31124,38.215057,102.19506,105.69253,93.631686,94.115057,83.692625,119.51506,107.49506000000001,83.515057,99.47505699999999
209,71,1,115.35016,82.87004,91.750159,77.63734699999999,113.43016000000001,89.99015899999999,103.01016,114.95016000000001,88.250159,88.222262,96.370159,99.610159,111.27729,70.230159,82.870159,99.050159,88.450159,94.830159,85.49015899999999,110.19016,93.730159,95.250159,92.810159,100.59016,85.934016,102.31016,102.57016,89.038347,100.27016,78.11502,104.47015999999999,101.09016,91.190159,106.93016000000001,94.410159,104.97016,95.370159,100.11016,105.03016000000001,107.39016000000001,90.670159,109.25016000000001,141.63016000000002,98.27015899999999,101.55015999999999,102.29008,78.067492,100.67016,97.010159,97.610159,86.933589,98.090159,82.31243,38.990159000000006,102.95016,106.37016000000001,94.450159,95.11031700000001,83.694183,120.23016000000001,108.31016000000001,84.090159,100.19015999999999
210,71,2,115.73329,83.173288,92.13328800000001,77.637906,113.81329,90.433288,103.71658000000001,115.73329,88.553288,88.223072,96.753288,100.03329000000001,111.37628000000001,70.833288,83.213288,99.393288,88.833288,95.293288,85.893288,110.99328999999999,94.113288,95.63328800000001,93.193288,101.09329,86.053288,102.79581999999999,103.33329,89.038962,100.95329,78.393288,104.85329,101.47329,91.693288,107.29328999999998,95.093288,105.47328999999999,95.913288,100.55658000000001,105.57328999999999,108.19328999999999,90.953288,109.63328999999999,142.21329,98.653288,102.11329,102.65329,78.068791,101.09329,97.393288,98.193288,86.93430500000001,98.753288,82.313067,39.373288,103.33329,106.89329,94.833288,95.63328800000001,83.695018,121.39329,108.95329,84.413288,100.91329
211,72,0,116.36866,83.608662,92.568662,77.63854,114.30866,90.848662,104.68866,116.64866,88.921237,88.22399300000001,97.188662,100.80866,111.39983000000001,71.428662,83.648662,99.828662,89.208662,95.728662,86.328662,111.46866000000001,94.788662,96.208662,93.628662,101.52866,86.377732,103.18866,104.14865999999999,89.039661,101.42866,78.788662,105.28866000000001,101.90866,92.128662,107.72866,95.988662,106.06866000000001,96.448662,101.12866,106.06866000000001,109.02866000000002,91.388662,110.14866,142.84866,99.388662,102.82866,103.26866,78.07074200000001,101.74866,97.888662,99.028662,86.935119,99.368662,82.31379100000001,39.808662,103.88866,107.46866000000001,95.268662,96.068662,83.69596700000001,121.88866000000002,109.38866000000002,84.828662,101.58866
212,72,1,117.03302,84.093016,93.093016,77.63948,114.97301999999999,91.393016,105.51302,117.29302,89.273016,88.22535500000001,97.79301600000001,101.61301999999999,111.49555,72.233016,84.113016,100.23302,89.773016,96.193016,86.93301600000001,112.19301999999999,95.43301600000001,96.613016,94.273016,102.41301999999999,86.93301600000001,103.75301999999999,104.73302,89.040695,101.99302,79.187169,106.33301999999999,102.43302,93.053016,108.51302,96.51301600000001,106.71302,97.045754,101.83301999999999,106.75301999999999,109.81302,91.813016,110.95302,143.59302,100.15302,103.79302,103.77301999999999,78.076821,102.47301999999999,98.633016,99.57301600000001,86.936323,100.19301999999999,82.314864,40.911508000000005,104.41301999999999,108.23302,95.822603,96.673016,83.69736999999999,122.87302,109.95302,85.203836,102.19301999999999
213,72,2,117.45356000000001,84.39356,93.43356,77.640063,115.45356000000001,91.81356,105.99356,117.75356000000001,89.67356,88.226202,98.23711999999999,102.01356,111.50016000000001,72.71356,84.43356,100.61355999999999,90.17178,96.55356,87.31356,112.63356,95.71356,96.97355999999999,94.67356,102.75356,87.19355999999999,104.05356,105.15356000000001,89.041338,102.39356,79.41356,106.93356000000001,102.83355999999999,93.43356,108.87356000000001,97.05356,107.11356,97.41356,102.25356,107.11356,110.23356000000001,92.13356,111.26178,144.23356,100.99356,104.29356,104.17356,78.0806,102.77356,98.98178,99.97355999999999,86.937072,100.63356,82.31553000000001,41.29356,104.81356,108.75356000000001,96.11355999999999,97.21356,83.698243,123.39356000000001,110.39356000000001,85.50178000000001,102.53356
214,73,0,117.88571,84.725714,93.80392900000001,77.640664,115.94571,92.225714,106.40571000000001,118.20571000000001,90.065714,88.227073,98.705714,102.44570999999999,111.50488999999999,73.205714,84.765714,101.00571,90.545714,96.938929,87.705714,113.14571000000001,96.105714,97.365714,95.085714,103.26571,87.605714,104.48571,105.55786,89.042,102.86570999999999,79.745714,107.38571,103.18571,93.88571400000001,109.28571000000001,97.425714,107.52571,97.825714,102.70571,107.54571000000001,110.72571,92.445714,111.66571,144.88571000000002,101.46571,104.70571,104.56571,78.08448800000001,103.22570999999999,99.357857,100.38571,86.937842,101.10571,82.316216,41.705714,105.26571000000001,109.24571,96.52571400000001,97.805714,83.699141,123.90571000000001,111.02571,85.821905,102.88786
215,73,1,118.54494,85.11747199999999,94.22494300000001,77.64139200000001,116.72493999999999,92.824943,107.26494,118.70494,90.564943,88.22812900000001,99.344943,103.14494,111.51145,73.94494300000001,85.157472,101.52494,90.904943,97.397472,88.177472,113.70494,96.284943,97.94494300000001,95.58494300000001,103.94494,88.30494300000001,105.18494,106.16493999999999,89.042801,103.31747,80.157472,108.06493999999999,103.68494,94.50494300000001,110.12494,97.86494300000001,108.14493999999999,98.424943,103.24494,108.03747,111.36493999999999,92.884943,112.13747,145.58494,102.06494,105.19747,105.10493999999998,78.089198,103.94494,99.844943,101.04494,86.938776,101.78494,82.31704599999999,42.384943,105.80493999999999,109.88493999999999,97.02494300000001,98.64494300000001,83.70022900000001,124.54494,111.76494,86.204943,103.36494
216,73,2,119.03447,85.51446700000001,94.637411,77.64210600000001,117.21446999999999,93.274467,107.79446999999999,119.29446999999999,91.034467,88.229164,99.834467,103.63447,111.52433,74.434467,85.534467,101.91447,91.254467,97.834467,88.554467,114.17447,96.774467,98.394467,96.074467,104.43446999999999,88.794467,105.95447,106.63447,89.043587,103.67447,80.574467,108.49446999999999,104.11447,94.994467,110.61447,98.494467,108.61447,98.87446700000001,103.77447,108.51149,111.83447,93.37446700000001,112.61447,146.07447,102.55447,105.75447,105.59447,78.134467,104.43446999999999,100.33447,101.53447,86.939691,102.27447,82.317861,42.814467,106.23447,110.37447,97.614467,99.134467,83.701295,125.03447,112.21446999999999,86.447781,103.85446999999999
217,74,0,119.87692,85.776729,94.896916,77.64304200000001,118.11692,93.930748,108.45692,120.25692,91.676916,88.231372,100.77691999999999,104.53692,111.73033000000001,75.136916,85.81672900000001,102.55691999999999,91.59691600000001,98.036916,89.09691600000001,114.79692,98.15691600000001,98.996916,96.716916,105.73692,89.256916,106.59692,107.31692,89.044618,104.11692,81.216916,109.13691999999999,104.53692,95.996916,111.57449,99.216916,109.25692,99.51691600000001,104.32781999999999,109.09692,112.47691999999999,93.896916,113.33691999999999,147.29692,103.19691999999999,106.39692,106.69691999999999,78.430324,105.03692,100.91691999999999,102.17692,86.94089100000001,102.95692,82.31893000000001,43.456916,106.89692,111.29692,98.29691600000001,99.803832,83.70269499999999,125.69691999999999,112.95692,86.783458,104.49346
218,74,1,120.63486999999999,86.174875,95.334875,77.643651,118.73488,94.434875,109.49486999999999,120.87488,92.254875,88.233694,101.31488,104.95488,111.73323,76.079751,86.214875,103.09488,92.014875,98.514875,89.494875,115.35488000000001,98.574875,99.734875,97.134875,106.35488000000001,89.674875,107.29488,107.81488,89.045289,104.57488000000001,81.674875,110.35975,104.97488,96.454875,112.51488,99.714875,109.95488,100.07488000000001,104.71488000000001,109.73488,113.23488,94.314875,114.09488,147.97488,103.85488000000001,107.21488000000001,107.11243999999999,78.43320600000001,105.47488,101.37488,102.89975,86.941673,103.56244000000001,82.319625,44.674875,107.57975,111.89488,99.054875,100.35488000000001,83.70360500000001,126.33488,113.47488,87.194875,105.09488
219,74,2,121.25957,86.534785,95.694785,77.644176,119.09478999999999,94.754785,109.85479,121.37478999999999,92.614785,88.23569300000001,101.67479,105.33478999999998,111.73573,76.594785,86.57478499999999,103.49478,92.494785,98.874785,89.85478499999999,115.75478999999999,98.856522,100.09479,97.494785,106.83478999999998,89.974785,107.64238999999999,108.19479,89.045866,104.97478999999998,82.034785,110.92435,105.33478999999998,96.814785,112.87478999999999,100.05479,110.31478999999999,100.43479,105.07479,110.09957,113.71479,94.590797,114.53478999999999,148.57478,104.21479000000001,107.57479,107.43478999999999,78.435688,105.83478999999998,101.73479,103.29479,86.94234499999999,103.91478000000001,82.320224,45.074785,108.03478999999999,112.25478999999999,99.414785,100.71479000000001,83.70439,126.95478999999999,113.83478999999998,87.554785,105.45478999999999
220,75,0,121.62815,86.828152,96.008152,77.64471800000001,119.4663,95.126304,110.0663,121.7463,92.906304,88.23775699999999,102.0463,105.6821,111.73831000000001,76.96630400000001,86.868152,103.8663,92.866304,99.226304,90.10630400000001,116.1463,99.066304,100.3463,97.866304,107.2063,90.32630400000001,108.0063,108.5263,89.046463,105.3663,82.24630400000001,111.3263,105.7063,97.186304,113.2463,100.3663,110.6863,100.68815,105.34815,110.4863,114.0263,94.842101,114.9263,149.0663,104.5863,107.9263,107.70815,78.43825,106.1863,102.1063,103.6421,86.94304,104.22815,82.320842,45.446304,108.3663,112.6263,99.766304,101.0863,83.705199,127.3263,114.14815,87.848152,105.7863
221,75,1,122.13265,87.232653,96.372653,77.64531,119.87265,95.492653,110.47265,122.31265,93.33265300000001,88.240015,102.45531,106.05265,111.74113,77.512653,87.25265300000001,104.27265,93.272653,99.732653,90.592653,116.73531000000001,99.47265300000001,100.75265,98.272653,107.61265,90.737959,108.43265,108.95265,89.047115,105.87265,82.652653,111.73265,106.27265,97.592653,113.71265,100.91653000000001,111.09265,101.01265,105.75265,110.87265,114.43265,95.172653,115.33265,149.83265,104.99265,108.49265,108.07265,78.441053,106.65796,102.51265,104.03265,86.943799,104.67531,82.321519,45.852653000000004,108.87265,113.03265,100.35265,101.49265,83.70608399999999,127.95265,114.57265,88.25265300000001,106.27531
222,75,2,122.56612,87.546122,96.686122,77.645767,120.18611999999999,95.806122,110.74611999999999,122.62612,93.64612199999999,88.24175600000001,102.78612,106.36612,111.74331000000001,78.106122,87.566122,104.58612,93.586122,100.12612,90.906122,117.06612,99.78612199999999,101.02611999999999,98.586122,107.92612,91.086122,108.74611999999999,109.26612,89.047618,106.36612,82.966122,112.06612,106.58612,97.906122,114.18611999999999,101.38611999999999,111.40612,101.20612,105.98373000000001,111.18611999999999,114.74611999999999,95.486122,115.64612,150.14612,105.28612,108.80611999999999,108.28612,78.44321500000001,107.00612,102.82611999999999,104.24611999999999,86.944385,105.00612,82.32204,46.166121999999994,109.28286000000001,113.34612,100.72612,101.84612,83.706767,128.78611999999998,114.88611999999999,88.486122,106.60611999999999
223,76,0,122.92603000000001,87.886032,97.046032,77.646292,120.66603,96.14603199999999,111.04521000000001,123.14801999999999,94.026005,88.243756,103.20603,106.84603,111.74581,78.72603199999999,87.906032,105.08603000000001,93.90920600000001,100.48603,91.326032,117.42603000000001,100.22603000000001,101.34868,98.94603199999999,108.70603,91.428016,109.00603000000001,109.70267,89.04819599999999,106.72603000000001,83.242892,112.40201,107.14603000000001,98.406032,114.54603,101.73801999999999,111.75401000000001,101.48200000000001,106.28603000000001,111.64603000000001,115.07721000000001,95.986032,115.88603,151.54603,105.64603000000001,109.18603,108.64603000000001,78.445697,107.40603,103.20603,104.60603,86.94505799999999,105.42603000000001,82.322639,46.666032,109.70603,113.66603,101.14603000000001,102.12921,83.707551,129.14603,115.46603,88.846032,107.20603
224,76,1,123.50398999999999,88.423991,97.46399100000001,77.646901,121.10399,96.563991,111.44398999999999,123.78398999999999,94.423991,88.246078,103.70399,107.24399,111.74871,79.223991,88.443991,105.50398999999999,94.323991,100.94399,91.803991,117.86398999999999,100.66399,101.76399,99.363991,109.14398999999999,91.843991,109.40699,110.08398999999999,89.048867,107.30398999999998,83.60399100000001,112.74399,107.56398999999999,98.763991,114.90399,101.94399,112.44398999999999,101.74399,106.60399,112.06398999999999,115.44398999999999,96.24399100000001,116.28398999999999,152.16398999999998,106.06398999999999,109.56398999999999,108.98398999999999,78.44857900000001,107.80398999999998,103.58399,105.10399,86.945839,105.84398999999999,82.323334,47.243990999999994,110.12398999999999,114.14398999999999,101.56399,102.42399,83.708462,129.70399,115.84398999999999,89.323991,107.62398999999999
225,76,2,123.99033999999999,88.83017,97.91034,77.64749300000001,121.59068,97.01017,111.81136000000001,124.31034,94.83034,88.248335,104.13034,107.65033999999999,111.81708,79.79034,88.843447,105.97034,94.71034,101.39034000000001,92.21034,118.35033999999999,100.91034,102.07678,99.77034,109.63033999999999,92.190113,109.73548999999998,110.65033999999999,89.04951899999999,107.71033999999999,83.99034,113.37033999999998,107.97034,99.07034,115.27033999999999,102.27034,112.93016999999999,102.09034,106.97034,112.45034,115.85033999999999,96.63034,116.63033999999999,152.75034,106.53034,109.89034,109.29033999999999,78.472652,108.35033999999999,103.95407,105.51033999999999,86.94659899999999,106.25034,82.324011,47.810340000000004,110.61034,114.55033999999999,102.03034,102.79034,83.709347,130.23033999999998,116.23033999999998,89.81034,107.99016999999999
