,measure_number,beat_number,pid1263b-04,pid52932-19,pid9048b-08,pid9049b-04,pid9054b-04,pid9055b-04,pid9058b-04,pid9059b-08,pid9060b-02,pid9062b-07,pid9063b-08,pid9064-15,pid9066b-04,pid9069-04,pid9070b-16,pid9072b-08,pid9074g-04,pid9075b-04,pid9076-14,pid9077-02,pid9093b-10,pid9094b-04,pid9099b-08,pid9101b-15,pid9104b-04,pid9111b-06,pid9118b-08,pid9119-09,pid9139b-04,pid9158-10,pid9166k-05,pid9170b-04,pid9174b-04,pid9192b-04
139,47,1,81.95591800000001,70.13148000000001,86.11591800000001,59.33591800000001,64.11591800000001,86.415918,62.192958999999995,68.995918,67.775918,92.09591800000001,56.675918,80.835918,85.655918,99.515918,34.775918,72.155918,67.995918,63.175918,70.97591800000001,70.735918,74.295918,75.935918,74.53591800000001,75.855918,75.635918,87.967653,72.215918,63.855918,80.67591800000001,61.695918000000006,64.835918,89.375918,57.57591800000001,84.17591800000001
140,47,2,82.282449,70.362449,86.402449,59.542449,64.32874100000001,86.622449,62.422449,69.322449,68.002449,92.442449,56.982449,81.162449,86.002449,99.96244899999999,34.909056,72.422449,68.262449,63.482449,71.166224,70.982449,74.546224,76.242449,74.842449,76.182449,75.842449,88.202449,72.502449,64.122449,80.982449,61.882449,65.062449,89.642449,57.842449,84.422449
141,48,0,82.632653,70.592653,86.712653,59.752653,64.552653,86.87044200000001,62.672653000000004,69.632653,68.232653,92.75265300000001,57.24253100000001,81.492653,86.792653,100.41265,35.192653,72.672653,68.492653,63.792653,71.432653,71.192653,74.852653,76.551327,75.212653,76.552653,76.152653,88.432653,72.792653,64.372653,81.25265300000001,62.132653000000005,65.352653,89.892653,58.092653000000006,84.651327
142,48,1,83.07346899999999,70.953469,87.07346899999999,60.021735,64.833469,87.173469,62.924490000000006,70.07346899999999,68.60449,93.193469,57.545434,81.893469,87.453469,100.91346999999999,35.493469,72.99346899999999,68.91346899999999,64.27346899999999,71.721735,71.49173499999999,75.253469,76.973469,75.79346899999999,76.977823,76.49346899999999,88.833469,73.233469,64.71346899999999,81.613469,62.473468999999994,65.673469,90.21346899999999,58.45346899999999,84.96449
143,48,2,83.32081600000001,71.176163,87.360816,60.240816,65.080816,87.42540799999999,63.220816000000006,70.440816,68.74081600000001,93.60081600000001,57.760816000000005,82.17540799999999,88.32081600000001,101.30082,35.760816,73.360816,69.400816,64.620816,71.940816,71.700816,75.525408,77.300816,76.140816,77.260816,76.760816,89.140816,73.640816,65.020816,81.940816,62.700816,65.945408,90.46081600000001,58.688688,85.220816
144,49,0,83.588707,71.41403100000001,87.691612,60.486121999999995,65.308707,87.798061,63.531612,70.906122,68.986122,93.986122,58.029354000000005,82.518061,89.14612199999999,101.88611999999999,36.006122,73.586122,69.689224,65.086122,72.17146600000001,71.934031,75.729224,77.626122,76.488061,77.529354,77.028707,89.378061,74.008061,65.28951500000001,82.289224,63.051466000000005,66.406122,90.68935400000001,58.889224,85.406122
145,49,1,83.830958,71.633832,87.89383199999999,60.673832,65.513832,87.993832,63.753831999999996,71.293832,69.23383199999999,94.333832,58.293831999999995,82.75383199999999,89.617664,102.39383000000001,36.213832000000004,73.873832,69.913832,65.413832,72.353832,72.11383199999999,75.973832,77.913832,76.773832,77.81383199999999,77.293832,89.573832,74.293832,65.573832,82.573832,63.253831999999996,66.548845,90.933832,59.113831999999995,85.67383199999999
146,49,2,84.056327,71.85632700000001,88.196327,60.836327000000004,65.736327,88.236327,63.976327000000005,71.616327,69.436327,94.736327,58.556327,83.076327,90.156327,102.81633000000001,36.463163,74.156327,70.176327,65.676327,72.596327,72.35632700000001,76.236327,78.236327,77.076327,78.096327,77.536327,89.813163,74.576327,65.836327,82.876327,63.436327,66.736327,91.196327,59.356327,85.916327
147,50,0,84.33020400000001,72.090204,88.47020400000001,61.070204000000004,65.950204,88.47004100000001,64.230204,71.91020400000001,69.670204,95.030408,58.850204000000005,83.33020400000001,90.490408,103.19041,36.630204,74.390204,70.41020400000001,65.930204,72.790204,72.55020400000001,76.450204,78.510204,77.370204,78.370204,77.790204,90.070204,74.83020400000001,66.090204,83.170204,63.650204,66.950204,91.430204,59.570204000000004,86.150204
148,50,1,84.60408199999999,72.304082,88.74408199999999,61.284082,66.18408199999999,88.644082,64.46408199999999,72.204082,69.917041,95.38408199999999,59.077041,83.624082,90.804082,103.58408,36.884082,74.644082,70.704082,66.224082,73.02408199999999,72.784082,76.68408199999999,78.82408199999999,77.644082,78.624082,78.04408199999999,90.29704100000001,75.064082,66.344082,83.46408199999999,63.864081999999996,67.224082,91.68408199999999,59.797041,86.38408199999999
149,50,2,84.886122,72.526122,88.986122,61.506122,66.406122,88.906122,64.706122,72.50612199999999,70.14612199999999,95.746122,59.346121999999994,83.92612199999999,91.066122,103.96611999999999,37.106122,74.92612199999999,70.946122,66.486122,73.21806099999999,72.986122,76.92612199999999,79.186122,77.946122,78.886122,78.306122,90.50612199999999,75.326122,66.586122,83.766122,64.066122,67.50612199999999,91.946122,60.026121999999994,86.606122
150,51,0,85.14367299999999,72.736837,89.243673,61.723673,66.603673,89.103673,64.943673,72.783673,70.383673,96.063673,59.583673,84.223673,91.36367299999999,104.36367,37.323673,75.163673,71.183673,66.743673,73.463673,73.223673,77.14367299999999,79.616837,78.223673,79.163673,78.563673,90.723673,75.563673,66.843673,84.063673,64.343673,67.743673,92.183673,60.243673,86.843673
151,51,1,85.421224,72.921224,89.501224,61.901224,66.815612,89.321224,65.175612,73.061224,70.601224,96.401224,59.821224,84.461224,91.621224,104.72122,37.541224,75.421224,71.441224,66.981224,73.681224,73.441224,77.401224,79.901224,78.501224,79.421224,78.821224,90.933741,75.821224,67.081224,84.321224,64.501871,68.001224,92.441224,60.461224,87.061224
152,51,2,85.703265,73.183265,89.763265,62.103265,67.02326500000001,89.52326500000001,65.423265,73.363265,70.823265,96.703265,60.123265,84.763265,91.88326500000001,105.08306,37.748653000000004,75.683265,71.683265,67.24326500000001,73.903265,73.663265,77.60326500000001,80.203265,78.783265,79.723265,79.063265,91.123265,76.123265,67.363265,84.623265,64.703265,68.263265,92.723265,60.703265,87.283265
153,52,0,85.956327,73.396327,89.99632700000001,62.296327000000005,67.236327,89.743163,65.63632700000001,73.616327,71.056327,97.036327,60.376327,85.036327,92.256327,105.43633,37.996327,75.936327,71.916327,67.476327,74.113163,73.876327,77.85632700000001,80.49632700000001,79.13632700000001,79.976327,79.296327,91.35632700000001,76.35632700000001,67.596327,84.916327,64.936327,68.49632700000001,92.956327,60.956327,87.49632700000001
154,52,1,86.22601999999999,73.62602,90.262041,62.53601999999999,67.42204100000001,90.12204100000001,65.882041,73.902041,71.262041,97.402041,60.61601999999999,85.34204100000001,92.782041,105.84204,38.196020000000004,76.182041,72.18602,67.762041,74.322041,74.09602,78.11601999999999,80.802041,79.42204100000001,80.27601999999999,79.542041,91.59602,76.642041,67.882041,85.182041,65.182041,68.782041,93.20204100000001,61.222041000000004,87.73602
155,52,2,86.505714,73.840982,90.545714,62.825714000000005,67.65785699999999,90.405714,66.105714,74.285714,71.505714,97.785714,60.925714,85.66571400000001,93.405714,106.34571000000001,38.404156,76.45785699999999,72.465714,68.125714,74.565714,74.325714,78.425714,81.105714,79.745714,80.625714,79.865714,91.845714,77.02571400000001,68.225714,85.518929,65.565714,69.02571400000001,93.465714,61.465714,87.925714
156,53,0,86.891327,74.092653,90.770884,63.112653,67.872653,90.632653,66.357551,74.83265300000001,71.75265300000001,98.154531,61.171327000000005,85.952653,94.192653,106.84133,38.730884,76.712653,72.671327,68.591327,74.751327,74.51132700000001,78.672653,81.351327,80.132653,80.97265300000001,80.232653,92.195663,77.33265300000001,68.532653,85.83265300000001,65.932653,69.272653,93.712653,61.651327,88.152653
157,53,1,87.12765300000001,74.365306,91.005306,63.425306000000006,68.095102,90.897653,66.598827,75.26530600000001,71.926808,98.46530600000001,61.38921800000001,86.32530600000001,94.885306,107.26531000000001,38.985306,77.005306,72.925306,68.945306,74.977653,74.73765300000001,78.90530600000001,81.61510200000001,80.46530600000001,81.285306,80.505306,92.269329,77.605306,68.805306,86.11510200000001,66.018827,69.525306,93.953827,61.88530600000001,88.365306
158,53,2,87.411837,74.551837,91.285459,63.645458999999995,68.280918,91.091837,66.791837,75.591837,72.165459,98.791837,61.671837,86.731837,95.491837,107.63184,39.160918,77.230918,73.166973,69.211837,75.151837,74.911837,79.151837,81.911837,80.731837,81.531837,80.711837,92.471837,77.871837,69.025459,86.400918,66.251837,69.791837,94.19183699999999,62.071837,88.58636700000001
159,54,0,87.719592,74.83959200000001,91.579592,63.879592,68.526531,91.359592,67.064796,75.899592,72.399592,99.179592,61.959592,87.05959200000001,95.959592,107.99959,39.459592,77.519592,73.459592,69.519592,75.41959200000001,75.179592,79.399592,82.219592,81.039592,81.819592,81.019592,92.759592,78.13959200000001,69.299592,86.69959200000001,66.519592,70.099592,94.459592,62.31959200000001,88.859592
160,54,1,87.958866,75.018866,91.798866,64.08721700000001,68.69886600000001,91.574433,67.298866,76.178866,72.658866,99.478866,62.178866000000006,87.358866,96.318866,108.37886999999999,39.658865999999996,77.738866,73.678866,69.758866,75.61443299999999,75.374433,79.61443299999999,82.498866,81.298866,82.05886600000001,81.238866,92.91886600000001,78.318866,69.538866,86.958866,66.718866,70.358866,94.678866,62.578866000000005,89.05443299999999
161,54,2,88.249116,75.249116,92.029116,64.289116,68.94970500000001,91.769116,67.549116,76.469116,72.889116,99.809116,62.459557999999994,87.669116,96.56911600000001,108.74911999999999,39.889115999999994,77.98911600000001,73.92911600000001,70.009116,75.829116,75.609116,79.84911600000001,82.809116,81.589116,82.329116,81.509116,93.189116,78.589116,69.789116,87.249116,66.92911600000001,70.56911600000001,94.949116,62.789116,89.269116
162,55,0,88.527755,75.447755,92.247755,64.507755,69.148878,92.007755,67.778878,76.747755,73.12775500000001,100.14775999999999,62.707755000000006,87.927755,96.898878,109.10776000000001,40.148878,78.247755,74.18775500000001,70.26775500000001,76.04775500000001,75.807755,80.078878,83.167755,81.90775500000001,82.587755,81.747755,93.398878,78.798878,70.027755,87.567755,67.167755,70.807755,95.18775500000001,63.047755,89.507755
163,55,1,88.80059,75.66059,92.485295,64.68059000000001,69.34059,92.20059,68.00059,77.02059,73.34059,100.48059,62.920590000000004,88.195295,97.14059,109.42058999999999,40.32059,78.50059,74.40059000000001,70.50059,76.25529499999999,76.015295,80.30059,83.44059,82.18059000000001,82.82059,82.00059,93.575295,79.02059,70.24059,87.82059,67.36059,71.06059,95.46059,63.26059,89.72059
164,55,2,89.085034,75.869007,92.765034,64.925034,69.565034,92.44503399999999,68.24503399999999,77.30503399999999,73.605034,100.80503,63.18751700000001,88.465034,97.38503399999999,109.78503,40.565034000000004,78.765034,74.685034,70.785034,76.448759,76.228759,80.545034,83.725034,82.465034,83.105034,82.265034,93.80503399999999,79.30503399999999,70.505034,88.105034,67.645034,71.345034,95.74503399999999,63.525034,89.94503399999999
165,56,0,89.35786800000001,76.09393399999999,92.957868,65.13786800000001,69.737868,92.597868,68.43696700000001,77.57786800000001,73.79786800000001,101.09787,63.457868000000005,88.65786800000001,97.677868,110.09787,40.767573999999996,79.017868,74.877868,70.99786800000001,76.65786800000001,76.43786800000001,80.757868,83.99786800000001,82.757868,83.35786800000001,82.517868,93.977868,79.557868,70.68696700000001,88.417868,67.77786800000001,71.597868,95.977868,63.69786800000001,90.13786800000001
166,56,1,89.666474,76.382948,93.276474,65.442948,69.982948,92.882948,68.722948,77.902948,74.076474,101.50295,63.702948,88.956474,98.162948,110.54295,41.076474,79.368844,75.20294799999999,71.302948,76.902948,76.65431600000001,81.022948,84.362948,83.066474,83.662948,82.822948,94.296474,79.862948,71.002948,88.742948,68.096474,71.902948,96.242948,63.962948,90.402948
167,56,2,89.99449,76.712245,93.59224499999999,65.652245,70.30112199999999,93.152245,69.012245,78.272245,74.332245,101.93898,63.992245,89.272245,98.787959,110.97225,41.392245,79.752245,75.632245,71.632245,77.132245,76.912245,81.31224499999999,84.712245,83.45224499999999,84.012245,83.112245,94.652245,80.29449,71.352245,89.112245,68.37224499999999,72.192245,96.552245,64.212245,90.652245
168,57,0,90.269887,76.909887,93.829887,65.869962,70.489887,93.359943,69.269887,78.529887,74.529887,102.30989,64.229887,89.509887,99.629887,111.36988999999998,41.629887,79.989887,75.95994300000001,71.889887,77.349887,77.129887,81.509887,84.949887,83.709887,84.229887,83.369887,94.87662900000001,80.569887,71.579943,89.389887,68.629887,72.429887,96.79662900000001,64.449887,90.849887
169,57,1,90.539263,77.12852600000001,94.068526,65.96963199999999,70.679263,93.58950899999999,69.468526,78.808526,74.748526,102.58853,64.448526,89.808526,100.0841,111.70558,41.808526,80.228526,76.228526,72.12852600000001,77.549509,77.30950899999999,81.708526,85.209263,83.949263,84.468526,83.588526,95.068526,80.808526,71.808526,89.648526,68.739263,72.668526,97.028526,64.629632,91.028526
170,57,2,90.758776,77.338776,94.314388,66.218776,70.898776,93.818776,69.698776,79.098776,74.992925,102.95878,64.718776,90.044388,100.72755,112.06755,42.038776,80.498776,76.458776,72.378776,77.718776,77.488129,81.978776,85.498776,84.247551,84.718776,83.858776,95.298776,81.114388,72.058776,89.958776,68.958776,72.938776,97.27877600000001,64.878776,91.298776
171,58,0,91.03161,77.61161,94.55161,66.43160999999999,71.120805,94.07160999999999,69.93160999999999,79.37161,75.21161,103.23161,64.99161,90.29160999999999,101.33161,112.37161,42.263870000000004,80.77161,76.73161,72.63161,77.97161,77.73161,82.19161,85.79160999999999,84.57160999999999,84.97161,84.130537,95.53161,81.37161,72.27161,90.23161,69.21161,73.21161,97.55161,65.09161,91.53161
172,58,1,91.298639,77.758639,94.798639,66.618639,71.298639,94.298639,70.178639,79.638639,75.478639,103.53864,65.218639,90.558639,101.81864,112.73863999999999,42.478639,80.998639,76.998639,72.878639,78.178639,77.938639,82.418639,86.058639,84.838639,85.238639,84.358639,95.738639,81.558639,72.51863900000001,90.51863900000001,69.418639,73.458639,97.798639,65.358639,91.72431999999999
173,58,2,91.571474,77.991474,95.01147399999999,66.831474,71.491474,94.471474,70.37147399999999,79.911474,75.691474,103.81147,65.443825,90.811474,102.07146999999999,113.03147,42.671473999999996,81.251474,77.271474,73.120737,78.37147399999999,78.151474,82.631474,86.311474,85.111474,85.471474,84.580737,95.971474,81.800737,72.731474,90.791474,69.611474,73.711474,98.031474,65.531474,91.911474
174,59,0,91.855397,78.192698,95.27269799999999,67.0903,71.712698,94.732698,70.612698,80.172698,75.932698,104.1127,65.692698,91.072698,102.3527,113.3927,42.912698,81.512698,77.512698,73.37539699999999,78.612698,78.372698,82.872698,86.612698,85.472698,85.732698,84.832698,96.181349,82.032698,72.952698,91.072698,69.852698,73.972698,98.31539699999999,65.792698,92.141349
175,59,1,92.122313,78.422313,95.476156,67.182313,71.862313,94.942313,70.862313,80.422313,76.136156,104.44230999999999,65.942313,91.322313,102.60231,113.70231000000001,43.114104,81.762313,77.762313,73.642313,78.816156,78.582313,83.102313,86.862313,85.742313,85.962313,85.102313,96.362313,82.282313,73.182313,91.342313,70.102313,74.222313,98.54231300000001,66.022313,92.356156
176,59,2,92.406757,78.646757,95.74675699999999,67.406757,72.108919,95.22675699999999,71.126757,80.706757,76.406757,104.72676,66.186757,91.606757,102.83838,113.98676,43.326757,82.046757,78.046757,73.926757,79.028379,78.80675699999999,83.38675699999999,87.146757,86.02675699999999,86.24675699999999,85.38675699999999,96.63239399999999,82.566757,73.486757,91.646757,70.448379,74.506757,98.826757,66.261351,92.562252
177,60,0,92.665397,78.825397,95.977698,67.645397,72.245397,95.337698,71.30923299999999,80.98539699999999,76.587698,105.0254,66.465397,91.84539699999999,103.1454,114.3854,43.577698,82.265397,78.325397,74.165397,79.225397,78.98539699999999,83.585397,87.407698,86.305397,86.525397,85.645397,96.757698,82.84539699999999,73.685397,91.905397,70.505397,74.725397,99.075132,66.48539699999999,92.783849
178,60,1,92.98530600000001,79.04530600000001,96.285306,67.885306,72.445306,95.565306,71.525306,81.34530600000001,76.82530600000001,105.42531000000001,66.745306,92.105306,103.66530999999999,114.76061000000001,43.805306,82.527653,78.62530600000001,74.488435,79.408435,79.18176899999999,83.865306,87.657653,86.645306,86.885306,85.98530600000001,96.98530600000001,83.275918,73.98530600000001,92.20765300000001,70.805306,75.04530600000001,99.305306,66.76530600000001,92.96530600000001
179,60,2,93.292438,79.434875,96.534875,68.174875,72.772438,95.834875,71.858292,81.774875,77.07734599999999,106.05488000000001,67.162438,92.574875,104.53488,115.21488000000001,44.154875,82.891625,79.114875,74.894875,79.734875,79.494875,84.251625,87.974875,87.052438,87.314875,86.374875,97.334875,83.734875,74.314875,92.614875,71.212438,75.494875,99.654875,67.134875,93.254875
180,61,0,93.735374,79.695374,96.853881,68.558458,72.992687,96.213241,72.282687,82.355374,77.391335,106.51536999999999,67.455374,93.215374,105.71537,115.75178999999999,44.456344,83.255374,79.59134399999999,75.452687,80.155374,79.935374,84.59537399999999,88.195374,87.455374,87.735374,86.835374,97.755374,84.432687,74.615374,93.155374,71.735374,76.09537399999999,99.895374,67.495374,93.472687
181,61,1,93.973884,79.937188,96.997188,68.79271899999999,73.157188,96.439063,72.563594,82.837188,77.537188,106.93718999999999,67.737188,93.537188,106.21718999999999,116.13718999999999,44.637188,83.577188,79.897188,75.817188,80.341815,80.117674,84.857188,88.497188,87.777188,88.017188,87.177188,97.977188,84.757188,74.873594,93.472396,71.8228,76.340747,100.13719,67.75239599999999,93.677188
182,61,2,94.205488,80.205488,97.265488,68.925488,73.405488,96.64774399999999,72.765488,83.185488,77.795163,107.26548999999999,67.985488,93.765488,106.66548999999999,116.50549,44.865488,83.865488,80.185488,76.105488,80.385488,80.145488,85.105488,88.745488,88.045488,88.315163,87.385488,98.205488,85.045488,75.105488,93.745488,71.945488,76.393872,100.44549,68.025488,93.935163
183,62,0,94.467347,80.47415,97.487347,69.127347,73.607347,96.767347,72.987347,83.487347,78.02734699999999,107.54735,68.267347,94.007347,106.95433999999999,116.82735,45.107347,84.087347,80.427347,76.347347,80.648673,80.369116,85.347347,88.987347,88.327347,88.587347,87.647347,98.427347,85.307347,75.367347,94.047347,72.208673,76.647347,100.66735,68.227347,94.147347
184,62,1,94.74081600000001,80.620816,97.74081600000001,69.360816,73.780816,97.040816,73.200816,83.800816,78.24081600000001,107.82082,68.480816,94.260816,107.14081999999999,117.14081999999999,45.300816,84.340816,80.720816,76.620816,80.760816,80.540816,85.560816,89.280816,88.660816,88.860816,87.900816,98.660816,85.540816,75.580816,94.31540799999999,72.435408,76.900816,100.92081999999999,68.420816,94.340816
185,62,2,95.034286,80.854286,97.954286,69.594286,74.014286,97.274286,73.454286,84.11428599999999,78.47428599999999,108.13429,68.774286,94.574286,107.39428999999998,117.49428999999999,45.514286,84.634286,80.994286,76.894286,80.97428599999999,80.754286,85.814286,89.534286,88.994286,89.134286,88.154286,98.874286,85.794286,75.83428599999999,94.61428599999999,72.594286,77.174286,101.19429000000001,68.674286,94.554286
186,63,0,95.27873000000001,81.05873000000001,98.23873,69.79873,74.19873,97.45873,73.67873,84.39873,78.69873,108.41873000000001,68.97873,94.77873000000001,107.62746000000001,117.81873,45.71873,84.85873000000001,81.21873000000001,77.13873000000001,81.17873,80.95873,86.01873,89.79873,89.25873,89.39873,88.41873000000001,99.09873,85.99873000000001,76.01873,94.87873,72.85873000000001,77.41873000000001,101.45873,68.89873,94.75873
187,63,1,95.559955,81.261659,98.45995500000001,69.979985,74.399985,97.679955,73.924977,84.65995500000001,78.924977,108.74498,69.23995500000001,95.01995500000001,107.87996000000001,118.11996,45.959955,85.119955,81.479955,77.37998499999999,81.399955,81.15995500000001,86.244977,90.039955,89.544977,89.66497700000001,88.65995500000001,99.245708,86.23995500000001,76.259955,95.16497700000001,73.01998499999999,77.66497700000001,101.69996,69.139955,94.979955
188,63,2,95.83600899999999,81.516009,98.676009,70.203005,74.596009,97.876009,74.11600899999999,84.956009,79.11600899999999,109.03601,69.496009,95.276009,108.11601,118.52202,46.156009000000005,85.356009,81.75600899999999,77.623005,81.61600899999999,81.39600899999999,86.496009,90.296009,89.78201800000001,89.956009,88.916009,99.47600899999999,86.53600899999999,76.47600899999999,95.456009,73.25600899999999,77.916009,101.99601,69.35300500000001,95.176009
189,64,0,96.091429,81.731429,98.871429,70.371429,74.811429,98.091429,74.331429,85.21142900000001,79.371429,109.37143,69.751429,95.531429,108.53143,118.85143000000001,46.391428999999995,85.591429,81.971429,77.85142900000001,81.831429,81.610357,86.750714,90.53285699999999,90.07142900000001,90.21142900000001,89.171429,99.671429,86.771429,76.65142900000001,95.71142900000001,73.49142900000001,78.172857,102.21143000000001,69.591429,95.371429
190,64,1,96.395873,81.991958,99.135873,70.575873,75.015873,98.355873,74.55587299999999,85.495873,79.642937,109.71587,70.035873,95.735873,108.81586999999999,119.21587,46.655873,85.855873,82.395873,78.075873,82.05587299999999,81.815873,86.97587299999999,90.855873,90.33587299999999,90.495873,89.395873,99.955873,87.015873,76.875873,95.97587299999999,73.715873,78.47587299999999,102.47587,69.83587299999999,95.595873
191,64,2,96.589977,82.293995,99.389996,70.849977,75.28997700000001,98.609989,74.849977,85.849977,79.829977,110.26996000000001,70.229977,96.009977,109.46993,119.58998000000001,46.949994000000004,86.169977,82.769977,78.409977,82.309977,82.06997700000001,87.269977,91.149977,90.749977,90.849977,89.709977,100.30998000000001,87.469977,77.209977,96.349977,74.06997700000001,78.729977,102.76998,70.149977,95.86999499999999
192,65,0,96.96861700000001,82.488617,99.648617,71.04861700000001,75.488617,98.868617,75.128617,86.128617,80.068617,110.58723,70.489308,96.288617,110.04862,119.86861999999999,47.208617,86.408617,83.10861700000001,78.728617,82.52861700000001,82.288617,87.488617,91.408617,91.02861700000001,91.168617,89.988617,100.52861999999999,87.74861700000001,77.488617,96.648617,74.368617,78.969308,103.02861999999999,70.348617,96.04861700000001
193,65,1,97.178866,82.678866,99.878866,71.298866,75.672217,99.074433,75.378866,86.41886600000001,80.298866,110.87886999999999,70.744433,96.538866,110.51886999999999,120.21887,47.407216999999996,86.678866,83.33886600000001,78.964433,82.69886600000001,82.458866,87.734433,91.658866,91.318866,91.434433,90.25443299999999,100.75887,88.03443299999999,77.738866,96.938866,74.423826,79.238866,103.29887,70.538866,96.258866
194,65,2,97.417506,82.917506,100.09751,71.417506,75.897506,99.337506,75.577506,86.697506,80.51750600000001,111.21751,70.997506,96.73750600000001,110.91751000000001,120.53751000000001,47.637506,86.937506,83.617506,79.217506,82.937506,82.697506,87.977506,91.937506,91.617506,91.67750600000001,90.497506,100.99750999999999,88.277506,77.937506,97.217506,74.59750600000001,79.51750600000001,103.53751,70.797506,96.477506
195,66,0,97.67873,83.11873,100.31873,71.61873,76.11873,99.53873,75.79873,86.95873,80.75873,111.49873000000001,71.27873000000001,96.97873,111.17873,120.83873,47.87873,87.17873,83.83873,79.43873,83.134365,82.89436500000001,88.21873000000001,92.15873,91.89873,91.93873,90.75873,101.21873000000001,88.51873,78.17873,97.51873,74.79873,79.75873,103.79873,70.99873000000001,96.67873
196,66,1,97.93737,83.33736999999999,100.56369000000001,71.79737,76.29737,99.73737,76.01737,87.23737,80.993685,111.77736999999999,71.47737,97.23737,111.37737,121.11737,48.07737,87.41736999999999,84.11737,79.69736999999999,83.31737,83.09737,88.41736999999999,92.41736999999999,92.17737,92.21736999999999,90.993685,101.45737,88.75737,78.39737,97.77736999999999,74.97737,80.01737,104.03737,71.23737,96.87737
197,66,2,98.23859399999999,83.558594,100.79859,72.018594,76.518594,99.978594,76.23859399999999,87.498594,81.218594,112.09858999999999,71.73859399999999,97.498594,111.61859,121.45858999999999,48.298594,87.698594,84.37859399999999,79.95859399999999,83.518594,83.278594,88.67859399999999,92.67859399999999,92.518594,92.45859399999999,91.25859399999999,101.67859,88.978594,78.59859399999999,98.058594,75.17859399999999,80.274297,104.29859,71.438594,97.078594
198,67,0,98.534014,83.754014,101.05400999999999,72.214014,76.714014,100.19400999999999,76.474014,87.754014,81.474014,112.37401000000001,71.974014,97.734014,111.83401,121.77401,48.494014,87.934014,84.63401400000001,80.234014,83.734014,83.494014,88.874014,92.934014,92.814014,92.734014,91.514014,101.91401,89.234014,78.814014,98.354014,75.434014,80.514014,104.57401,71.674014,97.294014
199,67,1,98.821043,83.981043,101.28104,72.42104300000001,76.92104300000001,100.42104,76.72104300000001,88.021043,81.681043,112.68104,72.201043,98.00104300000001,112.06103999999999,122.08103999999999,48.721043,88.181043,84.881043,80.481043,83.92104300000001,83.701043,89.14104300000001,93.181043,93.101043,93.00104300000001,91.741043,102.12552,89.461043,79.021043,98.621043,75.622761,80.761043,104.82104,71.94104300000001,97.521043
200,67,2,99.105488,84.205488,101.50549000000001,72.625488,77.105488,100.62549,76.925488,88.305488,81.925488,112.96548999999999,72.485488,98.285488,112.34548999999998,122.36549,48.927744,88.425488,85.145488,80.73774399999999,84.145488,83.905488,89.365488,93.425488,93.385488,93.285488,92.005488,102.32549,89.745488,79.245488,98.905488,75.845488,81.025488,105.10548999999999,72.165488,97.705488
201,68,0,99.375102,84.451701,101.7551,72.85101999999999,77.302551,100.8551,77.142551,88.555102,82.135102,113.2951,72.735102,98.555102,112.6151,122.7151,49.155102,88.675102,85.375102,80.995102,84.355102,84.11510200000001,89.61510200000001,93.675102,93.675102,93.555102,92.25510200000001,102.5351,89.995102,79.455102,99.175102,76.075102,81.275102,105.3551,72.39510200000001,97.91170100000001
202,68,1,99.668571,84.668571,101.98857,73.009286,77.48928599999999,101.16856999999999,77.368571,88.868571,82.34857099999999,113.64856999999999,72.948571,98.868571,112.92857,123.08856999999999,49.37619,88.948571,85.628571,81.308571,84.56857099999999,84.328571,89.868571,93.92857099999999,93.968571,93.839286,92.50857099999999,102.78856999999999,90.268571,79.70857099999999,99.468571,76.308571,81.519286,105.58856999999999,72.70857099999999,98.108571
203,68,2,99.966531,84.92653100000001,102.26653,73.306531,77.72653100000001,101.48653,77.606531,89.28653100000001,82.568265,114.10653,73.22739200000001,99.22653100000001,113.40306000000001,123.38653000000001,49.585653,89.246531,85.92653100000001,81.72653100000001,84.806531,84.56653100000001,90.186531,94.129711,94.306531,94.22653100000001,92.846531,103.12653,90.58653100000001,80.026531,99.86653100000001,76.626531,81.766531,105.86826,72.99413299999999,98.288265
204,69,0,100.39542,85.21542,102.49271,73.63542,77.91542,101.73541999999999,77.86270999999999,89.85542,82.79271,114.62423999999999,73.51271,99.53542,114.01541999999999,123.93542,49.89271,89.53542,86.21271,82.19542,84.97542,84.75542,90.43542,94.39542,94.67541999999999,94.51541999999999,93.23541999999999,103.57542,91.05542,80.29542,100.13542,77.01180699999999,82.17541999999999,106.13542,73.25542,98.51541999999999
205,69,1,100.67459000000001,85.459184,102.75459000000001,73.90459200000001,78.114592,101.97973,78.124592,90.279184,83.00538,115.01918,73.754592,99.919184,114.57918000000001,124.35918000000001,50.119184000000004,89.859184,86.499184,82.57459200000001,85.219184,84.979184,90.659184,94.659184,94.959184,94.81918399999999,93.479184,103.62758000000001,91.339184,80.53918399999999,100.41918000000001,77.10717700000001,82.459324,106.37459,73.493061,98.739184
206,69,2,100.92748,85.64972,103.02748000000001,74.10949699999999,78.32874100000001,102.18748000000001,78.327483,90.627483,83.247483,115.38497,74.007483,100.24748000000001,115.02748000000001,124.70748,50.318740999999996,90.147483,86.827483,82.847483,85.38964,85.14964,90.907483,94.907483,95.247483,95.067483,93.749161,103.82748000000001,91.647483,80.788741,100.68748000000001,77.367483,82.52964,106.60916,73.707483,98.949371
