,measure_number,beat_number,pid1263b-16,pid5667250b-05,pid5667269b-33,pid9048b-29,pid9050b-18,pid9054b-18,pid9055b-16,pid9058b-16,pid9059b-20,pid9061b-13,pid9062b-19,pid9063b-22,pid9066b-16,pid9068-22,pid9069-16,pid9072b-20,pid9074g-16,pid9075b-16,pid9085-09,pid9085-17,pid9086-12,pid9094b-21,pid9097-25,pid9099b-22,pid9103-22,pid9104b-16,pid9114-26,pid9116-05,pid9118b-22,pid9124-16,pid9127-01,pid9130-12,pid9139b-18,pid9153b-18,pid9166l-15,pid9170b-18,pid9173-02,pid9174b-16,pid9185-06,pid918812-16,pid918904-13,pid9192b-18
53,19,1,28.637551000000002,22.937551000000003,28.577551,28.317551,26.937551000000003,26.597551,27.677551,21.417551,28.417551,28.037551,24.917551,31.697551,32.657551,29.017551,28.057551,29.917551,29.459184000000004,23.137551000000002,24.877551,22.957551000000002,22.957551000000002,33.737551,32.037551,27.717551,29.037551,28.657551,24.297551000000002,27.377551,27.977551000000002,33.097551,28.617551000000002,37.537551,24.097551,25.077551,29.497551,24.897551,30.677551,23.117551000000002,26.577551,33.077551,24.277551000000003,23.157551
54,19,2,29.194694000000002,23.574694,29.134694,28.754694,27.394694,27.094694,28.134694,21.851173,29.014694,28.614694,25.394694,32.274694000000004,33.274694000000004,29.554694,28.634694,30.574694,30.114694,23.714694,25.334694,23.434694,23.474694,34.234694,32.754694,28.374694,29.654694,29.154694,24.874694,28.014694,28.494694,33.734694,29.054694,38.374694,24.654694,25.554694,30.154694,25.334694,31.234694,23.694694000000002,27.174694,33.714694,24.774694,23.574694
55,20,0,29.892653000000003,23.972653,29.632653,29.192653000000004,27.892653000000003,27.452653,28.632653,22.192653,29.492653000000004,29.032653000000003,25.912653,32.732653000000006,33.592653000000006,30.112653,29.132653,31.072653000000003,30.552653000000003,24.132653,25.652653,23.812653,23.872653,34.652653,33.452653000000005,29.012653000000004,30.212653000000003,29.592653000000002,25.292653,28.452653,29.012653000000004,34.172653000000004,29.532653000000003,39.172653000000004,25.031326999999997,25.932653,30.711327,25.652653,31.952653,24.092653,27.772653000000002,34.152653,25.151327,23.872653
56,20,1,30.374285999999998,24.454286,30.054285999999998,29.654286,28.254285999999997,27.834286,29.114286,22.554285999999998,29.974286,29.534285999999998,26.232143,33.274286,34.074286,30.674286,29.618571000000003,31.574285999999997,31.082857,24.594286,26.034285999999998,24.194285999999998,24.274286,35.114286,34.234286,29.634286,30.574285999999997,29.954286,25.774286,28.854286,29.474286,34.794286,30.094286,39.851428999999996,25.454286,26.274286,31.162857000000002,26.054285999999998,32.434286,24.554285999999998,28.234285999999997,34.754286,25.474286,24.174286
57,20,2,30.740816,24.780816,30.460815999999998,30.020815999999996,28.620815999999998,28.060816,29.440815999999998,22.900816,30.340815999999997,29.860815999999996,26.520815999999996,33.640816,34.500816,31.000815999999997,30.060816,31.940815999999998,31.600816,24.960816,26.360815999999996,24.540816,24.640816,35.500816,34.760816,30.000815999999997,30.905408,30.300815999999998,26.115408,29.145408000000003,29.740816,35.200815999999996,30.440815999999998,40.380815999999996,25.800816,26.580816,31.620815999999998,26.380815999999996,32.800816,24.880816,28.600816,35.180816,25.805408,24.500816
58,21,0,31.256327000000002,25.096327,30.936327000000002,30.376327000000003,28.896327000000003,28.336327,29.816327,23.256327,30.716327000000003,30.156327,26.896327000000003,34.096327,35.056327,31.376327000000003,30.516327,32.336327000000004,31.996327,25.256327,26.656327,24.836327,24.976326999999998,35.896327,35.216327,30.376327000000003,31.356327,30.736327000000003,26.376327000000003,29.516327,30.076327000000003,35.656327000000005,30.816327,40.916327,26.136326999999998,26.816327,32.076327,26.676327,33.176327,25.142653,29.016327,35.616327000000005,26.116327,24.796326999999998
59,21,1,31.598367,25.358367,31.298367,30.778367,29.214184000000003,28.638367,30.118367,23.539456,31.054184000000003,30.498367,27.178366999999998,34.434184,35.838367,31.718366999999997,30.898366999999997,32.778366999999996,32.318366999999995,25.558367,26.958367,25.294184,25.438367,36.438367,35.558367,30.838366999999998,31.638367,31.038366999999997,26.638367,29.798367,30.378366999999997,36.038367,31.238366999999997,41.438367,26.518366999999998,27.078367,32.378367,26.978367,33.478367,25.478367000000002,29.318367,36.018367,26.418367,25.158367000000002
60,21,2,32.151429,25.871429,31.811428999999997,31.231429,29.631428999999997,29.011428999999996,30.771428999999998,23.951429,31.591428999999998,30.991428999999997,27.811428999999997,35.030357,36.650476,32.171428999999996,31.451428999999997,33.391428999999995,32.971429,26.091429,27.611428999999998,25.771429,25.971429,36.891428999999995,36.151429,31.451428999999997,32.171428999999996,31.491428999999997,27.131428999999997,30.211429,31.011428999999996,36.530714,31.731429,42.211428999999995,27.051429,27.451428999999997,32.831429,27.611428999999998,33.951429,25.951429,29.931428999999998,36.510238,26.971428999999997,25.651429
61,22,0,32.861224,26.321224,32.441224,31.801223999999998,30.021224,29.461223999999998,31.661224,24.521224,32.221224,31.541224,28.441224,35.721224,37.041224,32.661224,32.061223999999996,34.081224,33.661224,26.681224,28.201224,26.341224,26.621223999999998,37.481224,36.781224,32.141224,33.021224,32.141224,27.561224,30.821224,31.641223999999998,37.241224,32.321224,43.021224,27.581224,27.961223999999998,33.361224,28.221224,34.521224,26.581224,30.541224,37.201223999999996,27.421224,26.461223999999998
62,22,1,33.620408000000005,26.885203999999998,33.120408000000005,32.360408,30.500408,30.100408,32.420408,25.160408,33.020408,32.180408,29.480408,36.560408,37.540408,33.355204,32.740408,34.860408,34.500408,27.440408,28.940408,26.940408,27.380408000000003,38.360408,37.480408000000004,32.860408,33.860408,32.815204,28.100408,31.540408000000003,32.320408,38.080408,33.000408,44.220408,28.340408,28.620408,33.880408,28.940408,35.300408000000004,27.340408,31.280408,38.060408,27.860408000000003,26.960408
63,22,2,34.000816,27.320815999999997,34.020815999999996,32.980816,30.800815999999998,30.640815999999997,33.040816,25.388464000000003,33.640816,32.780815999999994,29.780815999999998,37.140816,38.280815999999994,33.840816,33.580816,35.480816,35.220816,27.920816,29.500815999999997,27.460815999999998,27.600816,38.600815999999995,37.960815999999994,33.560815999999996,34.400816,33.380815999999996,28.680815999999997,32.080816,32.960815999999994,38.851633,33.620816,44.980816,28.960815999999998,28.860815999999996,34.540816,29.500815999999997,35.700815999999996,27.720815999999996,31.560816,38.831633000000004,28.320815999999997,27.220815999999996
64,23,0,34.509796,27.709796,34.629796,33.549796,31.189796,31.039965999999996,33.489796000000005,25.769796,34.109796,33.149898,30.149796000000002,37.549796,38.849796000000005,34.289796,34.109184,36.129796,35.629796,28.324949,29.909796000000004,27.809796000000002,27.989796000000002,39.049796,38.489796000000005,34.069796000000004,34.829796,33.889796000000004,29.069932,32.509796,33.409796,39.469796,34.129796,45.929796,29.409796000000004,29.209796,35.009796,29.909796000000004,36.089796,28.109796000000003,32.029796000000005,39.429796,28.689796,27.549796
65,23,1,34.848163,28.048163,35.028163,33.948163,31.479082000000002,31.308163,33.808163,26.048163,34.448163,33.408163,30.468163,37.908163,39.188163,34.668163,34.540816,36.468163,36.104490000000006,28.608163,30.268163,28.128163,28.308163,39.368163,38.968163,34.466327,35.148163000000004,34.328163,29.368163,32.808163,33.728163,40.128163,34.428163,46.43898,29.728163000000002,29.508163,35.348163,30.268163,36.426327,28.428163,32.528163,40.108163,28.988163,27.848163
66,23,2,35.246531,28.366531,35.346531,34.326531,31.886531,31.586531,34.126531,26.286531,34.786531,33.746531,30.806531,38.546531,39.506531,35.106531,34.946531,36.906531,36.415219,28.906531,30.586531,28.486531,28.706531,39.766531,39.386531,34.986531,35.546531,34.666531,29.706531,33.126531,34.066531,40.486531,34.766531,46.786531,30.166531,29.946531,35.786531,30.646531,36.866531,28.786531,32.846531,40.466530999999996,29.366531,28.186531
67,24,0,35.707347,28.718673,35.707347,34.767346999999994,32.327346999999996,32.007346999999996,34.567347,26.558112,35.162890999999995,34.157469,31.127346999999997,38.949116,40.044694,35.587346999999994,35.349115999999995,37.347347,36.747347,29.269469,30.918112,28.927346999999997,29.147346999999996,40.107347,39.827346999999996,35.427347,36.007346999999996,35.029469,30.046224,33.509337,34.427347,40.927347,35.187346999999995,47.244694,30.588672999999996,30.387347,36.287347,30.956953000000002,37.307347,29.227346999999998,33.227346999999995,40.907346999999994,29.723907,28.575782
68,24,1,36.254286,29.154286,36.234286,35.614286,32.894286,32.654286,35.114286,26.974286,35.702857,34.654286,31.674286,39.934286,40.782857,36.314285999999996,35.854286,38.114286,37.375714,29.874285999999998,31.294286,29.474286,29.654286,40.674285999999995,40.474286,36.134285999999996,36.974286,35.662857,30.574285999999997,33.994285999999995,35.114286,41.654286,35.894286,48.034286,31.054285999999998,30.934286,36.814285999999996,31.314286,37.874286,29.714285999999998,34.134285999999996,41.634285999999996,30.314286,29.154286
69,24,2,36.759592,29.719592,36.719592,36.139592,33.479592,33.259592,35.579592,27.339592,36.419592,35.139592,32.559591999999995,40.659591999999996,41.579592,36.779592,36.679592,38.719592,38.164796,30.399592,31.719592,30.039592,30.095918,41.179592,40.979592,36.681599,37.779592,36.459592,31.379592,34.419592,35.573197,42.259592,36.379591999999995,49.039592,31.999592,31.599591999999998,37.339591999999996,31.739592,38.519591999999996,30.159592,34.679592,42.219592,30.879592,29.659592
70,25,0,37.290612,30.170612,37.090612,36.510612,33.910612,33.630612,35.930611999999996,27.750612,36.890612,35.510612,32.930611999999996,41.110611999999996,42.070612,37.310612,37.070612,39.270612,38.850612,30.870612,32.070612,30.530611999999998,30.310612,41.550612,41.450612,37.230612,38.130612,36.810612,31.770612,34.770612,35.870612,42.770612,36.830612,49.730612,32.510612,31.950612,38.230612,32.070612,38.930611999999996,30.670612,35.191224,42.750612,31.390612,30.150612
71,25,1,37.612653,30.672653000000004,37.512653,36.952653000000005,34.352653000000004,34.052653,36.232653000000006,28.052653000000003,37.372653,35.765663,33.272653000000005,41.732653000000006,42.932653,37.712653,37.472653,39.752653,39.172653000000004,31.192653000000004,32.472653,30.812653000000005,30.872653000000003,42.032653,41.912653000000006,37.652653,38.432653,37.132653000000005,32.092653000000006,35.052653,36.292653,43.132653000000005,37.392653,50.452653000000005,32.932653,32.332653,38.712653,32.472653,39.472653,31.012653000000004,35.792653,43.112653,31.712653000000003,30.432653000000002
72,25,2,38.115102,31.054184000000003,38.215102,37.380204,34.880204,34.615102,36.755102,28.475102000000003,38.015102,36.175102,33.955102000000004,42.600204,43.840204,38.195102,37.955102000000004,40.465306,39.555102000000005,31.660203999999997,32.895102,31.355102000000002,31.405306,42.655102,42.435102,38.115102,39.030408,37.455102000000004,32.355102,35.295102,36.835102,43.895102,37.795102,51.385306,33.415102000000005,32.960204,39.225305999999996,32.915102000000005,40.005306,31.735102,36.315102,43.895102,32.155102,30.875102000000002
73,26,0,38.778265000000005,31.386531,38.866531,38.026531,35.626531,35.286531,37.326531,29.006531,38.786531,36.626531,34.606531,43.366531,44.866531,38.806531,38.326531,41.426531,39.966530999999996,32.286531,33.386531,31.815509999999996,32.008265,43.146531,42.906531,38.786531,39.626531,37.926531,32.806531,35.626531,37.446531,44.746531,38.346531,52.426531,33.846531,33.806531,39.846531,33.386531,40.866531,32.386531,36.886531,44.726531,32.526531,31.326531
74,26,1,39.248163,31.868163,39.308163,38.468163,36.108163,35.768163,37.808163,29.508163,39.348163,37.148163000000004,35.148163000000004,44.022653000000005,45.648163000000004,39.448163,38.728163,41.986327,40.448163,32.768163,33.788163,32.168163,32.488163,43.628163,43.628163,39.468163,40.222653,38.286327,33.248163,35.968163,38.028163,45.424490000000006,39.108163,53.08449,34.368163,34.248163,40.388163,33.788163,41.546327000000005,32.988163,37.568163,45.388163,32.888163,31.688163
75,26,2,39.599184,32.199184,39.839184,38.839184,36.639184,36.079184000000005,38.159184,29.839184000000003,39.799184000000004,37.479184000000004,35.519184,44.419184,46.479184000000004,39.839184,39.219184000000006,42.379184,40.779184,33.099184,34.139184,32.519184,32.839184,43.999184,44.299184000000004,39.959184,40.559184,38.639184,33.599184,36.259184000000005,38.439184000000004,45.779184,39.519184,53.61591800000001,34.759184000000005,34.759184000000005,40.999184,34.159184,41.959184,33.339184,37.999184,45.739184,33.259184000000005,31.939184
76,27,0,40.094082,32.582041,40.378163,39.222041,37.026121999999994,36.342040999999995,38.502041,30.194082,40.222041,37.822041,35.862041,44.882041,47.082041,40.314082,39.682041,42.802040999999996,41.242041,33.442040999999996,34.502041,32.822041,33.242041,44.410204,44.782041,40.382041,40.902041,39.062041,33.962041,36.602041,38.822041,46.202040999999994,39.894082,54.186122,35.122040999999996,35.102041,41.546122,34.502041,42.362041,33.642041,38.462041,46.182041,33.602041,32.262040999999996
77,27,1,40.411429,32.851428999999996,40.691429,39.591429,37.351428999999996,36.611429,38.771429,30.431428999999998,40.531428999999996,38.091429,36.131429,45.231429,47.671428999999996,40.591429,39.951429,43.171428999999996,41.531428999999996,33.711428999999995,34.791429,33.070714,33.551429,44.771429,45.051429,40.691429,41.131429,39.291429,34.191429,36.851428999999996,39.051429,46.511429,40.151429,54.551429000000006,35.451429,35.377143,41.871429,34.811429,42.711428999999995,33.911429,38.711428999999995,46.491429,33.791429,32.571428999999995
78,27,2,40.933878,33.373878000000005,41.233878000000004,40.053878000000005,37.893878,37.033878,39.293878,30.801939,41.073878,38.515969,36.613878,45.853878,48.193878000000005,41.133878,40.533878,43.793878,42.113878,34.251939,35.231293,33.571939,34.053878000000005,45.253878,45.773878,41.293878,41.633878,39.713878,34.633878,37.253878,39.473878000000006,46.993878,40.631293,55.273878,35.973878000000006,35.793878,42.413878000000004,35.241939,43.173878,34.453878,39.473878000000006,46.973878000000006,34.233878000000004,32.973878000000006
79,28,0,41.62,33.8,41.615,40.4275,38.265,37.3075,39.8,31.12,41.48,38.84,37.12,46.325,48.64,41.68,41.035,44.18,42.58,34.62,35.5275,33.92,34.48,45.644,46.26,41.8,42.1,40.04,35.04,37.72,39.895,47.5,40.98,55.96,36.375,36.1425,43.02,35.56,43.64,34.9,39.94,47.48,34.56,33.365
80,28,1,42.111837,34.151837,42.031837,40.831837,38.711837,37.631837,40.191837,31.511837,41.951837,39.271837,37.471837,46.891837,49.031837,42.171837,41.77551,44.611837,42.991837,35.051837,35.911837,34.311837,34.951837,46.031837,46.951837,42.433673,42.491837,40.411837,35.431837,38.051837,40.271837,48.131837,41.391837,56.611837,36.791837,36.511837,43.473673,35.931837,44.011837,35.291837,40.411837,48.111837,34.951837,33.771837
81,28,2,42.490204,34.470203999999995,42.410204,41.230204,39.170204,37.890204,40.510203999999995,31.830204,42.310204,39.590204,37.770204,47.310204,49.530204,42.530204,42.190204,44.990204,43.410204,35.390204,36.270204,34.690204,35.370204,46.450204,47.390204,42.810204,42.850204,40.770204,35.770204,38.450204,40.570204,48.970203999999995,41.770204,57.130204000000006,37.190204,36.870204,43.950204,36.290203999999996,44.390204,35.610203999999996,40.790203999999996,48.950204,35.330203999999995,34.110203999999996
82,29,0,42.964898,34.804898,42.944897999999995,41.604898,39.504898,38.187449,40.844898,32.144898,42.704898,39.924898,38.184898,47.804898,49.984898,42.884898,42.764897999999995,45.384898,44.144898,35.704898,36.604898,35.004898,35.744898,46.824898,47.764897999999995,43.244898,43.224897999999996,41.264897999999995,36.064898,38.964898,40.944897999999995,49.444897999999995,42.184898,57.724897999999996,37.524898,37.144898,44.344898,36.604898,44.924898,35.884898,41.117449,49.424898,35.684898,34.444897999999995
83,29,1,43.327754999999996,35.078878,43.358878000000004,42.087755,39.847755,38.467755,41.187754999999996,32.507754999999996,43.087755,40.287755,38.487755,48.227755,50.807755,43.287755,43.207755,45.847755,44.567755,36.047755,37.007754999999996,35.607755,36.267755,47.387755,48.067755,43.747755,43.507754999999996,41.627755,36.287755,39.467755,41.367754999999995,49.987755,42.727755,58.327755,37.947755,37.447755,44.687754999999996,37.027755,45.407755,36.207755,41.407755,49.967755,36.167755,34.987755
84,29,2,43.912335999999996,35.532336,43.972336,42.672336,40.492336,38.932336,42.012336,33.092335999999996,43.572336,41.072336,39.092335999999996,48.912335999999996,51.692336,43.872336,44.032336,46.552336,45.152336,36.592335999999996,37.712336,36.592335999999996,37.132335999999995,47.852336,48.712336,44.512336,43.992336,42.212336,36.932336,40.392336,42.012336,50.972336,43.352336,59.692336,38.712336,38.152336,45.332336,37.732336,46.012336,36.732336,42.012336,50.952335999999995,36.812336,35.792336
85,30,0,44.463265,35.949796,44.609796,43.189796,41.109898,39.309796,43.089796,33.673299,44.089898,41.789796,39.869796,49.609796,52.369592,44.469796,45.049796,47.169796000000005,45.569796000000004,37.169796000000005,38.389796000000004,37.369796,37.809796,48.319949,49.209796000000004,45.129796,44.549796,42.809796,37.589796,41.012828000000006,42.669796000000005,51.669796000000005,44.009898,61.389796,39.369796,38.509796,45.869898,38.389796000000004,46.489796000000005,37.189796,42.609796,51.649796,37.549796,36.489796000000005
86,30,1,45.103265,36.643265,45.783265,43.983265,41.843265,39.943265000000004,43.963265,34.331474,44.803265,42.383265,40.263265000000004,50.683265000000006,53.343265,45.223265000000005,45.943265000000004,47.943265000000004,46.263265000000004,37.983265,39.103265,38.283265,38.556633000000005,48.903265000000005,49.803265,46.063265,45.343265,43.683265000000006,38.223265000000005,41.723265000000005,43.523265,52.483265,44.643265,63.103265,40.123265,39.203265,46.443265000000004,39.123265,47.323265,37.883265,43.063265,52.463265,38.403265000000005,37.163265
87,30,2,45.616735,37.096734999999995,46.396735,44.476735,42.536735,40.436735,44.436735,34.656735,45.296735,42.776734999999995,40.656735,51.416734999999996,54.336735,45.756735,46.436735,48.536735,46.936735,38.416734999999996,39.596734999999995,38.776734999999995,39.016735,49.476735,50.276734999999995,46.736734999999996,45.876735,44.096734999999995,38.676735,42.336735,44.176735,53.176735,45.056734999999996,64.096735,40.696735,39.776734999999995,46.936735,39.596734999999995,48.096734999999995,38.376735,43.556734999999996,53.156735,38.936735,37.596734999999995
88,31,0,46.076735,37.456734999999995,46.836735,44.936735,42.976735,40.856735,44.836735,34.976735,45.736734999999996,43.176735,40.956734999999995,51.983469,54.796735,46.256735,46.936735,49.036735,47.416734999999996,38.796735,40.056734999999996,39.176735,39.436735,49.916734999999996,50.736734999999996,47.256735,46.272245,44.476735,39.096734999999995,42.696735,44.536735,53.856735,45.456734999999995,64.796735,41.116735,40.156735,47.356735,40.056734999999996,48.536735,38.756735,43.976735,53.836735,39.456734999999995,37.976735
89,31,1,46.475102,37.775102000000004,47.142551,45.275102000000004,43.375102000000005,41.175102,45.155102,35.275102000000004,46.135102,43.515102,41.235102000000005,52.375102000000005,55.215102,46.695102,47.435102,49.455102000000004,47.815102,39.135102,40.375102000000005,39.575102,39.775102000000004,50.335102,51.155102,47.635102,46.555102000000005,44.735102000000005,39.495102,42.995102,44.835102,54.355102,45.795102,65.335102,41.495102,40.475102,47.755102,40.375102000000005,48.915102000000005,39.075102,44.335102,54.335102,39.895102,38.355102
90,31,2,46.986121999999995,38.146122,47.306121999999995,45.626121999999995,43.726122,41.586121999999996,45.506122,35.566122,46.626121999999995,43.866122,41.566122,52.866122,55.766121999999996,47.166121999999994,47.866122,49.806121999999995,48.186122,39.506122,40.706122,39.986121999999995,40.186122,50.746122,51.546122,48.086121999999996,47.026121999999994,45.026121999999994,39.886122,43.306121999999995,45.146122,54.926122,46.226122,65.92224499999999,41.866122,40.826122,48.166121999999994,40.746122,49.366122,39.426122,44.726122,54.90224499999999,40.386122,38.726122
91,32,0,47.446939,38.646939,47.946939,46.066939,44.166939,42.026939,45.946939,35.886939,47.106939000000004,44.266939,41.940991,53.446939,56.266939,47.666939,48.346939,50.326939,48.626939,39.878469,41.106939000000004,40.426939000000004,40.606939000000004,51.206939,52.006939,48.566939,47.946939,45.426939000000004,40.346939,43.706939,45.566939,55.663878000000004,46.666939,66.606939,42.268469,41.266939,48.666939,41.126939,49.826939,39.846939,45.206939,55.643878,40.903878000000006,39.166939
92,32,1,47.932245,39.432245,48.492245000000004,46.552245,44.732245,42.572245,46.412245,36.232245,47.632245000000005,44.792245,42.204082,54.132245,56.812245,48.292245,49.032245,51.052245,49.012245,40.332245,41.552245,40.912245,40.972245,51.712245,52.55224499999999,49.252245,48.632245000000005,45.932245,40.772245,44.312245000000004,46.052245,56.432244999999995,47.172245000000004,67.612245,42.652245,41.712245,49.152245,41.572245,50.736734999999996,40.252245,45.812245000000004,56.412245,41.512245,39.672245000000004
93,32,2,48.424082,39.804082,48.924082,46.944082,45.144082,43.064082,46.804082,36.564082,48.224082,45.284082,42.544082,54.638163,57.472244999999994,48.724082,49.544082,51.498163,49.404082,40.764082,41.944082,41.418163,41.404082,52.224082,53.02408199999999,49.684082000000004,49.372245,46.324082000000004,41.164082,44.984082,46.434694,57.264081999999995,47.604082,68.438163,43.044082,42.198163,49.604082,41.964082,51.452245,40.657041,46.504082000000004,57.24408199999999,42.132245000000005,40.184082000000004
94,33,0,48.947347,40.327346999999996,49.448673,47.415335,45.647346999999996,43.614668,47.367346999999995,36.907168,48.867346999999995,45.827346999999996,43.071927,55.244693999999996,58.267346999999994,49.387347,50.027347,52.127347,49.927347,41.307347,42.507346999999996,41.947347,41.887347,52.767346999999994,53.587346999999994,50.267346999999994,50.334337,46.746764,41.707347,45.807347,46.807347,58.439388,48.167347,69.856939,43.587346999999994,42.827346999999996,50.184337,42.507346999999996,52.087346999999994,41.067347,47.082449,58.36469399999999,43.147346999999996,40.819388000000004
95,33,1,49.713469,41.153469,49.993469,47.913469,46.213469,44.033469000000004,47.873469,37.493469,49.373469,46.833469,43.433469,55.95346899999999,59.293468999999995,49.853469,50.853469,53.50040799999999,50.513469,41.893469,43.313469,42.813469,42.433469,53.675102,55.05346899999999,50.856939000000004,50.976939,47.853469,42.213469,46.246694,47.453469,59.173469,49.113469,71.113469,44.033469000000004,43.373469,50.653469,43.333469,52.793468999999995,41.773469,47.993469,59.23346899999999,44.333469,41.853469
96,33,2,50.414694,41.814694,50.674694,48.574694,47.014694,44.694694,48.534694,38.154694,50.074694,47.534694,44.054694,56.774694,60.51469399999999,50.524082,51.554694,54.314693999999996,51.234694,42.554694,43.974694,43.714694,43.094694,54.594694,55.734694,51.674694,51.654694,48.514694,42.874694,46.734694,48.039242,59.83469399999999,49.814694,71.774694,44.699388,44.034694,51.278231,43.994694,53.693265000000004,42.434694,49.154694,59.894693999999994,45.059388,42.654694
97,34,0,51.014103999999996,42.274104,51.234103999999995,48.734103999999995,47.494104,45.154104,48.994104,38.514103999999996,50.854104,48.014103999999996,44.474104,57.574104000000005,60.974104000000004,51.734103999999995,52.034104,55.234104,51.714104,43.094103999999994,44.494104,44.174104,43.594103999999994,55.894104000000006,56.274104,52.774104,52.094103999999994,49.154104,43.714104,47.134104,48.434104,60.294104000000004,50.274104,73.05410400000001,45.494104,44.494104,51.634104,44.494104,54.474104000000004,42.894104,50.094103999999994,60.274104,45.714104,43.114104
98,34,1,51.825306,42.905306,51.805306,49.125306,47.945306,46.051224,49.465306,39.320612,51.625306,48.825306,45.065306,58.455918000000004,61.74530600000001,52.545306000000004,52.765306,56.085306,52.205306,43.805306,44.945306,44.645306,44.065306,56.605306000000006,57.271224,53.675918,52.765306,49.625306,44.425306,47.885306,49.105306,60.945306,51.285306,74.231224,46.300612,44.947653,52.225305999999996,44.945306,55.48530600000001,43.765306,50.785306,60.925306000000006,46.205306,43.585306
99,34,2,52.265306,43.305306,52.52530600000001,49.485306,48.465306,46.685306,49.865306,39.705306,52.225305999999996,49.325306,45.445306,58.965306000000005,62.505306000000004,53.005306000000004,53.285306000000006,56.56530600000001,52.587653,44.365306,45.325306,44.938827,44.438827,57.30530600000001,58.16530600000001,54.24530600000001,53.365306000000004,49.985306,44.925306,48.285306,49.505306,61.34530600000001,51.765306,75.040612,46.745306,45.305306,52.765306,45.347653,55.965306000000005,44.185306,51.365306,61.325306000000005,46.705306,43.885306
100,35,0,52.794897999999996,43.700815999999996,52.994898,49.974897999999996,48.873265,47.060815999999996,50.240815999999995,40.082449,52.713265,49.722449,45.840816,59.471633,63.286327,53.462449,53.824082,57.034898,53.053265,44.782449,45.733265,45.280815999999994,44.813265,57.816531000000005,58.734898,54.74408199999999,53.782449,50.413265,45.413265,48.773265,49.900816,61.773265,52.162449,75.787347,47.153265000000005,45.660816,53.316531000000005,45.744082,56.394898,44.624082,51.831633000000004,61.742449,47.071633,44.240815999999995
101,35,1,53.16551,43.933878,53.313878,50.273878,49.113878,47.313878,50.493878,40.284626,52.993878,49.993878,46.133878,59.853878,63.773878,53.733878000000004,54.153878000000006,57.453878,53.293878,45.013878000000005,46.033878,45.531939,45.053878000000005,58.233878000000004,59.013878000000005,55.053878000000005,54.053878000000005,50.673878,45.633878,49.073878,50.133878,62.001939,52.433878,76.273878,47.437754999999996,45.873878000000005,53.673878,46.053878000000005,56.857755000000004,44.865969,52.093878000000004,61.973878000000006,47.244626000000004,44.441939
102,35,2,53.752653,44.632653000000005,53.892653,50.735306,49.612653,47.892653,51.032653,40.712653,53.692653,50.612653,46.592653000000006,60.432653,64.33265300000001,54.332653,54.932653,58.132653000000005,53.832653,45.552653,46.512653,46.052653,45.572653,58.812653000000005,59.792653,55.792653,54.692653,51.252653,46.292653,49.652653,50.572653,62.532653,53.012653,77.063265,48.092653000000006,46.552653,54.232653000000006,46.532653,57.532653,45.532653,52.792653,62.492653000000004,47.772653000000005,44.932653
103,36,0,54.477959,45.06199,54.317958999999995,51.297959000000006,50.077959,48.165986,51.497959,41.104659999999996,54.157959,51.077959,47.137959,60.877959,64.677959,54.837959,55.637958999999995,58.537958999999994,54.21795899999999,45.93398,46.837959000000005,46.38398,45.943591999999995,59.257959,60.417958999999996,56.437959,55.21795899999999,51.677959,46.657959000000005,50.097959,51.117959,62.957958999999995,53.38359200000001,77.677959,48.51932,46.983979999999995,54.777958999999996,46.82398,58.21795899999999,46.037959,53.357958999999994,62.937959,48.117959,45.265995000000004
104,36,1,55.106122,45.546122,54.786122,51.766121999999996,50.526121999999994,48.566122,51.906121999999996,41.506122,54.706122,51.686122,47.526121999999994,61.446121999999995,65.28224499999999,55.426122,56.286122,59.106122,54.806121999999995,46.426122,47.246122,46.806121999999995,46.386122,59.806121999999995,61.406121999999996,57.146122,55.626121999999995,52.086121999999996,47.186122,50.526121999999994,51.606122,63.626121999999995,54.066122,78.47449,49.046122,47.466122,55.30224499999999,47.246122,58.706122,46.626121999999995,54.126121999999995,63.606122,48.506122,45.626121999999995
105,36,2,55.448163,45.828163,55.148163000000004,52.088163,50.848163,48.816054,52.208163,41.788163,55.068163,52.008163,47.808163,61.768163,65.768163,55.768163,56.648163000000004,59.448163,55.248163,46.748163,47.548163,47.108163,46.708163,60.168163,61.888163,57.448163,55.936054000000006,52.408163,47.508163,50.828163,51.848163,63.999081999999994,54.388163,78.948163,49.408163,47.788163,55.708163,47.568163,59.008163,46.968163,54.548163,63.968163,48.808163,45.928163
106,37,0,55.92163299999999,46.161633,55.641633,52.401633000000004,51.121633,49.241633,52.681633,42.081633000000004,55.501633,52.401633000000004,48.235816,62.24163299999999,66.221633,56.121632999999996,57.181633,59.861633,55.74163299999999,47.061633,47.821633,47.401633000000004,47.041633000000004,60.581633,62.365816,57.841632999999995,56.401633,52.821633,47.781633,51.221633000000004,52.225815999999995,64.405816,54.721633,79.481633,49.761633,48.261633,56.181633,47.841633,59.401633,47.221633000000004,55.001633,64.361633,49.125816,46.221633000000004
107,37,1,56.326939,46.446939,56.03846899999999,52.846939,51.446939,49.366939,53.146939,42.366939,55.866939,52.826939,48.486939,62.606939000000004,66.786939,56.446939,57.626939,60.486939,56.086939,47.386939,48.206939,47.886939,47.506939,61.186939,62.686939,58.286939000000004,56.666939,53.106939000000004,48.066939,51.566939,52.546939,64.76693900000001,55.126939,80.006939,50.146939,48.366939,56.466939,48.226939,59.706939,47.546939,55.326939,64.726939,49.386939,46.666939
