,measure_number,beat_number,pid1263b-12,pid52932-24,pid5667249-22,pid5667271-05,pid5667274b-06,pid58917-06,pid9048b-16,pid9049b-12,pid9050b-12,pid9054b-12,pid9055b-12,pid9056-07,pid9058b-12,pid9059b-16,pid9060b-10,pid9061b-09,pid9062b-15,pid9063b-16,pid9064-21,pid9066b-12,pid9068-20,pid9069-12,pid9070b-24,pid9072b-16,pid9074g-12,pid9075b-12,pid9085-16,pid9086-13,pid9088-22,pid9089-07,pid9090-21,pid9093b-18,pid9094b-12,pid9097-24,pid9099b-16,pid9101c-06,pid9102-07,pid9103-20,pid9104b-12,pid9111b-14,pid9116-20,pid9118b-16,pid9119-14,pid9121-07,pid9124-13,pid9127-06,pid9129-17,pid9130-11,pid9138b-12,pid9139b-12,pid9153b-12,pid915412b-21,pid9166l-10,pid9170b-12,pid9172-10,pid9174b-12,pid918713-20,pid918805-02,pid918812-13,pid918904-12,pid9190-09,pid9192b-12
35,13,1,18.825260999999998,16.965260999999998,17.725261,15.585261,21.025260999999997,20.505260999999997,18.225261,20.045261,19.325260999999998,16.725261,19.845260999999997,17.725261,18.605261,19.145260999999998,16.817629999999998,23.725261,18.405261,19.265261,20.685260999999997,22.645260999999998,16.305260999999998,19.065261,14.625260999999998,16.865261,19.66763,17.465260999999998,20.825260999999998,19.065261,18.345260999999997,17.241052,18.785261,20.705261,19.185260999999997,17.405261,17.865261,18.797629999999998,14.705260999999998,18.505260999999997,17.645260999999998,18.825260999999998,17.685260999999997,19.73763,15.405261,18.425261,19.90842,20.065261,21.645260999999998,23.445261,19.665260999999997,17.425261,18.225261,18.965260999999998,15.445260999999999,17.18763,18.225261,15.965260999999998,19.085261,19.125261,19.88842,19.045261,17.505260999999997,19.345260999999997
36,13,2,19.343220000000002,17.44322,18.20322,15.901073,21.42322,21.08322,18.823220000000003,20.56322,19.96322,17.10322,20.30322,18.183220000000002,19.08322,19.72322,17.323220000000003,24.40322,18.92322,19.78322,21.323220000000003,23.14661,16.843220000000002,19.58322,14.828425,17.28322,20.061073,17.846610000000002,21.363220000000002,19.64322,18.78322,17.60661,19.20322,21.183220000000002,19.74322,17.912644,18.323220000000003,19.30322,15.00322,18.96322,18.20322,19.28322,18.041073,20.24322,15.786610000000001,18.863220000000002,20.414407,20.42322,22.22322,24.14322,20.023220000000002,17.94322,18.74322,19.58322,15.903220000000001,17.663220000000003,18.74322,16.297767999999998,19.58322,19.663220000000003,20.40322,19.56322,17.92322,19.863220000000002
37,14,0,20.29102,17.87102,18.63102,16.311020000000003,21.95102,21.61102,19.491020000000002,21.03102,20.59102,17.42051,20.793060999999998,18.671020000000002,19.671020000000002,20.27102,17.75102,24.89102,19.511020000000002,20.27102,22.011020000000002,23.53102,17.37102,20.151020000000003,15.291020000000001,17.77102,20.471020000000003,18.27102,21.851020000000002,20.23102,19.351020000000002,18.09102,19.71102,21.671020000000002,20.37102,18.331020000000002,18.91102,19.77102,15.25102,19.57102,18.77102,19.71102,18.511020000000002,20.89102,16.171020000000002,19.311020000000003,20.811020000000003,20.89102,22.79102,24.971020000000003,20.45102,18.43102,19.27102,20.25102,16.331020000000002,18.13102,19.27102,16.651020000000003,20.13102,20.171020000000002,20.79102,20.07102,18.351020000000002,20.351020000000002
38,14,1,21.050159,18.630159,19.050159,16.810159,22.450159,22.270159,20.230159,21.670158999999998,21.210159,17.910159,21.470317,19.210159,20.310159,20.890159,18.470159,25.670317,20.190159,20.890159,22.470317,23.950159,18.010158999999998,20.930159,15.710158999999999,18.370159,21.050159,18.870159,22.430159,20.870159,19.970159,18.610159,20.370159,22.650159,21.150159,18.790159,19.590159,20.410159,15.606693,20.110159,19.470159,20.250159,18.990159,21.590159,16.650159,19.970159,21.290159,21.430159,23.550159,25.830159,21.050159,19.030159,19.830159,20.970159,16.870159,18.710159,20.030159,17.250159,20.690159,20.790159,21.250159,20.690159,18.870159,20.950159
39,14,2,21.553016,19.193016,19.553016,17.333016,22.964339000000002,22.913016,20.633016,22.213016,21.873016,18.313016,22.153016,19.733016,20.793016,21.476032,19.033016,26.253016,20.953016,21.453016,23.373016,24.593016,18.473288,21.593016,16.033016,18.953016,21.613016000000002,19.433016000000002,22.993016,21.453016,20.513016,19.096145,20.861507999999997,23.593016,21.893016,19.273016000000002,20.293016,20.993016,16.053016,20.673016,20.073016,20.953016,19.393016,22.333016,17.013016,20.493016,21.713016,21.917672,24.313016,26.573016,21.636032,19.593016,20.419048,21.573016,17.290377,19.273016000000002,20.613016000000002,17.793016,21.153016,21.293016,21.693016,21.161507999999998,19.313016,21.553016
40,15,0,22.264478,19.664826,20.038957,17.827239000000002,23.466319,23.498957,21.139651999999998,22.703791,22.386319,18.679851,22.778957000000002,20.323791,21.303791,22.026319,19.527239,26.827790999999998,21.638957,22.058957,23.82112,25.064826,18.939851,22.127791000000002,16.538087,19.41862,22.227239,19.938957000000002,23.558957,21.998957,20.878957,19.443791,21.454477999999998,24.118957,22.505565,19.778957000000002,20.886319,21.464826000000002,16.336269,21.258957000000002,20.603791,21.604478,19.918957000000002,22.918957000000002,17.482708,20.978957,22.078957,22.438957000000002,24.998957,27.166319,22.143791,20.081493,21.002239000000003,22.278957000000002,17.71612,19.847239000000002,21.105565,18.298957,21.579851,21.738957,22.099791,21.699791,19.734478,22.019791
41,15,1,22.633742,20.053741,20.553742,18.273742000000002,23.893742,23.973742,21.553742,23.133741,22.813742,18.997914,23.233742000000003,20.773742000000002,21.693741,22.453742000000002,19.833741,27.293741999999998,22.113742000000002,22.533742,24.233742000000003,25.453741,19.273741,22.573742000000003,16.853741,19.753741,22.633742,20.353742,24.093742000000002,22.433741,21.233742000000003,19.833741,21.833742,24.693742,22.973741,20.113742000000002,21.353742,21.913741,16.553741,21.653741,20.913742000000003,21.993742,20.253741,23.393742,17.833741,21.513742,22.413742000000003,22.833742,25.733742000000003,27.673741999999997,22.533742,20.493741,21.373741,22.733741000000002,18.053742,20.293741,21.553741,18.593741,21.913742000000003,22.193741,22.393742,22.133741,20.113741,22.573741000000002
42,15,2,23.14771,20.484427,21.08771,18.76771,24.36771,25.02771,21.984427,23.60771,23.34771,19.30771,23.78771,21.28771,22.129237,23.105420000000002,20.30771,27.767709999999997,22.62771,23.00771,24.78771,26.047710000000002,19.707710000000002,23.06771,17.275771,20.14771,23.10771,20.80771,24.66771,22.94771,21.649427,20.257214,22.26771,25.28771,23.387710000000002,20.66542,21.82771,22.50771,16.86771,22.108855,21.34771,22.52771,20.80771,23.86771,18.261542000000002,21.96771,22.815903,23.24771,26.467709999999997,28.307709999999997,22.96771,20.92771,21.78771,23.227710000000002,18.40771,20.74771,22.028855,18.949673,22.36771,22.663129,22.78771,22.64771,20.48771,22.984427
43,16,0,23.693424,20.933424,21.633423999999998,19.133423999999998,25.013424,25.553424,22.313423999999998,23.991141,23.813423999999998,19.753424,24.213424,21.793423999999998,22.593424,23.613424,20.673424,28.153423999999998,23.153423999999998,23.533424,25.333424,26.513424,20.113424,23.513424,17.573424,20.553424,23.473423999999998,21.193424,25.213424,23.436848,22.193424,20.673424,22.713424,25.731711999999998,23.853424,20.993423999999997,22.273424,23.081712,17.150571,22.536848000000003,21.733424,23.153423999999998,21.353424,24.393424,18.653423999999998,22.493423999999997,23.213424,23.773424,27.013424,28.833424,23.413424,21.373424,22.213424,23.653423999999998,18.873424,21.193424,22.513424,19.333424,22.833424,23.133423999999998,23.193424,23.113424,20.913424,23.391712
44,16,1,24.530896,21.471791,22.211791,19.691791000000002,25.831791,26.331791,22.851791,24.571791,24.331791,20.231791,24.851791,22.431791,23.111791,24.231791,21.251791,28.711790999999998,23.891791,24.251791,25.871791,27.431790999999997,20.710895999999998,24.111791,17.987060999999997,21.051791,24.091791,21.691791000000002,25.931791,24.080896,22.830896,21.391791,23.250896,26.200896,24.600896,21.540896,22.871791,23.840896,17.631791,23.271791,22.251791,23.911791,22.071791,24.870896,19.111791,23.211791,23.700896,24.531791000000002,27.851791,29.511791,23.971791,21.950896,22.711791,24.331791,19.331791,21.751791,23.290896,19.831791,23.471791,23.720896,23.670896,23.771791,21.400896,24.071791
45,16,2,24.849875,21.949875,22.809751000000002,20.019938,26.389751,27.069252000000002,23.222704999999998,25.069751,24.929751,20.709751,25.429751,22.969751000000002,23.529751,24.949751000000003,21.709751,29.189751,24.629751000000002,24.749751,26.549501,28.129751000000002,21.089751,24.609751,18.369751,21.549751,24.829751,22.129751000000002,26.569751,24.609751,23.214969,22.569751,23.719875,26.789751000000003,24.849751,22.029751,23.469751000000002,24.469002,17.982289,23.704938000000002,22.749751,24.669751,22.609751,25.349751,19.469751000000002,23.709751,24.169751,25.249751,29.029751,30.249751,24.389751,22.429751,23.249751,24.869751,19.669875,22.229751,23.749751,20.319875,23.969751000000002,24.209751,24.149751000000002,24.409751,21.849751,24.649751000000002
46,17,0,25.459410000000002,22.47941,23.47941,20.33941,26.999409999999997,28.07941,23.63941,25.69941,25.69941,21.099803,26.07941,23.69941,24.07941,25.57941,22.15941,29.75941,25.25941,25.37941,27.159409999999998,28.75941,21.59941,25.19941,18.898235,22.119410000000002,25.459410000000002,22.81941,27.179409999999997,25.09941,23.69941,23.21941,24.17941,27.379409999999996,25.33941,22.49941,24.119410000000002,25.07941,18.25941,24.29941,23.41941,25.39941,23.21941,25.97941,20.01941,24.25941,24.87941,25.89941,29.739409999999996,31.059409999999996,24.868821,22.939410000000002,23.87941,25.69941,20.29941,22.779410000000002,24.35941,20.67941,24.47941,24.75941,24.83941,25.158231,22.279410000000002,25.13941
47,17,1,25.942116,22.95545,23.906349,20.726349,27.426349,28.666349,24.206349,26.206349,26.106348999999998,21.466348999999997,26.846349,24.206349,24.626348999999998,26.226349,22.606348999999998,30.306348999999997,26.106348999999998,26.006349,27.846349,29.266348999999998,22.206349,26.106348999999998,19.286348999999998,22.726349,26.228175,23.294087,27.726349,25.606348999999998,24.286348999999998,23.566349,24.566349,28.066349,26.036057999999997,22.886349,24.846349,25.866349,18.646349,24.886349,24.026349,26.226349,23.846349,26.426349,20.446348999999998,24.988175,25.568175,26.626348999999998,30.386349,31.746349,25.346349,23.586349,24.506349,26.298175,20.582116,23.278175,24.946348999999998,21.186349,25.006349,25.446348999999998,25.542116,25.928175,22.742116,25.626348999999998
48,17,2,26.185260999999997,23.405261,24.37763,21.045261,27.985260999999998,29.365261,24.665260999999997,26.705261,26.745261,22.165260999999997,27.525260999999997,24.865261,25.177629999999997,26.725261,23.065261,30.965260999999998,27.005260999999997,26.705261,28.385261,30.185260999999997,22.585261,26.585261,19.747629999999997,23.545261,27.125261,23.725261,28.305260999999998,26.165260999999997,24.747629999999997,24.095087,25.023815,28.605261,26.625261,23.305260999999998,25.485260999999998,26.525260999999997,18.929408,25.425261,24.405261,26.845260999999997,24.445261,26.945261,21.085261,25.685260999999997,26.085261,27.325260999999998,31.085261,32.645261,25.805260999999998,24.045261,25.165260999999997,26.965260999999998,21.065261,23.845260999999997,25.505260999999997,21.585261,25.505260999999997,26.125261,26.065261,26.485260999999998,23.265261,26.125261
49,18,0,26.698729999999998,23.838729999999998,24.93873,21.358729999999998,28.45873,29.95873,25.07873,27.358729999999998,27.29873,22.75873,28.218729999999997,25.61873,25.91873,27.27873,23.65873,31.43873,27.49873,27.27873,28.97873,30.558729999999997,23.11873,27.07873,20.15873,24.018729999999998,27.65873,24.29873,28.878729999999997,26.73873,25.39873,24.65873,25.45873,29.218729999999997,27.15873,23.851091,26.07873,27.11873,19.29873,25.93873,24.95873,27.378729999999997,25.018729999999998,27.43873,21.678729999999998,26.41873,26.65873,28.07873,31.679577000000002,33.37873,26.29873,24.49873,25.79873,27.558729999999997,21.63873,24.49873,26.13873,22.018729999999998,26.178729999999998,26.77873,26.63873,26.939577000000003,23.79873,26.61873
50,18,1,27.459138,24.439138,25.519138,21.679138000000002,28.799138,30.699138,25.619138,28.099138,27.779138,23.639138,28.799138,26.279138,26.659138000000002,27.879138,24.306379,32.039138,28.168277000000003,28.019138,29.999138000000002,31.004569,23.759138,27.699138,20.559138,24.719138,28.399138,24.939138,29.519138,27.399138,26.139138,24.987942999999998,25.999138000000002,30.059138,27.579138,24.359138,26.659138000000002,27.784569,19.539138,26.519138,25.564569,27.779138,25.644569,28.039138,22.347828,27.299138,27.299138,28.679138000000002,32.259138,34.019138,26.999138000000002,25.024569,26.579138,28.079138,21.759138,25.119138,26.999138000000002,22.759138,26.899138,27.439138,27.259138,27.259138,24.639138,27.119138
51,18,2,27.735057,25.015057000000002,26.075057,21.955057,29.355057000000002,31.295057,26.075057,28.78517,28.295057,24.375057,29.295057,26.715057,27.335057,28.520113000000002,24.900113,32.615057,28.735057,28.635057,30.455057,31.615057,24.160113,28.595057,21.095057,25.295057,29.015057000000002,25.455057,30.100113,27.995057,26.855057000000002,25.495057,26.435057,30.595057,28.060113,24.835057,27.195057000000002,28.320113,19.835057,26.795057,26.135057,28.135057,26.095057,28.635057,22.875057,27.895057,28.00517,29.275057,32.815057,34.630227000000005,27.435057,25.475057,27.315057,28.615057,22.375057,25.760113,27.535057000000002,23.160113,27.395057,28.015057000000002,27.96517,27.735057,25.195057000000002,27.595057
52,19,0,28.127211,25.402404,26.442403999999996,22.202404,29.742403999999997,31.662404,26.442403999999996,29.182404,28.742403999999997,24.722404,29.722403999999997,27.142404,27.722403999999997,28.902403999999997,25.222404,33.002404,29.082403999999997,29.002404,30.902403999999997,31.882403999999998,24.599615,29.042403999999998,21.402404,25.694807,29.422403999999997,25.822404000000002,30.502404,28.362403999999998,27.222403999999997,25.822404000000002,26.782404,30.962404,28.462404,25.162404000000002,27.562403999999997,28.702403999999998,20.042404,27.122404,26.522403999999998,28.462404,26.462404,29.022403999999998,23.322404000000002,28.302404,28.442403999999996,29.642404,33.182404,35.122403999999996,27.802404,25.862404,27.782404,29.042403999999998,22.756202,26.162404000000002,27.902403999999997,23.542404,27.726202,28.382403999999998,28.422403999999997,28.082403999999997,25.562404,27.942403999999996
53,19,1,28.606814,25.743628,26.903628,22.463628,30.163628000000003,32.243628,26.963628000000003,29.603628000000004,29.128726,25.106814,30.223628,27.503628000000003,28.343628000000002,29.523628000000002,25.723628,33.363628000000006,29.486814000000003,29.503628000000003,31.463628000000003,32.243628,25.087876,29.563628,21.876814000000003,26.243628,29.943628000000004,26.227876000000002,31.023628000000002,28.843628000000002,27.723628,26.226814,27.363628000000002,31.583628000000004,28.888407,25.607876,28.063628,29.183628000000002,20.323628,27.503628000000003,27.323628000000003,28.803628000000003,26.963628000000003,29.448407,23.863628,28.803628000000003,29.363628000000002,30.087876,33.643628,35.683628000000006,28.226814,26.268938000000002,28.343628000000002,29.543628000000002,23.163628,26.723628,28.248726,24.036814,28.126814000000003,28.863628000000002,29.343628000000002,28.526814,26.103628,28.346814000000002
54,19,2,29.011519,26.111519,27.251519000000002,22.751519000000002,30.591519,32.711519,27.371519,30.051519,29.611519,25.471519,30.571519,27.911519000000002,28.873039000000002,30.011519,26.111519,33.831519,29.911519000000002,29.911519000000002,31.871519,32.791519,25.511519,30.071519,22.211519,26.671519,30.451519,26.631519,31.531519,29.311519,28.311519,26.651519,27.611519,31.891519,29.591519,25.991519,28.351519,29.651519,20.571519,27.851519,27.691519,29.151519,27.331519,29.851519,24.271519,29.231519,29.791519,30.471519,34.171519,36.211519,28.611519,26.711519,28.991519,30.011519,23.651519,27.251519000000002,28.651519,24.411519000000002,28.511519,29.431519,29.751519000000002,28.911519000000002,26.491519,28.771519
55,20,0,29.44322,26.42322,27.56322,22.96322,30.90322,33.14322,27.683220000000002,30.38322,29.90322,25.76322,30.96322,28.20322,29.363220000000002,30.40322,26.44322,34.12322,30.26322,30.20322,32.22322,33.10322,25.92322,30.88322,22.54322,26.983220000000003,30.74322,26.94322,31.92322,29.683220000000002,28.56322,26.983220000000003,27.863220000000002,32.18322,30.023220000000002,26.363220000000002,28.70322,29.983220000000003,20.78322,28.163220000000003,27.983220000000003,29.44322,27.816440000000004,30.26322,24.62322,29.523220000000002,30.06322,30.88322,34.48322,36.64322,28.94322,27.04322,29.363220000000002,30.40322,23.983220000000003,27.64322,28.94322,24.70322,28.836440000000003,29.76322,30.04322,29.20322,26.80322,29.10322
56,20,1,29.822812,26.762812,27.862811999999998,23.322812,31.462812,33.702812,28.162812,30.882812,30.422812,26.142812,31.422812,28.582812,29.882812,30.955624,26.902812,34.662812,30.702811999999998,30.722812,32.842812,33.482812,26.422812,31.642812,23.046406,27.342812,31.262812,27.342812,32.502812,30.202811999999998,29.002812,27.386406,28.422812,32.602812,30.682812,26.742812,29.182812,30.422812,21.102812,28.502812,28.442812,29.882812,28.442812,30.822812,25.022812,29.922812,30.482812,31.402812,34.924562,37.142812,29.402812,27.542811999999998,29.782812,30.782812,24.462812,28.222812,29.402812,25.202811999999998,29.482812,30.302812,30.462812,29.722812,27.222812,29.602812
57,20,2,30.243628,27.283628000000004,28.283628000000004,23.703628,32.203628,34.463628,28.643628000000003,31.343628000000002,30.963628000000003,26.923628000000004,31.923628000000004,28.996814,30.543628000000002,31.483628000000003,27.563628,35.183628000000006,31.443628000000004,31.183628000000002,33.423628,33.943628000000004,26.883628,32.183628000000006,23.463628,27.686814000000002,31.743628,27.743628,33.063628,30.763628000000004,29.503628000000003,27.803628000000003,28.923628000000004,33.063628,31.523628000000002,27.323628000000003,29.763628000000004,30.943628000000004,21.563628,29.043628000000002,28.963628000000003,30.437256,28.943628000000004,31.463628000000003,25.563628,30.383628,30.943628000000004,32.083628000000004,35.303628,37.763628000000004,29.846814000000002,28.023628000000002,30.383628,31.463628000000003,24.883628,28.703628000000002,29.943628000000004,25.843628,29.943628000000004,30.763628000000004,30.923628000000004,30.203628000000002,27.643628000000003,30.203628000000002
58,21,0,30.712018,27.732018,28.792018,24.092018,32.632018,35.052018,29.212018,31.752018,31.496053999999997,27.412018,32.452018,29.433145,31.152017999999998,31.992017999999998,28.052018,35.678073,32.064127,31.672017999999998,33.992018,34.374036,27.372018,32.676054,23.892018,28.172017999999998,32.232018,28.172017999999998,33.556053999999996,31.254036,30.032018,28.272018,29.332017999999998,33.492018,32.096053999999995,27.792018,30.252018,31.392018,21.872018,29.592018,29.512017999999998,30.912018,29.412018,31.952018,25.992017999999998,30.872018,31.392018,32.652018,35.712018,38.312018,30.232018,28.532018,30.912018,32.044127,25.352018,29.152017999999998,30.452018,26.292018,30.372018,31.272018,31.372018,30.692018,28.192018,30.592018
59,21,1,31.079263,28.088526,29.288526,24.328526,33.028526,35.588526,29.608526,32.168526,31.988526,27.748526000000002,32.848526,29.748526000000002,31.628526,32.428526,28.428526,36.148526000000004,32.588526,32.088526,34.408526,34.888526,27.674632,33.268526,24.208526000000003,28.608526,32.648526000000004,28.548526000000003,34.048526,31.688526,30.436175,28.608526,29.679263,33.873705,32.868526,28.148526,30.688526,31.808526,22.128526,29.988526,29.928526,31.288526,29.808526,32.328526000000004,26.339263,31.188526,31.796175,33.128526,36.048526,38.808526,30.619263,28.948526,31.368526,32.628526,25.768526,29.568526000000002,30.908526000000002,26.699263000000002,30.682841999999997,31.708526000000003,31.774632,31.088526,28.568526000000002,31.028526
60,21,2,31.431383,28.391383,29.611383,24.551382999999998,33.371383,36.091383,29.931383,32.471383,32.371383,28.011383000000002,33.191383,30.091383,32.051383,32.791383,28.771383,36.511383,32.911383,32.451383,34.751383000000004,35.531383,27.991383000000003,33.771383,24.471383,28.911383,32.971383,28.851383000000002,34.45415,32.151383,30.711383,28.911383,29.991383000000003,34.171383,33.31415,28.551383,31.071383,32.19415,22.330346,30.271383,30.291383000000003,31.611383,30.131383000000003,32.651383,26.671383000000002,31.551383,32.091383,33.491383,36.420691999999995,39.21415,30.931383,29.311383000000003,31.731383,33.071383000000004,26.131383,29.95415,31.191383000000002,26.971383000000003,31.031383,32.071383000000004,32.051383,31.431383,28.911383,31.371383
61,22,0,31.886893,28.766893,30.026892999999998,24.826893,33.766892999999996,36.466893,30.266893,32.826893,32.926893,28.326893,33.606893,30.498447,32.486893,33.226893,29.126893,36.926893,33.346893,32.826893,35.166893,35.866893,28.366893,34.255631,24.786893,29.226893,33.326893,29.206893,34.886893,32.566893,31.086893,29.286893,30.346892999999998,34.586892999999996,33.926893,28.926893,31.486893,32.626893,22.528447,30.746893,30.746893,32.046893,30.626893,33.006893,27.066893,31.966893,32.406893,33.986893,36.786893,39.806893,31.306893,29.715631,32.186893,33.606893,26.506892999999998,30.366893,31.546893,27.346892999999998,31.426893,32.446892999999996,32.383787,31.806893,29.306893,31.746893
62,22,1,32.475057,29.255057,30.475057,25.135057,34.155057,37.095057000000004,30.742528000000004,33.395057,33.395057,28.662528000000002,34.055057,30.911264000000003,32.922528,33.775057000000004,29.542528000000004,37.455057000000004,33.995057,33.315057,35.755057,36.315057,28.795057,34.695057,25.115057,29.655057,33.775057000000004,29.635057,35.415057,33.055057,31.535057000000002,29.732528000000002,30.755057,35.115057,34.495057,29.455057,31.975057,33.195057,22.795057,31.235057,31.335057,32.515057,31.155057,33.435057,27.475057,32.595057000000004,32.895057,34.495057,37.355057,40.40517,31.772528,30.175057000000002,32.755057,34.135057,26.895057,30.795057,31.972528000000004,27.795057,31.895057,32.960113,32.895057,32.255057,29.695057000000002,32.235057
63,22,2,32.802403999999996,29.642404,30.902403999999997,25.422404,34.542404,37.522403999999995,31.082403999999997,33.842403999999995,33.782404,28.982404,34.422404,31.222403999999997,33.302403999999996,34.242404,29.902403999999997,37.842403999999995,34.362404,33.682404,36.142404,36.842403999999995,29.142404,35.142404,25.422404,30.002404,34.162403999999995,29.942403999999996,35.842403999999995,33.562404,31.766202000000003,30.022403999999998,31.062403999999997,35.422404,35.042404,29.862403999999998,32.542404,33.682404,23.042404,31.462404,31.782404,32.962404,31.542403999999998,33.802403999999996,27.802404,32.962404,33.262404,34.882404,37.802403999999996,40.842403999999995,32.122403999999996,30.542403999999998,33.142404,34.682404,27.322404,31.182404,32.322404,28.142404,32.182404,33.342403999999995,33.242404,32.722404,30.062403999999997,32.622403999999996
64,23,0,33.153424,29.993423999999997,31.253424,25.733424,34.953424,37.973424,31.413424,34.213423999999996,34.233424,29.284475,34.753424,31.653423999999998,33.713423999999996,34.673424,30.233424,38.273424,34.753424,34.013424,36.553424,37.173424,29.493423999999997,35.593424,25.753424,30.353424,34.513424,30.271712,36.293424,33.953424,32.093424,30.353424,31.361712,35.753424,35.493424,30.177808000000002,32.893423999999996,34.113424,23.257807999999997,31.853424,32.133424,33.433424,31.873424,34.153424,28.293423999999998,33.373424,33.593424,35.213423999999996,38.133424,41.293424,32.453424,30.913424,33.533424,35.133424,27.793423999999998,31.593424,32.733424,28.493423999999997,32.533424,33.773424,33.571712,33.073423999999996,30.473423999999998,32.993424
65,23,1,33.605465,30.525465000000004,31.685465,26.065465,35.381822,38.625465000000005,31.845465,34.725465,34.725465,29.617732,35.183865999999995,32.005465,34.165465000000005,35.165465000000005,30.685465,38.785465,35.165465000000005,34.505465,37.045465,37.645465,29.865465000000004,36.085465,26.185465,30.825465,34.901821999999996,30.625465000000002,36.805465000000005,34.385465,32.445465000000006,30.808488,31.821821999999997,36.287732,36.085465,30.625465000000002,33.425465,34.605465,23.565465,32.305465000000005,32.845465000000004,33.945465000000006,32.239244,34.613093,28.685465,33.865465,34.007732,35.663866,38.565465,41.865465,32.885465,31.381821999999996,34.065465,35.645465,28.245465000000003,32.125465000000005,33.165465000000005,28.913866,32.917093,34.325465,33.975910999999996,33.565465,30.925465000000003,33.485465000000005
66,23,2,33.997914,30.937914000000003,32.057914000000004,26.397914,35.797914,39.117914,32.277914,35.157914,35.197914000000004,29.957914000000002,35.525828000000004,32.377914000000004,34.657914,35.677914,31.097914000000003,39.297914,35.617914,34.937914,37.477914,38.357914,30.257914000000003,36.617914,26.597914000000003,31.257914000000003,35.377914000000004,31.037914,37.297914,34.857914,32.797914,31.137914000000002,32.177914,36.717914,36.697914000000004,30.997914,33.797914,35.037914,23.837914,32.597914,33.257914,34.477914,32.597914,34.957914,29.197914,34.297914,34.297914,36.077914,38.977914,42.337914000000005,33.257914,31.777914000000003,34.577914,36.117914,28.697914,32.577914,33.597914,29.273957,33.277914,34.877914000000004,34.265828000000006,34.037914,31.277914000000003,33.917914
67,24,0,34.519577000000005,31.314365000000002,32.638729999999995,26.844365000000003,36.25873,39.667746,32.87873,35.687183000000005,35.700873,30.344518,36.15873,32.883590999999996,35.19873,36.138729999999995,31.684365000000003,39.874365000000004,36.244365,35.51873,38.126243,38.958729999999996,30.793590999999996,37.37873,27.024365000000003,31.765533,35.91873,31.41873,37.903591,35.443591,33.241440999999995,31.559577,32.641703,37.222394,37.239061,31.45873,34.307746,35.57873,24.178729999999998,33.15873,33.778729999999996,35.23873,33.07873,35.39873,29.682081,34.744365,34.807746,36.557183,39.49873,42.97873,33.69873,32.35873,35.29873,36.602394,29.178729999999998,33.03873,34.117249,29.698729999999998,33.798066,35.383521,34.784788,34.79873,31.723521,34.516873
68,24,1,34.829851,31.688957000000002,33.388957,27.488957,36.868957,40.368957,33.468957,35.948957,36.108957000000004,30.748957,36.808957,33.168957,35.728957,36.668957,32.448957,40.408957,36.868957,36.168957,38.708957,39.528957,31.268957,38.048957,27.328957,32.128957,36.428957000000004,31.928957,38.428957000000004,35.908957,33.728957,32.028957,33.048957,37.628957,37.688957,31.889870000000002,34.888957,36.088957,24.588957,33.748957,34.448957,35.908957,33.648957,35.888957,30.008957000000002,35.228957,35.288957,37.028957,40.288957,43.648957,34.228957,32.988957,35.868957,37.008957,29.648957,33.568957,34.488957,30.256319,34.109851,35.948957,35.279478000000005,35.348957,32.008957,34.908957
69,24,2,35.068012,32.044036,33.924036,27.864036,37.204036,40.864036,33.824036,36.304035999999996,36.484035999999996,31.124036,37.184036,33.544036,36.304035999999996,37.044036,32.824036,40.784036,37.644036,36.544036,39.084036,40.264036,31.504807,38.424036,27.737018,32.504036,36.784036,32.204036,38.944036,36.304035999999996,34.064036,32.404036,33.324036,37.944036,38.024035999999995,32.197018,35.304035999999996,36.464036,24.880807,34.184036,34.784036,36.284036,33.944036,36.264036,30.404035999999998,35.604036,35.624036,37.424036,40.724036,44.264036,34.604036,33.384036,36.324036,37.344035999999996,30.024036,34.184036,34.835673,30.568012,34.444036,36.344035999999996,35.564036,35.744036,32.384036,35.344035999999996
70,25,0,35.4722,32.4122,34.4122,28.2922,37.5722,41.2722,34.2722,36.7122,36.9522,31.45555,37.6922,34.0522,36.8522,37.5722,33.2322,41.3322,38.0322,36.9322,39.5522,41.0522,31.8722,38.8122,27.9722,32.9322,37.1922,32.6122,39.4522,36.8722,34.4122,32.8322,33.7322,38.2922,38.6522,32.5522,35.7722,36.8722,25.2322,34.6122,35.1522,36.7722,34.3322,36.6722,30.7922,36.0922,35.9322,37.9122,41.2922,44.714399,35.0522,33.7922,36.7522,37.7322,30.4322,34.6522,35.1322,30.9722,34.8722,36.8722,35.9122,36.3322,32.7522,35.8122
71,25,1,35.82336,32.870159,35.090159,28.830159000000002,37.990159000000006,41.750159000000004,34.890634999999996,37.290159,37.490159000000006,31.830159000000002,38.310159000000006,34.690159,37.530159000000005,38.090159,33.650159,42.130159,38.630159,37.430159,40.070159000000004,41.930159,32.370159,39.330317,28.710159,33.450476,37.710159000000004,33.070159000000004,40.090476,37.470317,34.690159,33.310078999999995,34.230159,38.710159000000004,39.570159000000004,33.070159000000004,36.550159,37.430159,25.690159,35.050159,35.690159,37.510159,34.750159000000004,37.170159000000005,31.190159,36.570159000000004,36.350159000000005,38.390159000000004,41.930159,45.850159000000005,35.690159,34.330159,37.230159,38.210159000000004,30.850159,35.490159000000006,35.510159,31.430159000000003,35.490159000000006,37.390159000000004,36.310159000000006,37.030317,33.130159,36.430159
