,measure_number,beat_number,pid1263b-06,pid52932-21,pid53576-04,pid610003b-10,pid9048b-10,pid9049b-06,pid9049b-24,pid9050b-06,pid9052b-11,pid9054b-06,pid9055b-06,pid9058b-06,pid9059b-10,pid9060b-04,pid9061b-03,pid9062b-09,pid9063b-10,pid9064-17,pid9065-22,pid9066b-06,pid9069-06,pid9070b-18,pid9072b-10,pid9073b-10,pid9074g-06,pid9075b-06,pid9076-16,pid9077-04,pid9085-20,pid9089-13,pid9090-17,pid9093b-12,pid9094b-06,pid9099b-10,pid9104b-06,pid9111b-08,pid9115-10,pid9116-12,pid9118b-10,pid9119-10,pid9137-18,pid9138b-06,pid9139b-06,pid9153b-06,pid9158-03,pid9166k-07,pid9170b-06,pid9174b-06,pid9179-08,pid9182-06,pid9192b-06
107,37,1,55.487415000000006,52.327415,56.81966,65.787415,61.307415,53.707415000000005,53.747415000000004,51.847415000000005,50.507415,58.127415,69.027415,56.307415,56.487415000000006,53.48483,65.607415,69.747415,62.827415,57.027415000000005,59.067415000000004,74.847415,65.427415,61.767415,68.627415,52.327415,57.607415,54.347415000000005,62.107415,62.107415,54.687415,59.427415,49.727415,58.757075,70.707415,61.627415,65.467415,84.44483000000001,72.01449000000001,47.947415,60.487415000000006,48.787415,76.08741500000001,46.767415,59.387415000000004,68.08483000000001,50.007415,54.807415,64.86741500000001,54.907415,63.587415,62.347415000000005,72.22741500000001
108,37,2,56.009772999999996,52.729887,57.369772999999995,66.549773,61.989773,54.229773,54.229887,52.209773,50.909773,58.569773,69.52977299999999,56.829772999999996,57.029773,53.969772999999996,66.129773,70.469773,63.349773,57.409773,59.689772999999995,75.249924,65.909773,62.249773,69.189773,52.769773,58.129773,54.769773,62.589773,62.589773,55.169773,59.929773,50.089773,59.329772999999996,71.329773,62.20932,65.969773,85.169546,72.609773,48.379887,60.949773,49.189772999999995,76.649773,47.049772999999995,59.849773,68.649773,50.409943,55.329772999999996,65.369773,55.369772999999995,64.329773,62.849773,72.849773
109,38,0,56.474286,53.114286,57.934286,67.034286,62.634285999999996,54.594286,54.594286,52.574286,51.194286,58.934286,70.054286,57.294286,57.534286,54.394286,66.61428599999999,70.97428599999999,63.714286,57.754286,60.154286,75.61428599999999,66.394286,62.694286,69.718571,53.134285999999996,58.574286,55.174285999999995,62.954285999999996,62.954285999999996,55.534286,60.394286,50.454285999999996,59.794286,71.794286,62.634285999999996,66.47428599999999,85.654286,73.194286,48.694286,61.334286,49.514286,77.394286,47.314285999999996,60.314285999999996,69.074286,50.814285999999996,55.754286,65.794286,55.794286,64.814286,63.314285999999996,73.494286
110,38,1,56.825306000000005,53.38530600000001,58.465306000000005,67.46530600000001,63.16530600000001,54.945306,54.965306000000005,52.965306000000005,51.445306,59.325306000000005,70.86653100000001,57.725306,58.145306000000005,54.84530600000001,67.11122399999999,71.415918,64.065306,58.005306000000004,60.685306000000004,76.505306,66.84530600000001,63.185306000000004,70.225306,53.48530600000001,58.965306000000005,55.620612,63.30530600000001,63.30530600000001,55.88530600000001,60.905306,50.785306,60.360611999999996,72.380612,63.060612,66.98530600000001,86.12530600000001,73.801837,48.945306,61.685306000000004,49.885306,78.281837,47.625306,60.785306000000006,69.585306,51.305306,56.145306000000005,66.20530600000001,56.265306,65.245306,63.785306000000006,74.140612
111,38,2,57.228163,53.708163,59.028163,67.848163,63.708163,55.268163,55.282720999999995,53.288163,51.688163,59.688163,71.248163,58.128163,58.548163,55.288163,67.628163,71.906327,64.408163,58.348163,61.088163,76.908163,67.268163,63.568163,70.668163,53.828163,59.468163,55.968163,63.609081999999994,63.609081999999994,56.228163,61.308163,51.128163,60.768163,72.768163,63.568163,67.368163,86.628163,74.328163,49.249082,62.028163,50.208163,78.728163,47.888163,61.228163,70.008163,51.688163,56.608163,66.568163,56.668163,65.628163,64.30816300000001,74.608163
112,39,0,57.59101999999999,53.971019999999996,59.41101999999999,68.19102,64.13101999999999,55.511019999999995,55.57102,53.57102,51.91102,60.07102,71.59102,58.511019999999995,58.89102,55.67102,68.15101999999999,72.49101999999999,64.75102,58.731019999999994,61.471019999999996,77.35101999999999,67.67102,63.95101999999999,71.13101999999999,54.111019999999996,59.85102,56.25102,63.95101999999999,63.95101999999999,56.56051,61.67102,51.45102,61.111019999999996,73.15101999999999,64.13101999999999,67.71101999999999,87.09102,74.75102,49.53102,62.371019999999994,50.53051,79.19102,48.13102,61.611019999999996,70.41102,52.03102,56.99101999999999,66.90051,57.051019999999994,65.97102,64.75102,75.01102
113,39,1,58.262041,54.422041,60.082041000000004,68.762041,64.92204100000001,56.122041,56.182041000000005,54.102041,52.322041,60.622041,72.162041,59.042041000000005,59.562041,56.322041000000006,68.84204100000001,73.442041,65.502041,59.342041,62.082041000000004,78.042041,68.322041,64.522041,71.682041,54.622041,60.502041000000006,56.922041,64.522041,64.522041,57.222041000000004,62.182041000000005,52.022040999999994,61.762041,73.822041,64.902041,68.42204100000001,87.942041,75.48204100000001,50.122040999999996,63.162041,50.982040999999995,79.902041,48.682041,62.262041,71.082041,52.562041,57.442041,67.582041,57.742041,66.56204100000001,65.402041,75.902041
114,39,2,58.718367,55.158367000000005,60.57903100000001,69.338367,65.73836700000001,56.678367,56.853598,54.738367000000004,52.762162,61.43836700000001,72.931046,59.612055000000005,60.098367,57.012306,69.73836700000001,74.258367,66.31836700000001,60.018367000000005,62.572789,79.018367,68.890322,64.953546,72.396773,55.151394999999994,61.115891000000005,57.651791,65.171673,65.518367,57.890761,62.561046,52.694184,62.57836700000001,74.578367,65.574184,69.23836700000001,89.578367,76.298367,50.938367,63.83418399999999,51.772789,80.512789,49.232364000000004,63.058367000000004,71.89836700000001,53.376773,58.010760999999995,68.292735,58.552092,67.41418399999999,66.31836700000001,76.67836700000001
115,40,0,59.029388,55.689693999999996,61.309388,69.749388,66.869694,57.309388,57.169388,54.914846999999995,53.109388,62.149388,73.429388,60.009388,60.929694,57.329388,70.709388,75.609388,67.469388,60.808776,63.109388,80.249388,69.309388,65.389388,73.089388,55.649388,61.669388,58.229388,66.109388,66.089388,58.449693999999994,63.649388,53.489388,63.109388,75.249388,66.569388,69.589388,90.889388,77.089388,51.669388,64.889388,52.029388,81.309694,49.489388,63.649388,72.809388,53.769388,58.289388,68.649388,59.649388,67.54938800000001,67.069388,77.829388
116,40,1,59.71102,56.27101999999999,61.99101999999999,70.35101999999999,67.57101999999999,58.011019999999995,57.95101999999999,55.63101999999999,53.57102,62.71102,74.07101999999999,60.471019999999996,61.67102,57.99101999999999,71.43101999999999,76.51102,68.35101999999999,61.75102,63.75102,80.83102,69.95102,65.97102,73.63101999999999,56.17102,62.291019999999996,58.89102,66.69102,66.69102,59.17102,64.23102,54.09101999999999,63.85102,75.95204100000001,67.35101999999999,70.29101999999999,92.23102,77.97102,52.21102,65.59102,52.59101999999999,82.05102,50.09102,64.25102,73.47102,54.27101999999999,58.81101999999999,69.39102,60.27101999999999,68.15101999999999,67.75102,78.83102
117,40,2,60.144445999999995,56.937823,62.857822999999996,71.05739100000001,68.197823,58.354348,58.577822999999995,56.19675600000001,53.847366,63.435279,74.817823,61.337823,62.200559,58.736728,71.937823,77.370489,69.217823,62.497823,64.437823,81.59782299999999,70.220302,66.436112,74.00410600000001,56.857822999999996,62.867971,59.457823,67.557823,67.557823,59.757822999999995,64.77829399999999,54.737823,64.337823,76.499239,67.964637,71.077823,93.09782299999999,78.837823,52.816427000000004,66.253985,53.457823,82.417823,50.677823,64.70258299999999,74.311637,55.011615,59.437823,70.157823,60.835166,68.913188,68.617823,79.697823
118,41,0,60.592245,57.632245,63.39264,71.272245,68.692245,59.01224499999999,59.033017,56.772245,54.412245,63.83224499999999,75.772245,61.452245,62.73352,58.972244999999994,72.572245,78.052245,70.212245,63.272245,64.792245,82.39224499999999,70.600561,66.972245,74.792245,57.272245,63.37224499999999,60.371363,68.072245,68.13384,60.492245,65.552245,55.19224499999999,64.792245,76.95224499999999,68.752245,71.552245,94.572245,79.512245,53.361121999999995,66.95224499999999,54.111681999999995,83.39224499999999,51.572245,65.37224499999999,74.692245,55.137415000000004,59.55224499999999,70.612245,61.292244999999994,69.052245,69.03224499999999,80.352245
119,41,1,61.074286,58.254286,64.234286,71.854286,69.574286,59.854286,59.794286,57.494285999999995,54.974286,64.33428599999999,76.874286,62.014286,63.534286,59.574286,73.494286,79.134286,71.314286,64.382857,65.714286,83.254286,71.654286,67.574286,75.494286,58.014286,63.994285999999995,60.774286,68.97428599999999,68.97428599999999,61.414286,66.174286,55.854286,65.594286,77.934286,69.654286,72.714286,95.94285699999999,80.414286,53.974286,67.934286,54.494285999999995,84.074286,52.414286,66.154286,75.454286,55.614286,60.134285999999996,71.374286,61.934286,69.634286,69.814286,81.354286
120,41,2,61.752772,58.897677,64.789796,72.532211,70.349796,60.54979599999999,60.489796,58.269796,55.577491,65.109796,77.649796,62.789795999999996,64.30979599999999,60.349796,74.269796,79.909796,72.08979599999999,65.74979599999999,66.44979599999999,84.149796,72.229796,68.084257,75.885369,58.809796,64.769796,61.54979599999999,69.869796,69.869796,61.90979599999999,66.94979599999999,56.489796,66.369796,78.522487,70.349796,73.489796,97.509796,81.189796,54.61499,68.969796,55.269796,84.869796,53.22979599999999,66.929796,76.229796,56.333321999999995,60.663672999999996,72.149796,62.613696,70.313838,70.58979599999999,82.129796
121,42,0,61.83551,59.441019999999995,65.47551,72.77551,70.57551,60.995509999999996,61.035509999999995,58.715509999999995,55.69551,65.50653100000001,78.13551,63.395509999999994,64.87550999999999,60.495509999999996,74.89551,80.60101999999999,72.77551,66.44102,66.89551,84.959592,72.79551,68.54101999999999,76.51550999999999,59.23551,65.31551,61.93551,70.55551,70.55551,62.59551,67.39551,57.175509999999996,66.93551,79.09551,70.79551,74.07551,98.19551,81.85551,54.675509999999996,69.65550999999999,55.895509999999994,85.625102,53.92102,67.51550999999999,76.85551,56.59551,61.23551,72.83551,62.87551,70.55551,71.03551,82.71551
122,42,1,62.366939,60.126939,66.346939,73.346939,71.306939,61.446939,61.426939000000004,58.966939,56.029722,66.066939,78.966939,64.026939,65.26693900000001,61.006939,75.786939,81.446939,73.346939,67.226939,67.366939,86.086939,73.486939,69.12693900000001,76.946939,59.506939,65.866939,62.306939,71.106939,71.106939,63.046939,68.006939,57.766939,67.606939,79.826939,71.386939,74.806939,99.186939,82.546939,55.126939,70.086939,56.326939,86.366939,54.506939,68.026939,77.646939,57.026939,61.766939,73.666939,63.386939,71.146939,71.646939,83.206939
123,42,2,62.804081999999994,60.56408199999999,67.02408199999999,73.764082,71.844082,61.904081999999995,61.88408199999999,59.444081999999995,56.324082,66.644082,79.484082,64.484082,65.724082,61.444081999999995,76.204082,81.984082,73.804082,67.624082,68.064082,86.664082,74.164082,69.484082,77.40408199999999,59.964082,66.444082,62.764081999999995,71.46408199999999,71.46408199999999,63.497041,68.46408199999999,58.20408199999999,68.084082,80.304082,71.844082,75.424082,99.90408199999999,83.004082,55.544081999999996,70.424082,56.66408199999999,86.984082,54.88408199999999,68.484082,78.264082,57.42408199999999,62.364081999999996,74.164082,63.84408199999999,71.54408199999999,72.18408199999999,83.664082
124,43,0,63.17959200000001,60.919592,67.42918399999999,74.13959200000001,72.319592,62.219592000000006,62.219592000000006,59.799592000000004,56.559592,66.939592,79.939592,64.939592,66.13959200000001,61.859592000000006,76.64918399999999,82.519592,74.179592,67.97959200000001,68.458776,87.439592,74.63959200000001,69.92918399999999,77.91959200000001,60.419592,66.83959200000001,63.019592,71.77959200000001,71.77959200000001,63.899592000000005,68.899592,58.599592,68.41959200000001,80.819592,72.19959200000001,75.799592,100.35959,83.399592,55.919592,70.69959200000001,57.059592,87.579592,55.279592,68.859592,78.69959200000001,57.759592000000005,62.889184,74.55959200000001,64.179592,71.91959200000001,72.659592,83.959592
125,43,1,63.672245,61.33224499999999,67.87224499999999,74.612245,72.752245,62.672245,62.632245,60.181121999999995,56.921122,67.352245,80.332245,65.37224499999999,66.501122,62.412245,77.112245,83.09224499999999,74.612245,68.432245,68.992245,87.89224499999999,75.132245,70.432245,78.401122,60.772245,67.31224499999999,63.37224499999999,72.152245,72.152245,64.30112199999999,69.39224499999999,59.151121999999994,68.81224499999999,81.332245,72.652245,76.332245,100.77225,83.852245,56.55224499999999,71.052245,57.472244999999994,88.152245,55.632245,69.241122,79.132245,58.19224499999999,63.37224499999999,74.992245,64.552245,72.39224499999999,73.052245,84.45224499999999
126,43,2,64.004664,61.853991,68.27399100000001,74.99399100000001,73.181995,63.033991,62.973991000000005,60.511995,57.293991000000005,67.733991,80.85399100000001,65.85798199999999,66.933991,63.07399100000001,77.533991,83.553991,75.053991,68.873991,69.453991,88.293991,75.673991,70.893991,78.833991,61.051995,67.753991,63.741994999999996,72.593991,72.593991,64.681995,69.845964,59.57399100000001,69.21399100000001,81.761995,73.173991,76.753991,101.33399,84.261995,56.993991,71.41399100000001,57.853991,88.99399100000001,56.001994999999994,69.63399100000001,79.653991,58.57399100000001,63.801995,75.364664,64.933991,72.77399100000001,73.513991,84.893991
127,44,0,64.454082,62.50040799999999,68.620408,75.432449,73.86040799999999,63.36040799999999,63.340408,60.86040799999999,57.620408,68.060408,81.381224,66.370816,67.320408,63.542041000000005,78.001224,84.091633,75.420408,69.322041,69.820408,88.680408,76.413265,71.422857,79.290816,61.400408,68.22040799999999,64.115204,72.94040799999999,72.920408,65.060408,70.49326500000001,59.900408,69.58040799999999,82.381224,73.692449,77.190816,101.79082,84.71163299999999,57.330816000000006,71.86122399999999,58.220408,89.542857,56.340408,70.040408,80.200408,59.110816,64.260408,75.741224,65.260408,73.170816,74.031633,85.380408
128,44,1,64.921224,62.921224,69.141224,75.941224,74.401224,63.561223999999996,63.721224,61.341224,57.901224,68.461224,81.841224,66.981224,67.72122399999999,64.021224,78.541224,84.601224,75.86122399999999,69.801224,70.22122399999999,89.36122399999999,77.001224,71.941224,79.741224,61.881223999999996,68.781224,64.481224,73.281224,73.281224,65.461224,71.081224,60.287806,70.061224,82.981224,74.181224,77.801224,102.22122,85.301224,57.761224,72.301224,58.521224,90.181224,56.701223999999996,70.481224,80.841224,59.561223999999996,64.681224,76.281224,65.661224,73.741224,74.541224,85.801224
129,44,2,65.332449,63.321224,69.401224,76.352449,74.941224,63.961224,63.981224,61.681224,58.181224,68.821224,82.241224,67.381224,68.113741,64.472449,79.054898,85.172449,76.261224,70.033741,70.761224,90.061224,77.752449,72.341224,80.192449,62.281224,69.401224,64.741224,73.653741,73.621224,65.86122399999999,71.532449,60.541224,70.401224,83.621224,74.581224,78.101224,102.63245,85.701224,58.021224,72.481224,58.861224,90.732449,57.101224,70.821224,81.412449,59.932449,65.261224,76.661224,66.094898,74.132449,74.961224,86.22122399999999
130,45,0,65.735918,63.65591800000001,69.735918,76.695918,75.39591800000001,64.25591800000001,64.275918,61.955918000000004,58.455918000000004,69.155918,82.575918,67.855918,68.375918,64.875918,79.495918,85.715918,76.59591800000001,70.335918,71.235918,90.67591800000001,78.195918,72.75591800000001,80.701837,62.635918000000004,69.835918,65.03591800000001,73.915918,73.915918,66.235918,71.935918,60.83591800000001,70.67591800000001,84.235918,74.915918,78.39591800000001,103.01592,86.055918,58.355918,72.775918,59.235918000000005,91.261837,57.415918000000005,71.155918,81.81591800000001,60.29591800000001,65.655918,76.97591800000001,66.435918,74.47591800000001,75.47591800000001,86.53591800000001
131,45,1,66.152245,64.081122,70.061122,77.16112199999999,75.81224499999999,64.59224499999999,64.59224499999999,62.452245,58.831122,69.561122,82.95224499999999,68.292245,68.751122,65.332245,79.912245,86.292245,77.012245,70.691122,71.652245,91.472245,78.692245,73.23224499999999,81.23224499999999,63.032244999999996,70.261122,65.321122,74.292245,74.292245,66.67224499999999,72.432245,61.392244999999996,71.057415,84.932245,75.321122,78.852245,103.51224,86.472245,58.752244999999995,73.17224499999999,59.641121999999996,91.81224499999999,57.752244999999995,71.541122,82.272245,60.73224499999999,66.112245,77.432245,66.81224499999999,74.95224499999999,75.972245,87.012245
132,45,2,66.740408,64.540408,70.460408,77.560408,76.322041,64.80904100000001,64.880408,62.800408,59.200407999999996,69.94040799999999,83.451633,68.93163299999999,69.140408,65.85081600000001,80.36040799999999,86.840408,77.420408,71.040408,72.180408,91.910816,79.150816,73.640408,81.72040799999999,63.32040799999999,70.72040799999999,65.620408,74.77326500000001,74.77326500000001,67.120408,72.840408,61.780407999999994,71.400408,85.400408,75.700408,79.240408,104.20694,86.880408,59.100407999999995,73.44040799999999,60.040408,92.533265,58.100407999999995,71.94040799999999,82.760408,61.100407999999995,66.540408,77.80040799999999,67.22040799999999,75.380408,76.420408,87.480408
133,46,0,67.201224,65.012245,70.89741500000001,78.012245,76.945714,65.212245,65.31224499999999,63.132245,59.592245,70.321122,83.912245,69.39224499999999,69.45224499999999,66.39224499999999,80.832245,87.412245,77.81224499999999,71.432245,72.512245,92.412245,79.67224499999999,74.212245,82.132245,63.65224499999999,71.192245,65.912245,75.15548299999999,75.15548299999999,67.552245,73.351122,62.132245,71.772245,85.901122,76.09224499999999,79.652245,104.87225,87.252245,59.421122,73.792245,60.432244999999995,93.292245,58.412245,72.352245,83.252245,61.632245,67.052245,78.132245,67.572245,75.832245,77.016735,88.052245
134,46,1,67.667449,65.444898,71.20915,78.504898,77.484898,65.484898,65.544898,63.544897999999996,59.948299,70.73469399999999,84.344898,69.824898,69.88489799999999,66.784898,81.264898,87.879796,78.24489799999999,71.819796,72.924898,92.899796,80.10489799999999,74.644898,82.59469399999999,64.084898,71.60489799999999,66.24489799999999,75.344898,75.344898,67.964898,73.764898,62.564898,72.144898,86.38959200000001,76.564898,80.10489799999999,105.3649,87.684898,59.767449,74.107449,60.764897999999995,93.88489799999999,58.844898,72.724898,83.724898,62.084897999999995,67.55979599999999,78.564898,67.924898,76.344898,77.484898,88.614694
135,46,2,68.094376,65.954376,71.75437600000001,79.014376,77.974376,65.794376,65.922188,63.914376000000004,60.354376,71.274376,84.75437600000001,70.434376,70.314376,67.274376,81.75437600000001,88.454376,78.734376,72.25437600000001,73.354376,93.374376,80.674376,75.13875300000001,83.118753,64.434376,72.074376,66.61437600000001,75.874376,75.874376,68.514376,74.25437600000001,62.952188,72.532188,86.854376,76.952188,80.534376,106.45438,88.134376,60.162188,74.534376,61.194376,94.61437600000001,59.252188000000004,73.154376,84.214376,62.434376,67.994376,78.914376,68.554376,76.794376,77.974376,89.094376
136,47,0,68.576327,66.456327,72.236327,79.49632700000001,78.456327,66.036327,66.371549,64.236327,60.818776,71.736327,85.212109,70.956327,70.736327,67.736327,82.236327,88.956327,79.216327,72.816327,73.776327,93.916327,81.236327,75.716327,83.696327,64.956327,72.556327,67.096327,76.135265,76.11526500000001,68.956327,74.816327,63.296327000000005,72.876327,87.536327,77.333163,80.936327,106.99633,88.593761,60.456327,74.936327,61.653760999999996,95.236327,59.623163,73.596327,84.696327,62.773163000000004,68.476327,79.253163,68.916327,77.296327,78.556327,89.676327
137,47,1,69.155102,66.975102,72.722551,80.195102,79.015102,66.520204,66.61510200000001,64.775102,61.195102,72.242551,85.675102,71.61510200000001,71.295102,68.175102,82.855102,89.595102,79.75510200000001,73.435102,74.375102,95.015102,81.775102,76.25510200000001,84.355102,65.39510200000001,72.995102,67.435102,76.502551,76.485034,69.522551,75.25510200000001,63.795102,73.355102,88.335102,77.785034,81.535102,107.6751,88.975102,60.922551,75.495102,62.015102,95.89510200000001,60.086276,74.058367,85.335102,63.275102000000004,68.935102,79.75510200000001,69.415102,77.935102,79.055102,90.335102
138,47,2,69.78469399999999,67.70469399999999,73.327347,80.947347,79.627347,66.947347,67.107347,65.16734699999999,61.747347,72.907347,86.339388,72.287347,71.818673,68.647347,83.56469399999999,90.244694,80.367347,74.127347,74.938673,95.687347,82.407347,76.956735,84.987347,65.687347,73.52734699999999,67.88734699999999,77.107347,77.087347,70.16734699999999,75.807347,64.207347,74.007347,88.867347,78.267347,81.967347,108.65143,89.507347,61.395782,76.107347,62.587346999999994,96.742041,60.587346999999994,74.638673,86.02734699999999,63.727346999999995,69.467347,80.367347,70.067347,78.74734699999999,79.66734699999999,91.02734699999999
139,48,0,70.839116,68.81911600000001,74.279116,82.059116,80.73911600000001,67.619116,68.134853,65.759116,62.799116000000005,73.899116,87.779116,73.539116,72.479116,69.119116,84.799116,91.399116,81.419116,75.299116,75.95911600000001,97.299116,83.359116,77.979116,85.95911600000001,66.299116,74.23911600000001,68.619116,77.939116,77.939116,71.137279,76.759116,64.859116,75.079116,90.079116,79.039116,82.939116,109.63911999999999,90.539116,62.335823,77.09911600000001,63.359116,97.799116,61.699116000000004,75.579116,87.079116,64.439116,70.359116,81.299116,71.519116,79.81911600000001,80.559116,92.09911600000001
140,48,1,71.496463,69.636463,74.936463,82.716463,81.536463,68.276463,68.716463,66.41646300000001,63.456463,74.896463,88.556463,74.196463,73.076463,69.776463,85.353434,92.056463,82.076463,75.956463,76.585488,98.716463,84.156463,78.696463,86.656463,66.956463,74.956463,69.276463,78.596463,78.596463,71.756463,77.396463,65.516463,75.796463,90.736463,79.696463,83.756463,110.87646000000001,91.276463,62.936463,78.136463,64.056463,99.276463,62.796463,76.236463,87.936463,65.236463,71.076463,82.196463,72.176463,80.476463,81.216463,93.696463
141,48,2,71.989864,70.169864,75.263836,83.209864,82.029864,68.65544799999999,69.209864,66.909864,63.949864,75.389864,89.049864,74.689864,73.569864,70.17399499999999,85.36935,92.549864,82.569864,76.449864,77.069864,99.289864,84.64986400000001,79.189864,87.14986400000001,67.449864,75.449864,69.71221700000001,79.089864,79.089864,72.249864,77.889864,65.72498900000001,76.289864,91.229864,80.141973,84.249864,111.36986,91.769864,63.429864,78.629864,64.549864,99.769864,63.309864000000005,76.729864,88.429864,65.729864,71.569864,82.689864,72.669864,80.969864,81.709864,94.189864
142,49,0,72.767041,71.004082,75.74408199999999,84.62142800000001,83.004082,69.164082,70.04408199999999,67.724082,64.82408199999999,76.404898,90.144082,75.624082,74.40408199999999,70.484082,86.18408199999999,93.46408199999999,83.40408199999999,76.947041,77.90408199999999,100.12408,85.793877,80.122653,88.02408199999999,68.24408199999999,76.284082,70.064082,80.344082,80.205714,73.281224,78.364082,66.329014,77.124082,92.416122,80.82408199999999,85.084082,112.20408,92.60408199999999,64.237041,79.46408199999999,65.38408199999999,100.66633,64.364082,77.564082,89.564082,66.564082,72.484082,83.52408199999999,73.624082,82.39551,82.408816,95.204082
143,49,1,73.403673,71.50367299999999,76.36367299999999,85.923673,83.883673,69.783673,70.64367299999999,68.403673,65.50367299999999,77.09836700000001,90.723673,76.223673,74.723673,71.00367299999999,86.864694,94.104694,83.983673,77.623673,78.618367,100.78367,86.50367299999999,80.783673,88.963673,68.923673,76.903673,70.64367299999999,80.923673,80.903673,73.943673,79.023673,67.184694,78.063673,93.823673,81.543673,85.843673,113.44367,93.183673,64.803673,80.183673,65.963673,101.42367,65.00367299999999,78.203673,90.383673,67.14367299999999,72.783673,84.123673,74.36367299999999,83.703673,83.043673,95.983673
144,49,2,73.85346899999999,71.953469,76.93346899999999,86.41346899999999,84.393469,70.453469,71.193469,68.85346899999999,66.05346899999999,77.85346899999999,91.233469,76.813469,75.173469,71.35346899999999,87.373469,94.613469,84.473469,78.05346899999999,79.313469,101.35347,87.05346899999999,81.233469,89.49346899999999,69.373469,77.313469,71.13346899999999,81.333469,81.313469,74.533469,79.49346899999999,67.693469,78.593469,94.313469,82.033469,86.29346899999999,114.07347,93.71346899999999,65.13346899999999,80.593469,66.41346899999999,101.95347,65.453469,78.77346899999999,90.833469,67.593469,73.07346899999999,84.63346899999999,74.953469,84.173469,83.513469,96.473469
145,50,0,74.322449,72.362449,77.362449,87.282449,84.982449,71.119796,71.61295,69.282449,66.542449,78.482449,91.902449,77.562449,75.882449,71.802449,87.842449,95.082449,84.922449,78.502449,79.756224,101.76245,87.542449,81.702449,90.022449,69.802449,77.782449,71.722449,81.96244899999999,81.96244899999999,74.982449,80.242449,68.194898,79.196224,94.782449,82.662449,86.742449,114.52245,94.182449,65.560816,81.202449,66.856224,102.80245,65.942449,79.482449,91.356224,68.142449,73.542449,85.162449,75.442449,85.062449,84.042449,96.982449
146,50,1,74.94040799999999,72.820408,77.86040799999999,87.900408,85.540408,71.740408,71.920408,69.811633,67.040408,79.16040799999999,92.550816,78.100408,76.44040799999999,72.22040799999999,88.36040799999999,95.640408,85.420408,79.000408,80.30040799999999,102.24041,88.200408,82.540408,90.530816,70.34204100000001,78.30040799999999,72.340408,82.500408,82.480408,75.460408,80.920408,68.700408,79.740408,95.391633,83.320408,87.370816,115.16041000000001,94.680408,65.95520400000001,81.740408,67.340408,103.62040999999999,66.420408,80.120408,91.961224,68.80040799999999,74.040408,85.66040799999999,75.970816,85.680408,84.58040799999999,97.52040799999999
147,50,2,75.307755,73.18775500000001,78.32551,88.347755,86.04775500000001,72.147755,72.347755,70.227755,67.587755,79.587755,93.027755,78.856531,76.947755,72.587755,88.727755,96.247755,85.787755,79.727755,80.90775500000001,102.60776,88.90775500000001,83.087755,90.947755,70.787755,78.667755,72.747755,82.867755,82.847755,75.82775500000001,81.30551,69.087755,80.087755,96.147755,83.807755,87.78551,115.68776000000001,95.087755,66.307755,82.10775500000001,67.707755,104.30551,66.787755,80.54775500000001,92.527755,69.22551,74.40775500000001,86.147755,76.40775500000001,86.12550999999999,85.067755,97.96775500000001
148,51,0,75.813878,73.593878,78.873265,88.873878,86.741633,72.68163299999999,72.913878,70.86551,68.337755,80.033878,93.533878,79.633878,77.473878,73.053878,89.233878,97.013878,86.293878,80.453878,81.57387800000001,103.15388,89.49387800000001,83.773878,91.453878,71.37775500000001,79.153878,73.29775500000001,83.413878,83.413878,76.293878,82.093878,69.697755,80.653878,97.233878,84.593878,88.453878,116.47388000000001,95.57387800000001,66.793878,82.613878,68.233878,104.93388,67.233878,81.173878,93.21387800000001,69.753878,75.07387800000001,86.613878,77.173878,86.653878,85.593878,98.513878
149,51,1,76.32,73.98,79.48,89.64,87.3,73.36,73.5,71.5,69.0,80.58,93.97,80.26,78.22,73.5,89.7,97.7,86.8,81.12,82.14,103.82,89.94,84.32,91.94,72.05,79.62,73.95,83.9,83.9,76.82,82.66,70.35,81.2,97.92,85.28,89.42,117.17,96.16,67.28,83.18,68.72,105.52,67.68,81.98,93.99,70.26,75.74,87.16,77.76,87.42,86.12,99.02
150,51,2,76.702857,74.322857,79.822857,89.995714,87.66285699999999,73.639107,73.816571,71.922857,69.295873,80.86285699999999,94.482857,80.64285699999999,78.562857,73.842857,90.042857,98.042857,87.14285699999999,81.522857,82.482857,104.16286,90.28285699999999,84.66285699999999,92.30285699999999,72.562857,79.962857,74.30285699999999,84.200571,84.19881,77.097551,83.042857,70.72285699999999,81.542857,98.125286,85.66285699999999,89.762857,117.59571000000001,96.50285699999999,67.622857,83.562857,69.016607,105.96286,68.014286,82.322857,94.482857,70.602857,76.14285699999999,87.50285699999999,78.182857,87.78285699999999,86.482857,99.382857
151,52,0,77.243673,74.683673,80.223673,90.543673,88.203673,73.963673,74.183673,72.603673,69.586837,81.343673,95.063673,81.083673,79.163673,74.283673,90.483673,98.64367299999999,87.583673,82.043673,83.083673,104.66367,90.803673,85.303673,92.743673,73.123673,80.403673,74.783673,84.603673,84.583673,77.463673,83.603673,71.223673,82.14367299999999,98.823673,86.103673,90.763673,118.14367,96.963673,67.983673,84.123673,69.243673,106.58367,68.303673,82.923673,95.083673,71.023673,76.763673,87.86367299999999,78.683673,88.323673,86.963673,99.86367299999999
