,measure_number,beat_number,pid1263-21,pid50848-05,pid51495-04,pid5667249-16,pid5667291-17,pid9048-21,pid9049-21,pid9050-21,pid9054-21,pid9055-21,pid9058-21,pid9059-21,pid9060-21,pid9061-21,pid9062-21,pid9063-21,pid9064-11,pid9065-16,pid9066-21,pid9070b-04,pid9072-21,pid9074f-21,pid9075-21,pid9081-12,pid9088-16,pid9089-16,pid9093-21,pid9094-21,pid9099-21,pid9100b-21,pid9101b-03,pid9103-11,pid9104-21,pid9105b-04,pid9111-21,pid9113-17,pid9114b-11,pid9116-09,pid9118-21,pid9122-05,pid9123-04,pid9129-16,pid9130-05,pid9138-21,pid9139-21,pid9153-21,pid915411-09,pid9158-12,pid9166f-18,pid9170-21,pid9174-21,pid9185-10,pid9186c-21,pid918904-06,pid9192-21
77,26,2,40.251769,41.271769,44.111769,43.451769,43.411769,43.911769,38.031769,46.931769,43.491769,49.371769,41.431769,39.671769,48.011769,45.431769,45.991769,39.371769,39.391769000000004,46.411769,42.651769,39.471769,41.891769000000004,46.671769,42.271769,47.231769,43.231769,46.991769,41.251769,38.611769,45.591769,46.531769,45.771769,50.991769,46.071769,47.271769,55.031769,43.051769,37.151769,46.391769000000004,45.611769,48.311769,39.671769,44.491769,52.711769,41.511769,40.651769,40.751769,35.671769,35.491769,42.531769,46.271769,41.371769,42.431769,34.151769,41.251769,46.351769
78,27,0,40.892041,41.810875,44.816122,43.836121999999996,44.056121999999995,44.556121999999995,38.636122,47.436122,44.296122,49.876121999999995,41.953265,40.356122,48.636122,45.878707,46.476122,39.916121999999994,40.176122,47.356122,42.976122,39.696121999999995,42.278707,47.176122,42.916121999999994,47.936122,43.916121999999994,47.636122,41.636122,39.196121999999995,46.236121999999995,47.516121999999996,46.396122,51.856122,46.716122,48.016121999999996,55.636122,43.696121999999995,37.796122,47.116122,46.016121999999996,48.936122,40.476122,44.936122,53.736121999999995,42.056121999999995,41.196121999999995,41.216122,36.536122,36.136122,43.276121999999994,46.936122,41.956122,42.956122,34.616122,41.816122,47.236121999999995
79,27,1,42.167324,43.447324,46.547323999999996,45.327324,45.987324,45.867323999999996,39.566221,48.927324,46.122166,51.707324,43.607324,41.987324,50.247324,47.267324,47.967324,41.787324,42.327324,49.447324,44.607324,40.767324,43.747324,48.987324,44.547323999999996,49.627324,45.847324,48.990753000000005,43.149665999999996,41.167324,47.967324,49.747324,48.187324,53.607324,48.527324,49.167324,57.307324,45.527324,39.907323999999996,48.527324,47.587324,50.747324,42.267324,46.166761,55.687324,43.927324,43.067324,43.147324,38.387324,37.594577,44.627324,48.827324,43.667324,44.307324,36.207324,43.687324,49.167324
80,27,2,43.273492,44.573492,47.673491999999996,46.453492,47.533491999999995,46.400794,40.673491999999996,49.773492,46.793492,52.853492,44.733492,43.113492,50.770499,48.273492,48.733492,42.913492,43.573492,50.573492,45.733492,41.653492,44.313492,50.113492,45.673491999999996,50.753492,47.093492,49.373492,44.213491999999995,42.393491999999995,49.093492,51.173491999999996,49.313492,54.733492000000005,49.653492,49.953492,58.933492,46.653492,41.093492,49.653492,48.573492,51.873492,43.413492,46.757831,56.913492000000005,44.893491999999995,44.193492,44.293492,38.913492,37.720836,45.493491999999996,50.113492,45.133492,45.433492,37.333492,44.813492,50.293492
81,28,0,44.246689,46.746689,51.806689,48.466689,49.786689,47.426689,41.746689,50.951854,47.746689,54.166689,46.886689000000004,44.266689,51.626689,48.846689000000005,50.306689,44.086689,45.086689,53.186689,46.926689,42.846689000000005,45.606689,51.066689000000004,47.066689000000004,52.146689,48.706689000000004,50.386689000000004,45.126689,43.886689000000004,50.886689000000004,53.306689,50.706689000000004,56.826689,51.446689,51.406689,60.906689,48.706689000000004,42.586689,50.706689000000004,49.566689000000004,52.806689,45.063379,48.406689,61.266689,45.726689,45.566689000000004,46.086689,40.046689,38.546689,46.504585999999996,51.646689,46.746689,47.806689,38.406689,45.946689,51.426689
82,28,1,44.654263,47.134263,52.294263,48.974263,50.274263,47.874263,42.274263,51.334263,48.114263,54.674263,47.294263,44.854263,52.054263,49.294263,50.814263000000004,44.654263,45.634263,53.714263,47.874263,43.194263,46.134263,51.594263,47.734263,52.994263000000004,49.254263,50.834263,45.674263,44.374263,51.434263,53.814263000000004,51.134263,57.434263,52.054263,51.994263000000004,62.034263,49.194263,43.054263,51.314263000000004,49.974263,53.514263,45.874263,48.814263000000004,61.954263,46.154263,46.014263,46.714263,40.434263,39.014263,47.054263,52.074263,47.234263,48.214263,38.774263,46.434263,51.994263000000004
83,28,2,45.089636999999996,47.569637,52.689637,49.409637,50.689637,48.329274,42.729637,51.928912,48.489637,55.289274,47.709637,45.289637,52.789637,49.729637,51.249274,45.049637,46.109637,54.149637,48.309637,43.509637,46.569637,52.169637,48.169637,53.509637,49.589636999999996,51.329637,46.109637,44.729637,51.869637,54.249637,51.549637,57.829637,52.529637,52.569274,62.947823,49.609637,43.429637,51.769637,50.409637,53.869637,46.469637,49.189637,62.649274,46.549637,46.429637,47.169637,40.789637,39.449637,47.489637,52.469637,47.649637,48.529637,39.109637,46.848912,52.369637
84,29,0,45.426327,47.826327,53.082653,49.786327,51.066327,48.75898,43.066327,52.406327000000005,48.806327,55.627959,47.966327,45.646327,53.276939,50.142653,51.586327000000004,45.43898,46.446327000000004,54.486327,48.586327000000004,43.806327,46.95898,52.566327,48.506327,53.846327,49.926327,51.75898,46.495306,45.026327,52.226327000000005,54.586327000000004,51.886327,58.186327,52.926327,53.080612,63.342653000000006,49.986327,43.766327000000004,52.175306,50.746327,54.246327,46.866327000000005,49.582653,63.151633,46.886327,46.786327,47.562653000000005,41.106327,39.786327,47.826327,52.846327,47.946327000000004,48.866327000000005,39.426327,47.186327,52.726327000000005
85,29,1,45.725601,48.145601,53.445601,50.185601,51.3678,49.125601,43.445601,52.825601,49.165601,56.005601,48.305601,46.005601,53.645601,50.485601,51.945601,45.785601,46.785601,54.825601,49.045601,44.165601,47.305601,52.985601,48.825601,54.345601,50.245601,52.145601,46.825601,45.505601,52.605601,54.925601,52.205601,58.525601,53.345601,53.705601,63.885601,50.305601,44.085601000000004,52.545601,51.105601,54.685601,47.265601000000004,49.905601000000004,63.725601,47.205601,47.145601,47.965601,41.425601,40.145601,48.245601,53.185601,48.285601,49.185601,39.785601,47.485601,53.045601
86,29,2,46.11712,48.55712,53.857119999999995,50.57712,51.71712,49.51712,43.81712,53.217119999999994,49.53712,56.397119999999994,48.71712,46.37712,54.15711999999999,50.87712,52.33712,46.13712,47.11712,55.217119999999994,49.39712,44.45712,47.67712,53.397119999999994,49.19712,54.65711999999999,50.53712,52.51712,47.17712,45.80356,52.97711999999999,55.317119999999996,52.55712,58.857119999999995,53.73712,54.23712,64.25712,50.63712,44.39712,52.91712,51.47712,55.01712,47.63712,50.237120000000004,64.15711999999999,47.597120000000004,47.53712,48.33712,41.75178,40.51712,48.57712,53.537119999999994,48.63712,49.53712,40.097120000000004,47.83712,53.37712
87,30,0,46.441565000000004,48.821565,54.321565,50.964694,52.001565,50.001565,44.241565,53.641565,49.961565,56.681565,49.041565000000006,46.681565,54.621565000000004,51.221565000000005,52.701565,46.461565,47.421565,55.541565000000006,49.701565,44.773129,47.981565,53.741565,49.481565,54.881565,50.841565,52.933129,47.461565,46.101565,53.341565,55.633129000000004,52.881565,59.181565,54.121565000000004,54.761565000000004,64.641565,50.941565000000004,44.724694,53.241565,51.781565,55.441565000000004,47.973129,50.641565,64.541565,47.921565,47.821565,48.721565000000005,41.981565,40.853128999999996,48.981565,53.861565,48.901565000000005,49.844694,40.413129,48.141565,53.673129
88,30,1,46.766009000000004,49.246009,54.646009,51.506009000000006,52.346009,50.386009,44.546009000000005,54.026008999999995,50.326009,56.966009,49.386009,47.026009,54.906009,51.706009,53.066008999999994,46.866009000000005,47.806009,56.006009,50.066009,45.086009000000004,48.366009000000005,54.166008999999995,49.766009000000004,55.226009,51.246009,53.42600899999999,47.766009000000004,46.386009,53.666008999999995,56.126008999999996,53.166008999999995,59.586009,54.526008999999995,55.286009,65.00600899999999,51.266009000000004,45.066009,53.566008999999994,52.146009,55.986008999999996,48.326009,50.926009,64.986009,48.206009,48.166009,49.126009,42.286009,41.226009000000005,49.346009,54.286009,49.186009000000006,50.186009000000006,40.746009,48.446009000000004,54.026008999999995
89,30,2,47.237528000000005,49.717528,55.097528000000004,52.037528,52.777528000000004,50.877528000000005,44.977528,54.517528000000006,50.817528,57.357528,49.857528,47.417528000000004,55.377528000000005,52.277528000000004,53.617528,47.257528,48.357528,56.737528000000005,50.477528,45.417528000000004,48.797528,54.697528000000005,50.137528,55.617528,51.637528,53.957528,48.177528,46.777528000000004,54.065056999999996,56.837528000000006,53.517528000000006,59.977528,54.977528,55.917528000000004,65.557528,51.737528000000005,45.457528,53.977528,52.537528,56.417528000000004,48.717528,51.277528000000004,65.67752800000001,48.577528,48.717528,49.557528000000005,42.657528000000006,41.737528000000005,49.757528,54.777528000000004,49.617528,50.657528000000006,41.137528,48.797528,54.477528
90,31,0,47.625828000000006,50.265828000000006,55.581655000000005,52.765828000000006,53.185828,51.357483,45.465828,55.065828,51.301655,57.705828000000004,50.425828,47.785828,55.745828,52.905828,54.225828,47.745828,48.805828000000005,57.245828,50.865828,45.745828,49.261655,55.125828000000006,50.485828000000005,56.065828,52.145828,54.565828,48.745828,47.245828,54.445828000000006,57.345828000000004,53.945828000000006,60.585828,55.425828,56.485828000000005,66.065828,52.105828,45.825828,54.365828,52.905828,56.885828000000004,49.105828,51.625828000000006,66.325828,48.925828,49.365828,50.085828,43.005828,42.145828,50.205828000000004,55.221655000000005,49.965828,51.185828,41.585828,49.185828,54.905828
91,31,1,48.341837,50.841837,56.181837,53.721837,53.841837,51.941837,45.941837,55.781837,51.861837,58.221837,50.981837,48.301837,56.321837,53.941837,54.981837,48.541837,49.321837,58.141837,51.401837,46.221837,49.861837,55.761837,50.961837,56.621837,52.801837,55.301837,49.261837,47.765918,54.941837,58.241837,54.421837,61.021837,56.141837,57.121837,66.721837,52.761837,46.481837,54.841837,53.361837,57.701837,49.761837,52.041837,67.161837,49.461837,50.141837,50.581837,43.621837,42.681837,50.641837,55.821837,50.401837,51.841837,42.161837,49.801837,55.561837
92,31,2,48.797211,51.277211,56.637211,54.157211,54.277211,52.597211,46.677211,56.217211,52.397211,58.697210999999996,51.417211,48.737211,56.837210999999996,54.437211,55.677211,49.057210999999995,49.777211,58.824422,52.217211,46.817211,50.317211,56.397211,51.397211,57.09884399999999,53.597211,55.937211,49.737211,48.097211,55.437211,58.977211,54.857211,61.657211,56.577211,57.637211,67.617211,53.197210999999996,47.097211,55.277211,53.877210999999996,58.457211,50.197210999999996,52.477211,67.637211,49.897211,50.737211,51.017210999999996,44.057210999999995,43.117211,50.997211,56.637211,50.837210999999996,52.493265,42.626053999999996,50.237211,55.997211
93,32,0,49.232585,51.992585,57.452585,54.792584999999995,55.052585,53.032585,47.152584999999995,57.272585,53.032585,59.272585,52.152584999999995,49.132585,57.272585,55.012584999999994,56.072585,49.832584999999995,50.332584999999995,59.532585,52.672585,47.252584999999996,50.772585,56.812585,51.832584999999995,57.572585,53.992585,56.372585,50.392585,48.492585,55.892585,59.632585,55.572585,62.092585,57.232585,58.512584999999994,68.13258499999999,53.972584999999995,47.672585,55.692585,54.272585,58.932584999999996,50.752584999999996,52.912585,68.612585,50.632585,51.132585,51.452585,44.452585,43.712585,51.392585,57.111293,51.472584999999995,53.152584999999995,43.252584999999996,50.672585,56.552585
94,32,1,49.853787,52.797574,58.157574,55.517573999999996,56.217574,53.837574,47.777574,58.317574,53.877573999999996,60.017573999999996,52.937574,49.797574,57.957574,56.417574,56.877573999999996,50.577574,51.217574,60.317574,53.137574,47.897574,51.437574,57.477574,52.517573999999996,58.377573999999996,54.777574,57.097574,51.077574,48.960947,56.677574,60.417574,56.197573999999996,62.797574,58.197573999999996,59.197573999999996,68.917574,54.637574,48.697573999999996,56.377573999999996,54.877573999999996,59.897574,51.417574,53.557574,69.777574,51.357574,51.797574,52.297574,44.942510999999996,44.417574,51.897574,57.857574,52.137574,54.217574,44.197573999999996,51.617574,57.477574
95,32,2,50.528366999999996,53.528367,58.848367,56.208367,56.888367,54.948367000000005,48.468367,59.00836700000001,54.568367,60.868367000000006,53.668367,50.488367,58.64836700000001,57.14836700000001,57.728367000000006,51.288367,51.948367,61.368367000000006,53.808367000000004,48.588367,52.388366999999995,58.208367,53.208367,59.068367,55.468367,57.928367,51.768367,49.588367,57.568367,61.628367000000004,56.968367,63.488367000000004,58.908367000000005,59.888367,69.84836700000001,55.32836700000001,49.388366999999995,57.068367,55.668367,60.588367000000005,52.288367,54.248367,71.20836700000001,52.048367,52.628367000000004,53.028367,45.588367,45.188367,52.588367000000005,58.548367000000006,52.82836700000001,55.368367000000006,44.888366999999995,52.308367,58.68836700000001
96,33,0,51.157106,54.802381000000004,59.982381000000004,57.382381,58.222381000000006,56.122381000000004,49.202381,60.122381000000004,55.92238100000001,61.722381000000006,54.942381000000005,51.162380999999996,59.24238100000001,58.18238100000001,58.862381000000006,52.102381,53.202381,62.802381000000004,54.413095,49.322381,53.10238100000001,58.92238100000001,53.92238100000001,60.10238100000001,56.78238100000001,59.00238100000001,52.78238100000001,50.302381,58.64238100000001,62.902381000000005,58.14238100000001,64.362381,60.342381,61.24238100000001,72.08238100000001,57.14238100000001,50.382381,57.734048,56.622381000000004,61.762381000000005,53.202381,55.162381,71.922381,53.10238100000001,53.542381000000006,54.46238100000001,46.302381,46.358398,53.022381,60.18079399999999,54.222381000000006,56.78238100000001,46.942381,53.60238100000001,59.64238100000001
97,33,1,51.639615,55.599615,60.699615,58.079615000000004,58.859615000000005,56.799615,49.879615,61.099615,56.559615,62.339615,55.739615,51.839615,59.759615000000004,58.879615,59.299615,52.799615,54.199615,63.419615,55.019615,50.059615,53.659615,59.499615000000006,54.659615,60.819615,57.699615,59.535923,53.539615000000005,50.974807,59.339615,63.539615000000005,58.719615000000005,65.099615,61.199615,61.699615,72.639615,57.799615,50.779615,58.379615,57.295922999999995,62.659615,54.039615000000005,55.679615000000005,72.599615,53.919615,54.199615,55.199615,46.824807,46.959615,53.459615,60.859615000000005,54.999615000000006,57.499615000000006,47.719615000000005,54.159615,60.379615
98,33,2,52.231722999999995,56.291723,61.311723,58.73517,59.536893000000006,57.391723,50.431723,61.771723,57.011722999999996,62.971723,56.431723,52.391723,60.353446999999996,59.371722999999996,59.971723,53.250862,54.831723,64.111723,55.391723,50.651723,54.251723,60.031723,55.251723,61.431723,58.311723,59.991723,54.131723,51.531723,59.911722999999995,64.21172299999999,59.191722999999996,65.593447,61.791723,62.231722999999995,73.091723,58.436893000000005,51.231722999999995,59.231722999999995,57.731722999999995,63.231722999999995,54.571723,56.151723,73.311723,54.513447,54.775431000000005,55.853446999999996,47.231722999999995,47.451723,53.811723,61.331723,55.731722999999995,58.271723,48.231722999999995,54.630862,60.697241000000005
99,34,0,52.591632999999995,56.731632999999995,61.751633,59.151633,60.011632999999996,57.771632999999994,50.831633000000004,62.231632999999995,57.471633,63.31163299999999,56.891633,52.791633,60.731632999999995,59.751633,60.391633,53.591632999999995,55.271632999999994,64.71163299999999,55.81163299999999,51.131633,54.67163299999999,60.451632999999994,55.611633,61.951632999999994,58.731632999999995,60.391633,54.651633,51.890816,60.291633,64.831633,59.551632999999995,66.111633,62.191632999999996,62.711633,73.631633,58.891633,51.611633000000005,59.591632999999995,58.091632999999995,63.731632999999995,55.151633,56.531633,73.871633,54.99163299999999,55.091632999999995,56.251633,47.571633,47.791633000000004,54.271632999999994,61.731632999999995,56.211633,58.67163299999999,48.631633,54.99163299999999,61.031633
100,34,1,52.965056999999995,57.205057,62.18505699999999,59.705057,60.425056999999995,58.307528000000005,51.345057000000004,62.745056999999996,57.86505699999999,63.705057,57.36505699999999,53.285056999999995,61.145056999999994,60.125057,60.805057,53.94505699999999,55.785056999999995,65.265057,56.325056999999994,51.665057,55.025057,60.985057,56.105056999999995,62.485057,59.285056999999995,60.76505699999999,55.105056999999995,52.285057,60.745056999999996,65.365057,59.925056999999995,66.705057,62.785056999999995,63.205057,74.065057,59.325056999999994,51.957528,60.08505699999999,58.465056999999995,64.30505699999999,55.72505699999999,56.90505699999999,74.365057,55.425056999999995,55.565056999999996,56.72505699999999,48.045057,48.145057,54.665057,62.145056999999994,56.845057,59.26505699999999,49.105057,55.500113,61.565056999999996
101,34,2,53.393673,57.852041,62.672041,60.352041,60.892041000000006,58.792041000000005,51.792041,63.492041,58.312041,64.336122,58.012041,53.692041,61.892041000000006,60.592041,61.252041000000006,54.412041,56.512041,66.032041,56.932041000000005,52.052040999999996,55.512041,61.53204100000001,56.552041,63.074082,59.672041,61.352041,55.712041000000006,52.772041,61.352041,66.112041,60.472041000000004,67.276122,63.452041,63.712041000000006,74.412041,59.832041000000004,52.332041,60.732041,58.772041,64.692041,56.132041,57.312041,75.012041,55.912041,56.072041000000006,57.332041000000004,48.492041,48.732040999999995,55.152041000000004,62.752041000000006,57.492041,60.012041,49.592040999999995,55.972041000000004,62.09408199999999
102,35,0,53.71839,58.258390000000006,63.09839,60.752098,61.31839,59.438390000000005,52.298390000000005,64.01839,58.792797,64.83839,58.41839,54.13839,62.35839,61.03839,61.658390000000004,54.812098,56.938390000000005,66.73839,57.338390000000004,52.438390000000005,55.91839,61.978390000000005,56.95839,63.53839,60.07839,61.938390000000005,56.158390000000004,53.27839,61.89839,66.73839,60.87839,67.83839,63.938390000000005,64.41839,74.81839000000001,60.23839,52.67839,61.158390000000004,59.158390000000004,65.05839,56.53839,57.67839,75.47839,56.31839,56.478390000000005,57.798390000000005,48.892796999999995,49.19839,55.57839,63.192098,57.978390000000005,60.53839,50.05839,56.37839,62.53839
103,35,1,54.108594,58.648593999999996,63.548593999999994,61.408593999999994,61.728593999999994,59.987188,52.788593999999996,64.56859399999999,59.12859399999999,65.40578199999999,58.80859399999999,54.661565,62.788593999999996,61.44859399999999,62.108594,55.208594,57.708594,67.14859399999999,57.788593999999996,52.788593999999996,56.384376,62.467188,57.428594,63.968593999999996,60.567188,62.389297,56.58859399999999,53.84578199999999,62.428594,67.248594,61.26859399999999,68.565782,64.448594,64.948594,75.228594,60.644376,53.067188,61.608594,59.648593999999996,65.56859399999999,56.928594,58.148593999999996,76.04297,56.82297,56.98578199999999,58.388594,49.328594,49.607188,56.048593999999994,63.608594,58.48578199999999,61.068594,50.485782,56.80859399999999,63.067188
104,35,2,54.445282999999996,59.145283,63.885282999999994,61.74528299999999,62.185283,60.42528299999999,53.145283,65.265283,59.485282999999995,65.845283,59.305282999999996,55.10528299999999,63.325283,61.845282999999995,62.645283,55.545283,58.145283,67.565283,58.125282999999996,53.125282999999996,56.78528299999999,62.905283,57.765283,64.485283,60.985282999999995,62.725283,56.92528299999999,54.205282999999994,62.845282999999995,67.665283,61.625282999999996,69.025283,64.905283,65.485283,75.565283,61.085283,53.407642,62.045283,60.025282999999995,65.94528299999999,57.265283,58.485282999999995,76.525283,57.180567,57.385282999999994,58.725283,49.705283,50.025283,56.42528299999999,63.96528299999999,58.92528299999999,61.525282999999995,50.845283,57.145283,63.385282999999994
105,36,0,54.75553299999999,59.495532999999995,64.275533,62.135532999999995,62.595532999999996,60.742766,53.455532999999996,65.65553299999999,59.775532999999996,66.15553299999999,59.655533,55.415532999999996,63.735533,62.195533,63.07553299999999,55.835533,58.555533,68.035533,58.455532999999996,53.475533,57.175532999999994,63.21553299999999,58.055533,64.815533,61.355532999999994,63.07553299999999,57.195533,54.555533,63.175532999999994,68.09553299999999,61.93553299999999,69.555533,65.215533,66.075533,75.955533,61.475533,53.71553299999999,62.39553299999999,60.43553299999999,66.23553299999999,57.635532999999995,58.835533,76.995533,57.535532999999994,57.675532999999994,59.095532999999996,49.995533,50.275533,56.775532999999996,64.315533,59.295533,61.93553299999999,51.195533000000005,57.455532999999996,63.675532999999994
106,36,1,55.133492000000004,59.893492,64.713492,62.593492000000005,62.953492000000004,61.193492000000006,53.97349200000001,66.293492,60.133492000000004,66.53349200000001,60.033492,55.853492,64.153492,62.553492000000006,63.47349200000001,56.193492000000006,59.01349200000001,68.493492,58.913492000000005,53.913492000000005,57.593492000000005,63.693492000000006,58.47349200000001,65.25349200000001,61.893492,63.47349200000001,57.493492,54.97349200000001,63.673492,68.61349200000001,62.313492000000004,70.213492,65.67349200000001,66.693492,76.373492,61.853492,54.053492000000006,62.83349200000001,60.993492,66.61349200000001,58.133492000000004,59.213492,77.413492,57.893492,58.213492,59.51349200000001,50.473492,50.673491999999996,57.193492000000006,64.75349200000001,59.693492000000006,62.373492000000006,51.593492,57.893492,64.193492
107,36,2,55.725646,60.42564599999999,65.105646,63.145646,63.365646,61.625645999999996,54.385645999999994,66.96564599999999,60.525645999999995,67.005646,60.545646,56.30129300000001,64.785646,63.005646,64.105646,56.625645999999996,59.465646,69.005646,59.42564599999999,54.225646,58.025645999999995,64.145646,58.885645999999994,65.665646,62.297823,64.125646,57.905646,55.405646,64.105646,69.105646,62.845645999999995,70.82564599999999,66.085646,67.145646,76.925646,62.265646,54.42564599999999,63.265646,61.42564599999999,67.005646,58.465646,59.585646,77.96564599999999,58.305645999999996,58.60564599999999,59.985645999999996,50.885646,51.085646000000004,57.665645999999995,65.425646,60.145646,63.185646,52.025646,58.365646,64.661293
108,37,0,56.068776,60.828776,65.628776,63.568776,63.728776,62.248776,54.968776,67.468776,61.068776,67.488776,60.968776,56.788776,65.228776,63.488776,64.608776,57.019388,59.848776,69.748776,59.768776,54.648776,58.528776,64.608776,59.268776,66.228776,62.548776000000004,64.588776,58.308776,55.868776000000004,64.548776,69.748776,63.308776,71.408776,66.548776,67.768776,77.428776,62.648776,54.748776,63.648776,61.808776,67.38877600000001,58.828776,59.948776,78.52877600000001,58.668776,59.028776,60.546327000000005,51.308776,51.668776,58.108776,65.968776,60.528776,63.708776,52.608776,58.788776,65.108776
109,37,1,56.558980000000005,61.238980000000005,66.01898,63.958980000000004,64.15898,62.75898000000001,55.43898000000001,68.19898,61.47898000000001,67.97898,61.39898,57.327959,65.63898,63.918980000000005,65.07898,57.418980000000005,60.43898000000001,70.19898,60.21898,55.03898,58.99898,65.05898,59.738980000000005,66.73898,63.018980000000006,65.07898,58.778980000000004,56.29898000000001,65.03898000000001,70.296939,63.738980000000005,72.11898000000001,67.01898,68.39898000000001,77.87898,63.058980000000005,55.17898,64.11898000000001,62.278980000000004,67.95898000000001,59.198980000000006,60.418980000000005,79.13898,59.11898000000001,59.558980000000005,61.018980000000006,51.77898,52.15898,58.518980000000006,66.43898,60.97898000000001,64.31898000000001,53.07898,59.278980000000004,65.65898
110,37,2,56.826009,61.662018,66.466009,64.406009,64.546009,63.226009,55.762018000000005,68.746009,61.746008999999994,68.446009,61.806008999999996,57.686009,66.14600899999999,64.266009,65.666009,57.746008999999994,60.846008999999995,70.806009,60.506009,55.306008999999996,59.446009,65.50600899999999,60.006009,67.22600899999999,63.326009,65.346009,59.046009,56.626008999999996,65.446009,70.886009,64.066009,72.526009,67.406009,68.906009,78.22600899999999,63.466009,55.466009,64.426009,62.566008999999994,68.386009,59.506009,60.706008999999995,79.606009,59.446009,60.006009,61.346008999999995,52.066009,52.506009,58.906009,66.766009,61.386008999999994,64.72600899999999,53.42600899999999,59.546009,65.926009
111,38,0,57.107234,61.987233999999994,66.88723399999999,64.82723399999999,64.96723399999999,63.607234,56.047233999999996,69.167234,62.007234,68.687234,62.147234,57.967234,66.52723399999999,64.60723399999999,66.044467,58.007234,61.207234,71.227234,60.787234,55.66723399999999,59.827234,65.907234,60.267233999999995,67.587234,63.66723399999999,65.687234,59.307233999999994,56.907233999999995,65.787234,71.307234,64.367234,73.047234,67.707234,69.487234,78.74723399999999,63.887234,55.787234,64.707234,62.907233999999995,68.647234,59.847234,61.067234,80.087234,59.787234,60.287234,61.687234,52.367234,52.787234,59.327234,67.087234,61.724467000000004,65.087234,53.747234,59.847234,66.227234
112,38,1,57.46714300000001,62.367143000000006,67.367143,65.267143,65.327143,64.047143,56.507143000000006,69.727143,62.407143000000005,69.047143,62.527143,58.387143,66.88714300000001,64.96714300000001,66.487143,58.367143000000006,61.627143000000004,71.647143,61.10714300000001,56.087143000000005,60.24714300000001,66.427143,60.627143000000004,68.08714300000001,64.08714300000001,66.047143,59.587143000000005,57.267143000000004,66.16714300000001,71.727143,64.707143,73.627143,68.16714300000001,70.007143,79.207143,64.24714300000001,56.127143000000004,65.127143,63.32714300000001,69.02714300000001,60.267143000000004,61.42714300000001,80.487143,60.14714300000001,60.92714300000001,62.087143000000005,52.74714300000001,53.204285999999996,59.74714300000001,67.487143,62.087143000000005,65.487143,54.10714300000001,60.267143000000004,66.687143
113,38,2,57.844467,62.838933999999995,67.924467,65.76446700000001,65.884467,64.524467,56.984467,70.40446700000001,62.78446700000001,69.518934,62.984467,58.844467,67.398934,65.40446700000001,67.084467,58.78446700000001,62.304467,71.918588,61.457234,56.464467000000006,60.704467,66.98446700000001,61.004467000000005,68.644467,64.524467,66.40446700000001,59.964467000000006,57.60446700000001,66.644467,71.924467,65.26446700000001,74.20446700000001,68.544467,70.644467,79.678934,64.804467,56.504467000000005,65.524467,63.78446700000001,69.55340100000001,60.704467,61.804467,81.12446700000001,60.56446700000001,61.304467,62.638934,53.10446700000001,53.664467,60.213401,68.153401,62.518933999999994,66.12446700000001,54.484467,60.657233999999995,67.164467
114,39,0,58.206258999999996,63.427551,68.567551,66.587551,66.547551,65.207551,57.667551,71.21585,63.244693999999996,70.108776,63.57585,59.407551,68.007551,65.886259,67.807551,59.347551,63.127551000000004,72.367551,61.987551,57.018776,61.147551,67.647551,61.567551,69.32951,65.067551,66.827551,60.318868,58.287551,67.238776,72.447551,65.867551,74.867551,69.087551,71.222925,80.527551,65.447551,56.844795999999995,66.043936,64.447551,70.147551,61.387551,62.267551,81.68551,61.024694,62.007551,63.287551,53.566258999999995,54.347551,60.822118999999994,68.767551,63.027551,66.607551,54.824796,61.085283,67.707551
115,39,1,58.66678,63.88678,69.06678000000001,67.16678,67.04678,65.70678000000001,58.20678,71.96678,63.546780000000005,70.60678,64.02678,59.906780000000005,68.60678,66.32678,68.40678,59.82678000000001,63.766780000000004,72.86678,62.56678,57.394266,61.60678000000001,68.16678,62.06678,69.82678,65.56678000000001,67.27839,60.70678,58.78678000000001,67.72678,72.96678,66.38678,75.36678,69.62678000000001,71.92678000000001,81.16678,65.94678,57.266780000000004,66.36678,65.02678,70.96678,61.563065,62.78678000000001,82.32678,61.359678,62.546780000000005,64.00678,54.02678,54.866780000000006,61.16839,69.28678000000001,63.56678,67.04678,55.266780000000004,61.546780000000005,68.20678000000001
116,39,2,58.772971999999996,64.188639,69.328639,67.757755,67.368639,66.048639,58.528639,72.607279,63.808639,70.90863900000001,64.328639,60.228639,69.348639,66.628639,68.788639,60.148639,64.068639,73.168639,62.868639,57.428639000000004,61.968639,68.488639,62.368639,70.108639,65.788639,67.468639,60.968639,58.928639000000004,68.028639,73.468639,66.868639,75.708639,69.98455799999999,72.528639,81.628639,66.288639,57.568639000000005,66.668639,65.348639,71.368639,61.788639,63.288639,83.028639,61.588639,62.867279,64.348639,54.328639,55.048639,61.468639,69.648639,63.868639,67.348639,55.568639000000005,62.128639,68.508639
