,measure_number,beat_number,pid1263-13,pid50534-05,pid52932-06,pid54293-09,pid5667267b-10,pid7992-03,pid9048-13,pid9050-13,pid9052b-09,pid9054-13,pid9055-13,pid9056-15,pid9058-13,pid9059-13,pid9062-13,pid9063-13,pid9064-04,pid9065-08,pid9066-13,pid9067-13,pid9068-08,pid9070-21,pid9072-13,pid9074f-13,pid9085-15,pid9087-07,pid9088-08,pid9089-15,pid9090-06,pid9093-13,pid9094-13,pid9098-20,pid9099-13,pid9100b-17,pid9101-13,pid9103-07,pid9104-13,pid9105-13,pid9111-13,pid9118-13,pid9130-01,pid9138-13,pid9139-13,pid9152-13,pid9153-13,pid915406-13,pid9156-10,pid9159-04,pid9160-02,pid9161-12,pid9165-04,pid9166d-20,pid9167-13,pid9170-13,pid9173-18,pid9174-13,pid9176-06,pid917803b-08,pid917807-08,pid917811-09,pid917812-05,pid917813-02,pid9181-07,pid9186c-13,pid918818-11,pid9192-13,pid9193-03
71,25,0,55.289297,41.829297,48.889297,48.989297,47.969297,38.489297,57.849297,50.689296999999996,52.789297,51.469297,48.409296999999995,57.189296999999996,48.669297,48.849297,47.629296999999994,52.749297,64.689297,53.929297,53.349297,46.309296999999994,48.329297,48.469297,50.349297,48.429297,49.649297,47.249297,55.829297,47.389297,53.009297,46.549296999999996,59.129296999999994,47.069297,47.269296999999995,53.169297,51.589296999999995,48.409296999999995,59.409296999999995,33.609297,65.469297,53.349297,69.769297,49.709297,52.589296999999995,45.309296999999994,53.709297,42.209297,51.049296999999996,54.309296999999994,42.949296999999994,45.409296999999995,42.749297,48.089296999999995,52.149297,46.129296999999994,54.569297,40.829297,50.409296999999995,57.249297,50.189296999999996,43.449296999999994,45.549296999999996,47.529297,53.269296999999995,51.749297,45.829297,47.469297,38.629296999999994
72,25,1,56.085533,42.261066,49.621066,49.661066,48.621066,39.201066,58.601066,51.381066,53.621066000000006,52.285533,49.181065999999994,58.021066000000005,49.281065999999996,49.485533000000004,48.101065999999996,53.381066000000004,65.561066,54.541066,54.241066000000004,46.961065999999995,48.981066,49.101065999999996,50.921065999999996,49.081066,50.321065999999995,48.041066,56.641066,48.141065999999995,53.861066,47.361065999999994,59.981066000000006,47.595533,47.821065999999995,53.781066,52.325533,49.065533,59.961066,34.061066,66.481066,54.281066,70.821066,50.321065999999995,53.281066,45.981066,54.401066,43.081066,51.941066,55.101066,43.481066,46.061066,43.365533,48.961065999999995,52.841066000000005,46.861065999999994,55.441066000000006,41.301066,51.041066,57.961066,50.861065999999994,44.145533,46.221066,48.281065999999996,53.921066,52.401066,46.481066,48.041066,39.241066
73,25,2,56.651382999999996,42.677128,50.191383,50.351383,49.191383,39.635346000000006,59.211383,51.951383,54.191382999999995,52.851383,49.723794,58.651382999999996,49.778277,50.031383,48.671383,54.111383,66.151383,55.27138299999999,54.78379399999999,47.551383,49.551383,49.711383000000005,51.463794,49.651383,50.870692,48.611383000000004,57.45138299999999,48.618277,54.431383,47.931383000000004,60.791382999999996,48.051383,48.391383000000005,54.511382999999995,52.871382999999994,49.531383,60.551382999999994,34.396896999999996,67.231383,54.831382999999995,71.731383,50.811383,54.071383,46.483794,54.971382999999996,43.651383,52.510172999999995,55.711383,43.878277000000004,46.671383,43.911383,49.571383000000004,53.351383,47.411383,55.991383,41.851383,51.651383,58.611383,51.303794,44.550346000000005,46.703794,48.811383,54.491383,52.971382999999996,46.955912,48.611383000000004,39.611383000000004
74,26,0,57.264875,43.124875,50.784875,51.044875,49.724875,40.064875,59.804875,52.564875,54.764875,53.364875,50.244875,59.304875,50.264875,50.664875,49.204875,54.684875,66.784875,55.824875,55.264875,48.044875,50.084875,50.284875,51.984875,50.184875,51.364875,49.144875,57.944875,49.104875,55.064875,48.444875,61.484875,48.504875,48.924875,55.044875,53.424875,50.064875,61.424875,34.784875,67.764875,55.364875,72.484875,51.204875,54.644875,47.004875,55.544875,44.184875,52.844875,56.284875,44.364875,47.304875,44.444875,50.144875,53.904875,47.944875,56.524875,42.204875,52.304875,59.184875,51.824875,45.004875,47.224875,49.424875,55.124875,53.804875,47.404875,49.084875,40.044875
75,26,1,57.881474,43.581474,51.481474,51.681474,50.301474,40.981474,60.481474,53.221474,55.381474,54.001474,50.861474,60.001474,50.821474,51.241474,49.861474,55.281473999999996,67.412948,56.401474,56.161474,48.701474,50.661474,50.901474,52.521474,50.761474,51.981474,49.641474,58.461474,49.781473999999996,55.881474,49.161474,62.341474,48.981474,49.501474,55.741474,53.921473999999996,50.641474,62.041474,35.181474,68.441474,56.081474,73.501474,51.761474,55.221474,47.641474,56.161474,44.901474,53.861474,56.921473999999996,44.981474,47.941474,45.101473999999996,50.901474,54.481474,48.601473999999996,57.141474,42.621474,53.041474,59.841474,52.321474,45.435736999999996,47.801474,49.941474,55.721474,54.521474,48.041474,49.661474,40.981474
76,26,2,58.497392000000005,44.177392,52.057392,52.397391999999996,50.857392,41.457392,61.157392,53.797392,55.997392000000005,54.505796999999994,51.265797,60.577392,51.297391999999995,51.737392,50.357392,55.87739200000001,68.10478499999999,56.91739200000001,56.87739200000001,49.377392,51.237392,51.497392,53.097392000000006,51.337392,52.577392,50.057392,58.997392000000005,50.263696,56.537392000000004,49.737392,62.87913100000001,49.457392,50.057392,56.157392,54.37739200000001,51.217392,62.837392,35.537392,69.077392,56.617392,74.497392,52.237392,55.897392,48.297391999999995,56.797392,45.437391999999996,54.357392000000004,57.517392,45.553696,48.517392,45.577391999999996,51.537392,54.997392000000005,49.204785,57.677392000000005,43.137392,53.697392,60.397392,52.797392,45.799478,48.277392,50.577391999999996,56.317392000000005,55.137392000000006,48.517392,50.205797,41.437391999999996
77,27,0,59.060658,44.840658000000005,52.800658,53.000657999999994,51.400658,42.020658000000005,62.100657999999996,54.440658,56.740657999999996,55.08065799999999,51.840658000000005,61.500657999999994,51.860658,52.520658,51.100658,56.660658,68.90065799999999,57.480658,57.440658,50.240658,51.800658,52.120658,53.660658,51.860658,53.020658,50.540658,59.680657999999994,50.800658,57.22065799999999,50.220658,63.54065799999999,50.000658,50.740658,56.72065799999999,55.100657999999996,52.040658,63.820657999999995,35.960658,69.84065799999999,57.420657999999996,75.40065799999999,52.960657999999995,56.660658,49.020658000000005,57.440658,45.860658,54.90065799999999,58.420657999999996,46.180658,49.080658,46.180658,52.260658,55.54065799999999,49.800658,58.26065799999999,43.660658000000005,54.54065799999999,61.26065799999999,53.360657999999994,46.240658,48.780658,51.160658000000005,56.880658,55.920657999999996,49.100658,50.660658000000005,42.000658
78,27,1,59.754557999999996,45.254558,53.294557999999995,53.37455799999999,51.934558,42.534558000000004,62.562279000000004,54.954558,57.23455799999999,55.594558,52.354558000000004,61.854558,52.274558,52.974557999999995,51.614558,57.114557999999995,69.374558,58.014557999999994,58.154557999999994,50.754558,52.314558,52.774558,54.134558,52.394558,53.37455799999999,51.034558000000004,59.994558,51.274558,57.694557999999994,50.734558,64.154558,50.398912,51.334558,57.254557999999996,55.574557999999996,52.454558,64.474558,36.434558,70.39455799999999,57.87455799999999,75.914558,53.41455799999999,57.194557999999994,49.454558,57.87455799999999,46.194558,55.35645600000001,58.854558,46.594558,49.554558,46.614558,52.714558,56.05455799999999,50.354558000000004,58.774558,44.074558,55.394557999999996,61.754557999999996,53.974557999999995,46.594558,49.134558,51.874558,57.454558,56.220456000000006,49.514558,51.056139,42.514558
79,27,2,60.348413,45.788413,54.088413,53.848413,52.488413,43.168413,62.988413,55.648413,58.088413,56.368413000000004,52.948413,62.368413000000004,52.828413,53.328413,52.608413,57.708413,69.748413,58.628413,58.968413,51.648413,52.868413000000004,53.368413000000004,54.768413,52.948413,53.728413,51.628413,60.548413000000004,51.828413,58.248413,51.288413,64.808413,50.888413,51.888413,57.868413000000004,56.208413,53.068413,65.108413,36.588413,71.008413,58.588413,76.468413,53.968413,57.768413,50.008413,58.428413,46.748413,55.728413,59.349603,47.148413,50.188413,47.168413,53.428413,56.728413,50.908413,59.268413,44.648413,55.948413,62.848413,54.528413,47.068413,49.688413,52.428413,58.268413,56.688413,50.068413,51.568413,43.101683
80,28,0,61.223515,46.683515,54.803515000000004,54.703515,53.383515,43.563515,64.183515,56.223515,58.723515,57.043515,53.55702900000001,63.73702900000001,53.463515,54.583515000000006,53.243515,58.323515,71.063515,59.323515,60.003515,52.203515,53.423515,53.963515,55.383515,53.843515000000004,54.663515000000004,52.263515000000005,61.643515,52.363515,59.003515,51.783515,65.383515,51.563515,52.523515,58.503515,56.903515000000006,53.623515000000005,66.097029,37.126757,72.103515,59.303515000000004,78.023515,54.697029,58.683515,50.943515000000005,59.037029000000004,47.303515000000004,56.643515,60.303515000000004,47.623515000000005,50.683515,47.863515,53.943515000000005,57.403515000000006,51.523515,59.763515000000005,45.263515000000005,57.003515,63.423515,55.103515,47.563515,50.263515000000005,53.003515,58.837029,58.003515,50.563515,52.123515000000005,43.557029
81,28,1,61.739955,47.179955,55.45995500000001,55.35995500000001,54.159955000000004,44.019954999999996,65.139955,56.839955,59.399955000000006,57.699955,53.984977,64.399955,54.019955,55.259955000000005,54.159955000000004,58.77995500000001,71.65995500000001,59.839955,61.059955,52.63995500000001,53.939955000000005,54.579955000000005,55.99995500000001,54.619955000000004,55.159955000000004,52.759955000000005,62.159955000000004,52.77995500000001,59.519955,52.259955,66.01995500000001,52.079955,53.49995500000001,59.039955000000006,57.49995500000001,54.17995500000001,66.719955,37.428744,72.919955,59.81995500000001,78.919955,55.079955000000005,59.31995500000001,51.499955,59.479955000000004,47.719955,56.966652,60.81995500000001,48.139955,51.199954999999996,48.239985,54.45995500000001,57.939955000000005,52.019954999999996,60.239955,45.779955,57.519955,64.059955,55.539955000000006,47.968326,50.739955,53.579955000000005,59.539955000000006,58.539955000000006,51.019954999999996,52.564977,43.999955
82,28,2,62.459773,47.859773,56.299772999999995,56.219772999999996,54.870465,44.359251,65.899773,57.659773,60.18954599999999,58.419773,54.699773,65.239773,54.61721,56.119772999999995,54.879773,59.473257999999994,72.41932,60.559773,61.719772999999996,53.139773,54.659773,55.319773,56.779773,55.330611,55.773258,53.479773,63.059773,53.459773,60.119772999999995,52.979773,66.799773,52.819773,54.039773,59.759772999999996,58.339773,54.91931999999999,67.759773,37.998652,74.659773,60.719772999999996,80.13977299999999,55.639773,60.279773,52.119772999999995,60.119772999999995,48.319773,57.539773,61.619772999999995,48.859773,51.892707,48.919773,55.179773,58.739773,52.659773,61.139773,46.499773,58.279773,65.039773,56.254887,48.471955,51.336489,54.31932,60.299772999999995,60.399772999999996,51.673258000000004,53.09248100000001,44.358613
83,29,0,64.332494,48.772494,57.292494,57.152494,55.57249399999999,44.841246999999996,66.79249399999999,58.75249399999999,61.49249399999999,59.272493999999995,55.772493999999995,66.23249399999999,55.452493999999994,57.114989,56.152494,60.452493999999994,73.43249399999999,61.652494,62.43249399999999,53.774989,55.552493999999996,56.332494,57.57249399999999,56.03249399999999,56.381246999999995,54.43249399999999,64.07249399999999,54.452493999999994,61.012494,53.792494,67.972494,54.292494,54.85249399999999,60.872493999999996,59.792494,55.919931999999996,69.032494,38.512494000000004,75.842472,61.692493999999996,81.252494,56.47748299999999,61.25249399999999,52.952493999999994,60.89249399999999,49.092494,58.25249399999999,62.692493999999996,49.812494,52.592493999999995,49.852494,55.974499,59.832494,53.57249399999999,62.11249399999999,47.192494,59.43249399999999,66.192494,57.372493999999996,49.152494,51.872494,55.272493999999995,61.292494,61.292494,52.67249399999999,53.512494,44.932494
84,29,1,65.09229,49.452290000000005,58.132290000000005,58.01229,56.19229,45.280573,67.71229,59.39229,62.15229,59.812290000000004,56.37229,67.23229,56.11229,58.092290000000006,57.25229,61.35229,74.29229000000001,62.87229,63.21229,54.57229,56.19229,57.03229,58.35229,56.65229,56.992290000000004,55.25229,64.99229,55.33229,61.83229,54.39229,69.31229,55.25229,55.47229,62.092290000000006,60.39229,56.75229,70.11229,39.15229,76.87229,62.51229,82.41229,57.35229,62.03229,53.772290000000005,61.412290000000006,49.632290000000005,59.05229,63.55229,50.55229,53.33229,50.69229,56.51229,60.89229,54.29229,63.172290000000004,47.83229,60.132290000000005,67.01229000000001,58.37229,49.71229,52.53229,55.97229,62.092290000000006,61.89229,53.312290000000004,54.01229,45.262458
85,29,2,66.418549,50.658549,59.558549,59.078549,56.998549,45.998549,68.838549,60.338549,63.098549,60.838549,57.778549,68.518549,57.158549,59.178549,58.658549,62.558549,75.498549,64.118549,64.418549,55.518549,56.958549,57.938549,59.318549,57.458549,57.958549,56.378549,65.858549,56.238549,62.798549,55.138549,70.958549,56.158549,56.498549,63.338549,61.558549,57.818549,71.578549,39.898548999999996,77.978549,63.518549,83.758549,58.318549,63.138549,54.438549,62.438549,50.338549,60.047096999999994,64.498549,51.498549,54.258549,51.578549,57.758549,61.938549,55.258549,64.318549,48.878549,61.318549,68.098549,59.598549,50.598549,53.318549,56.938549,63.238549,62.678549,54.338549,54.938549,45.998549
86,30,0,67.044626,51.084626,59.924626,59.584626,57.564626000000004,46.404626,69.464626,60.804626,63.504626,61.284626,58.284626,69.084626,57.584626,59.704626,59.224626,62.924626,75.964626,64.544626,65.104626,55.864626,57.364626,58.484626,59.844626,58.004626,58.384626000000004,56.784626,66.424626,56.753878,63.304626,55.544626,71.424626,56.564626000000004,57.064626000000004,63.764626,61.924626,58.184626,72.184626,40.224626,78.804626,64.204626,84.504626,58.824626,63.604626,54.984626,62.964626,50.664626,60.784626,64.944626,51.904626,54.644626,52.004626,58.299252,62.384626000000004,55.724626,65.064626,49.324626,61.884626000000004,68.704626,60.044626,50.964626,53.644626,57.364626,63.824626,63.104626,54.804626,55.384626000000004,46.384626000000004
87,30,1,67.610567,51.670567,60.470567,60.310567000000006,58.09056700000001,46.810567,70.07056700000001,61.45056700000001,64.190567,62.050567,58.670567000000005,69.830567,58.030567000000005,60.27056700000001,59.830567,63.510567,76.73056700000001,65.110567,65.79056700000001,56.41056700000001,57.91056700000001,59.050567,60.45056700000001,58.550567,58.95056700000001,57.27056700000001,67.170567,57.310567000000006,63.91056700000001,56.080282999999994,72.210567,57.070567000000004,57.610567,64.310567,62.470567,58.59056700000001,73.250567,40.515071,79.350567,64.750567,85.43056700000001,59.390567000000004,64.190567,55.45056700000001,63.45056700000001,51.150566999999995,61.330567,65.73056700000001,52.490567000000006,55.190567,52.530567000000005,58.91056700000001,62.870567,56.27056700000001,65.630567,49.840283,62.710567000000005,69.37056700000001,60.490567000000006,51.390567,54.110567,57.95056700000001,64.490567,63.650567,55.350567000000005,55.95056700000001,46.790566999999996
88,30,2,68.218186,52.198186,61.015488,60.838186,58.598186,47.284093,70.55818599999999,61.886062,64.878186,62.578185999999995,59.198186,70.358186,58.578185999999995,60.778186,60.538185999999996,64.278186,77.41818599999999,65.818186,66.238186,56.866062,58.398185999999995,59.718185999999996,60.858185999999996,59.038185999999996,59.424093000000006,57.918186,67.607046,57.918186,64.50274399999999,56.467045999999996,72.758186,57.478186,58.138186,65.038186,63.038185999999996,59.138186,73.878186,40.898185999999995,79.838186,65.41818599999999,86.41818599999999,59.838186,64.718186,55.866062,63.978186,51.584092999999996,61.731637,66.358186,53.118186,55.858185999999996,53.158186,59.478186,63.398185999999995,56.898185999999995,66.478186,50.338186,63.298186,69.898186,61.038185999999996,51.878186,54.618186,58.618186,65.19818599999999,64.28823100000001,55.824093000000005,56.438186,47.278186
89,31,0,69.232086,52.812086,61.832086,61.412085999999995,59.321043,47.812086,71.132086,62.492086,65.612086,63.552085999999996,59.872085999999996,71.412086,59.532086,61.492086,61.432086,65.012086,78.272086,66.718345,66.89208599999999,57.472086,58.972086,60.492086,61.472086,59.792086,60.072086,58.632086,68.052086,58.712086,65.252086,56.972086,73.434172,57.932086,58.712086,65.938345,63.792086,59.872085999999996,74.852086,41.232085999999995,80.412086,66.112086,87.652086,60.492086,65.39208599999999,56.392086,64.512086,52.012086,62.232085999999995,67.172086,53.752086,56.592086,53.852086,60.152086,64.03208599999999,57.732085999999995,67.352086,50.852086,63.972086,70.652086,61.652086,52.412085999999995,55.252086,59.392086,65.872086,65.092086,56.572086,57.032086,47.792086
90,31,1,69.913764,53.361881999999994,62.501881999999995,61.921882,59.881882,48.187294,71.96188199999999,63.521882,66.481882,64.30188199999999,60.521882,72.351996,60.641881999999995,62.305645999999996,62.30188199999999,65.681882,79.10188199999999,67.681882,67.641882,58.021882,59.601881999999996,61.321881999999995,62.241882,60.341882,60.80188199999999,59.341882,68.801293,59.501881999999995,66.025646,57.641881999999995,74.261882,58.44188199999999,59.48941,66.861882,64.761882,60.541881999999994,75.701882,41.761882,81.261882,66.981882,88.868821,61.40188199999999,66.293175,56.98188199999999,65.401882,52.461881999999996,62.921882,68.001882,54.281881999999996,57.333764,54.341882,60.90188199999999,64.781882,58.48188199999999,68.24188199999999,51.501882,64.917528,71.52188199999999,62.361881999999994,52.98188199999999,55.94188199999999,60.041881999999994,66.761882,65.641882,57.381882,57.721881999999994,48.181882
91,31,2,70.61576,53.81576,63.17576,62.51576,60.535759999999996,48.71192,72.89576,64.31576,67.19575999999999,64.91575999999999,61.23576,73.15576,61.255759999999995,63.075759999999995,63.09576,66.35576,80.207279,68.35576,68.31576,58.55576,60.17576,62.035759999999996,62.83576,60.97576,61.49288000000001,59.97576,69.47192,60.115759999999995,66.69575999999999,58.292880000000004,75.21576,59.035759999999996,60.25192,67.53576,65.67576,61.13576,76.41575999999999,42.27576,81.91575999999999,67.97576,89.89576,62.13576,67.07576,57.755759999999995,66.21576,52.767966,63.51576,68.67576,54.796440000000004,57.892880000000005,54.932880000000004,61.511919999999996,65.49576,59.115759999999995,69.01576,52.118587,65.79576,72.17576,62.97576,53.67576,56.65288,60.615759999999995,67.43576,66.15191999999999,57.99191999999999,58.395759999999996,48.69576
92,32,0,71.499501,54.619501,63.819501,63.239501000000004,61.439501,49.299501,73.859501,65.239501,67.859501,65.499501,62.179501,74.019501,61.919501000000004,63.779501,63.899501,67.219501,81.809002,69.159501,69.739501,59.239501000000004,60.859501,62.719501,63.479501,61.899501,62.239501000000004,60.899501,70.159501,60.959501,67.619501,58.999501,76.07950100000001,59.859501,60.939501,68.379501,66.299501,62.149002,77.059501,42.739501000000004,83.07950100000001,68.919501,91.039501,63.059501000000004,67.799501,58.759501,67.08900200000001,53.299501,64.219501,69.439501,55.319501,58.579501,55.679501,62.159501,66.239501,59.939501,70.179501,52.839501,66.439501,72.879501,63.613808,54.699501,57.299501,61.399501,68.57950100000001,66.639501,58.599501000000004,59.279501,49.29295
93,32,1,72.14322,55.22322,64.42322,64.04321999999999,62.04322,49.80322,74.62321999999999,65.84322,68.70322,66.14322,62.78321999999999,74.98321999999999,62.383219999999994,64.22322,64.55660999999999,68.04321999999999,82.52322,70.00322,70.34322,59.843219999999995,61.46321999999999,63.203219999999995,64.04321999999999,62.50322,62.82321999999999,61.563219999999994,71.10322,61.536643999999995,68.22322,59.383322,76.92322,60.483219999999996,61.523219999999995,69.22322,66.88322,62.76322,78.02322,43.10322,84.32321999999999,69.56322,92.06322,63.92321999999999,68.52322,59.50322,67.70322,53.743219999999994,64.64661,70.14322,55.78321999999999,59.08322,56.303219999999996,62.72322,66.82321999999999,60.54322,71.10322,53.26322,67.04321999999999,73.52322,64.02322,55.203219999999995,57.90322,62.063219999999994,69.18321999999999,67.22661,59.08322,59.86322,49.721073
94,32,2,72.940499,55.772625,64.980499,64.5935,62.580498999999996,50.213357,75.180499,66.440499,69.260499,66.700499,63.100499,75.535249,62.980499,64.740499,65.034357,68.580499,83.300499,70.580499,70.900499,60.400498999999996,62.020499,63.740166,64.566833,63.040499,63.360499,62.120499,71.640499,61.900498999999996,68.800499,59.880499,77.500499,61.040499,62.020499,69.800499,67.42049899999999,63.260498999999996,78.540499,43.475083000000005,84.820499,70.140499,92.76149699999999,64.500499,69.100499,60.060499,68.260499,54.240499,65.200499,70.720499,56.280499,59.586833,56.822625,63.220499,67.340499,61.100499,71.660499,53.760498999999996,67.600499,74.120499,64.560499,55.800499,58.155249,62.520499,69.740499,67.780499,59.540499,60.367625,50.195036
95,33,0,73.684331,56.18433100000001,65.584331,65.20433100000001,63.14433100000001,50.624331,75.824331,67.20433100000001,69.884331,67.34433100000001,63.54433100000001,76.164331,63.524331000000004,65.28433100000001,65.604331,69.304331,84.164331,71.62433100000001,72.104331,60.924331,62.764331000000006,64.384331,65.184331,63.60433100000001,63.944331000000005,62.96433100000001,72.184331,62.54433100000001,69.544331,60.624331000000005,78.244331,61.704331,62.64433100000001,70.84433100000001,67.98433100000001,63.904331000000006,79.14433100000001,43.884331,85.56433100000001,70.70433100000001,93.684331,65.084331,69.70433100000001,60.78433100000001,68.944331,54.884331,65.944331,71.404331,56.904331000000006,60.164331000000004,57.304331000000005,63.984331000000005,68.024331,61.664331000000004,72.404331,54.124331000000005,68.264331,74.864331,65.104331,56.54433100000001,58.68433100000001,63.084331000000006,70.48433100000001,68.524331,60.14433100000001,60.984331000000005,50.624331
96,33,1,74.763356,56.723356,66.183356,65.763356,63.58335600000001,51.143356,76.523356,68.08335600000001,70.36335600000001,68.16335600000001,64.203356,76.80335600000001,64.027785,65.983356,66.203356,70.063356,84.94335600000001,72.683356,72.843356,61.503356000000004,63.48335600000001,65.08335600000001,65.72335600000001,64.043356,64.64335600000001,63.80335600000001,72.906678,63.44111899999999,70.383356,61.243356000000006,79.123356,62.40467099999999,63.209051,71.883356,68.66335600000001,64.507785,79.94335600000001,44.443356,86.28335600000001,71.383356,94.66335600000001,65.703356,70.22335600000001,61.323356000000004,69.403356,55.588339000000005,66.84467099999999,72.16335600000001,57.52335600000001,60.723356,57.823356000000004,64.668339,68.72335600000001,62.323356000000004,73.16335600000001,54.743356000000006,69.00335600000001,75.50335600000001,65.763356,57.283356000000005,59.383356000000006,63.683356,71.36335600000001,69.523356,60.80335600000001,61.643356000000004,51.163356
97,33,2,75.328537,57.547075,66.719269,66.527075,64.147075,51.597415000000005,77.127075,68.707075,71.047075,69.287075,64.807075,77.567075,64.627075,66.607075,66.967075,70.847075,85.627075,73.407075,73.447075,62.227075,64.087075,65.687075,66.297415,64.607075,65.247075,64.407075,73.45926899999999,63.997415000000004,71.007075,61.887075,79.767075,62.967075,63.807075,72.567075,69.248537,65.027075,80.907075,44.893547999999996,86.947075,71.867075,95.787075,66.307075,70.847075,61.682357999999994,69.988537,56.136179000000006,67.587075,72.867075,58.207075,61.347075,58.387075,65.168537,69.297415,62.927075,73.739269,55.247075,69.747075,76.087075,66.259512,57.817415000000004,59.95336999999999,64.267075,71.856179,70.367075,61.467075,62.267075,51.579269000000004
98,34,0,75.939841,58.039841,67.439841,67.17984100000001,64.879841,51.959841,77.859841,69.459841,71.799841,69.939841,65.379841,78.329683,65.239841,67.579841,67.719841,71.599841,86.279841,74.16968299999999,74.019841,62.979841,64.839841,66.079841,66.859841,65.339841,65.879841,65.159841,74.159841,64.39984100000001,71.75984100000001,62.639841000000004,80.499841,63.539841,64.219841,73.38968299999999,69.97984100000001,65.719841,81.61984100000001,44.999840999999996,87.699841,72.47984100000001,96.739841,66.959841,71.47984100000001,62.419841000000005,70.67984100000001,56.819841000000004,68.339841,73.599841,58.959841000000004,62.099841000000005,58.839841,65.659841,69.839841,63.619841,74.419841,55.739841000000006,70.499841,76.859841,66.839841,58.51984100000001,60.219841,64.919841,72.459841,71.159524,62.059841000000006,62.759841,51.959841
99,34,1,76.747188,58.607188,67.987188,67.787188,65.707188,52.767188,78.567188,70.247188,72.627188,70.707188,66.267188,79.307188,65.907188,68.427188,68.647188,72.587188,87.487188,75.027188,74.667188,63.627188000000004,65.487188,66.827188,67.687188,66.167188,66.547188,65.867188,74.827188,65.207188,72.647188,63.247188,81.527188,64.187188,65.047188,74.287188,70.727188,66.507188,82.487188,45.567188,88.587188,73.207188,97.727188,67.667188,72.087188,63.207188,71.387188,57.427188,69.007188,74.46718800000001,59.487188,62.787188,59.547188,66.287188,70.667188,64.347188,75.107188,56.507188,71.607188,77.687188,67.487188,59.107188,60.887188,65.567188,73.207188,72.107188,62.547188,63.467188,52.767188
100,34,2,77.356871,59.316871,68.576871,68.53687099999999,66.416871,53.456871,79.39687099999999,70.89687099999999,73.196871,71.516871,66.95687099999999,80.17687099999999,66.476871,69.136871,69.216871,73.516871,88.17687099999999,75.696871,75.136871,64.356871,66.17687099999999,67.47669599999999,68.67687099999999,66.876871,67.196871,66.81687099999999,75.516871,65.81687099999999,73.31687099999999,63.936871,82.336871,64.716871,65.576871,75.276871,71.376871,67.03687099999999,83.516871,45.943435,89.736871,73.89687099999999,98.856871,68.276871,72.736871,63.996871,72.25687099999999,58.216871,69.696871,75.17687099999999,59.876870999999994,63.41687099999999,60.136871,66.836871,71.263435,65.236871,75.67687099999999,57.056870999999994,72.45687099999999,78.376871,67.936871,59.756871,61.556870999999994,66.216871,74.17687099999999,72.89687099999999,63.068358999999994,64.045624,53.453435
101,35,0,78.15254,59.992540000000005,69.25254,69.53254,67.218508,54.172540000000005,80.37254,71.55254000000001,73.83254000000001,72.39254,67.81254,80.97254000000001,67.15254,70.21254,70.15254,74.19254000000001,89.63254,76.91254,75.73254,65.35254,66.87254,68.23254,69.73254,67.678508,67.85254,67.69254000000001,76.31254,66.55254000000001,74.09254,64.61322,83.11254,65.35254,66.42126999999999,76.11254,72.29254,67.57254,84.665635,46.397090000000006,90.93254,74.83254000000001,100.75254,68.97254000000001,73.57254,65.27254,73.09254,59.27254,70.431748,76.15254,60.51254,64.21254,60.88418000000001,67.53254,72.11254,65.97254000000001,76.57254,57.841269999999994,73.31254,79.17254,68.48418000000001,60.492540000000005,62.27254,66.99254,74.93254,74.55254000000001,63.65254,64.69254000000001,54.15254
102,35,1,78.813311,60.591104,69.901655,70.233311,67.833311,54.993311,81.27331099999999,72.213311,74.193311,72.973311,68.553311,82.013311,67.893311,70.913311,70.833311,74.993311,90.573311,77.573311,76.453311,66.053311,67.533311,68.853311,70.473311,68.313311,68.653311,68.293311,77.253311,67.333311,74.973311,65.153311,84.033311,66.173311,67.013311,76.77331099999999,73.173311,68.053311,85.77331099999999,46.851655,91.833311,75.77331099999999,101.89331,69.653311,74.231655,66.353311,73.77331099999999,60.153310999999995,70.43885300000001,76.77331099999999,61.053311,64.913311,61.673311,68.13331099999999,73.193311,66.573311,77.513311,58.533311,74.313311,79.850828,69.033311,61.005922999999996,62.833311,67.733311,75.733311,75.27165500000001,64.27331099999999,65.373311,54.993311
103,35,2,79.680227,61.455113,70.535113,70.880227,68.820227,56.040227,82.08022700000001,72.880227,74.760227,73.660227,69.460227,82.700227,68.740227,71.680227,71.480227,75.72022700000001,91.820227,78.520227,77.58022700000001,66.695113,68.22022700000001,69.500227,71.180227,69.280227,69.520227,69.160227,77.94022700000001,67.960227,75.660227,65.840227,84.960227,67.520227,67.715113,77.72022700000001,74.180227,68.780227,86.480227,47.275113,92.980227,76.520227,103.10023000000001,70.560227,75.060227,67.040227,74.36022700000001,60.880227000000005,70.446239,77.480227,61.840227,65.560227,62.480227,68.780227,73.895113,67.575113,78.120227,59.415113,75.000227,80.520227,69.72022700000001,61.660227,63.620227,68.355113,76.500227,76.380227,64.960227,66.280227,56.020227
