,measure_number,beat_number,pid1263-19,pid50848-03,pid5667269b-38,pid5667291-15,pid9048-19,pid9049-19,pid9050-19,pid9054-19,pid9055-19,pid9058-19,pid9059-19,pid9060-19,pid9061-19,pid9062-19,pid9063-19,pid9065-14,pid9066-19,pid9067-19,pid9070b-02,pid9072-19,pid9074f-19,pid9075-19,pid9081-10,pid9088-14,pid9093-19,pid9094-19,pid9097-04,pid9099-19,pid9100b-19,pid9101b-01,pid9103-10,pid9104-19,pid9105b-02,pid9111-19,pid9113-15,pid9118-19,pid9122-03,pid9123-02,pid9124-11,pid9129-20,pid9137-11,pid9138-19,pid9139-19,pid9153-19,pid9166f-16,pid9170-19,pid9174-19,pid9186c-19,pid918812-11,pid9192-19
43,16,0,20.279184,13.419184,23.099184,13.659184,25.079183999999998,20.819184,24.579183999999998,15.319184,23.159184,13.519184,21.519184,16.199184,22.939184,22.799184,21.319184,16.479184,23.699184,20.879184,17.625598,18.459184,23.079183999999998,22.174592,18.839184,17.699184,19.419184,22.639184,26.039184,21.939184,17.057296,21.159184,21.826148,21.639184,25.699184,27.779184000000004,13.459184,22.059184,22.919184,15.779183999999999,23.179184,16.619184,13.019184,19.939184,19.479184,17.619184,16.039184,25.119184,18.019184,14.339184,23.379184,18.959184
44,16,1,20.50551,13.68551,23.38551,13.925510000000001,25.52551,21.10551,24.92551,15.585510000000001,23.42551,13.78551,21.80551,16.465510000000002,23.28102,23.081020000000002,21.625510000000002,16.74551,23.98551,21.26551,17.86551,18.72551,23.48551,22.42551,19.14551,17.945510000000002,19.66551,22.92551,26.305509999999998,22.32551,17.26551,21.42551,22.06551,21.90551,26.14102,28.12551,13.72551,22.38551,23.36551,16.06551,23.50551,16.88551,13.28551,20.20551,19.74551,17.88551,16.32551,25.56551,18.32551,14.60551,23.70551,19.30102
45,16,2,20.839615,14.033204999999999,23.839615,14.179615,25.999615,21.479615,25.469229000000002,15.979614999999999,23.859614999999998,14.179615,22.239615,16.839615,23.679615,23.529229,22.099615,17.139615,24.359614999999998,21.669229,18.219615,19.119615,23.919615,22.819615,19.539614999999998,18.279615,20.059615,23.299615,26.739615,22.719615,17.619615,21.819615,22.399615,22.299615,26.699615,28.499615000000002,13.999614999999999,22.779615,23.799615,16.459615,24.219615,17.239615,13.559614999999999,20.599615,20.099615,18.219615,16.719615,26.099615,18.739615,14.859615,24.439615,19.769229
46,17,0,21.217664000000003,14.337664000000002,24.245329,14.478832,26.485328999999997,21.805329,25.905329000000002,16.345329,24.245329,14.457664000000001,22.625329,17.19511,24.125329,23.985329,22.585329,17.645329,24.745329,22.065329000000002,18.597664,19.505329,24.325329,23.205329000000003,19.925329,18.645329,20.457664,23.657664,27.125328999999997,23.145329,17.977664,22.205329000000003,22.865329,22.745329,27.425328999999998,28.885329,14.281776,23.205329000000003,24.285329,16.945329,24.985329,17.525329,13.825329,20.93511,20.461776,18.517664,17.077664000000002,26.520658,19.085329,15.145329,25.185329,20.185329
47,17,1,21.744557999999998,14.844558,24.784557999999997,14.724557999999998,27.064558,22.304558,26.604558,16.784557999999997,24.904557999999998,14.964557999999998,23.147279,17.704558,24.824558,24.704558,23.284557999999997,18.364558,25.524558,22.744557999999998,19.124558,20.064557999999998,24.864558,23.757279,20.444557999999997,19.264557999999997,21.024558,24.148186,27.664558000000003,23.764557999999997,18.517279000000002,22.784557999999997,23.684558,23.484558,28.364558000000002,29.484558000000003,14.544557999999999,23.824558,25.044558,17.624558,25.544558,17.924557999999998,14.224557999999998,21.364558,21.124558,18.884558,17.524558,27.244558,19.804558,15.644557999999998,25.744557999999998,20.984558
48,17,2,22.394694,15.582347,25.442347,15.534694,27.694694000000002,22.842347,27.414694,17.402347,25.734694,15.594694,23.742347,18.194694000000002,25.894694,25.454694,24.074694,19.062347,26.414694,23.454694,19.742347,20.854694,25.634694,24.382347,21.042347,20.034694000000002,22.162347,24.682347,28.381172999999997,24.614694,18.974694,23.534694000000002,24.334694,24.394694,29.114694,30.254694,15.354694,24.594694,25.934694,18.362347,26.614694,18.514694,14.554694,22.094694,21.874694,19.374116,18.274694,28.374694,20.614694,16.554694,26.814694,21.734694
49,18,0,23.175261,16.117542999999998,26.035261,15.915261,28.675261,23.560522,28.055260999999998,17.975261,26.535261,16.255260999999997,24.475261,18.701315,26.535261,26.275260999999997,24.715260999999998,19.515261,26.975261,24.375261,20.215260999999998,21.475261,26.195261,25.135261,21.795261,20.815261,22.855261,25.215260999999998,29.255260999999997,25.555260999999998,19.68263,24.475261,25.415260999999997,25.295261,30.955261,30.695261,15.722629999999999,25.191754,26.535261,18.815261,27.575260999999998,19.115261,15.055260999999998,22.775260999999997,22.495261,19.555260999999998,18.532526,29.175261,21.215260999999998,17.011754,27.795261,22.695261
50,18,1,23.558345000000003,16.518345,26.498345,16.218345000000003,29.118345,24.018345,28.698345,18.278345,26.975034,16.638345,24.958345,18.958345,27.118345,26.698345,25.358345,20.118345,27.858345,25.018345,20.618345,21.838345,26.738345000000002,25.538345,22.418345000000002,21.478345,23.538345,25.758345000000002,29.678345,25.978345,20.058345000000003,24.898345000000003,26.058345000000003,25.878345,31.698345,31.058345000000003,16.058345000000003,25.538345,27.118345,19.418345000000002,27.998345,19.418345000000002,15.314172,23.258345000000002,22.998345,19.854172,18.738345000000002,29.878345,21.818345,17.298345,28.218345000000003,23.038345
51,18,2,24.213719,16.873719,27.013719000000002,16.573719,29.693719,24.533719,29.253719,18.707286,27.553719,16.993719,25.544875,19.453719,27.753719,27.213719,26.033719,20.613719,28.393719,25.553719,21.073719,22.213719,27.253719,26.033719,23.033719,22.013719000000002,24.133719,26.213719,30.293719,26.493719,20.433719,25.413719,26.613719,26.453719,32.393719,31.433719,16.393719,25.953719,27.653719,19.913719,28.573719,19.793719,15.633719000000001,23.853719,23.473719,20.173719000000002,19.113719,30.393719,22.333719,17.593719,28.773719,23.533719
52,19,0,24.543107,17.212070999999998,27.476213,16.876213,30.116213000000002,24.896213,29.756213,19.013107,28.016213,17.332071,25.956213,19.756213,28.256213,27.676213,26.616213000000002,20.976213,29.056213,25.996213,21.436213000000002,22.536213,27.616213000000002,26.356213,23.556213,22.476213,24.736213,26.576213,30.756213,26.916213,20.776213000000002,25.756213,27.036213,26.856213,33.076213,31.752071,16.696213,26.236213,28.076213,20.276213000000002,29.036213,20.136213,15.971035999999998,24.256213,23.836213,20.503107,19.416213,30.896213,22.856213,17.876213,29.236213,23.876213
53,19,1,25.024511999999998,17.444512,27.922562,17.184511999999998,30.539025,25.184511999999998,30.171587,19.244512,28.36805,17.564512,26.284512,20.019025,28.564512,28.024511999999998,27.044512,21.324512,29.419025,26.362562,21.704512,22.844511999999998,27.924512,26.664512,24.00805,22.764512,25.084512,26.904512,31.104512,27.224512,20.964512,26.064512,27.339025,27.244512,33.664512,31.984512,16.984512,26.602562,28.384512,20.624512,29.344511999999998,20.444512,16.104512,24.584512,24.144512,20.724512,19.624512,31.304512,23.204512,18.164512,29.544512,24.144512
54,19,2,25.536032000000002,17.796032,28.396032,17.536032000000002,31.036032000000002,25.576032,30.616032,19.576032,28.836032,17.896032,26.796032,20.456032,29.096032,28.456032,27.596032,21.736032,29.836032,26.776032,22.056032000000002,23.136032,28.356032,27.036032000000002,24.476032,23.136032,25.516032,27.296032,31.476032,27.696032000000002,21.296032,26.436032,27.716032000000002,27.736032,34.396032,32.356032,17.336032,27.036032000000002,28.756032,21.036032000000002,29.756032,20.796032,16.453016,25.116032,24.556032000000002,21.076032,19.993016,31.816032,23.596032,18.512010999999998,29.976032,24.516032
55,20,0,25.801111,18.021110999999998,28.781111,17.785556,31.401111,25.841110999999998,30.981111,19.801111,29.181110999999998,18.141111,27.121111,20.720370000000003,29.461111,28.781111,27.981111,22.001110999999998,30.181110999999998,27.121111,22.401111,23.401111,28.681110999999998,27.321111,24.821111,23.381110999999997,25.881110999999997,27.581111,31.961111,28.021110999999998,21.505556,26.701110999999997,27.981111,28.081111,34.921110999999996,32.581111,17.595556,27.301111,29.041110999999997,21.301111,30.061111,21.061111,16.695556,25.421111,24.841110999999998,21.341110999999998,20.241111,32.241111,23.855556,18.725556,30.265556,24.781111
56,20,1,26.243605,18.283604999999998,29.223605,18.083605,31.823605,26.143604999999997,31.323605,20.056803,29.523605,18.403605,27.503605,21.023605,29.863605,29.063605,28.423605,22.343605,30.483604999999997,27.443604999999998,22.696803,23.686803,29.023605,27.643604999999997,25.223605,23.743605,26.203605,27.923605,32.263605,28.363605,21.783604999999998,27.003605,28.343605,28.383605,35.463605,32.883604999999996,17.883605,27.603604999999998,29.343605,21.643604999999997,30.287868,21.383605,16.943604999999998,25.723605,25.163605,21.643604999999997,20.523605,32.623605,24.143604999999997,19.043605,30.523605,25.083605
57,20,2,26.58805,18.54805,29.60805,18.32805,32.22805,26.40805,31.76415,20.32805,29.88805,18.66805,27.84805,21.36805,30.20805,29.34805,28.9061,22.62805,30.78805,27.78805,22.98805,23.90805,29.32805,28.00805,25.6061,24.10805,26.54805,28.22805,32.68805,28.70805,22.02805,27.34805,28.76805,28.72805,35.96805,33.16805,18.14805,27.90805,29.66805,21.92805,30.60805,21.64805,17.18805,26.06805,25.48805,21.92805,20.80805,33.00805,24.439025,19.26805,30.80805,25.38805
58,21,0,27.000249,18.845125,30.040249,18.640249,32.600249,26.720249,32.080249,20.620248999999998,30.230499,18.965125,28.240249,21.680249,30.620248999999998,29.660249,29.290499,22.940248999999998,31.120248999999998,28.100248999999998,23.285125,24.220249,29.660249,28.340249,25.920249,24.385125,26.880249,28.550499,32.980249,29.020249,22.275125,27.660249,29.080249,29.080249,36.480748,33.460249,18.425125,28.180249,29.980249,22.240249,30.920249,21.960248999999997,17.500249,26.420249,25.820249,22.200249,21.120248999999998,33.410499,24.725125,19.580249,31.120248999999998,25.700249
59,21,1,27.269184000000003,19.089184,30.489184,18.889184,32.929184,26.989184,32.369184000000004,20.869184,30.509184,19.209184,28.549184000000004,21.949184,30.949184000000002,29.929184000000003,29.629184000000002,23.229184,31.409184000000003,28.409184000000003,23.529184,24.469184,30.009184,28.609184000000003,26.269184000000003,24.649183999999998,27.169184,28.829184,33.269184,29.329184,22.509184,27.929184000000003,29.349184,29.389184000000004,36.869184000000004,33.729184000000004,18.689184,28.449184000000002,30.249184000000003,22.549184,31.269184000000003,22.249184,17.729184,26.689184,26.129184,22.469184,21.369184,33.729184000000004,24.969184,19.789184,31.489184,25.949184
60,21,2,27.714263,19.334263,30.914263000000002,19.154263,33.294263,27.254263,32.854263,21.154263,30.894263,19.454263,28.894263,22.294263,31.314263,30.214263,30.114263,23.514263,31.714263,28.734263000000002,23.814263,24.732132,30.314263,28.894263,26.554263,24.934263,27.454263,29.174263,33.634263,29.654263,22.754263,28.214263,29.634263,29.674263,37.434263,33.994263000000004,18.954263,28.734263000000002,30.554263,22.834263,31.614263,22.534263,18.014263,27.058526,26.414263000000002,22.754263,21.654263,34.154263,25.234263000000002,20.074263000000002,31.814263,26.294263
61,22,0,28.047732,19.587732,31.307732,19.407732,33.647732,27.527732,33.207732,21.398866,31.207732,19.707732,29.307732,22.567732,31.687732,30.487732,30.507732,23.787732000000002,31.987732,29.007732,24.087732,24.987732,30.647732,29.187732,26.847732,25.167732,27.747732,29.487732,33.907732,29.987732,22.998866,28.487732,29.907732,29.987732,37.927732,34.267732,19.227732,29.007732,30.847732,23.107732000000002,31.887732,22.807732,18.247732,27.347732,26.687732,23.007732,21.947732000000002,34.507732,25.498866,20.327732,32.107732,26.607732000000002
62,22,1,28.431361,19.863787,31.757573999999998,19.683787,34.023787,27.783787,33.503787,21.643787,31.497574,19.983787,29.643787,22.863787,31.983787,30.743787,30.877574,24.083787,32.323787,29.323787,24.363787,25.263787,30.951361,29.443787,27.263787,25.443787,28.023787,29.763787,34.183787,30.263787,23.223786999999998,28.763787,30.203787,30.263787,38.363787,34.543787,19.483787,29.263787,31.137574,23.383786999999998,32.163787,23.123787,18.503787,27.623787,27.003787,23.283787,22.243787,34.883787,25.763787,20.563786999999998,32.363787,26.883786999999998
63,22,2,28.779840999999998,20.099841,32.139841,19.919841,34.319841,28.079841,33.859840999999996,21.939841,31.819840999999997,20.219841,29.999840999999996,23.199841,32.359840999999996,31.039841,31.259840999999998,24.339841,32.619841,29.619840999999997,24.639841,25.494920999999998,31.299840999999997,29.759840999999998,27.599840999999998,25.739841000000002,28.319840999999997,30.059841,34.479841,30.599840999999998,23.439841,29.059841,30.499840999999996,30.559841,38.839841,34.859840999999996,19.739841000000002,29.539841,31.439840999999998,23.639841,32.419841,23.399841000000002,18.724921,27.939840999999998,27.299840999999997,23.564921,22.539841,35.239841,26.039841,20.804921,32.639841,27.219841
64,23,0,29.112313,20.377438,32.559751,20.197438000000002,34.657438,28.317438,34.157438,22.197438000000002,32.097438000000004,20.497438,30.317438,23.477438,32.724875,31.297438,31.637438,24.617438,32.897438,29.917438,24.937438,25.757438,31.677438000000002,30.037438,27.917438,25.997438,28.597438,30.377438,34.737438,30.937438,23.677438000000002,29.337438,30.777438,30.877438,39.432313,35.117438,19.997438,29.817438,31.697438000000002,23.897438,32.717438,23.677438000000002,18.997438,28.237438,27.597438,23.837438,22.817438,35.597438000000004,26.297438,21.077438,32.917438,27.557438
65,23,1,29.443559999999998,20.64678,32.98356,20.46356,34.98356,28.603559999999998,34.50356,22.50356,32.383559999999996,20.78356,30.663559999999997,23.78356,33.08356,31.623559999999998,32.00356,24.90356,33.203559999999996,30.24356,25.20356,26.04678,32.023559999999996,30.343559999999997,28.22356,26.26356,28.90356,30.683559999999996,35.00356,31.24356,23.923560000000002,29.643559999999997,31.08356,31.183559999999996,39.96356,35.423559999999995,20.261187,30.086779999999997,32.00356,24.20356,32.98356,23.98356,19.243560000000002,28.523559999999996,27.88356,24.12356,23.12356,35.98356,26.56356,21.34356,33.203559999999996,27.88356
66,23,2,29.899615,20.959615,33.399615000000004,20.799615,35.339615,28.899615,34.854807,22.859614999999998,32.759615000000004,21.059872,31.019615,24.154807,33.454807,32.019615,32.479615,25.179615,33.499615000000006,30.559615,25.559615,26.359871999999996,32.399615000000004,30.679615000000002,28.579615000000004,26.599615000000004,29.219615,30.979615000000003,35.299615,31.639615000000003,24.199614999999998,29.999615000000002,31.379615,31.479615000000003,40.419615,35.779615,20.599615,30.394807,32.299615,24.479615,33.359615000000005,24.299615,19.579615,28.919615000000004,28.219615,24.422404,23.431601999999998,36.379615,26.894807,21.579615,33.559615,28.279615000000003
67,24,0,30.215034000000003,21.195034,33.795034,21.035034,35.695034,29.215034000000003,35.175034000000004,23.075034,33.095034000000005,21.315034,31.375034000000003,24.475034,33.795034,32.355034,32.995034000000004,25.515034,33.775034000000005,30.915034000000002,25.935033999999998,26.695034000000003,32.775034000000005,31.035034000000003,28.935034,26.935034,29.515034000000004,31.235034000000002,35.595034000000005,32.055034,24.455034,30.355034000000003,31.755034000000002,31.815034000000004,40.935034,36.135034000000005,20.855034,30.735034000000002,32.612517,24.815034,33.655034,24.595034,19.795034,29.215034000000003,28.495034000000004,24.735034,23.695034,36.735034000000006,27.195034000000003,21.795034,33.855034,28.635034
68,24,1,30.556734999999996,21.516735,34.256735,21.296735,36.016735,29.456735,35.556734999999996,23.363367,33.396735,21.636735,31.736734999999996,24.776735000000002,34.156735,32.676735,33.436735,25.896735,34.073367,31.276735,26.356734999999997,27.076735,33.196735,31.336734999999997,29.316734999999998,27.376734999999996,29.843366999999997,31.516734999999997,35.836735,32.376735,24.716735,30.696734999999997,32.276734999999995,32.098912,41.496735,36.416734999999996,21.116735000000002,31.016734999999997,32.876735,25.156735,33.903366999999996,24.903367000000003,20.056735,29.556734999999996,28.836734999999997,24.956735000000002,23.996735,37.136734999999994,27.503366999999997,22.076735,34.096734999999995,29.096735
69,24,2,30.922608,21.826304,34.962608,21.680522,36.402608,29.842608000000002,36.002608,23.782608,33.922608000000004,21.946304,32.202608000000005,25.222607999999997,34.642608,33.122608,34.022608,26.322608000000002,34.427535999999996,31.782608000000003,26.802608000000003,27.582608,33.742608000000004,31.766303999999998,29.762608,27.882608,30.222608,31.922608,36.120869,32.822608,24.982608,31.142608000000003,32.842608,32.442608,42.182608,36.842608,21.520869,31.462608000000003,33.203152,25.602608,34.242608000000004,25.236304,20.402607999999997,30.022608,29.222608,25.336304000000002,24.362607999999998,37.802608,27.902608,22.300869,34.478152,29.555215000000004
70,25,0,31.292177000000002,22.192176999999997,35.692177,22.021088,36.752177,30.212177,36.474354,24.172176999999998,34.432177,22.312177,32.692177,25.672176999999998,35.092177,33.612177,34.492177000000005,26.752177000000003,34.832177,32.252177,27.312177000000002,28.052177,34.292177,32.212177000000004,30.252177000000003,28.292177000000002,30.672177,32.312177,36.372177,33.312177,25.312177,31.632177000000002,33.452177,32.852177000000005,42.972177,37.372177,21.821088,31.892177,33.572177,26.052177,34.632177,25.532176999999997,20.672176999999998,30.432177000000003,29.612177000000003,25.752177,24.692176999999997,38.352177000000005,28.272177000000003,22.521088,34.832177,30.052177
71,25,1,31.829659999999997,22.569886999999998,36.104915000000005,22.32966,37.129969,30.609887,37.069829999999996,24.476553,34.849887,22.68983,33.22983,26.019915,35.689659999999996,34.08983,35.06966,27.236553000000004,35.42966,32.869659999999996,27.836629,28.584915000000002,34.82966,32.769659999999995,30.816553000000003,28.72966,31.06983,32.729659999999996,36.84966,33.82966,25.549887,32.20966,34.089659999999995,33.32966,43.82966,38.10966,22.12983,32.396553000000004,33.96966,26.509659999999997,35.071787,25.913932,20.98966,30.989659999999997,30.079829999999998,26.088547,24.969979000000002,39.049659999999996,28.809887,22.796553,35.153932,30.689659999999996
72,25,2,32.429734,23.168934,36.688934,22.789734,37.628934,31.288934,37.808934,24.854734,35.548934,23.374734,33.908934,26.468934,36.468934000000004,34.708934,35.777787,27.609787,36.028934,33.648934000000004,28.409822,29.068934000000002,35.919467,33.528934,31.382367,29.449467,31.768934,33.168934,37.629467,34.588934,26.068934,32.988934,34.688934,33.988934,44.888934000000006,38.829786999999996,22.628934,33.076311,34.469645,26.909786999999998,35.228934,26.368934000000003,21.588934,31.848934000000003,30.609787,26.548934000000003,25.368934,39.928934000000005,29.588934000000002,23.308934,35.449734,31.448934
73,26,0,33.113764,23.453764000000003,37.133764,23.253764,38.111255,31.953764000000003,38.373764,25.171882,36.253764000000004,23.573764,34.613764,26.913764,36.993764,35.291882,36.253764000000004,27.973764000000003,36.613764,34.151882,28.871882,29.413764,36.377528000000005,34.253764000000004,31.753764,30.033764,32.133764,33.693764,38.473764,35.293764,26.373764,33.673764,35.493764,34.673764,45.933764000000004,39.213764000000005,23.051882,33.491882000000004,35.013764,27.273764,35.553764,26.673764000000002,21.873764,32.533764,31.093764,27.013764000000002,25.701882,40.533764,30.013764000000002,23.561882,35.773764,31.873764
74,26,1,33.595578,23.855578,37.635578,23.595578,38.505193,32.435578,38.855578,25.455578,36.775578,23.975578,35.115578,27.235578000000004,37.415578000000004,35.675578,36.815578,28.335578,37.235578000000004,34.575578,29.195578,29.872789,36.875578000000004,34.795578000000006,32.095578,30.515578,32.515578000000005,34.175578,38.955578,35.855578,26.635578000000002,34.155578000000006,36.015578000000005,35.135578,46.655578000000006,39.615578,23.415578,33.818526,35.515578000000005,27.615578000000003,35.835578000000005,27.035578000000005,22.195578,33.015578000000005,31.495578000000002,27.395578000000004,25.975578,41.175578,30.515578,23.835577999999998,36.055578000000004,32.295578000000006
75,26,2,34.147098,24.142366,38.127098,23.887098,38.967098,32.907098,39.387097999999995,25.786182999999998,37.327098,24.262366,35.687098,27.687098,37.947098,36.187098,37.387097999999995,28.647098,37.627098,35.047098,29.507098,30.229033,37.407098,35.307097999999996,32.447098,31.087097999999997,32.967098,34.547098,39.527097999999995,36.247098,26.949777,34.727098,36.587098,35.507098,47.407098,39.947098,23.707098000000002,34.168091,35.947098,27.927097999999997,36.129033,27.307098,22.429829,33.567098,31.827098,27.647098,26.267097999999997,41.647098,30.907097999999998,24.069274,36.328549,32.667097999999996
76,27,0,34.452177,24.430726,38.452177,24.211088,39.292177,33.232177,39.772177,26.032176999999997,37.692177,24.512176999999998,36.012177,27.992177,38.392177000000004,36.492177000000005,37.912177,28.972177000000002,37.952177,35.372177,29.832177,30.552177,37.732177,35.632177,32.732177,31.592177000000003,33.292177,34.872177,39.892177000000004,36.692177,27.254434999999997,35.052177,36.872177,35.832177,48.012177,40.252177,24.021088,34.452177,36.272177,28.252177000000003,36.452177,27.592177000000003,22.731088,33.892177000000004,32.152177,27.992177,26.552177,42.132177,31.252177000000003,24.332176999999998,36.652177,32.992177000000005
77,27,1,34.791451,24.691451,38.895804999999996,24.491451,39.691451,33.511451,40.114354,26.291451000000002,38.132902,24.811451,36.391451,28.272902000000002,38.731451,36.771451,38.318708,29.251451,38.351451000000004,35.691451,30.091451,30.891451,38.091451,35.991451,33.011451,31.911451,33.591451,35.191451,40.271451,37.031451000000004,27.451451000000002,35.391451,37.151451,36.131451,48.691451,40.511451,24.291451000000002,34.711451000000004,36.571451,28.531451,36.611451,27.911451,22.991451,34.231451,32.471451,28.251451,26.791451000000002,42.532903000000005,31.531451,24.631451000000002,36.831451,33.291451
78,27,2,35.248776,24.988776,39.328776,24.808776,40.068776,33.888776,40.628776,26.568776,38.567551,25.108776000000002,36.827551,28.688776,39.168776,37.128776,38.828776,29.568776,38.788776,36.008776,30.408776,31.148776,38.468776,36.368776000000004,33.328776,32.288776,33.968776,35.588776,40.648776,37.428776,27.828776,35.768776,37.528776,36.508776,49.688776000000004,40.868776000000004,24.628776000000002,35.048776000000004,36.908776,28.848776,36.928776,28.208776,23.328776,34.648776,32.788776,28.568776,27.128776000000002,42.988776,31.828776,24.909388,37.128776,33.628776
79,28,0,35.55644,25.22322,39.756440000000005,25.05644,40.436440000000005,34.15644,40.976440000000004,26.816440000000004,38.91644,25.343220000000002,37.17644,28.95644,39.51644,37.38322,39.19644,29.836440000000003,39.17644,36.33644,30.676440000000003,31.41644,38.756440000000005,36.69644,33.576440000000005,32.55644,34.23644,35.896440000000005,41.076440000000005,37.77644,28.056440000000002,36.03644,37.83644,36.81644,50.27644,41.076440000000005,24.87644,35.30322,37.17644,29.11644,37.17644,28.496440000000003,23.55644,34.936440000000005,33.076440000000005,28.836440000000003,27.396440000000002,43.37644,32.09644,25.14322,37.36322,33.896440000000005
80,28,1,35.947324,25.527324,40.207324,25.387324,40.864649,34.468662,41.327324,27.107324,39.247324,25.638662,37.547323999999996,29.287323999999998,39.941973,37.667324,39.647324,30.147323999999998,39.467324,36.687324,30.987323999999997,31.747324,39.107324,37.027324,33.887324,32.887324,34.567324,36.227323999999996,41.427324,38.127324,28.347324,36.367323999999996,38.187324,37.147324,50.867323999999996,41.407323999999996,25.187324,35.627324,37.547323999999996,29.427324,37.427324,28.807323999999998,23.887324,35.267324,33.427324,29.147323999999998,27.687324,43.767324,32.387324,25.467323999999998,37.601465000000005,34.227323999999996
81,28,2,36.363378999999995,25.743379,40.603379,25.643379,41.183378999999995,34.743379,41.743379,27.334459999999996,39.603379,25.883379,37.883379,29.603378999999997,40.243379,37.886689000000004,40.103379,30.403378999999997,39.743379,36.983379,31.263378999999997,31.963378999999996,39.423379,37.363378999999995,34.103379,33.176689,34.883379,36.523379,41.783379,38.463378999999996,28.576689000000002,36.663379,38.583379,37.423379,51.303379,41.643378999999996,25.463379,35.903379,37.883379,29.683379,37.663379,29.083378999999997,24.083379,35.563379,33.703379,29.403378999999997,27.963378999999996,44.163379,32.663379,25.663379,37.863378999999995,34.503378999999995
82,29,0,36.686939,26.026939000000002,41.046939,25.926939,41.526939,35.026939,42.026939,27.586939,39.886939,26.155646,38.226939,29.886939,40.546939,38.166939,40.406939,30.686939000000002,40.046939,37.266939,31.546939000000002,32.246939000000005,39.726939,37.646939,34.348469,33.426939000000004,35.166939,36.806939,42.066939,38.746939000000005,28.826939000000003,36.946939,38.886939,37.766939,51.786939000000004,41.88898,25.726939,36.186939,38.166939,29.966939,37.902313,29.386939,24.326939000000003,35.846939,33.986939,29.678469,28.246939,44.466939,32.915646,25.926939,38.108979999999995,34.766939
83,29,1,37.027097999999995,26.227097999999998,41.447098,26.187098000000002,41.867098,35.278549,42.387097999999995,27.848549,40.267098,26.347098,38.507098,30.187098,40.887097999999995,38.427098,40.847097999999995,30.927097999999997,40.327098,37.567098,31.787097999999997,32.507098,40.047098,37.947098,34.627098,33.707097999999995,35.447098,37.127098,42.407098,39.067098,29.067097999999998,37.227098,39.167097999999996,38.027097999999995,52.347097999999995,42.167097999999996,26.007098000000003,36.507098,38.467098,30.207098,38.107098,29.628549,24.548548999999998,36.127098,34.287098,29.909033,28.507098,44.867098,33.158549,26.147098,38.307097999999996,35.047098
84,29,2,37.403152,26.523152000000003,41.823152,26.443152,42.243152,35.543152,42.783152,28.123152,40.563152,26.643152,38.883152,30.543152000000003,41.323152,38.643152,41.223152,31.223152000000002,40.603152,37.863152,32.083152,32.728629999999995,40.363152,38.243152,34.843152,34.003152,35.723152,37.423152,42.783152,39.383152,29.303152,37.523152,39.463152,38.323152,53.083152,42.463152,26.263152,36.783152,38.743152,30.503152000000004,38.383152,29.923152,24.823152,36.463152,34.583152,30.203152000000003,28.803152,45.223152,33.423152,26.403152000000002,38.583152,35.383152
85,30,0,37.745011,26.805011,42.225011,26.725011,42.565011,35.817506,43.125011,28.385011,40.885011,26.905011,39.245011,30.825011,41.665011,38.865010999999996,41.585011,31.485011,40.865010999999996,38.145011,32.385011,33.025011,40.665011,38.565011,35.105011,34.245011,36.005010999999996,37.725011,43.065011,39.705011,29.525011,37.825010999999996,39.765011,38.625011,53.600023,42.765011,26.545011,37.077506,39.045010999999995,30.765010999999998,38.625011,30.225011,25.085010999999998,36.745011,34.885011,30.447506,29.105010999999998,45.545010999999995,33.725011,26.657506,38.825010999999996,35.685010999999996
86,30,1,38.115261,27.075260999999998,42.655260999999996,26.975261,42.895261,36.075261,43.435261,28.655261,41.175261,27.175261,39.580521999999995,31.135261,41.995261,39.095261,41.955261,31.755260999999997,41.175261,38.435261,32.655260999999996,33.275261,40.975260999999996,38.835260999999996,35.335260999999996,34.515260999999995,36.275261,37.995261,43.335260999999996,40.015260999999995,29.755260999999997,38.095261,40.015260999999995,38.915261,54.055261,43.015260999999995,26.795261,37.335260999999996,39.315261,31.035261,38.835260999999996,30.515261,25.315261,37.015260999999995,35.175261,30.715260999999998,29.380521999999996,45.935261,33.995261,26.795261,39.035261,35.955261
87,30,2,38.459705,27.299705,43.059705,27.239704999999997,43.259705,36.399705,43.799704999999996,28.954853000000004,41.519705,27.419705,40.019705,31.499705,42.399705,39.359705,42.379705,32.034853000000005,41.459705,38.759705,32.959705,33.499705,41.299704999999996,39.164853,35.573235,34.799704999999996,36.614853000000004,38.299704999999996,43.639705,40.359705,29.999705,38.439705,40.359705,39.219705,54.45970500000001,43.353235,27.039704999999998,37.639705,39.633235,31.299705,39.099705,30.779705,25.599705,37.319705,35.479704999999996,30.993235,29.739704999999997,46.319705,34.259705,27.099705,39.299704999999996,36.279705
88,31,0,38.78415,27.58415,43.50415,27.50415,43.56415,36.70415,44.16415,29.20415,41.787075,27.70415,40.44415,31.78415,42.74415,39.58415,42.74415,32.30415,41.74415,39.06415,33.26415,33.78415,41.62415,39.46415,35.80415,35.06415,36.88415,38.58415,43.92415,40.66415,30.26415,38.74415,40.66415,39.52415,55.00415,43.62415,27.32415,37.94415,39.88415,31.58415,39.34415,31.08415,25.86415,37.60415,35.78415,31.24415,30.04415,46.68415,34.54415,27.38415,39.56415,36.60415
