,measure_number,beat_number,pid5667203-03,pid58917-01,pid610003b-11,pid9048b-11,pid9050b-07,pid9054b-07,pid9055b-07,pid9058b-07,pid9059b-11,pid9062b-10,pid9063b-11,pid9064-18,pid9065-23,pid9068-16,pid9072b-11,pid9073b-11,pid9079-06,pid9081-07,pid9085-21,pid9090-18,pid9093b-13,pid9094b-07,pid9099b-11,pid9101c-01,pid9111b-09,pid9115-09,pid9118b-11,pid9133-07,pid9138b-07,pid9139b-07,pid9149-12,pid9153b-07,pid9157-10,pid9158-09,pid9174b-07,pid917506-05,pid9179-09,pid918807-12,pid918821-09,pid918824-05,pid9192b-07
105,36,0,48.367143,60.687143000000006,67.867143,71.767143,65.567143,44.967143,54.847143,64.16714300000001,56.14714300000001,63.207143,55.82714300000001,55.007143000000006,68.507143,46.387143,59.248571,66.007143,59.987143,62.587143000000005,52.78714300000001,53.32714300000001,56.687143000000006,68.88714300000001,57.847143,54.167143,64.327143,48.807142999999996,66.46714300000001,55.187143000000006,50.207143,54.82714300000001,66.30714300000001,58.46714300000001,51.207143,55.207143,44.767143,36.647143,53.487143,35.127143,58.727143000000005,60.28714300000001,53.32714300000001
106,36,1,48.835102,61.075102,68.275102,72.295102,65.975102,45.395102,55.275102000000004,64.715102,56.555102000000005,63.635102,56.395102,55.415102000000005,69.39510200000001,46.815102,59.735102000000005,66.435102,60.655102,63.120204,53.175102,53.695102,57.115102,69.335102,58.275102000000004,54.635102,64.84530600000001,49.195102,66.975102,55.475102,50.575102,55.295102,66.975102,58.875102000000005,51.575102,55.615102,45.175102,37.195102,54.055102000000005,35.575102,59.215102,60.695102,53.815102
107,36,2,49.301224,61.541224,68.761224,72.901224,66.481224,45.921224,55.701223999999996,65.261224,57.061223999999996,64.581224,56.921224,55.901224,69.981224,47.301224,60.241224,66.921224,61.301224,63.781224,53.681224,54.121224,57.741224,69.86122399999999,58.661224,55.221224,65.561224,49.681224,67.621224,55.881223999999996,51.081224,55.841224,67.661224,59.261224,52.001224,56.081224,45.521224,37.901224,54.741224,36.221224,59.721224,61.161224,54.381223999999996
108,37,0,49.904082,62.144082,69.416735,73.60408199999999,67.156735,46.486327,56.264081999999995,66.22122399999999,57.804081999999994,65.74408199999999,57.809388,56.544081999999996,70.784082,47.984082,60.904081999999995,67.57449,62.55530600000001,64.52408199999999,54.364081999999996,54.66408199999999,58.484081999999994,70.47673499999999,59.254490000000004,56.026327,66.667041,50.461224,68.598163,56.284082,51.444082,56.548570999999995,68.63898,59.864081999999996,52.384082,56.718163,46.064082,39.084082,55.60714300000001,37.180408,60.590816000000004,61.804081999999994,55.124081999999994
109,37,1,50.516327000000004,62.656327000000005,70.116327,74.296327,67.85632700000001,47.176327,56.876327,67.156327,58.416327,66.896327,58.656327000000005,57.196327000000004,71.696327,48.656327000000005,61.516327000000004,68.276327,63.556327,65.536327,54.956327,55.296327000000005,59.296327000000005,71.49632700000001,59.936327,56.776327,68.056327,51.396327,69.13632700000001,56.916327,52.396327,57.256327,69.616327,60.596327,52.856327,57.316327,46.676327,40.356327,56.356327,37.876327,61.336327000000004,62.416327,55.916327
110,37,2,51.045306,63.20530600000001,70.565306,75.005306,68.305306,47.565306,57.285306000000006,67.68530600000001,58.865306000000004,67.645306,59.135918000000004,57.56530600000001,72.145306,49.185306,62.005306000000004,68.725306,64.106531,66.04530600000001,55.405306,55.74530600000001,59.70530600000001,72.145306,60.34530600000001,57.225306,68.560612,51.825306,69.585306,57.365306000000004,52.788827000000005,57.70530600000001,70.415918,61.02530600000001,53.24530600000001,57.74530600000001,47.045306,40.965306,56.80530600000001,38.545306,61.865306000000004,63.02530600000001,56.365306000000004
111,38,0,51.535102,63.715102,71.08020400000001,75.675102,68.820204,48.035102,57.775102000000004,68.435102,59.355102,68.200204,59.765306,58.075102,72.635102,49.675102,62.585306,69.280204,64.740204,66.61510200000001,55.875102000000005,56.275102000000004,60.195102,72.695102,60.835102,57.795102,69.620204,52.395102,70.142551,57.855102,53.215102,58.155102,71.075102,61.495102,53.675102,58.195102,47.395102,41.695102,57.335102,39.115102,62.575102,63.575102,56.915102000000005
112,38,1,52.303672999999996,64.583673,71.857347,76.543673,69.50367299999999,48.543673,58.563673,69.243673,59.983672999999996,68.963673,60.483672999999996,58.803672999999996,73.323673,50.223673,63.457347,70.00367299999999,65.723673,67.297347,56.523672999999995,56.783673,60.783673,73.623673,61.583673,58.363673,70.723673,52.983672999999996,70.663673,58.403673,53.683673,58.703672999999995,71.883673,62.011019999999995,54.263673,58.763673,47.863673,42.523672999999995,58.097347,39.703672999999995,63.543673,64.36367299999999,57.617346999999995
113,38,2,53.037958999999994,65.957959,72.65795899999999,77.237959,70.397959,48.877959000000004,59.317958999999995,69.79795899999999,60.497958999999994,69.79795899999999,61.197959,59.297959,73.837959,50.57932,64.257959,70.87795899999999,66.677959,68.097959,57.197959,57.257959,61.357958999999994,74.597959,62.277958999999996,58.957958999999995,72.457959,53.577959,71.29795899999999,59.137958999999995,54.16398,59.417958999999996,72.87795899999999,62.577959,54.797959,59.337959,48.357959,43.297959000000006,58.977959,40.557959000000004,64.117959,65.337959,58.317958999999995
114,39,0,53.719184,67.099184,73.459184,78.048367,71.17918399999999,49.319184,60.079184,70.699184,61.159183999999996,70.67918399999999,62.079184,59.679184,74.379184,51.154592,65.03918399999999,71.599184,67.559184,68.89918399999999,57.859184,57.719184,62.019183999999996,76.239184,62.939184,59.619184,73.979184,54.259184,72.31918399999999,59.734592000000006,54.534592,60.119184,73.89918399999999,63.259184,55.439184,60.139184,48.911837,44.039184000000006,59.639184,41.439184000000004,64.89918399999999,66.019184,58.979184
115,39,1,54.133827000000004,67.605306,74.085306,78.945306,71.82530600000001,49.705306,60.48530600000001,71.32530600000001,61.66530600000001,71.365306,62.825306000000005,60.145306000000005,74.885306,51.505306,65.54530600000001,72.245306,68.065306,69.445306,58.34530600000001,58.225306,62.52530600000001,76.745306,63.405306,60.105306000000006,74.665306,54.70530600000001,72.767653,60.12530600000001,54.897653000000005,60.74530600000001,74.425306,63.74530600000001,55.757653000000005,60.605306000000006,49.165306,44.745306,60.240612,42.027653,65.46530600000001,66.665306,59.48530600000001
116,39,2,54.463265,68.343265,74.583265,79.583265,72.323265,50.043265000000005,60.923265,71.823265,62.163265,72.063265,63.343265,60.563265,75.363265,51.943265000000004,66.043265,72.74326500000001,68.543265,69.963265,58.803265,58.683265000000006,62.903265000000005,77.38326500000001,63.783265,60.543265000000005,75.163265,55.143265,73.263265,60.483265,55.243265,61.243265,75.123265,64.143265,56.143265,61.023265,49.503265,45.183265000000006,60.743265,42.523265,65.983265,67.183265,59.963265
117,40,0,54.807347,68.836735,75.056735,80.25673499999999,72.796735,50.343367,61.416734999999996,72.336735,62.636734999999994,72.676735,63.996735,60.996735,75.876735,52.396735,66.556735,73.236735,69.096735,70.536735,59.212244999999996,59.125578000000004,63.276734999999995,78.076735,64.276735,61.016735,75.636735,55.536735,73.736735,60.916734999999996,55.596734999999995,61.70336700000001,75.736735,64.596735,56.543367,61.576735,49.856735,45.683469,61.176735,42.956734999999995,66.47673499999999,67.603367,60.376735
118,40,1,55.127347,69.447347,75.507347,80.867347,73.24734699999999,50.667347,61.927347,72.787347,63.167347,73.38734699999999,64.587347,61.309116,76.727347,52.747347,67.142041,73.687347,69.627347,71.087347,59.607347,59.627347,63.727346999999995,78.807347,64.767347,61.487347,76.02734699999999,55.967347,74.207347,61.227346999999995,55.887347,62.167347,76.367347,65.107347,56.869116000000005,62.067347,50.227346999999995,46.404694,61.687346999999995,43.368673,66.927347,67.987347,60.827346999999996
119,40,2,55.412755000000004,69.87550999999999,75.93551,81.39551,73.67551,51.032755,62.27551,73.31551,63.575509999999994,73.81551,65.07551,61.65551,77.19551,53.038503000000006,67.55551,74.09551,70.09551,71.51550999999999,60.01551,60.05551,64.07551,79.37550999999999,65.17551,61.86275500000001,76.45551,56.315509999999996,74.602755,61.556378,56.198503,62.59551,76.85551,65.51550999999999,57.27551,62.47551,50.61551,46.83551,62.075509999999994,43.75551,67.43551,68.39551,61.23551
120,41,0,55.651837,70.291837,76.411837,81.991837,74.151837,51.351836999999996,62.651837,73.871837,63.991837,74.251837,65.491837,61.991837,77.631837,53.351836999999996,67.971837,74.571837,70.611837,72.071837,60.470918000000005,60.471837,64.511837,79.911837,65.591837,62.211837,77.011837,56.650918000000004,75.011837,61.95091800000001,56.611837,63.031837,77.411837,65.911837,57.711837,62.891837,51.171837,47.151837,62.471837,44.211837,68.071837,68.871837,61.591837
121,41,1,55.988980000000005,70.62898,76.94898,82.68898,74.68898,51.70949,62.909490000000005,74.48898,64.44898,74.78898000000001,65.92898000000001,62.388980000000004,78.16898,53.768980000000006,68.48898,75.12898,71.14898000000001,72.68898,60.888980000000004,60.988980000000005,65.02898,80.42898000000001,66.08898,62.58898000000001,77.66898,57.028980000000004,75.48898,62.36898000000001,57.06898,63.50898000000001,78.00898000000001,66.32898,58.128980000000006,63.348980000000005,51.748979999999996,47.53949,62.99949,44.68898,68.68898,69.28966,61.949490000000004
122,41,2,56.353469,71.05346899999999,77.373469,83.240408,75.113469,52.061735,63.19346899999999,74.93346899999999,64.873469,75.313469,66.35346899999999,62.840408,78.533469,54.05346899999999,68.893469,75.556939,71.57346899999999,73.113469,61.333468999999994,61.433468999999995,65.393469,80.893469,66.49346899999999,62.973468999999994,78.093469,57.45346899999999,75.91346899999999,62.713468999999996,57.45346899999999,63.973468999999994,78.473469,66.753469,58.473468999999994,63.753468999999996,52.151734999999995,47.793469,63.37346899999999,45.053469,69.153469,69.673469,62.333468999999994
123,42,0,56.59346899999999,71.333469,77.79346899999999,83.953469,75.533469,52.393469,63.473468999999994,75.41346899999999,65.27346899999999,75.836939,66.753469,63.313469,78.91346899999999,54.333468999999994,69.253469,75.973469,71.973469,73.51693900000001,61.77346899999999,61.91346899999999,65.693469,81.593469,66.833469,63.293468999999995,78.576939,57.753468999999996,76.27346899999999,63.01346899999999,57.660867,64.373469,78.833469,67.173469,58.833468999999994,64.07346899999999,52.433468999999995,48.093469,63.713468999999996,45.333469,69.63346899999999,70.01057800000001,62.73346899999999
124,42,1,56.878776,71.918776,78.367551,84.558776,76.098776,52.698776,63.798776000000004,75.918776,65.738776,76.318776,67.198776,63.778776,79.358776,54.778776,69.63877600000001,76.538776,72.458776,73.998776,62.338776,62.478776,65.978776,82.178776,67.218776,63.698776,79.158776,58.098776,76.698776,63.378776,58.018776,64.878776,79.298776,67.678776,59.258776,64.478776,52.818776,48.398776,64.118776,45.758776,70.238776,70.378776,63.238776
125,42,2,57.328571,72.448571,79.088571,85.308571,76.70857099999999,53.12964300000001,64.28857099999999,76.388571,66.228571,77.108571,67.688571,64.43619,79.84857099999999,55.232063000000004,70.084643,77.14857099999999,73.088571,74.628571,62.848571,62.968571,66.468571,82.988571,67.808571,64.188571,80.028571,58.528571,77.328571,63.837714,58.428571,65.448571,79.868571,68.188571,59.68285699999999,65.088571,53.269524,48.788571000000005,64.559286,46.288571000000005,70.868571,70.868571,63.877714000000005
126,43,0,57.59020400000001,72.83020400000001,79.47020400000001,85.83020400000001,77.19020400000001,53.390204000000004,64.66340100000001,76.800102,66.710204,77.670204,68.11020400000001,64.75673499999999,80.310204,55.45020400000001,70.490204,77.630204,73.510204,75.170204,63.190204,63.45020400000001,66.810204,83.710204,68.270204,64.490204,80.790204,58.790204,77.75020400000001,64.210204,58.690204,65.890204,80.290204,68.670204,59.9878,65.510204,53.650204,49.070204,64.940102,46.730204,71.270204,71.170204,64.260102
127,43,1,57.894693999999994,73.254694,79.914694,86.53469399999999,77.65469399999999,53.734694,64.974694,77.214694,67.134694,78.254694,68.494694,65.15469399999999,80.694694,55.814693999999996,70.87469399999999,78.074694,73.914694,75.694694,63.594694,63.87469399999999,67.114694,84.23469399999999,68.67469399999999,64.834694,81.474694,59.094694,78.17469399999999,64.554694,58.97469399999999,66.31469399999999,80.714694,69.09469399999999,60.33469399999999,65.934694,54.074693999999994,49.374694,65.334694,47.074694,71.694694,71.554694,64.67469399999999
128,43,2,58.30449,73.74449,80.40449,87.20449,78.14449,54.16449,65.32449,77.70449,67.62449000000001,79.067959,68.96449,65.62449000000001,81.18449,56.20449,71.30449,78.58449,74.42449,76.18449,64.027245,64.26449000000001,67.58449,84.76449000000001,69.00449,65.22449,81.90449,59.44449,78.54449,65.00449,59.36449,66.82449,81.18449,69.54449,60.76449,66.35898,54.48449,49.784490000000005,65.78449,47.54449,72.16449,71.96449,65.18449
129,44,0,58.665282999999995,74.265283,80.825283,87.825283,78.565283,54.525282999999995,65.78528299999999,78.14528299999999,68.14528299999999,79.685283,69.417642,65.985283,81.705283,56.525282999999995,71.78528299999999,79.00528299999999,74.885283,76.72528299999999,64.405283,64.64528299999999,67.915094,85.325283,69.44528299999999,65.625283,82.325283,59.74528299999999,78.94528299999999,65.425283,59.645283,67.301761,81.64528299999999,69.94528299999999,61.165282999999995,66.905283,54.825283,50.185283,66.185283,47.985283,72.64528299999999,72.425283,65.565283
130,44,1,59.08,75.04,81.48,88.6,79.22,55.12,66.54,78.88,68.8,80.32,69.98,66.6,82.36,57.0725,72.36,79.64,75.5,77.5,64.76375,65.12,68.42,86.34,70.12,66.24,83.02,60.26,79.78,65.991667,60.2,67.94,82.28,70.58,61.78,67.38,55.275,50.726667,66.645,48.6,73.4,73.0,66.196
131,44,2,59.697551000000004,75.717551,81.857551,89.217551,79.697551,55.677551,67.517551,79.597551,69.477551,80.997551,70.637551,67.157551,83.057551,57.431259,73.057551,80.117551,76.157551,77.991888,65.23151,65.737551,68.75918399999999,87.017551,70.697551,66.717551,83.517551,60.677551,80.457551,66.217551,60.457551,68.417551,82.951888,71.53755100000001,62.537551,68.045102,55.937551,51.417551,67.277551,49.337551,74.177551,73.357551,66.697551
132,45,0,60.103265,76.423265,82.563265,89.923265,80.323265,56.289795999999996,68.723061,80.503265,70.163265,82.123265,71.25653100000001,67.803265,83.623265,57.823265,73.843265,80.763265,76.823265,78.803265,65.763265,66.503265,69.403265,87.723265,71.376531,67.223265,84.223265,61.383265,81.343265,66.863265,61.083265000000004,69.10326500000001,83.60326500000001,72.203265,63.263265000000004,68.74326500000001,56.543265000000005,52.343265,67.876531,49.863265000000006,75.043265,73.923265,67.363265
133,45,1,60.496735,76.816735,83.036735,90.536735,80.796735,56.816734999999994,69.296735,81.216735,70.636735,82.856735,71.956939,68.416735,84.376735,58.216735,74.356735,81.236735,77.516735,79.403469,66.316735,67.236735,69.890204,88.75673499999999,71.956735,67.816735,84.816735,61.896735,81.836735,67.356735,61.496735,69.623469,84.076735,72.75020400000001,63.756735,69.216735,56.936735,52.936735,68.556735,50.256735,75.68346899999999,74.516735,67.876735
134,45,2,60.969388,77.409388,83.489388,91.269388,81.289388,57.289388,69.889388,81.829388,71.069388,83.409388,72.469388,69.169388,85.289388,58.649388,74.789388,81.729388,78.009388,79.889388,66.969388,67.749388,70.54938800000001,89.249388,72.379694,68.449388,85.269388,62.289388,82.529388,68.04938800000001,61.969388,70.069388,84.729388,73.269388,64.149388,69.629388,57.649388,53.309388,69.009388,50.689388,76.309388,75.229388,68.329388
135,46,0,61.341429000000005,77.765714,83.88571400000001,91.781429,81.625714,57.665714,70.205714,82.361429,71.485714,84.058571,72.88571400000001,69.585714,85.884286,58.965714,75.221429,82.065714,78.405714,80.365714,67.645714,68.16571400000001,70.965714,89.728571,72.785714,68.897143,85.785714,62.67714300000001,83.02571400000001,68.505714,62.345714,70.465714,85.177143,73.725714,64.565714,70.005714,58.048570999999995,53.625714,69.445714,51.085714,76.825714,75.605714,68.757143
136,46,1,61.933468999999995,78.673469,84.373469,92.51693900000001,82.13346899999999,58.313469,70.63346899999999,83.05346899999999,72.07346899999999,84.813469,73.393469,70.153469,86.57346899999999,59.55346899999999,75.87693900000001,82.57346899999999,78.980408,81.05346899999999,68.49346899999999,68.856939,71.616939,90.51693900000001,73.52040799999999,69.753469,86.673469,63.276939,83.873469,69.163878,62.95346899999999,71.05346899999999,85.873469,74.313469,65.13346899999999,70.613469,58.45346899999999,53.95346899999999,70.13346899999999,51.593469,77.41346899999999,76.260408,69.496939
137,46,2,62.562041,79.382041,84.942041,93.282041,82.682041,58.942041,71.242041,83.84204100000001,72.70204100000001,85.42204100000001,74.022041,70.722041,87.56204100000001,60.182041000000005,76.662041,83.13408199999999,79.92204100000001,81.742041,69.102041,69.662041,72.322041,91.34204100000001,74.19601999999999,70.782041,87.84204100000001,63.942041,84.92204100000001,70.322041,63.822041000000006,71.77601999999999,86.662041,74.98204100000001,65.74068,71.222041,58.922041,54.362041000000005,70.902041,52.122040999999996,78.222041,77.402041,70.20204100000001
138,47,0,62.989286,80.14857099999999,85.528571,93.948571,83.28857099999999,59.608571,71.968571,84.668571,73.42857099999999,86.268571,74.768571,71.468571,88.528571,60.948570999999994,77.448571,83.728571,80.888571,82.628571,69.529286,70.34857099999999,73.088571,91.948571,74.829286,71.827143,89.088571,64.468571,86.088571,71.14857099999999,64.768571,72.368571,87.728571,75.808571,66.388571,71.968571,59.268570999999994,54.66857099999999,71.70857099999999,52.748571,78.968571,78.448571,70.828571
139,47,1,63.474165,80.796644,86.156644,94.596644,83.896644,60.23664399999999,72.516644,85.656644,73.976644,86.956644,75.35664399999999,72.016644,89.296644,61.41664399999999,78.13664399999999,84.35664399999999,81.436644,83.49664399999999,70.116644,70.936644,73.69664399999999,92.516644,75.49664399999999,72.376644,89.796644,64.956644,86.876644,71.676644,65.396644,72.89221500000001,88.49664399999999,76.456644,66.876644,72.516644,59.794441000000006,55.136644,72.256644,53.316644,79.656644,79.156644,71.376644
140,47,2,63.778776,81.358776,86.798776,95.538776,84.578776,60.704388,73.438776,86.338776,74.538776,87.798776,75.918776,72.598776,90.038776,62.078776,78.77877600000001,85.038776,82.118776,84.078776,70.698776,71.498776,74.258776,93.13877600000001,76.038776,72.998776,90.738776,65.518776,87.598776,72.27877600000001,66.218776,73.418776,89.178776,77.064388,67.398776,73.078776,60.078776,55.618776000000004,73.018776,53.878776,80.398776,79.718776,71.938776
141,48,0,64.276327,82.076327,87.536327,96.253163,85.296327,61.216327,74.253163,87.236327,75.216327,88.716327,76.556327,73.396327,91.63632700000001,62.876327,79.696327,85.736327,82.936327,84.936327,71.476327,71.99632700000001,75.056327,93.936327,76.916327,73.796327,92.256327,66.176327,88.596327,73.256327,67.076327,74.156327,89.936327,77.676327,67.976327,73.63632700000001,60.376327,56.136327,73.756327,54.556327,81.036327,80.576327,72.516327
142,48,1,65.129796,83.888367,88.509796,97.349388,86.24979599999999,61.929795999999996,75.069796,88.528163,76.08979599999999,89.80979599999999,77.469796,74.189592,92.74979599999999,63.72979599999999,80.549796,86.689796,84.229388,86.069388,72.569796,72.829796,75.849592,94.88979599999999,77.94979599999999,74.689796,94.34898000000001,67.109592,89.689388,74.489592,68.149796,75.009796,90.929592,78.689796,68.729796,74.369796,61.109795999999996,57.029796,74.749592,55.489796,81.989592,81.549592,73.609388
143,48,2,65.79346899999999,86.227347,89.178673,98.16734699999999,86.927347,62.727346999999995,75.927347,89.207347,76.767347,90.52734699999999,78.327347,74.88734699999999,93.827347,64.587347,81.193469,87.367347,85.087347,86.987347,73.327347,73.547347,76.847347,95.927347,78.907347,75.607347,96.107347,67.787347,90.487347,75.24734699999999,69.007347,75.60946899999999,91.847347,79.358673,69.309558,75.007347,61.548673,58.147346999999996,75.587347,56.227346999999995,82.66734699999999,82.52734699999999,74.38734699999999
144,49,0,66.79469399999999,87.394694,90.334694,99.01469399999999,88.09469399999999,63.724897999999996,77.17469399999999,90.394694,77.934694,91.854694,79.434694,75.79469399999999,95.474694,65.934694,82.29469399999999,88.53469399999999,86.51469399999999,88.15469399999999,74.29469399999999,74.37469399999999,78.01469399999999,96.79469399999999,80.134694,76.59469399999999,99.37469399999999,68.29469399999999,91.614694,76.934694,69.774694,76.434694,92.934694,80.51469399999999,70.03469399999999,76.01469399999999,62.674693999999995,59.634693999999996,76.854694,57.734694,83.614694,83.574694,75.494694
145,49,1,67.551429,88.031429,91.031429,99.751429,88.79142900000001,64.35142900000001,77.951429,91.251429,78.57142900000001,92.71142900000001,80.07142900000001,76.572857,96.41285699999999,66.811429,82.871429,89.251429,87.471429,89.131429,75.031429,74.99142900000001,78.65142900000001,97.771429,81.031429,77.331429,99.994286,68.831429,92.391429,77.79142900000001,70.451429,77.271429,93.751429,81.15142900000001,70.591429,76.85142900000001,63.491429000000004,60.771429000000005,77.611429,58.631429000000004,84.29142900000001,84.551429,76.29142900000001
146,49,2,68.060408,88.680408,91.600408,100.42041,89.36040799999999,64.80040799999999,78.560408,91.840408,79.02040799999999,93.400408,80.640408,77.16040799999999,97.22040799999999,67.500408,83.44040799999999,89.780408,88.420408,89.80040799999999,75.560408,75.620408,79.200408,98.600408,81.680408,77.900408,100.38041,69.22040799999999,93.02040799999999,78.44040799999999,71.120408,77.900408,94.420408,81.80040799999999,71.13346899999999,77.460408,64.215204,61.660408,78.060408,59.240407999999995,84.920408,85.200408,76.880408
147,50,0,68.72653100000001,89.526531,92.166531,101.12653,89.92653100000001,65.326531,79.06653100000001,92.50653100000001,79.526531,94.14653100000001,81.166531,77.666531,98.00653100000001,68.126531,83.886531,90.36653100000001,89.043061,90.466531,76.046531,76.20653100000001,79.606531,99.386531,82.346531,78.44653100000001,101.40653,69.626531,93.626531,79.08653100000001,71.666531,78.50653100000001,95.06653100000001,82.326531,71.606531,77.966531,64.70653100000001,62.166531000000006,78.86653100000001,59.98653100000001,85.386531,86.00653100000001,77.58653100000001
148,50,1,69.18898,90.34898000000001,92.74898,101.80898,90.52898,65.854872,79.82898,92.94898,80.04898,94.90898,81.72898,78.16898,98.74898,68.74898,84.38898,90.96898,89.74898,91.10898,76.54898,76.76898,79.796075,100.22898,82.98898,79.06898000000001,102.16898,70.12898,94.10898,79.72898,72.18898,79.02898,95.58898,82.90898,72.04898,78.40898,65.40898,62.64898,79.38898,60.56898,85.94898,86.76898,78.40898
149,50,2,69.606939,90.986939,93.286939,102.46694000000001,91.066939,66.246939,80.326939,93.386939,80.546939,95.506939,82.166939,78.606939,99.346939,69.366939,84.886939,91.486939,90.546939,91.646939,76.966939,77.286939,80.11846899999999,100.82694000000001,83.486939,79.526939,102.96694000000001,70.502313,94.586939,80.206939,72.606939,79.466939,96.146939,83.40693900000001,72.526939,78.76693900000001,65.786939,62.969694,79.886939,61.066939,86.426939,87.326939,78.846939
150,51,0,70.033061,91.633061,93.933061,103.15306,91.693061,66.713061,80.753061,93.833061,81.053061,96.133061,82.673061,79.073061,99.953061,69.87306099999999,85.293061,92.153061,91.09306099999999,92.23306099999999,77.413061,77.933061,80.413061,101.59306,84.113061,80.053061,103.89305999999999,70.853061,95.09306099999999,80.833061,73.053061,79.953061,96.693061,83.913061,72.933061,79.253061,66.253061,63.393060999999996,80.493061,61.693061,86.893061,87.893061,79.493061
151,51,1,70.459184,92.17918399999999,94.519184,103.81918,92.299184,67.159184,81.419184,94.279184,81.559184,96.75918399999999,83.159184,79.499184,100.53918,70.419184,85.739184,92.739184,91.61918399999999,92.75918399999999,77.81918399999999,78.419184,80.999184,102.33918,84.67918399999999,80.519184,104.63918000000001,71.25918399999999,95.499184,81.439184,73.459184,80.39918399999999,97.199184,84.31918399999999,73.359184,79.659184,66.799184,63.739183999999995,80.939184,62.379183999999995,87.339184,88.579184,80.059184
152,51,2,70.96898,92.72898,95.08898,104.48898,92.84898000000001,67.60898,81.94898,94.82898,82.04898,97.52898,83.62898,79.94898,101.04898,71.02898,86.14898000000001,93.28898000000001,92.12898,93.34898000000001,78.22898,78.92898000000001,81.46898,103.00898000000001,85.18898,80.96949000000001,105.28898000000001,71.60898,95.96898,81.86898000000001,73.82898,80.86898000000001,97.84898000000001,84.80898,73.78898000000001,80.08949,67.20898000000001,64.11949,81.38898,62.96898,87.76898,89.04898,80.64898000000001
153,52,0,71.619592,93.259592,95.69959200000001,105.15959,93.47959200000001,68.05959200000001,82.41959200000001,95.27959200000001,82.579592,98.359592,84.05959200000001,80.459592,101.65959000000001,71.619592,86.55959200000001,93.939592,92.659592,94.119592,78.679592,79.579592,81.899592,103.63959,85.959592,81.459592,106.11958999999999,72.05959200000001,96.499592,82.33959200000001,74.219592,81.319592,98.63959200000001,85.19959200000001,74.159592,80.519592,67.63959200000001,64.499592,81.91959200000001,63.559592,88.259592,89.539592,81.499592
154,52,1,72.045714,93.905714,96.305714,105.82571000000002,94.085714,68.545714,82.985714,95.825714,83.085714,99.005714,84.585714,80.985714,102.30570999999999,72.365714,86.981905,94.52571400000001,93.16571400000001,94.685714,79.105714,80.105714,82.345714,104.20571,86.52571400000001,81.965714,106.78571000000001,72.565714,96.967857,82.805714,74.605714,81.825714,99.225714,85.645714,74.685714,80.945714,68.121905,64.985714,82.405714,64.205714,88.785714,90.045714,82.125714
155,52,2,72.556327,94.63632700000001,96.936327,106.53633,94.696327,69.056327,83.555306,96.46898,83.616327,99.882653,85.056327,81.476327,102.85633,72.916327,87.49632700000001,95.13632700000001,93.696327,95.202653,79.49632700000001,80.696327,82.956327,104.75633,87.016327,82.542653,107.71633,72.958776,97.50265300000001,83.336327,74.99632700000001,82.376327,99.776327,86.116327,75.196327,81.336327,68.63632700000001,65.49632700000001,82.922653,65.076327,89.396327,90.63632700000001,82.656327
156,53,0,72.920816,95.640816,97.780816,107.44082,95.560816,69.635082,84.38081600000001,97.46081600000001,84.440816,100.92081999999999,85.520816,82.10081600000001,103.62416,73.420816,88.10081600000001,96.020816,94.560816,96.105408,79.900816,81.46081600000001,83.825408,105.60082,87.700816,83.260816,108.98082,73.413605,98.420816,84.10081600000001,75.480816,83.080816,100.60082,86.885408,75.762974,81.995136,69.10081600000001,66.080816,83.700816,66.000816,90.160816,91.560816,83.455136
157,53,1,73.30040799999999,96.66040799999999,98.36040799999999,108.30041000000001,96.140408,69.980408,84.800136,98.140408,85.02040799999999,101.86041,86.060408,82.55260200000001,104.10041,73.980408,88.680408,96.600408,95.180408,96.640408,80.320408,82.040408,84.245204,106.2352,88.31520400000001,83.900408,109.98041,73.840408,99.040408,84.673469,75.980408,83.66040799999999,101.22041,87.320408,76.16040799999999,82.500408,69.780408,66.900408,84.260408,66.600408,90.700408,92.232602,83.920408
158,53,2,73.68,97.26,98.88,108.82,96.66,70.385,85.28,98.7,85.6,102.6,86.54,83.02,104.66,74.42,89.04,97.1,95.44888900000001,97.04,80.7,82.48,84.72,106.8,88.74,84.34,110.6,74.12,99.52,85.02,76.34,84.056,101.68,87.74,76.5,82.9,70.2,67.42,84.66,67.12,91.26,92.62,84.32
159,54,0,74.178639,98.135918,99.715918,109.69592,97.47591800000001,70.915918,86.17591800000001,99.695918,86.59591800000001,103.79592,87.295918,83.695918,105.75591999999999,74.99432,89.75591800000001,97.915918,96.075918,97.492959,81.195918,83.09591800000001,85.691851,107.69592,89.375918,84.915918,111.61591999999999,74.655918,100.17591999999999,85.59074,76.915918,84.655918,102.17591999999999,88.45591800000001,76.915918,83.53591800000001,70.855918,68.355918,85.335918,67.795918,91.97591800000001,93.015918,84.998639
160,54,1,74.632653,98.83265300000001,100.37265,110.63265,98.132653,71.532653,86.932653,100.23265,87.232653,104.73265,87.852653,84.632653,106.55265,75.552653,90.432653,98.592653,96.792653,98.292653,81.772653,83.892653,85.997551,108.51265,90.33265300000001,85.512653,112.37265,75.212653,100.81265,86.192653,77.512653,85.25265300000001,102.87265,89.132653,77.532653,84.13453100000001,71.552653,69.012653,85.952653,68.412653,92.572653,93.792653,85.412653
