,measure_number,beat_number,pid1263-01,pid52932-01,pid9048-01,pid9050-01,pid9054-01,pid9055-01,pid9058-01,pid9059-01,pid9062-01,pid9063-01,pid9066-01,pid9067-01,pid9068-01,pid9072-01,pid9075-01,pid9088-01,pid9093-01,pid9097-09,pid9099-01,pid9101-01,pid9103-01,pid9104-01,pid9105-01,pid9118-01,pid9137-01,pid9138-01,pid9139-01,pid9150-15,pid9153-01,pid9166c-03,pid9173-06,pid9174-01,pid9186c-01,pid9192-01
64,23,0,42.554466999999995,38.994467,43.494467,32.351489,32.234466999999995,37.894467,40.601110999999996,30.914467,38.111489,37.054466999999995,36.934467,32.234466999999995,37.314467,38.754467,30.672234000000003,39.814467,36.314467,45.374466999999996,39.254467,36.014466999999996,43.334467,39.334467,46.854467,27.42383,26.054467000000002,30.000745000000002,39.554466999999995,31.414467,31.334467,30.114466999999998,35.551489000000004,27.484821999999998,24.571497,39.934467
65,23,1,42.974308,39.314308000000004,43.954308000000005,32.670718,32.474308,38.174308,40.974308,31.254308,38.374308,37.394308,37.194308,32.494308000000004,37.734308,39.114308,31.014308000000003,40.114308,36.674308,45.674308,39.574308,36.334308,43.654308,39.674308,47.394308,27.774308,26.314308,30.314308,39.934308,31.754308,31.634308,30.454308,35.914308,27.794308,24.894308,40.434308
66,23,2,43.524512,39.824512,44.484512,33.124512,32.887256,38.584512,41.384512,31.684511999999998,38.864512,37.924512,37.704512,32.924512,38.284512,39.544512,31.434836999999998,40.564512,37.204512,46.124512,40.064512,36.804512,44.364512,40.104512,48.124512,28.204512,26.684511999999998,30.644512,40.464512,32.204512,32.044512,30.884512,36.424512,28.124512,25.284512,41.044512
67,24,0,44.02737,40.304739,45.067370000000004,33.488685,33.30737,38.96737,41.78737,32.04737,39.207370000000004,38.46737,38.18737,33.28737,38.90737,40.067370000000004,31.74737,40.94737,37.64737,46.567370000000004,40.46737,37.247370000000004,44.94737,40.44737,49.16737,28.467370000000003,26.987370000000002,30.90737,41.02737,32.62737,32.42737,31.20737,36.76737,28.447370000000003,25.627370000000003,41.54737
68,24,1,44.463288,40.703288,45.563288,33.803288,33.603333,39.243935,42.103288,32.329254,39.509254,38.847763,38.667763,33.683288,39.363288,40.423288,32.126184,41.343288,38.043288000000004,46.963288,40.883288,37.703288,45.383288,40.763333,49.703288,28.806644,27.237007000000002,31.223288,41.423288,32.998881,32.764649,31.503935,37.203288,28.783288,25.983288,41.923288
69,24,2,44.988594,41.148594,46.308594,34.328594,34.031156,39.669297,42.608594000000004,32.948594,40.168594,39.328594,39.348594,34.248594,39.868594,40.948594,32.694507,42.028594,38.568594,47.468594,41.508594,38.268594,46.048594,41.248594,50.288594,29.249648999999998,27.609524,31.569531,41.968594,33.259297,33.248594,31.909297,37.728594,29.188594000000002,26.488594,42.728594
70,25,0,45.673583,41.817166,46.853583,34.773583,34.433583,40.053583,43.233583,33.373583,40.837165999999996,39.937166,40.033583,34.753583,40.553583,41.593583,33.133583,42.513583000000004,39.053583,48.153583000000005,42.033583,38.917165999999995,46.640747999999995,41.733583,50.913583,29.553583000000003,27.973583,31.973583,42.513583000000004,33.853583,33.713583,32.353583,38.273583,29.693583,26.853583,43.313583
71,25,1,46.162676,42.582676,47.422676,35.282676,34.842676000000004,40.642676,43.822676,33.842676000000004,41.542676,40.682676,40.502676,35.262676,41.062676,42.235351,33.735351,43.182676,39.662676,48.862676,42.675351,39.635351,47.242676,42.362676,51.522676000000004,30.002676,28.322676,32.422676,43.102676,34.402676,34.422676,32.922676,39.022676000000004,30.162676,27.322676,44.075351
72,25,2,46.836757,43.256757,48.036757,35.833822,35.416757000000004,41.290271999999995,44.396757,34.416757000000004,42.536757,41.536757,41.436757,35.756757,41.636757,43.136757,34.356757,43.776757,40.536757,49.676757,43.316757,40.296757,47.936757,42.996757,52.176757,30.570845000000002,28.776757,32.956757,43.703515,35.016757,34.996757,33.416757000000004,39.856757,30.712252000000003,27.856757,44.676757
73,26,0,47.952676000000004,44.052676,48.832676,36.552676,36.012676,42.152676,45.192676,35.212676,43.332676,42.332676,42.232676,36.452676000000004,42.432676,43.952676000000004,35.160703000000005,44.752676,41.672676,50.932676,44.172676,41.272676000000004,49.232676,43.892676,53.435351000000004,31.232676,29.141043,33.692676,44.512676,35.812676,35.812676,34.052676,40.892676,31.332676,28.192676000000002,45.452676000000004
74,26,1,48.768707,45.186145,49.586145,37.204036,36.462041,42.828072999999996,45.846145,35.806145,44.386145,43.166145,42.726145,37.066145,43.006145000000004,44.646145000000004,35.942048,45.546145,42.446145,51.926145,44.986145,41.946145,49.926145,45.006145000000004,54.20614499999999,31.806145,29.606145,34.286145,45.346145,36.486145,36.646145000000004,34.666145,41.486145,31.766145,28.618073,46.406145
75,26,2,49.285737,45.725737,50.085737,37.565737,36.796960999999996,43.168934,46.345737,36.107867999999996,44.965737,43.585737,43.145737,37.328571000000004,43.525737,45.065737,36.305737,45.945737,42.885737,52.345737,45.405737,42.345737,50.325737,45.425737,55.005736999999996,32.148579,30.023401,34.605737,45.865737,36.965737,36.987868,35.125737,41.985737,32.052623,28.961904999999998,46.695246000000004
76,27,0,50.157052,46.297052,50.717052,38.197052,37.216757,43.583526,47.137052000000004,36.557052,45.637052000000004,44.057052,43.797052,37.817052000000004,44.077052,45.657052,36.879017,46.437052,43.563526,53.197052,46.037052,42.897052,50.877052,45.997052000000004,55.697052,32.617052,30.397052000000002,35.117052,46.497052000000004,37.477052,37.503515,35.657052,42.653526,32.357052,29.337052000000003,47.224104
77,27,1,50.641655,46.741655,51.281655,38.721655,37.541655,44.021654999999996,47.701655,37.021654999999996,46.176621000000004,44.581655,44.481654999999996,38.261655,44.521654999999996,46.121655,37.301655,47.001655,43.981654999999996,54.00165500000001,46.581655,43.401655,51.341654999999996,46.461655,56.381655,33.021654999999996,30.701655,35.501655,47.021654999999996,37.921655,37.861655,36.081655,43.081655,32.721655,29.721655,47.721655
78,27,2,51.168186,47.188186,51.828185999999995,39.228186,37.968185999999996,44.548186,48.228186,37.648185999999995,46.768186,45.108185999999996,45.328185999999995,38.648185999999995,45.028186,46.588186,37.868186,47.648185999999995,44.628186,54.788185999999996,47.088186,43.968185999999996,52.068186,46.988186,56.968185999999996,33.488186,31.068185999999997,36.008186,47.548186,38.408186,38.288185999999996,36.588186,43.568186,33.048186,30.088186,48.308186
79,28,0,51.525329,47.625329,52.365328999999996,39.665329,38.261769,45.025329,48.605329,38.105329,47.285329,45.565329,45.745329,39.016847999999996,45.485329,47.045328999999995,38.268443,48.085328999999994,45.085328999999994,55.585329,47.465329,44.405328999999995,52.745329000000005,47.445329,57.705329000000006,33.848442999999996,31.267754999999998,36.365328999999996,48.005328999999996,38.768443,38.648435,36.925329,44.005328999999996,33.365328999999996,30.367256,48.765329
80,28,1,51.96263,48.000884,52.782630000000005,40.042629999999996,38.52263,45.56263,48.94263,38.500526,47.682629999999996,45.96263,46.12263,39.28263,45.88263,47.42263,38.524737,48.438158,45.542629999999996,56.40263,47.84263,44.686315,53.26263,47.90263,58.30263000000001,34.08263,31.560884,36.682629999999996,48.44263,39.086315,38.996303999999995,37.286315,44.34263,33.646315,30.696303999999998,49.12263
81,28,2,52.40381,48.40381,53.30381,40.423809999999996,38.90381,45.963809999999995,49.40381,38.86381,48.16381,46.34381,46.54381,39.643809999999995,46.323809999999995,47.86381,38.88381,48.823809999999995,46.003809999999994,56.88381,48.243809999999996,45.06381,53.88381,48.30381,59.003809999999994,34.44381,31.923809999999996,37.003809999999994,48.963809999999995,39.52381,39.456916,37.823809999999995,44.783809999999995,33.98381,31.083809999999996,49.54381
82,29,0,52.87185899999999,48.771859,53.671859,40.831859,39.243946,46.271859,49.811859000000005,39.273719,48.751859,46.711859000000004,46.975578000000006,40.011859,46.731859,48.291859,39.331859,49.191859,46.291859,57.49371899999999,48.671859000000005,45.451859000000006,54.391859,48.631859000000006,59.691858999999994,34.771859,32.211859000000004,37.331859,49.393719,39.931859,39.831859,38.271859,45.211859000000004,34.291859,31.491859,49.951859000000006
83,29,1,53.332676,49.112676,54.032676,41.312676,39.512676,46.592676000000004,50.312676,39.612676,49.152676,47.112676,47.312676,40.292676,47.052676,48.692676,39.652676,49.592676000000004,46.572676,57.872676,49.072676,45.772676000000004,54.812676,48.912676,60.312676,35.112676,32.512676,37.572676,49.812676,40.252676,40.151338,38.652676,45.532676,34.572676,31.812676,50.432676
84,29,2,54.103696,49.603696,54.663695999999995,42.003696000000005,39.963696,47.123696,50.943696,40.143696000000006,49.843696,47.663696,47.763696,40.743696,47.583696,49.383696,40.283696,50.283696,47.143696000000006,58.523695999999994,49.683696000000005,46.397391999999996,55.463696,49.403696000000004,61.163695999999995,35.573879,33.063696,38.103696,50.383696,40.683696000000005,40.663696,39.123696,46.003696000000005,35.063696,32.183696000000005,51.183696000000005
85,30,0,55.015125,50.272562,55.315125,42.835125,40.475125,47.915125,51.855125,40.835125,50.715125,48.475125,48.335125,41.235125,48.255125,50.275125,40.955125,51.355125,47.675125,59.235125,50.415125,47.195125,56.235125,50.075125,61.895125,35.955125,33.695125,38.495125,51.155125,41.175125,41.435125,39.735125,46.495125,35.595125,32.875125,51.895125
86,30,1,55.585125,50.725125,55.747551,43.325125,40.905125,48.327562,52.387551,41.205125,51.245125,49.185125,48.985125,41.517551,48.785125,50.681701000000004,41.367562,52.285125,48.053781,59.747562,51.025125,47.725125,56.727551,50.625125,62.425125,36.305125,34.033787,38.787562,51.805125,41.528375,41.925125,40.128375,46.985125,35.945125,33.207551,52.525125
87,30,2,56.252063,51.392063,56.312063,43.832063,41.432063,48.912063,52.932063,41.692063,51.852063,49.772063,49.492063,41.974671,49.412063,51.192063,41.872063,52.932063,48.572063,60.312063,51.614127,48.252063,57.372063,51.130522,63.452063,36.632063,34.432063,39.252063,52.372063,41.972063,42.452063,40.692063,47.452063,36.372063,33.612063,53.152063
88,31,0,56.855532999999994,52.135533,56.815532999999995,44.315533,41.955533,49.355533,53.595532999999996,42.155533,52.57553299999999,50.295533,50.115533,42.455533,50.015533000000005,51.695533000000005,42.415533,53.775532999999996,48.975533,60.955532999999996,52.275533,48.775533,58.155533,51.655533,64.195533,36.995533,34.815533,39.675533,52.875533,42.395533,42.975533,41.275533,47.915533,36.735533000000004,33.932766,53.815532999999995
89,31,1,57.369841,52.649955000000006,57.223288000000004,44.729841,42.456621000000005,49.849841,54.109841,42.589841,53.109841,50.789840999999996,50.829840999999995,42.809841,50.549841,52.089841,42.779921,54.689841,49.309841,61.529841000000005,52.849841000000005,49.22664,58.659932,52.189840999999994,64.889841,37.309921,35.124966,40.029841,53.289921,42.769921000000004,43.403288,41.829840999999995,48.34328,37.039921,34.329840999999995,54.389841000000004
90,31,2,58.016757,53.316756999999996,57.79675699999999,45.196757,43.036757,50.356757,54.65675699999999,43.156757,53.876757,51.336757,51.276757,43.396757,51.156757,52.65675699999999,43.356757,55.276756999999996,49.796757,62.11675699999999,53.43675699999999,49.896757,59.556757,52.676756999999995,65.716757,37.636757,35.596757000000004,40.516757,53.856756999999995,43.216757,43.936757,42.416757000000004,48.836757,37.476757,34.716757,55.036756999999994
91,32,0,58.76859399999999,54.048593999999994,58.548593999999994,45.948594,43.748594,50.928594,55.428594,43.608594000000004,54.84859399999999,51.908594,51.688594,44.148594,51.908594,53.408593999999994,44.049531,55.928594,50.288594,62.788593999999996,54.188593999999995,50.428594,60.30859399999999,53.248594,66.468594,38.008594,36.028594,41.108594000000004,54.608594,43.668594,44.568594,43.168594,49.528594,38.048594,35.148594,55.788593999999996
92,32,1,59.654717000000005,54.874717000000004,59.234717,46.734716999999996,44.574717,51.554717,56.21471700000001,44.254717,55.71471700000001,52.614717000000006,52.474717000000005,44.894717,52.614717000000006,54.274717,44.674717,56.71471700000001,50.834717,63.71471700000001,55.014717000000005,51.134716999999995,61.03471700000001,54.114717000000006,67.574717,38.594716999999996,36.434717,41.794717,55.53471700000001,44.274716999999995,45.094716999999996,43.974717,50.494717,38.494717,35.614717,56.614717000000006
93,32,2,60.368593999999995,55.76859399999999,59.968593999999996,47.508594,45.168594,52.348594,56.908593999999994,44.989297,56.648593999999996,53.328593999999995,52.968593999999996,45.508594,53.368593999999995,54.80859399999999,45.428594,57.368593999999995,51.388594,65.34859399999999,55.76859399999999,52.048594,61.688593999999995,54.58859399999999,68.228594,39.168594,36.828594,42.448594,56.26859399999999,44.708594,45.848594,44.728594,51.048594,39.049296999999996,36.008594,57.388594
94,33,0,61.095374,57.075374,60.795374,48.495374,45.995374,53.535374,57.655374,45.812687,57.835374,54.155374,53.940748,46.195374,54.195374,55.555374,46.455374,58.315374,52.195374,67.155374,56.655374,53.055374,62.715374,55.275374,69.295374,39.855374,37.355374,43.455374,57.075374,45.242687,46.675374,45.495374,51.955374,39.695374,36.575374,58.215374
95,33,1,61.962880000000006,58.002880000000005,61.52288000000001,49.68288,46.62288,54.72288,58.58288,46.54288,58.98288,54.84288000000001,54.782880000000006,47.28288,55.16288,56.542880000000004,47.32822,59.782880000000006,53.12288,68.24288,57.47821999999999,54.02288000000001,63.62288,56.56288000000001,70.10288,40.68288,37.840272,44.36288,57.74288000000001,45.86288,47.582879999999996,45.980411,53.042880000000004,40.60288,37.262879999999996,59.34288000000001
96,33,2,62.741246999999994,59.045624,62.181247,51.221247,47.201246999999995,56.401247,59.561246999999995,47.341246999999996,60.261247,55.961247,56.001247,48.241246999999994,56.321247,57.861247,48.361247,61.061246999999995,54.761247,69.481247,58.501247,55.381246999999995,64.521247,57.981246999999996,71.261247,41.681247,38.261247,45.421246999999994,58.721247,46.701246999999995,48.741246999999994,46.561246999999995,54.421246999999994,41.581247,37.721247,60.561246999999995
97,34,0,63.263764,59.5222,62.838798,51.798798,47.738797999999996,56.978798,60.107211,47.818798,60.958798,56.458798,56.498798,48.798798,56.958798,58.287211,48.878797999999996,61.638798,55.2272,69.958798,59.04376,55.984398999999996,65.038798,58.598797999999995,72.07879799999999,42.198798,38.738797999999996,46.058797999999996,59.218798,47.184399,49.278797999999995,47.018798,55.078798,42.218798,38.138798,61.038798
98,34,1,63.704921,59.88746,63.524921,52.324921,48.204921,57.62492099999999,60.664921,48.344921,61.544920999999995,56.924921,57.284921,49.284921000000004,57.48492099999999,58.764920999999994,49.404921,62.184920999999996,55.73746,70.724921,59.47746,56.44164,65.564921,59.081633,73.044921,42.63373,39.064921000000005,46.584921,59.80492099999999,47.624921,49.784921000000004,47.51582,55.744921,42.804921,38.47873,61.564921
99,34,2,64.21226800000001,60.272268000000004,64.014535,52.710756,48.632267999999996,58.032268,61.032268,48.772268,61.97226800000001,57.332268000000006,57.83075600000001,49.752268,57.872268000000005,59.172268,50.052268,62.57226800000001,56.07226800000001,71.252268,59.852268,56.812268,65.93226800000001,59.632268,73.69906999999999,42.952268,39.372268,46.932268,60.212268,47.992268,50.152268,47.812267999999996,56.132268,43.312267999999996,38.812267999999996,61.952268000000004
100,35,0,64.626961,60.566961,64.406961,52.966961,48.986961,58.306961,61.346961,49.086960999999995,62.286961,57.666961,58.086960999999995,49.986961,58.186961,59.40898000000001,50.30232,62.986961,56.306961,71.586961,60.223923,57.106961,66.246961,59.946961,74.186961,43.266961,39.666961,47.226960999999996,60.566961,48.346961,50.446961,48.186961,56.466961,43.626961,39.166961,62.266961
101,35,1,65.018798,60.918797999999995,64.798798,53.398798,49.358798,58.658798,61.718798,49.418797999999995,62.638798,58.058797999999996,58.518798,50.278797999999995,58.538798,59.758798,50.638798,63.438798,56.598797999999995,71.998798,60.578798,57.438798,66.57879799999999,60.318798,74.758798,43.558797999999996,39.938798,47.558797999999996,60.918797999999995,48.698798,50.758798,48.538798,56.818798,43.898798,39.478798,62.638798
102,35,2,65.51553299999999,61.251837,65.255533,53.815532999999995,49.755533,59.155533,62.175532999999994,49.895533,63.155533,58.495532999999995,58.875533,50.655533,58.975533,60.115533,51.215533,64.09553299999999,56.995532999999995,72.635533,61.015533,57.955532999999996,67.15553299999999,60.711110999999995,75.535533,43.915533,40.295533,48.035533,61.355532999999994,49.095533,51.175533,48.975533,57.25553299999999,44.275533,39.835533,63.115533
103,36,0,65.95308399999999,61.573083999999994,65.793084,54.29308399999999,50.213084,59.573083999999994,62.633084,50.433084,63.693084,58.953084,59.29308399999999,51.093084000000005,59.453084,60.533083999999995,51.733084000000005,64.59308399999999,57.393083999999995,73.09308399999999,61.493083999999996,58.373084,67.713084,61.11308399999999,76.45308399999999,44.313084,40.681360999999995,48.433084,61.79308399999999,49.493084,51.593084000000005,49.393084,57.833084,44.653084,40.173084,63.653084
104,36,1,66.370635,62.030635,66.290635,54.810635,50.710634999999996,60.250634999999996,63.036871,50.870635,64.23063499999999,59.390634999999996,59.830635,51.53127,59.890634999999996,60.970634999999994,52.310635,65.050635,57.930634999999995,73.870635,61.950635,58.710634999999996,68.270635,61.430634999999995,77.270635,44.730635,41.030635,48.870635,62.330635,49.890634999999996,52.050635,49.810635,58.510635,45.090635,40.530635,64.150635
105,36,2,66.782063,62.382063,66.662063,55.162063,51.102063,60.622063,63.362063,51.322063,64.582063,59.782063,60.442063,51.902063,60.242063,61.342063,52.862063,65.402063,58.222063,74.322063,62.362063,59.042063,68.606032,61.942063,77.842063,45.102063,41.382063,49.162063,62.722063,50.262063,52.422063,50.202063,58.862063,45.442063,40.842063,64.522063
106,37,0,67.17453499999999,62.732268000000005,67.032268,55.47226800000001,51.472268,60.912268000000005,63.672268,51.632267999999996,64.872268,60.11226800000001,60.89226800000001,52.172268,60.532268,61.632268,53.172268,65.71226800000001,58.532268,74.71226800000001,62.712268,59.29226800000001,68.85226800000001,62.272268000000004,78.43226800000001,45.372268,41.592268,49.432268,63.07226800000001,50.574535,52.712268,50.552268,59.212268,45.732268,41.132267999999996,64.832268
107,37,1,67.548322,63.248321999999995,67.428322,55.888321999999995,51.868322,61.408322,64.068322,51.968322,65.268322,60.488322,61.708321999999995,52.588322,60.868322,61.948322,53.468322,66.08832199999999,59.028321999999996,75.068322,63.188322,59.608321999999994,69.188322,62.728322,79.168322,45.708321999999995,41.928321999999994,49.728322,63.548322,50.968322,53.008322,51.008322,59.686643999999994,46.068321999999995,41.468322,65.388322
108,37,2,67.943197,63.643197,67.823197,56.303197,52.303197,61.803197,64.463197,52.423196999999995,65.663197,60.923196999999995,62.103196999999994,52.983197,61.263197,62.283196999999994,53.843196999999996,66.483197,59.563196999999995,75.463197,63.583197,60.003197,69.583197,63.203196999999996,80.063197,46.063196999999995,42.243196999999995,50.063196999999995,63.943197,51.363197,53.343196999999996,51.396599,60.083197,46.463196999999994,41.823197,65.783197
109,38,0,68.482472,64.002472,68.502472,56.842471999999994,52.762471999999995,62.55494300000001,64.862472,52.802471999999995,66.24247199999999,61.422472,62.622471999999995,53.462472,61.782472,62.722471999999996,54.282472,67.162472,60.014943,76.082472,64.10247199999999,60.442471999999995,70.182472,63.762471999999995,80.82247199999999,46.542472,42.662471999999994,50.442471999999995,64.522472,51.742472,53.782472,51.822472,60.742472,46.842471999999994,42.142472,66.32247199999999
110,38,1,68.965556,64.349252,69.027778,57.367778,53.267778,63.247778000000004,65.202585,53.207778000000005,66.80555600000001,61.867778,63.147778,53.848889,62.207778000000005,63.187778,54.827778,67.707778,60.447778,76.767778,64.527778,60.808889,70.667778,64.207778,81.527778,46.967778,43.067778000000004,50.887778000000004,65.067778,52.167778000000006,54.207778000000005,52.247778000000004,61.367778,47.267778,42.427778,66.807778
111,38,2,69.371905,64.690635,69.350635,57.650635,53.610634999999995,63.570634999999996,65.530635,53.630635,67.150635,62.210634999999996,63.610634999999995,54.190635,62.550635,63.510635,55.270635,68.050635,60.670635,77.210635,64.890635,61.130635,70.990635,64.550317,82.030635,47.310635,43.354127000000005,51.130635,65.410635,52.510635,54.55031700000001,52.591269999999994,61.690635,47.610634999999995,42.770635,67.150635
112,39,0,69.740431,64.98043100000001,69.680431,57.92043100000001,53.92043100000001,63.800431,65.800431,53.940431000000004,67.42043100000001,62.500431000000006,63.820431000000006,54.400431000000005,62.860431000000005,63.760431000000004,55.56043100000001,68.360431,60.88043100000001,77.520431,65.20043100000001,61.38043100000001,71.220431,64.84043100000001,82.42043100000001,47.580431,43.580431,51.380431,65.740431,52.820431000000006,54.820431000000006,52.980431,62.040431000000005,47.880431,43.060431,67.42043100000001
113,39,1,70.17093,65.35185899999999,70.071859,58.40093,54.291858999999995,64.191859,66.171859,54.271859,67.811859,62.891859,64.251859,54.711859,63.231859,64.111859,55.911859,68.77185899999999,61.211859,77.91185899999999,65.571859,61.691858999999994,71.59093,65.191859,83.251859,47.911859,43.89093,51.711859000000004,66.111859,53.191858999999994,55.170930000000006,53.431858999999996,62.411859,48.171859000000005,43.391859000000004,67.791859
114,39,2,70.549002,65.713243,70.529002,58.829002,54.709002000000005,64.669002,66.629002,54.709002000000005,68.389002,63.329002,64.629002,55.069002000000005,63.689002,64.469002,56.409002,69.329002,61.589501,78.509002,66.009002,62.129002,72.209002,65.596327,84.029002,48.309002,44.209002000000005,52.169002,66.58900200000001,53.589002,55.529002,53.869002,62.869002,48.489002,43.789501,68.269002
115,40,0,70.978798,66.038798,70.998798,59.358798,55.138798,65.07879799999999,67.058798,55.158798,68.998798,63.818798,65.018798,55.498798,64.178798,64.878798,56.858798,69.858798,61.938798,78.958798,66.498798,62.578798,72.747596,65.978798,85.058798,48.767596000000005,44.558797999999996,52.578798,67.058798,53.998798,55.998798,54.338798,63.478798,48.838798,44.118798,68.787596
116,40,1,71.424921,66.504921,71.504921,59.944920999999994,55.704921,65.764921,67.544921,55.644921,69.784921,64.364921,65.60492099999999,55.964921,64.66492099999999,65.38492099999999,57.424921,70.444921,62.544920999999995,79.724921,66.984921,62.98830699999999,73.364921,66.444921,85.544921,49.264921,44.97746,53.044920999999995,67.684921,54.464921,56.564921,54.904920999999995,64.204921,49.324921,44.464921000000004,69.404921
117,40,2,71.802063,67.102063,71.862063,60.414127,56.202063,66.202063,67.922063,56.242063,70.362063,64.802063,66.062063,56.442063,65.042063,65.842063,57.942063,70.962063,62.942063,80.14206300000001,67.662063,63.362063,73.802063,66.942063,86.362063,49.662063,45.333016,53.342063,68.102063,54.782063,56.942063,55.462063,64.742063,49.702063,44.782063,69.782063
118,41,0,72.398798,67.558798,72.318798,60.938798,56.658798,66.558798,68.43879799999999,56.678798,70.898798,65.238798,66.43879799999999,56.918797999999995,65.478798,66.178798,58.418797999999995,71.538798,63.458798,80.618798,68.118798,63.838798,74.398798,67.338798,86.838798,50.098797999999995,45.798798,53.65576,68.538798,55.198798,57.358798,56.138798,65.138798,50.118798,45.074104,70.178798
119,41,1,73.151043,68.271043,73.211043,61.91104300000001,57.403673,67.25104300000001,69.513129,57.291043,71.951043,65.76263,67.250174,57.791043,66.17104300000001,66.75104300000001,59.131043000000005,72.25104300000001,64.461474,81.210174,68.951043,64.47104300000001,75.47104300000001,68.211043,88.151043,50.791043,46.390181,54.17678299999999,69.11104300000001,55.890260999999995,58.071043,56.810261,65.931043,51.35263,45.551043,70.69104300000001
120,41,2,73.83839,69.03839,73.87839,62.518390000000004,58.05839,67.99839,70.35839,58.258390000000006,73.11839,66.39839,67.61839,58.59839,66.85839,67.75839,60.018390000000004,72.99839,65.67839000000001,81.85839,69.45839000000001,64.95839000000001,76.15839,68.89839,88.844195,51.57839,46.758390000000006,54.518390000000004,69.73839,56.384195,58.87839,57.41839,66.65839,51.71839,45.99839,71.33839
121,42,0,74.706553,69.846553,74.566553,63.086553,59.086553,68.746553,71.266553,59.186553,74.246553,67.22655300000001,68.186553,59.526553,67.706553,68.606553,61.406553,73.746553,66.72655300000001,82.886553,70.186553,65.80655300000001,77.488277,69.44655300000001,89.986553,52.426553000000006,47.206553,55.166553,70.58655300000001,57.268277000000005,59.714127000000005,58.068851,67.58655300000001,52.306553,47.006553000000004,72.08655300000001
122,42,1,75.182063,70.562063,75.022063,63.622063,59.473016,69.202063,71.842063,59.596031999999994,74.802063,67.802063,68.682063,60.522063,68.242063,69.262063,61.842063,74.202063,67.382063,83.362063,70.796032,66.362063,77.882063,70.082063,90.762063,52.814021,47.602063,55.722063,71.242063,57.722063,60.062063,58.482063000000004,68.082063,52.726032,47.482063000000004,72.622063
123,42,2,75.710317,71.09063499999999,75.370635,63.990635,59.830113,69.690635,72.370635,59.910317000000006,75.31063499999999,68.23063499999999,69.130635,60.900317,68.770635,69.790635,62.123376,74.670635,67.776878,84.270635,71.170635,66.630317,78.31063499999999,70.330635,91.45063499999999,53.200317000000005,48.111746000000004,56.010635,71.670635,58.130635,60.27882099999999,58.886127,68.651905,53.210317,47.870635,72.990635
124,43,0,76.364195,71.944195,75.99839,64.81839000000001,60.324194999999996,70.284195,73.26678000000001,60.44419499999999,76.05839,69.01839,69.99839,61.67839,69.57839,70.67839000000001,62.618390000000005,75.65839,68.55839,85.79839,71.87839,67.31839000000001,79.09839000000001,70.95839000000001,92.61839,53.764194999999994,48.658390000000004,56.618390000000005,72.31839000000001,58.63839,60.758390000000006,59.506130000000006,69.51839,53.798390000000005,48.55839,73.69839
125,43,1,76.94655300000001,72.443107,76.486553,65.366553,60.686553,70.72655300000001,73.886553,60.866553,76.58655300000001,69.646553,70.646553,62.066553000000006,70.126553,71.30655300000001,62.926553000000006,76.426553,68.986553,86.72655300000001,72.426553,67.746553,79.566553,71.366553,93.326553,54.226553,49.066553000000006,57.026553,72.80655300000001,59.126553,61.026553,59.926553000000006,70.026553,54.186553,48.866553,74.286553
126,43,2,77.456848,72.89684799999999,77.026848,65.976848,61.303695999999995,71.303696,74.463696,61.323696,77.163696,70.28369599999999,71.443696,62.496848,70.72369599999999,71.763696,63.483695999999995,77.103696,69.663696,87.523696,72.963696,68.343696,80.243696,71.78369599999999,94.00369599999999,54.756848,49.463696,57.483695999999995,73.323696,59.536848,61.403696,60.363696,70.483696,54.596848,49.263696,74.92369599999999
127,44,0,77.762472,73.402472,77.582472,66.446236,61.756236,71.722472,74.860816,61.642472,77.682472,70.842472,71.88247199999999,62.953605,71.32247199999999,72.278118,63.822472,77.542472,70.442472,88.702472,73.38247199999999,68.82749100000001,80.902472,72.24247199999999,94.622472,55.162471999999994,49.742472,57.822472,73.862472,59.942471999999995,61.736236,60.742472,70.88247199999999,54.942471999999995,49.642472,75.38247199999999
128,44,1,78.16966,73.92966,78.04966,66.82966,62.02966,72.22966,75.18966,61.903296,78.00983000000001,71.24983,72.26966,63.196553,71.74965999999999,72.60965999999999,64.062457,77.90193199999999,70.84966,89.42966,73.70991500000001,69.08966,81.32966,72.62966,95.24965999999999,55.42966,50.024921,58.14983,74.36966,60.28966,62.001927,61.06983,71.169887,55.14321999999999,49.909841,75.74322
129,44,2,78.638798,74.298798,78.558798,67.21879799999999,62.438798,72.538798,75.57879799999999,62.318798,78.498798,71.618798,72.747596,63.598797999999995,72.21879799999999,73.07879799999999,64.398798,78.258798,71.278798,89.898798,74.158798,69.398798,81.898798,72.93879799999999,95.998798,55.758798,50.418797999999995,58.458798,74.858798,60.718798,62.418797999999995,61.558797999999996,71.598798,55.478798,50.298798,76.247596
130,45,0,79.131451,74.791451,79.071451,67.651451,62.871451,72.930726,76.091451,62.720726,79.092902,72.051451,73.191451,64.011451,72.771451,73.631451,64.70229,78.711451,71.651451,90.531451,74.691451,69.851451,82.451451,73.391451,96.691451,56.151451,50.811451,58.831451,75.37290300000001,61.151451,62.791451,61.980726000000004,71.991451,55.830726,50.671451,76.87145100000001
131,45,1,79.552676,75.152676,79.552676,68.11267600000001,63.152676,73.252676,76.552676,63.052676,79.532676,72.532676,73.592676,64.346531,73.172676,73.992676,65.072676,79.092676,72.052676,90.972676,75.212676,70.272676,82.912676,73.772676,97.452676,56.492676,51.132676000000004,59.152676,75.852676,61.512676,63.132676000000004,62.372676,72.372676,56.112676,51.072676,77.61267600000001
