,measure_number,beat_number,pid1263-12,pid9048-12,pid9054-12,pid9055-12,pid9058-12,pid9059-12,pid9060-12,pid9062-12,pid9063-12,pid9066-12,pid9067-12,pid9068-07,pid9072-12,pid9075-12,pid9087-06,pid9088-07,pid9090-05,pid9093-12,pid9097-14,pid9100b-16,pid9101-12,pid9104-12,pid9105-12,pid9111-12,pid9118-12,pid9137-08,pid9138-12,pid9139-12,pid9166d-19,pid9170-12,pid9173-17,pid9174-12,pid917803b-07,pid917807-07,pid9186c-12,pid9192-12
105,36,2,68.38503399999999,59.205034,57.465033999999996,62.705034,47.125034,52.785033999999996,52.945034,78.80503399999999,63.285033999999996,67.265034,49.180068,58.225033999999994,63.545033999999994,52.445034,56.365033999999994,66.425034,62.165034,56.525034,54.945034,61.625034,64.24503399999999,72.925034,82.30503399999999,32.072695,59.725033999999994,65.365034,46.805034,65.965034,58.485034,57.205034,64.845034,58.545033999999994,58.325033999999995,60.125034,45.465034,66.485034
106,37,0,69.55195,60.07195,58.25195,63.73195,47.79195,53.55195,54.19195,80.19195,64.27195,68.89195,49.900975,58.99195,65.03195,53.03195,57.57195,67.61195,63.09195,57.35195,55.53195,62.91195,65.17195,74.05195,83.51195,32.541707,61.07195,66.33195,47.53195,67.11195,59.19195,58.11195,66.69195,59.61195,59.31195,61.07195,45.93195,67.63195
107,37,1,70.080862,60.580861999999996,58.740862,64.280862,48.280862,54.060862,54.800862,81.140862,64.720862,69.520862,50.328171999999995,59.500862,65.660862,53.540862,58.220862,68.200862,63.660862,57.900862,56.040862,63.580861999999996,65.853447,74.74258499999999,84.040862,32.579792,61.700862,66.951723,47.968171999999996,67.620862,59.640862,58.660862,67.680862,60.100862,59.88603199999999,61.940862,46.360862,68.220862
108,37,2,70.916848,61.116848,59.296848,65.03054399999999,48.816848,54.596848,55.576848,81.856848,65.256848,70.836848,50.773424,60.236847999999995,66.456848,54.076848,58.916848,69.22369599999999,64.136848,58.431712,56.436693000000005,64.39684799999999,66.596848,75.616848,84.836848,32.60737,62.236847999999995,67.737392,48.396848,68.156848,60.276848,59.376847999999995,68.456848,60.816848,60.656848,62.536848,46.796848,69.03684799999999
109,38,0,71.40446700000001,61.60446700000001,59.764467,65.684467,49.384467,55.184467000000005,56.204467,82.724467,65.724467,71.784467,51.064467,60.984467,67.044467,54.56446700000001,59.56446700000001,70.297234,64.62446700000001,58.844467,56.78446700000001,65.104467,67.364467,76.587234,85.644467,32.869539,62.74446700000001,68.26446700000001,48.784467,68.76446700000001,60.737233999999994,60.144467000000006,69.70446700000001,61.364467000000005,61.144467000000006,62.99361700000001,47.084467,69.964467
110,38,1,72.212653,62.252653,60.412653000000006,66.352653,49.812653000000005,55.852653000000004,56.951011,83.732653,66.312653,72.552653,51.632653000000005,61.632653000000005,67.675306,55.192653,60.252653,70.932653,65.272653,59.492653000000004,57.292653,65.912653,68.192653,77.392653,86.552653,33.016455,63.301327,68.852653,49.272653000000005,69.552653,61.272653000000005,60.732653000000006,70.492653,62.072653,61.732653000000006,63.512653,47.535306,70.732653
111,38,2,72.666145,62.686144999999996,60.826145,66.70614499999999,50.266145,56.266144999999995,56.958002,84.50614499999999,66.746145,73.086145,51.966145000000004,62.12229,68.166145,55.606145,60.686144999999996,71.28614499999999,65.686145,59.88614499999999,57.646145,66.406145,68.666145,77.946145,87.246145,33.116921999999995,63.726144999999995,69.266145,49.626145,70.00614499999999,61.766144999999995,61.20614499999999,70.946145,62.506145,62.146145,63.966145,47.906145,71.166145
112,39,0,73.447687,63.119615,61.298843999999995,67.466916,50.675923,56.799615,56.964994,85.356531,67.45653100000001,73.519615,52.339615,62.629229,68.91884399999999,55.979615,61.409229,71.672404,66.279615,60.253205,58.079615000000004,66.979615,69.41884399999999,78.599615,88.039615,33.259615000000004,64.259615,69.799615,49.964807,70.669229,62.199615,61.639615,71.379615,62.939615,62.789229000000006,64.41807299999999,48.178269,71.659615
113,39,1,73.840068,63.500068000000006,61.840068,68.040068,50.980068,57.200068,57.040068000000005,86.120068,67.980068,73.960068,52.680068000000006,63.040068000000005,69.620068,56.360068000000005,61.900068000000005,72.16006800000001,66.72006800000001,60.580068000000004,58.440068000000004,67.620068,70.02006800000001,79.060068,88.700068,33.400068,64.620068,70.280068,50.400068,71.040068,62.60006800000001,62.040068000000005,71.780068,63.38006800000001,63.220068000000005,64.840068,48.460068,72.260068
114,39,2,74.556735,64.156735,62.696735,69.036735,51.438912,57.776734999999995,57.297103,87.056735,68.696735,75.11673499999999,53.336735,63.556734999999996,70.503367,56.956734999999995,62.673367000000006,72.916735,67.47673499999999,61.173367000000006,59.153367,68.576735,71.153367,79.956735,89.716735,33.668416,65.176735,70.876735,51.176735,71.776735,63.156735,62.596734999999995,72.676735,64.063367,63.856735,65.572245,49.016735,73.376735
115,40,0,75.287778,64.847778,64.087778,70.447778,51.988889,58.547778,57.36444399999999,87.985556,69.567778,77.127778,53.967778,64.18777800000001,71.107778,57.667778000000006,63.267778,73.887778,68.647778,61.807778000000006,61.487778000000006,69.307778,72.32777800000001,80.807778,90.46777800000001,34.113209999999995,65.847778,71.663333,52.087778,72.727778,63.967778,63.127778,73.40777800000001,64.587778,64.567778,66.207778,49.398889000000004,74.447778
116,40,1,75.83124699999999,65.371247,64.631247,70.97124699999999,52.351247,59.090624,57.652164,88.61124699999999,70.11124699999999,77.791247,54.374582999999994,64.651247,71.61124699999999,58.251247,63.791247,74.431247,69.33124699999999,62.291247,61.891247,69.911247,72.892494,81.571247,91.131247,34.143015000000005,66.33124699999999,72.211247,52.671246999999994,73.351247,64.75124699999999,63.631246999999995,73.89124699999999,65.071247,65.11124699999999,66.711247,49.711247,75.071247
117,40,2,76.44288,65.88288,65.22288,71.56288,52.74644,59.52288000000001,57.657665,89.24288,70.76288000000001,78.32288,54.76288,65.20288000000001,72.18288000000001,58.66288,64.30288,74.94288,69.92288,62.76288,62.24288000000001,70.44288,73.46288,82.16288,91.74288,34.50288,66.84288000000001,72.78288,53.22288,73.86288,65.32288,64.12288000000001,74.56288,65.82288,65.68288000000001,67.22288,50.06288,75.62288000000001
118,41,0,77.16748299999999,66.567483,65.808741,72.327483,53.267483,60.087483,57.665027,90.047483,71.52748299999999,79.347483,55.327482999999994,65.827483,72.867483,59.247482999999995,65.327483,75.72748299999999,70.687483,63.487483,62.787482999999995,71.267483,74.22748299999999,83.007483,92.647483,34.76324,67.52748299999999,73.507483,54.00748299999999,74.507483,65.88748299999999,64.787483,75.267483,66.647483,66.427483,67.94748299999999,50.533497,76.44748299999999
119,41,1,78.139524,67.339524,66.319524,73.459524,53.784762,60.819524,57.89193100000001,91.039524,72.479524,80.659524,56.079524,66.539524,73.659524,59.999524,66.159524,76.739524,71.459524,64.399524,63.679524,72.07952399999999,75.299524,84.239524,93.479524,35.359524,68.439524,74.439524,54.739523999999996,75.359524,66.659524,65.619524,76.199524,67.659524,67.179524,68.799524,51.059523999999996,77.479524
120,41,2,78.94580500000001,68.14580500000001,66.86580500000001,74.58580500000001,54.465805,61.705805000000005,57.993990000000004,92.037415,73.345805,81.49175600000001,56.825805,67.125805,74.625805,60.76580500000001,67.14580500000001,77.845805,72.22580500000001,65.545805,64.42580500000001,72.965805,76.905805,85.465805,94.485805,36.425805,69.345805,75.22580500000001,55.725805,76.205805,67.36580500000001,66.765805,77.685805,68.42161,67.94580500000001,69.64580500000001,51.585805,78.64580500000001
121,42,0,79.65469399999999,68.894694,67.31469399999999,75.354694,55.094694,62.37469399999999,58.33469399999999,92.79469399999999,73.914694,81.894694,57.274694,67.65469399999999,75.17469399999999,61.19469399999999,67.81469399999999,78.29469399999999,72.79469399999999,66.01234699999999,64.894694,73.774694,77.614694,85.994694,95.134694,37.134694,69.834694,76.01469399999999,56.394693999999994,76.73469399999999,67.834694,67.434694,78.23469399999999,69.17469399999999,68.414694,70.15469399999999,51.994694,79.074694
122,42,1,80.374626,69.502313,67.682313,75.822313,55.482313,62.946939,58.67374399999999,93.442313,74.382313,82.302313,57.582313,68.102313,75.642313,61.582313,68.262313,78.902313,73.262313,66.382313,65.302313,74.234626,78.302313,86.602313,95.799252,37.602313,70.202313,76.342313,56.922313,77.186939,68.262313,67.842313,79.006939,69.962313,68.782313,70.54231300000001,52.382313,79.362313
123,42,2,80.97832199999999,70.058322,68.178322,76.278322,55.818321999999995,63.598321999999996,58.690259999999995,94.038322,74.898322,82.858322,57.978322,68.538322,76.078322,62.058322,68.738322,79.33832199999999,73.75832199999999,66.79208,65.818322,74.738322,78.898322,87.178322,96.418322,38.218322,70.674161,77.178322,57.378322,77.75832199999999,68.75832199999999,68.33832199999999,79.578322,70.498322,69.218322,70.998322,52.778321999999996,79.798322
124,43,0,81.525306,70.54530600000001,68.605306,76.76530600000001,56.16530600000001,64.165306,58.692111,94.640612,75.32530600000001,83.645306,58.285306000000006,68.925306,76.505306,62.447653,69.165306,79.68530600000001,74.20530600000001,67.165306,66.225306,75.147653,79.32530600000001,87.605306,97.105306,38.685306,71.04530600000001,77.665306,57.685306000000004,78.20530600000001,69.165306,68.70530600000001,80.18530600000001,71.085306,69.585306,71.425306,53.107653000000006,80.073061
125,43,1,82.02662099999999,71.006621,69.046621,77.186621,56.478311,64.646621,58.693865,95.10662099999999,75.766621,84.046621,58.618311,69.286621,76.88662099999999,62.886621,69.53915500000001,80.086621,74.646621,67.486621,66.686621,75.52662099999999,79.786621,88.02662099999999,97.826621,39.146621,71.546621,78.10662099999999,58.038311,78.646621,69.60662099999999,69.146621,80.66662099999999,71.546621,69.988311,71.80662099999999,53.486621,80.426621
126,43,2,82.46315200000001,71.46315200000001,69.443152,77.563152,56.756576,65.083152,58.695601,95.516304,76.196304,84.423152,58.923152,69.583152,77.223152,63.143152,69.883152,80.503152,74.983152,67.783152,66.983152,75.883152,80.10315200000001,88.443152,98.583152,39.503152,71.82315200000001,78.523152,58.303152000000004,78.983152,70.123152,69.523152,81.023152,71.923152,70.393288,72.183152,53.723152,80.703152
127,44,0,82.959501,71.859501,69.839501,78.019501,57.039501,65.559501,58.69710799999999,95.959501,76.599501,84.7959,59.271584,70.019501,77.539501,63.459501,70.2719,80.839501,75.399501,68.179501,67.419501,76.279501,80.479501,88.839501,99.479501,39.979501,72.219501,78.919501,58.65295,79.399501,70.699501,69.839501,81.479501,72.339501,70.759501,72.599501,53.999501,81.039501
128,44,1,83.510703,72.330703,70.330703,78.390703,57.370703000000006,66.07070300000001,58.6989,96.510703,77.090703,85.15070300000001,59.570703,70.270703,77.910703,63.890703,70.580176,81.29070300000001,75.750703,68.350703,67.770703,76.57070300000001,80.890703,89.270703,100.2107,40.410703000000005,72.490703,79.310703,58.910703000000005,79.79070300000001,71.090703,70.270703,81.93070300000001,72.730703,71.120351,72.93070300000001,54.350703,81.250703
129,44,2,84.03834499999999,72.818345,70.718345,78.718345,57.67834499999999,66.47834499999999,58.700754,96.97834499999999,77.47834499999999,86.03834499999999,59.89834499999999,70.598345,78.218345,64.278345,70.938345,81.638345,76.11834499999999,68.61834499999999,68.098345,76.938345,81.238345,89.658345,100.85835,40.798345,72.738345,79.738345,59.198344999999996,80.178345,71.458345,70.658345,82.458345,73.078345,71.486115,73.318345,54.638344999999994,81.598345
130,45,0,84.464694,73.244694,71.12469399999999,79.144694,57.964693999999994,66.884694,58.702375,97.48469399999999,77.944694,86.396077,60.18469399999999,70.90469399999999,78.504694,64.584694,71.31683699999999,82.004694,76.524694,68.92469399999999,68.504694,77.26469399999999,81.65209899999999,90.04469399999999,101.54469,41.124694,73.06469399999999,80.164694,59.44469399999999,80.592939,71.964694,70.98469399999999,82.864694,73.524694,71.84469399999999,73.644694,54.90469399999999,81.884694
131,45,1,84.863991,73.583991,71.46399100000001,79.38399100000001,58.203991,67.24399100000001,58.703665,97.823991,78.283991,86.583991,60.383991,71.143991,78.763991,64.843991,71.496995,82.283991,76.843991,69.123991,68.843991,77.516995,81.823991,90.343991,102.06399,41.416995,73.296995,80.483991,59.636995,80.823991,72.283991,71.323991,83.16399100000001,73.863991,72.143991,73.923991,55.136995,82.083991
132,45,2,85.3239,74.0839,71.8839,79.7239,58.4839,67.6839,58.705566000000005,98.2439,78.7039,86.9439,60.6639,71.4839,79.0839,65.2239,71.8839,82.6639,77.2239,69.4039,69.2039,77.8439,82.1839,90.7039,102.6839,41.8239,73.6239,80.951701,59.9439,81.1839,72.5839,71.7039,83.5239,74.2639,72.5039,74.2839,55.4239,82.4039
133,46,0,85.95689300000001,74.513447,72.241723,80.093447,58.793447,68.013447,58.707198999999996,98.673447,79.093447,87.213447,60.953447,71.810574,79.313447,65.493447,72.27335,83.05344699999999,77.653447,69.673447,69.573447,78.153447,82.574345,91.05344699999999,103.23345,42.193447,73.893447,81.473447,60.173446999999996,81.533447,72.933447,72.073447,83.813447,74.673447,72.793447,74.613447,55.633447,82.670574
134,46,1,86.366916,74.886916,72.586916,80.326916,59.046916,68.34691600000001,58.70861899999999,98.962305,79.446916,87.566916,61.149229000000005,72.035639,79.528458,65.786916,72.426916,83.326916,77.938458,69.888458,69.918458,78.40691600000001,82.746916,91.306916,103.74691999999999,42.449228999999995,74.12691600000001,81.798458,60.362305000000006,81.826916,73.255639,72.388458,84.106916,75.04691600000001,73.06845799999999,74.858458,55.848457999999994,82.86845799999999
135,46,2,86.76299300000001,75.302993,72.96299300000001,80.562993,59.30299300000001,68.662993,58.762993,99.282993,79.82299300000001,87.90299300000001,61.382993000000006,72.32299300000001,79.782993,66.062993,72.702993,83.562993,78.242993,70.12299300000001,70.202993,78.68299300000001,83.022993,91.582993,104.24299,42.802993,74.40299300000001,82.10299300000001,60.602993000000005,82.202993,73.502993,72.76299300000001,84.422993,75.442993,73.382993,75.142993,56.062993000000006,83.142993
136,47,0,87.178345,75.798345,73.392782,80.89834499999999,59.652086,69.018345,58.866884999999996,99.712086,80.218345,88.257086,61.67604300000001,72.67354300000001,80.05834499999999,66.39834499999999,73.073543,83.89834499999999,78.69834499999999,70.391391,70.578345,79.018345,83.433149,91.938345,104.86668999999999,43.154171999999996,74.718345,82.55834499999999,60.891391000000006,82.675669,73.878345,73.178345,84.75834499999999,75.918345,73.69834499999999,75.498345,56.298345,83.438345
137,47,1,87.528594,76.188594,73.748594,81.12859399999999,59.968593999999996,69.34859399999999,59.0422,99.98859399999999,80.588594,88.56859399999999,61.896198,72.86859399999999,80.28859399999999,66.668594,73.228594,84.188594,78.968594,70.588594,70.908594,79.28859399999999,83.608594,92.188594,105.50858999999998,43.448594,74.949297,82.888594,61.034649,82.98859399999999,74.259297,73.50859399999999,85.048594,76.308594,73.969297,75.78929699999999,56.548593999999994,83.668594
138,47,2,87.925306,76.785306,74.005306,81.385306,60.325306000000005,69.745306,59.405306,100.34531,80.96530600000001,88.96530600000001,62.285306000000006,73.20530600000001,80.62530600000001,66.98530600000001,73.505306,84.665306,79.32530600000001,70.865306,71.20530600000001,79.605306,83.945306,92.565306,106.40531000000001,43.945306,75.34530600000001,83.34530600000001,61.285306000000006,83.68530600000001,74.54530600000001,73.96530600000001,85.445306,76.68530600000001,74.305306,76.18530600000001,56.785306000000006,84.18530600000001
139,48,0,88.49873000000001,77.57873000000001,74.81873,81.81873,60.75873000000001,70.17873,59.85873,101.03873,81.45873,89.25873,62.89873000000001,73.65873,81.19873,67.37873,74.19873,85.15873,79.95873,71.85873000000001,71.55873000000001,80.28218299999999,84.45873,93.17873,107.33873,45.25873,75.81873,83.97873,61.658993,84.83873,75.15873,74.55873000000001,85.99873000000001,77.17873,74.75873,76.65873,57.118730000000006,84.89873
140,48,1,89.021111,78.121111,75.341111,82.125556,61.107778,70.58111099999999,60.401111,101.53778,81.881111,89.607037,63.247037,74.101111,81.72555600000001,67.715556,74.785556,85.565556,80.521111,72.661111,71.88555600000001,80.761111,84.821111,93.601111,108.40111,46.301111,76.261111,84.961111,61.741111,85.421111,75.621111,74.94111099999999,86.621111,77.661111,75.24555600000001,76.961111,57.52555600000001,85.58111099999999
141,48,2,89.71839,78.83839,76.13839,82.43839,61.478390000000005,71.21839,61.09839,101.89839,82.37839,89.93839,63.59839,74.45839000000001,82.13839,68.17839000000001,75.45839000000001,86.03839,81.07839,73.27839,72.15839,81.47839,85.33839,94.29839,109.09839,46.838390000000004,76.71839,85.67839000000001,62.018390000000004,86.13839,76.21839,75.39839,87.35839,78.13839,75.71839,77.33839,57.99839,86.35839
142,49,0,90.25371899999999,79.433719,76.733719,82.853719,61.973718999999996,71.853719,61.713719,102.49372,83.013719,90.35593,64.03558100000001,74.95371899999999,82.633719,68.713719,75.95371899999999,86.53371899999999,81.69124000000001,73.83371899999999,72.61371899999999,82.03371899999999,85.853719,94.793719,109.81371999999999,47.353719,77.33371899999999,86.293719,62.333718999999995,86.73474399999999,76.793719,75.933719,87.933719,78.653719,76.33371899999999,77.853719,58.713719,87.072313
143,49,1,91.163265,80.083265,77.38663299999999,83.223265,62.463265,72.503265,62.363265000000006,103.12326999999999,83.683265,90.853316,64.483265,75.503265,83.24326500000001,69.343265,76.443265,87.083265,82.343265,74.423265,73.24326500000001,82.443265,86.483265,95.354422,110.60326,48.303265,78.02326500000001,86.903265,62.723265000000005,87.323265,77.363265,76.543265,88.623265,79.266633,76.99331600000001,78.403265,59.423265,87.843265
144,49,2,92.402449,81.022449,78.282449,83.702449,63.282449,73.342449,63.882449,104.38245,84.662449,91.742449,65.142449,76.299796,83.922449,70.182449,77.262449,88.002449,82.982449,75.302449,75.022449,83.542449,87.382449,96.382449,111.58245,49.702449,79.042449,87.782449,63.122448999999996,88.362449,78.182449,77.362449,89.622449,79.96244899999999,77.822449,79.582449,60.476224,88.99979599999999
145,50,0,93.878639,82.198639,79.358639,84.498639,64.078639,74.30431999999999,64.678639,105.83863999999998,86.098639,93.238639,65.758639,77.198639,84.678639,71.198639,78.298639,89.118639,83.898639,76.618639,77.318639,84.698639,88.258639,97.038639,113.01863999999999,51.258639,80.678639,88.838639,63.658639,89.398639,79.438639,78.238639,91.538639,80.718639,78.938639,80.898639,61.598639,90.46432
146,50,1,94.981338,83.021338,80.241338,85.221338,64.901338,74.961338,65.581338,107.12133999999999,87.041338,94.121338,66.901338,77.961338,85.321338,72.021338,79.221338,89.961338,84.721338,77.701338,78.221338,85.781338,89.201338,98.001338,113.94134,52.672676,81.821338,89.581338,64.321338,90.421338,80.181338,78.941338,92.961338,81.601338,79.581338,81.621338,62.161338,91.205669
147,50,2,95.444717,83.684717,80.684717,85.704717,65.30471700000001,75.459119,66.284717,108.08471999999999,87.564717,94.624717,67.444717,78.504717,85.66471700000001,72.444717,79.824717,90.38471700000001,85.284717,78.224717,78.764717,86.424717,89.66471700000001,98.564717,114.68472,53.264717000000005,82.30471700000001,90.10471700000001,64.66471700000001,90.924717,80.704717,79.46471700000001,93.52471700000001,82.264717,80.064717,82.144717,62.624717000000004,91.684717
148,51,0,96.056032,84.143016,81.156032,86.163016,65.76301600000001,75.809048,66.90301600000001,108.64301999999999,88.236032,95.003016,68.123016,79.095079,86.216032,72.96301600000001,80.443016,90.876032,85.75603199999999,78.923016,79.289048,86.883016,90.169048,99.076032,115.28302,53.836031999999996,82.75603199999999,90.58904799999999,65.023016,91.64206300000001,81.163016,79.90301600000001,94.376032,82.68301600000001,80.709048,82.46301600000001,63.043016,92.223016
149,51,1,96.808685,84.588685,81.588685,86.728685,66.09934200000001,76.279342,67.468685,109.28868999999999,88.76868499999999,95.40868499999999,68.508685,79.568685,86.648685,73.43934200000001,80.948685,91.508685,86.288685,79.488685,79.868685,87.468685,90.728685,99.828685,115.88869,54.688685,83.228685,91.128685,65.388685,92.168685,81.568685,80.308685,94.819671,83.128685,81.228685,82.888685,63.448685,92.848685
150,51,2,97.37306099999999,85.333061,82.333061,87.559184,66.553061,76.893061,68.393061,110.23306000000001,89.293061,96.09306099999999,69.013061,80.133061,87.193061,74.113061,81.653061,92.273061,86.953061,80.033061,80.453061,88.073061,91.393061,100.67305999999999,116.57306000000001,55.713060999999996,83.973061,91.933061,66.013061,93.013061,82.133061,80.893061,95.333061,83.753061,81.813061,83.393061,63.813061,93.653061
151,52,0,97.901746,85.941746,83.121746,88.32174599999999,66.981746,77.32174599999999,69.221746,111.24175,89.801746,96.561746,69.441746,80.801746,87.781746,74.60174599999999,82.301746,93.001746,87.46174599999999,80.641746,81.027249,88.74174599999999,92.18174599999999,101.64175,117.34175,56.301745999999994,84.60174599999999,92.761746,66.341746,93.641746,82.581746,81.521746,95.841746,84.24174599999999,82.361746,83.921746,64.212937,94.46174599999999
152,52,1,98.979864,86.499864,84.099864,88.939864,67.639864,77.999864,69.999864,112.51986000000001,90.579864,97.239864,69.939864,81.419864,88.579864,75.359864,82.89986400000001,93.799864,88.099864,81.599864,81.639864,89.439864,93.099864,102.51905,118.29986000000001,57.319864,85.299864,93.459864,66.919864,94.339864,83.159864,82.139864,96.499592,84.859864,82.979864,84.439864,64.639864,95.159864
153,52,2,99.362993,86.882993,84.46299300000001,89.382993,68.022993,78.302993,70.502993,113.34298999999999,90.82299300000001,97.582993,70.242993,81.76299300000001,88.922993,75.62299300000001,83.362993,94.142993,88.486497,81.922993,81.922993,89.90299300000001,93.522993,103.03599,118.82298999999999,58.002993000000004,85.722993,93.842993,67.142993,94.722993,83.48299300000001,82.40299300000001,96.942993,85.242993,83.35649699999999,85.062993,64.8922,95.54299300000001
154,53,0,100.6081,87.82809499999999,85.148095,90.428095,68.808095,79.04809499999999,71.88809499999999,114.66808999999999,91.90809499999999,99.18809499999999,70.988095,82.54809499999999,90.04809499999999,76.368095,84.648095,95.368095,89.228095,82.928095,82.648095,91.128095,94.448095,104.1281,119.7881,59.308094999999994,87.028095,94.668095,67.82809499999999,95.88619,84.228095,83.34619,98.508095,86.40809499999999,84.32809499999999,86.168095,65.40809499999999,96.68809499999999
155,53,1,101.29685,88.356848,85.652283,90.996848,69.276848,79.516848,72.53684799999999,115.37685,92.516848,99.876848,71.556848,82.976848,90.576848,76.956848,85.236848,95.996848,89.756848,83.576848,83.216848,91.736848,95.276848,104.67685,120.37685,60.116848,87.53684799999999,95.376848,68.356848,96.416848,84.636848,83.916848,99.496848,86.936848,84.916848,86.696848,65.836848,97.236848
156,53,2,101.8393,89.03929699999999,86.049177,91.579297,69.715859,79.95929699999999,73.299297,115.9193,92.979297,101.0993,72.03929699999999,83.639297,91.17929699999999,77.45929699999999,85.859297,96.839297,90.259297,83.999297,83.619297,92.419297,95.939297,105.4393,121.0593,61.299296999999996,87.919297,95.919297,68.639297,96.95929699999999,85.219297,84.639297,100.2793,87.619297,85.559297,87.228594,66.09929699999999,97.859297
157,54,0,102.38882,89.668821,86.648821,92.388821,70.228821,80.448821,73.988821,116.66882,93.508821,102.06882,72.32882099999999,84.10882099999999,91.68882099999999,78.088821,86.588821,97.708821,90.868821,84.46882099999999,83.988821,93.10882099999999,96.648821,106.40881999999999,121.84881999999999,62.327642000000004,88.54882099999999,96.60882099999999,69.028821,97.508821,85.74882099999999,85.308821,101.48881999999999,88.128821,85.988821,87.78294,66.508821,98.668821
158,54,1,103.18932,90.26932,87.12931999999999,93.04932,70.68932,81.08932,74.58932,117.64863999999999,94.12931999999999,102.84728,72.88932,84.66932,92.20931999999999,78.72932,87.28931999999999,98.36932,91.46932,85.06931999999999,84.48931999999999,93.90932,97.40932,107.16932,122.60932,63.20932,89.16932,97.18932,69.42931999999999,98.16932,86.28931999999999,85.82932,102.14864,88.76932,86.58932,88.28931999999999,66.96932,99.32932
159,54,2,103.60084,90.680839,87.480839,93.380839,70.980839,81.440839,74.637271,118.34083999999999,94.520839,103.46084,73.180839,85.120839,92.60083900000001,79.080839,87.680839,98.680839,91.860839,85.420839,84.800839,94.360839,97.800839,107.64084,123.20083999999999,63.660839,89.52542,97.60083900000001,69.70541899999999,98.580839,86.74083900000001,86.280839,102.70084,89.160839,86.960839,88.700839,67.24083900000001,99.74083900000001
160,55,0,104.27060999999999,91.090612,87.870612,93.870612,71.370102,81.831224,74.645306,118.99061,95.010612,103.81061,73.550612,85.69183699999999,93.090612,79.510612,88.050612,99.090612,92.270612,85.810612,85.250612,94.770612,98.331224,108.13367,123.77184,64.210612,89.930612,98.111837,70.090612,99.130612,87.250612,86.670612,103.31245,89.570612,87.45061199999999,89.070612,67.610612,100.23061
161,55,1,104.69742,91.517415,88.277415,94.657415,71.697415,82.317415,74.77431,119.47741,95.537415,104.23742,73.92483,86.177415,93.517415,79.957415,88.417415,99.637415,92.697415,86.197415,85.677415,95.25741500000001,98.917415,108.77741999999999,124.33741,64.82483,90.30370699999999,98.597415,70.517415,99.697415,87.817415,87.057415,103.91741999999999,89.97741500000001,87.937415,89.517415,67.957415,100.75741
162,55,2,105.30313000000001,91.983129,88.916259,95.303129,72.263129,82.696565,74.79458000000001,120.24313000000001,96.163129,104.80313000000001,74.303129,86.74312900000001,94.003129,80.36656500000001,88.82312900000001,100.24313000000001,93.083129,86.643129,85.983129,95.663129,99.423129,109.52313000000001,125.06313,65.423129,90.763129,99.263129,70.903129,100.22313,88.443129,87.583129,104.38313000000001,90.423129,88.423129,90.203129,68.483129,101.44313000000001
163,56,0,106.15526000000001,92.395261,89.475261,96.17526099999999,72.735261,83.095261,74.80102,120.73526000000001,96.855261,105.55526,74.57263,87.435261,94.435261,80.715261,89.195261,100.95526,93.495261,87.095261,86.355261,96.075261,99.875261,110.47526,125.63526,65.755261,91.195261,100.29526,71.375261,100.69526,88.915261,88.01263,104.75525999999999,90.81526099999999,88.915261,90.995261,68.935261,102.05526
164,56,1,107.34161,93.08161,90.08161,96.72161,73.16161,83.52161,74.86161,121.26161,97.58161,106.52161000000001,74.98161,88.20161,94.90160999999999,81.14161,89.78161,101.52161,93.88161,87.42161,86.80161,96.70161,100.58161,111.02161000000001,126.44161000000001,66.36161,91.66161,101.22161,72.11322,101.34161,89.38161,88.40160999999999,105.26161,91.20161,89.38161,91.84161,69.295805,102.76161
165,56,2,108.02278999999999,93.522789,90.742789,97.122789,73.562789,84.002789,75.07291,121.80278999999999,98.162789,106.92278999999999,75.462789,88.78278900000001,95.368367,81.582789,90.342789,101.96279,94.35557800000001,87.802789,87.262789,97.302789,101.26279,111.88278999999999,127.10278999999998,66.922789,92.182789,101.96279,72.922789,102.22279,89.822789,88.862789,105.81558000000001,91.64278900000001,89.922789,92.322789,69.64278900000001,103.74279
166,57,0,108.49438,93.994376,91.214376,97.474376,73.946875,84.354376,75.078805,122.25438,98.634376,107.39438,75.814376,89.274376,95.894376,81.992188,91.014376,102.47438000000001,94.894376,88.174376,87.654376,97.994376,101.79438,112.37438,127.63438000000001,67.334376,92.534376,102.41438000000001,73.354376,102.75438,90.274376,89.274376,106.27813,92.414376,90.454376,92.854376,70.014376,104.27438000000001
167,57,1,109.19286000000001,94.492857,92.132857,97.91285699999999,74.432857,84.952857,75.085036,123.07286,99.092857,107.95286000000002,76.25535699999999,89.952857,96.432857,82.47285699999999,91.97285699999999,103.15286,95.33285699999999,88.672857,88.25285699999999,99.05285699999999,102.85285999999999,113.55286000000001,128.25286,67.89285699999999,93.212857,102.91286,73.852857,103.29286,90.812857,89.83285699999999,106.75286000000001,92.732857,91.132857,93.492857,70.512857,105.17286000000001
168,57,2,109.87141000000001,95.031406,92.971406,98.611406,74.99140600000001,85.551406,75.231406,124.05141,99.731406,108.97141,76.691406,90.811406,97.37140600000001,83.091406,92.71140600000001,103.81141,95.971406,89.311406,89.271406,99.751406,103.83140999999999,114.43141000000001,129.03141000000002,68.591406,94.031406,103.77141,74.551406,103.97140999999999,91.611406,90.51140600000001,107.29141000000001,93.37140600000001,91.731406,94.51140600000001,71.051406,106.15141000000001
