,measure_number,beat_number,pid1263-16,pid52932-09,pid9048-16,pid9054-16,pid9055-16,pid9058-16,pid9059-16,pid9061-16,pid9062-16,pid9063-16,pid9065-11,pid9066-16,pid9067-16,pid9072-16,pid9074f-16,pid9075-16,pid9078-08,pid9081-04,pid9088-11,pid9093-16,pid9094-16,pid9097-07,pid9099-16,pid9100b-12,pid9101-16,pid9104-16,pid9105-16,pid9118-16,pid9126-04,pid9128-12,pid9138-16,pid9139-16,pid9153-16,pid9166e-09,pid9170-16,pid9173-21,pid9174-16,pid9186c-16,pid9192-16
58,21,0,30.304807,38.644807,29.764807,33.304807000000004,32.124807000000004,28.744807,30.844807,32.384807,35.904807,33.804807000000004,39.184807,29.724807000000002,25.424807,32.064807,30.584807,31.604807,29.524807,26.244807,24.769567000000002,27.048269,35.744807,38.784807,30.804807,29.884807000000002,33.464807,36.864807,36.304807000000004,35.604807,37.764807,30.104807,27.804807,28.384807000000002,30.624807,32.624807000000004,34.464807,27.764807,29.864807,30.804807,30.404807
59,21,1,30.675010999999998,39.015011,30.235011,33.695011,32.415011,29.055011,31.315011,32.815011,36.315011,34.215011,39.655011,30.575011,25.735011,32.455011,30.895011,32.055011,29.875010999999997,26.595011,25.092506,27.375010999999997,36.095011,39.155011,31.220022999999998,30.255011,33.815011,37.215011,36.775011,36.015011,38.415011,30.515010999999998,28.135011,28.732506,31.015010999999998,33.055011,34.955011,28.095011,30.235011,31.195010999999997,30.735011
60,21,2,31.105533,39.425533,30.707765999999996,34.165533,32.765533000000005,29.405533000000002,31.805533,33.305533000000004,37.045533,34.625533000000004,40.305533000000004,30.858981,26.185533,32.825533,31.265533,32.545533,30.225533000000002,27.065533000000002,25.309107,27.725533000000002,36.425533,39.645533,31.725533000000002,30.565533000000002,34.285533,37.705533,37.225533,36.665533,39.125533000000004,30.991035999999998,28.425533,29.085533,31.345533000000003,33.585533,35.345533,28.445533,30.605533,31.549107,31.065533000000002
61,22,0,31.776372,39.856372,31.136371999999998,34.616372,33.256372,29.816371999999998,32.316371999999994,33.816371999999994,37.676372,35.036372,40.796372,31.096372,26.536371999999997,33.236371999999996,31.616372,32.896372,30.596372,27.376371999999996,25.556372,28.016371999999997,36.876371999999996,40.056371999999996,32.176372,31.076371999999996,34.696372,38.396372,37.816371999999994,37.216372,40.016372,31.276372,28.776372,29.376371999999996,31.696371999999997,34.096371999999995,35.756372,28.936372,30.936372,31.976371999999998,31.456371999999998
62,22,1,32.372063,40.572063,31.672063,35.132063,33.712063,30.252063,32.772063,34.532063,38.472063,35.692063,41.512063,31.532063,27.072063,33.672063,32.012063,33.472063,31.052063,27.932063,25.901032,28.472063000000002,37.492063,40.712063,32.692063,31.872063,35.372063,38.872063,38.872063,37.712063,40.612063,32.052063000000004,29.272063,29.872063,32.152063,34.612063,36.352063,29.452063,31.352063,32.592063,32.034127000000005
63,22,2,32.657778,40.877778,32.077778,35.457778000000005,34.137778000000004,30.617778,33.137778000000004,34.937778,38.757778,36.237778000000006,41.877778,31.777778,27.417778000000002,33.997778000000004,32.637778000000004,33.877778,31.357778000000003,28.237778000000002,26.197778,28.777778,37.917778000000006,41.217778,33.157778,32.237778000000006,35.757778,39.337778,39.317778000000004,38.077778,40.977778,32.537778,29.637778000000004,30.237778000000002,32.477778,35.048889,36.797778,29.777778,31.697778000000003,32.957778000000005,32.437778
64,23,0,33.014784999999996,41.154785,32.354785,35.734784999999995,34.374784999999996,30.974784999999997,33.494785,35.294785,39.154785,36.654785,42.234784999999995,32.022391999999996,27.574785,34.394785,33.034785,34.194784999999996,31.674784999999996,28.454784999999998,26.434784999999998,28.994784999999997,38.214785,41.654785,33.494785,32.594784999999995,36.114785,39.654785,39.754785,38.494785,41.514784999999996,32.974785,29.874785,30.554785,32.854785,35.524353999999995,37.134785,30.094784999999998,31.974784999999997,33.214785,32.794785
65,23,1,33.834140999999995,41.950703000000004,33.030703,36.290703,35.310703000000004,31.850703000000003,34.330703,36.090703000000005,39.930703,37.670703,43.050703000000006,32.795176,28.150703000000004,35.370703000000006,33.950703000000004,35.210703,32.450703000000004,29.290703000000004,27.190703000000003,30.070703,39.150703,42.430703,34.230703000000005,33.310703000000004,37.050703000000006,40.870703000000006,40.930703,39.310703000000004,42.310703000000004,33.850703,30.590703,31.310703000000004,33.680351,36.530703,37.950703000000004,30.930703,32.950703000000004,33.890703,33.890703
66,23,2,34.806893,44.506893,34.106893,37.066893,36.726893,33.586892999999996,35.366893,37.606893,41.766892999999996,39.26068,44.226893,33.766892999999996,28.966893,36.846893,35.066893,36.926893,33.566893,30.306893,28.066893,31.266893,40.546893,44.906893,35.286893,34.209223,38.446892999999996,42.226893,42.506893,41.186893,44.526893,35.146893,31.623787,32.446892999999996,36.066893,37.826893,39.826893,31.628964,34.366893,35.846893,35.323787
67,24,0,35.278684999999996,44.738685,34.758685,37.638684999999995,37.338685,34.198685,35.938685,38.058685,42.218685,39.918684999999996,44.778684999999996,34.024342,29.298685,37.254342,35.458684999999996,37.458684999999996,34.158685,30.738684999999997,28.298685,32.098684999999996,41.114342,45.778684999999996,35.958684999999996,34.658685,39.158685,43.178684999999994,43.218685,41.838685,45.598684999999996,35.818684999999995,32.518685,33.038685,36.598684999999996,38.698685,40.638684999999995,31.958685,35.118685,36.298685,36.034341999999995
68,24,1,35.626304,45.206303999999996,35.226304,38.186304,37.733261,34.626304,36.426303999999995,38.526303999999996,42.886303999999996,40.506304,45.366304,34.366304,29.746304,37.586304,35.986304,37.966304,34.586304,31.146303999999997,28.586304,32.606303999999994,41.506304,46.386303999999996,36.386303999999996,34.986304,39.826304,43.646304,44.166304,42.326304,46.186304,36.566303999999995,33.006304,33.406304,36.986304,39.326304,41.126304,32.326304,35.778152,36.686304,36.446304
69,24,2,35.933254,45.613254,35.616508,38.596508,37.956508,34.940651,36.896508000000004,38.836508,43.276508,40.896508000000004,45.816508,34.696508,30.056508,37.936508,36.356508000000005,38.373253999999996,34.976508,31.391084999999997,28.836508000000002,32.936508,41.856508000000005,46.736508,36.716508000000005,35.256508000000004,40.292169,43.956508,44.756508000000004,42.636508,46.676508,37.016508,33.356508000000005,33.736508,37.376508,39.796508,41.536508000000005,32.696508,36.096508,37.076508000000004,36.856508000000005
70,25,0,36.262177,46.042177,36.042177,39.042177,38.322177,35.202177,37.442177,39.242177000000005,43.942177,41.382177,46.262177,35.142177000000004,30.466088,38.462177000000004,36.702177,38.822177,35.502177,31.682177000000003,29.126088,33.282177000000004,42.382177,47.202177,37.062177,35.762177,40.762177,44.402177,45.342177,43.082177,47.282177000000004,37.542177,33.762177,34.062177,37.782177000000004,40.202177,41.922177000000005,33.162177,36.482177,37.574059000000005,37.402177
71,25,1,36.877449,46.524898,36.704898,39.607449,39.244898,35.804898,38.164898,40.224897999999996,44.504898,42.184898,46.984898,36.464898,31.004897999999997,39.188724,37.407449,39.544897999999996,36.264897999999995,32.184898,29.824897999999997,34.024898,43.164898,47.904897999999996,37.60915,36.584897999999995,41.604898,45.164898,46.224897999999996,43.628299,48.044897999999996,38.584897999999995,34.304898,34.604898,38.328724,40.704898,42.624897999999995,34.104898,36.924898,38.084897999999995,38.344898
72,25,2,37.569841,47.409841,37.709841,40.289840999999996,40.129841,36.509921000000006,39.029841,41.169841,45.349841,43.169841,48.049841,37.329840999999995,31.559921000000003,40.249840999999996,38.309841,40.369841,37.169841,32.909841,30.669840999999998,35.309841,44.049841,49.109840999999996,38.729841,37.449841,42.769841,46.269841,47.589841,44.689840999999994,49.149840999999995,39.749840999999996,35.009840999999994,35.429840999999996,38.949841,41.289840999999996,43.729841,35.069841,37.549841,39.049841,39.549841
73,26,0,38.209637,48.109637,38.249637,41.009637,40.749637,37.049637,39.629637,41.989637,45.789637,43.869637,48.849637,37.669637,31.909637,40.679819,38.909637,40.889637,37.769637,33.329637,31.229637,35.869637,44.769637,49.849637,39.449637,38.009637,43.349637,46.869637,48.389637,45.269637,49.849274,40.189637,35.489637,36.009637,39.529637,41.909637,44.329637,35.789637,38.169637,39.809637,40.209637
74,26,1,38.671473999999996,48.651474,38.671473999999996,41.391474,41.311474,37.450368,40.231474,42.731474,46.250491,44.512948,49.351473999999996,38.131474,32.231474,41.031473999999996,39.451474,41.371474,38.270737,33.631474,31.751473999999998,36.231474,45.332947999999995,50.551474,40.071474,38.611474,44.072948,47.331474,48.992948,45.771474,50.512948,40.591474,35.931474,36.451474,40.071474,42.290737,44.811474,36.371474,38.631474,40.311474,40.832947999999995
75,26,2,39.021361,49.00568,39.101361,41.68568,41.561361,37.741361,40.681360999999995,43.241361,46.581361,45.001360999999996,49.821360999999996,38.821360999999996,32.521361,41.401361,39.881361,41.721361,38.601361,33.881361,32.101361,36.501360999999996,45.801361,51.021361,40.581361,38.981361,44.561361,47.761361,49.521361,46.101361,51.021361,40.941361,36.261361,36.781361,40.445679999999996,42.661361,45.201361,36.681360999999995,38.941361,40.661361,41.261361
76,27,0,39.356417,49.416416999999996,39.556416999999996,42.056416999999996,41.916416999999996,38.056416999999996,41.096416999999995,43.656417,46.976417,45.456417,50.256417,39.262834000000005,32.876417,41.736416999999996,40.316417,42.056416999999996,38.976417,34.156417,32.476417,36.796417,46.196417,51.636417,41.016417,39.336417,44.976417,48.136417,50.036417,46.496417,51.476417,41.316417,36.656417,37.116417,40.836417,43.016417,45.596416999999995,36.976417,39.336417,40.996417,41.676417
77,27,1,39.662766,49.842766,39.962765999999995,42.356383,42.142765999999995,38.402766,41.502765999999994,44.022766,47.262766,45.842766,50.702766,39.742765999999996,33.142765999999995,42.082766,40.682766,42.382766,39.338192,34.402766,32.902766,37.082766,46.602765999999995,51.982766,41.422765999999996,39.662766,45.402766,48.502765999999994,50.522766,46.842766,51.922765999999996,41.682766,36.942766,37.382766,41.142765999999995,43.362766,45.962765999999995,37.322765999999994,39.742765999999996,41.382766,42.162766
78,27,2,40.035238,50.335238000000004,40.455238,42.682619,42.575238,38.655238,41.935238,44.495238,47.635238,46.295238,51.155238,40.135238,33.455238,42.475238,41.035238,42.755238,39.715238,34.675238,33.455238,37.475238,47.175238,52.535238,41.915238,40.215238,45.835238000000004,48.935238,51.055238,47.275238,52.395238,42.055238,37.255238,37.702619,41.455238,43.775238,46.395238,37.635238,40.295238,41.695238,42.815238
79,28,0,40.369977,50.869977,41.049977,42.969977,43.149977,39.009977,42.329977,45.029977,48.029977,46.729977000000005,51.689977,40.489977,33.769977000000004,42.789977,41.409977000000005,43.129977000000004,40.129977000000004,35.019989,34.049977,37.789989,47.649977,53.109977,42.529977,40.749977,46.349977,49.369977,51.669977,47.639989,52.929977,42.589977000000005,37.589977000000005,38.029977,41.789977,44.329977,46.769977000000004,38.029977,40.709977,42.089977000000005,43.649977
80,28,1,40.736327,51.316327,41.453163,43.296327000000005,43.476327000000005,39.296327000000005,42.736327,45.436327,48.476327000000005,47.116327000000005,52.096327,40.833163,34.053163,43.076327,41.776327,43.516327000000004,40.536327,35.296327000000005,34.433163,38.036327,48.116327000000005,53.636327,43.096327,41.136327,46.776327,49.773163000000004,52.436327,47.956327,53.456327,43.076327,37.913163,38.296327000000005,42.076327,44.816327,47.136327,38.356327,41.036327,42.476327000000005,44.236327
81,28,2,41.052517,51.675034000000004,41.855034,43.575034,43.715034,39.555034,43.135034000000005,45.775034000000005,48.835034,47.475034,52.535033999999996,41.255034,34.335034,43.415034000000006,42.115034,43.815034000000004,40.855034,35.555034,34.695034,38.295034,48.475034,54.055034,43.535034,41.455034000000005,47.175034000000004,50.195034,53.035033999999996,48.235034000000006,53.895033999999995,43.555034,38.175034000000004,38.555034,42.335034,45.215034,47.495034000000004,38.635034000000005,41.315034000000004,42.815034000000004,44.675034000000004
82,29,0,41.379683,52.079683,42.239683,43.899683,43.964841,39.839683,43.499683000000005,46.159683,49.199683,47.839683,52.959683,41.619683,34.659683,43.719683,42.459683,44.139683000000005,41.204840999999995,35.799683,34.999683000000005,38.548526,48.834841,54.51968299999999,43.899683,41.739683,47.539683000000004,50.579683,53.499683,48.539683000000004,54.299682999999995,43.919683,38.499683000000005,38.859683000000004,42.604841,45.579683,47.839683,38.919683,41.659683,43.119683,45.039683000000004
83,29,1,41.688299,52.468299,42.646599,44.148299,44.208299,40.148299,43.868299,46.528299,49.528299,48.208299,53.386599,42.146599,34.908299,44.068298999999996,42.788299,44.508299,41.548299,36.068298999999996,35.288299,38.828299,49.168299,54.868299,44.268299,42.028299,47.908299,50.948299,54.028299,48.848299,54.728299,44.288299,38.728299,39.128299,42.888298999999996,45.948299,48.208299,39.248298999999996,41.988299,43.488299,45.484898
84,29,2,42.089161,52.889161,43.069161,44.449161,44.629160999999996,40.369161,44.289161,46.949161,49.949161,48.649161,53.829161,42.709161,35.209161,44.469161,43.149161,44.829161,41.909161,36.329161,35.649161,39.129160999999996,49.529161,55.329161,44.689161,42.449161,48.309160999999996,51.349160999999995,54.588322,49.149161,55.189161,44.709161,39.049161,39.409161,43.169160999999995,46.309160999999996,48.669160999999995,39.649161,42.409161,43.909161,46.068321999999995
85,30,0,42.498413,53.398413,43.498413,44.758413,45.038413,40.712804,44.698413,47.378413,50.398413,49.058413,54.358413,43.038413,35.498413,44.778413,43.498413,45.158413,42.298413000000004,36.598413,36.078413,39.458413,49.866825,55.818413,45.158413,42.858413,48.778413,51.758413,55.318413,49.398413,55.718413,45.038413,39.298413000000004,39.698413,43.418413,46.638413,49.058413,39.998413,42.718413,44.398413,46.646825
86,30,1,42.878662,53.807324,43.908662,45.048662,45.347324,40.918662,45.127324,47.798662,50.867323999999996,49.487324,54.787324,43.467324,35.807324,45.098662,43.887324,45.487324,42.658662,36.847324,36.527324,39.727323999999996,50.167324,56.267324,45.607324,43.227323999999996,49.247324,52.127324,55.907323999999996,49.718662,56.184649,45.427324,39.607324,39.969703,43.707324,47.067324,49.507324,40.309618,43.027324,44.767324,47.167324
87,30,2,43.239977,54.199977000000004,44.299977,45.339977000000005,45.579977,41.239977,45.519977000000004,48.139977,51.239977,49.879977000000004,55.229955000000004,43.879977000000004,36.059977,45.459977,44.279977,45.839977000000005,42.999977,37.099977,36.919977,39.979977000000005,50.479977000000005,56.639977,45.979977000000005,43.579977,49.579977,52.479977000000005,56.399977,49.979977000000005,56.599977,45.799977,39.859977,40.279977,43.939977,47.439977,49.879977000000004,40.599977,43.339977000000005,45.099977,47.559977
88,31,0,43.56907,54.62907,44.709070000000004,45.60907,45.849070000000005,41.54907,45.92907,48.50907,51.64907,50.24907,55.649069999999995,44.22907,36.389070000000004,45.80907,44.849070000000005,46.18907,43.36907,37.349070000000005,37.209070000000004,40.26907,50.80907,57.02907,46.389070000000004,43.98907,50.00907,52.829069999999994,56.888141000000005,50.349070000000005,57.02907,46.18907,40.14907,40.64907,44.18907,47.80907,50.26907,40.993814,43.66907,45.459534999999995,48.04907
89,31,1,43.934785,55.014784999999996,45.114785,45.854785,46.054784999999995,41.870368,46.294785,48.894785,51.974785,50.614785,56.054784999999995,45.174785,36.694784999999996,46.214785,45.279569,46.534785,43.694784999999996,37.654785,37.454785,40.554784999999995,51.114785,57.314785,46.694784999999996,44.334785,50.334785,53.154785,57.314785,50.574785,57.474785,46.554784999999995,40.374784999999996,40.954785,44.434785,48.154785,50.614785,41.274784999999994,43.994785,45.734784999999995,48.494785
90,31,2,44.282086,55.462086,45.582086,46.142086,46.422086,42.066043,46.762086,49.346043,52.442085999999996,51.042086,56.462086,45.902086,37.048021999999996,46.662085999999995,45.782086,46.922086,44.062086,37.962086,37.742086,40.868021999999996,51.422086,57.682086,47.042086,44.762086,50.742086,53.522086,57.802085999999996,50.882086,57.942085999999996,46.922086,40.662085999999995,41.302085999999996,44.662085999999995,48.542086,51.082086,41.722086,44.342086,46.102086,49.042086
91,32,0,44.671814000000005,55.971814,46.171814000000005,46.491814,46.931814,42.451814,47.231814,49.791814,53.051814,51.551814,56.971814,46.311814,37.511814,47.071814,46.251814,47.371814,44.471814,38.391814000000004,38.131814,41.331814,51.797271,58.071814,47.511814,45.231814,51.391814000000004,53.891814000000004,58.311814,51.190907,58.551814,47.331814,40.951814,41.710907,44.971814,49.131814,51.531814000000004,42.171814000000005,44.711814000000004,46.551814,49.631814
92,32,1,45.134422,56.454421999999994,46.514421999999996,46.774421999999994,47.214422,42.874421999999996,47.734421999999995,50.234421999999995,53.554421999999995,52.094421999999994,57.422211,46.694421999999996,37.814422,47.574422,46.614422,47.814422,44.914421999999995,38.864807,38.454421999999994,41.634422,52.134422,58.454421999999994,47.994422,45.652211,51.914421999999995,54.284806999999994,58.894422,51.514421999999996,59.194421999999996,47.754422,41.194421999999996,42.014421999999996,45.254422,49.514421999999996,52.074422,42.494422,45.074422,46.994422,50.198844
93,32,2,45.496871,56.876870999999994,47.036871000000005,47.096871,47.616871,43.296871,48.256871000000004,50.716871000000005,54.056870999999994,52.576871,57.856871,47.416871,38.276871,48.096871,46.976871,48.296871,45.396871000000004,39.296871,38.916871,42.016871,52.636871,58.77687099999999,48.516871,46.156871,52.376871,54.77687099999999,59.396871,51.816871,59.77687099999999,48.176871000000006,41.456871,42.436871000000004,45.556871,49.956871,52.576871,42.916871,45.476871,47.436871000000004,50.976871
94,33,0,46.028957,57.568957,47.688957,47.428957000000004,48.108957000000004,43.848957,48.808957,51.228957,54.688956999999995,53.16895699999999,58.328956999999996,47.908957,38.868957,48.609652000000004,47.368957,48.808957,45.968957,39.775565,39.428957000000004,42.868957,53.48895699999999,59.34895699999999,49.188957,46.768957,52.968956999999996,55.548956999999994,60.08895699999999,52.229478,60.428957,48.669478000000005,41.891354,43.108957000000004,45.939478,50.508957,53.228956999999994,43.468957,45.968957,48.228957,51.728957
95,33,1,46.518865999999996,58.098866,48.278866,47.774433,48.487732,44.298866,49.298866,51.836599,55.278866,53.827732,58.778866,48.798866,39.378865999999995,49.138866,47.838865999999996,49.358866,46.578866,40.398866,40.038866,43.338865999999996,54.178866000000006,60.278866,49.758866,47.378865999999995,53.49886600000001,56.138866,60.618866000000004,52.678866000000006,61.127731999999995,49.178866,42.038866,43.718866,46.298866,50.958866,53.818866,44.238865999999994,46.758866,48.838865999999996,52.378865999999995
96,33,2,47.019728,58.979728,48.759728,48.159728,48.939728,44.759728,49.719728,52.619728,55.819728000000005,54.539728000000004,59.179728000000004,49.319728000000005,39.799728,49.539728000000004,48.279728000000006,49.799728,47.259728,40.814864,40.439909,44.039728000000004,54.619728,60.779728000000006,50.239728,47.959728000000005,54.019728,56.599728000000006,61.979728,53.219728,61.739728,49.559728,42.374864,44.299728,46.699728,51.339728,54.399728,44.859728000000004,47.179728000000004,50.293243,52.799728
97,34,0,47.444161,59.538321999999994,49.278321999999996,48.558322,49.358321999999994,45.178321999999994,50.178321999999994,53.098321999999996,56.338322,55.058322,59.664161,49.858321999999994,40.178321999999994,49.94708,48.718322,50.238322,47.678321999999994,41.166107000000004,40.758322,44.378322,55.158322,61.358321999999994,50.658322,48.438322,54.478322,57.438322,63.158322,53.60708,62.278321999999996,50.078322,42.778321999999996,44.798322,46.978322,51.778321999999996,54.938322,45.338322,47.698322,50.658322,53.258322
98,34,1,47.833061,59.933061,49.673061,48.953061,49.753060999999995,45.573060999999996,50.573060999999996,53.573060999999996,57.013061,55.433061,60.133061,50.253060999999995,40.453061,50.333061,49.073060999999996,50.633061,48.073060999999996,41.493061,40.975255,44.773061,55.553061,61.793061,51.053061,48.833061,54.873061,57.833061,63.553061,53.913061,62.673061,50.553061,43.173061,45.193061,47.373061,52.153061,55.333061,45.733061,48.213060999999996,51.073060999999996,53.653061
99,34,2,48.230385,60.570384999999995,50.250384999999994,49.550385,50.270385,46.070384999999995,50.950385,54.370385,57.390384999999995,56.170384999999996,60.550385,51.070384999999995,40.793671,50.830385,49.430385,51.130385,48.590385,41.870385,41.150385,45.150385,56.030384999999995,62.170384999999996,51.470385,49.290385,55.850384999999996,58.330385,64.230385,54.290193,63.250384999999994,50.930385,43.990384999999996,45.590385,47.930385,52.530384999999995,55.770385,46.150385,48.610385,51.670384999999996,54.030384999999995
100,35,0,48.660907,61.120906999999995,50.840907,50.060907,50.720907000000004,46.740907,51.440907,55.320907,58.080906999999996,56.800906999999995,61.040907,51.500907,40.960907,51.320907,49.900907000000004,51.640907,49.060907,42.360907,41.860907,45.640907,56.60090699999999,62.96090699999999,51.920907,49.920907,56.520906999999994,58.800906999999995,64.720907,54.680907,63.760906999999996,51.500907,44.880907,46.000907,48.340907,53.020906999999994,56.24090699999999,46.640907,49.140907,52.78090699999999,54.520906999999994
101,35,1,49.053946,61.553945999999996,51.233946,50.533946,51.113946,47.133946,51.833946000000005,55.913945999999996,58.913945999999996,57.193946,61.453945999999995,51.913946,41.353946,52.893946,50.293946000000005,52.093946,49.453946,42.753946,42.096395,46.033946,56.993945999999994,63.35394599999999,52.313946,50.273946,58.253946,59.653946,65.113946,55.073946,64.233946,51.893946,45.273946,46.473946000000005,48.853946,53.333946,56.673945999999994,47.033946,49.533946,53.173945999999994,55.03394599999999
102,35,2,49.492290000000004,62.092290000000006,51.75229,51.312290000000004,51.812290000000004,47.672290000000004,52.35229,56.43229,59.492290000000004,57.812290000000004,61.97229,52.592290000000006,41.814792,53.85229,50.83229,52.61229,49.961145,43.23229,42.272290000000005,46.55229,57.53229,64.09229,52.75229,50.79229,59.29229,60.172290000000004,65.63229,55.55229,65.07229,52.392026,45.79229,47.172290000000004,49.37229,53.841145,57.19229,47.541145,49.952290000000005,53.812290000000004,55.55229
103,36,0,50.226621,63.246621,52.486621,52.046621,52.786621,48.406621,53.086620999999994,57.666621,60.886621,58.546620999999995,62.94662099999999,53.326620999999996,42.126621,54.586620999999994,51.546621,53.346621,50.686621,43.966621,42.806621,47.286621000000004,57.923766,65.586621,54.026621,51.686621,60.266620999999994,61.006620999999996,66.366621,56.286621,65.80662099999999,52.846621,46.526621,47.602958,50.326621,54.546620999999995,58.226620999999994,48.266621,50.606621000000004,54.586620999999994,56.286621
104,36,1,50.748753,63.748753,53.008753000000006,52.888753,53.468753,48.908753000000004,53.588753000000004,58.168753,61.388753,59.068753,63.448753,53.828753000000006,42.628753,55.088753000000004,52.048753000000005,53.848753,51.188753000000005,44.468753,43.288753,47.788753,58.108753,66.568753,54.528753,52.248753,60.788753,61.688753000000005,66.868753,56.788753,66.308753,53.348753,47.028753,47.988753,51.408753000000004,55.028753,58.728753000000005,48.768753000000004,51.108753,55.088753000000004,56.788753
105,36,2,51.247982,64.247982,53.507982,53.387981999999994,53.96798199999999,49.407982000000004,54.087982,58.667981999999995,61.887981999999994,59.56798199999999,63.947981999999996,55.547982,43.127982,56.487981999999995,52.547982,54.347981999999995,51.687982,44.967982,43.787982,48.287982,58.60798199999999,67.527982,55.027981999999994,52.74798199999999,61.28798199999999,62.407982,67.367982,57.28798199999999,66.807982,53.847981999999995,47.527982,48.487982,51.947982,55.527981999999994,59.227982,49.267982,51.607982,55.587982,57.28798199999999
106,37,0,51.773333,64.773333,54.033333,53.913332999999994,54.773332999999994,50.033333,54.613333,59.193332999999996,62.533333,60.093332999999994,64.473333,56.113333,43.653333,57.013332999999996,53.073333,54.893333,52.213333,45.493333,44.293333000000004,48.813333,59.13333299999999,68.053333,55.553332999999995,53.273332999999994,61.81333299999999,63.713333,67.893333,57.81333299999999,67.333333,54.373332999999995,48.053333,49.013333,52.473333,56.053332999999995,59.793333,49.793333000000004,51.778667,56.113333,57.81333299999999
107,37,1,52.220317,65.22031700000001,54.48031700000001,54.360317,55.220317,50.480317,55.060317000000005,59.640317,62.98031700000001,60.540317,64.920317,56.560317000000005,44.100317,57.460317,53.360317,55.340317000000006,52.660317000000006,45.940317,44.740317,49.260317,59.580317,68.50031700000001,56.000317,53.720317,62.26031700000001,64.160317,68.340317,58.26031700000001,67.78031700000001,54.820317,48.500316999999995,49.460316999999996,52.920317000000004,56.500317,60.240317000000005,50.240317,52.180316999999995,56.560317000000005,58.26031700000001
108,37,2,54.471837,66.91020400000001,56.370102,55.690068000000004,55.752019999999995,51.255051,55.510204,60.430204,64.490204,62.570204000000004,66.270204,57.010204,44.750204,57.890204000000004,53.830102000000004,55.790204,53.650051,47.436735,46.13002,49.870204,62.250204000000004,68.710204,56.450102,55.310204000000006,62.930204,65.310204,70.63006800000001,59.870204,69.91020400000001,55.970204,49.090204,51.510203999999995,54.160102,56.95020400000001,60.690204,51.880102,52.870204,57.030204000000005,60.140102
109,38,0,55.068073,67.568073,57.086144999999995,56.408073,56.62229,52.088073,56.288073,61.168073,65.448073,63.168073,67.20421800000001,57.948073,45.348073,58.868072999999995,54.368072999999995,56.508072999999996,54.328072999999996,48.108073,46.668073,50.528073,63.108073,69.568073,57.308073,56.028073,63.588073,66.448073,71.368073,60.568073,71.00421800000001,56.608073,49.808073,52.308073,54.808073,57.988073,61.448073,52.96229,53.649035999999995,57.608073,60.60951800000001
110,38,1,55.685306000000004,68.065306,57.80530600000001,57.225306,57.20530600000001,52.757653000000005,57.02530600000001,61.62530600000001,66.245306,63.945306,68.025306,58.645306000000005,45.805306,59.648435,54.865306000000004,57.185306000000004,54.865306000000004,48.788827000000005,47.317653,51.045306,63.865306000000004,70.528827,58.02530600000001,56.84530600000001,64.285306,67.105306,72.105306,61.16530600000001,71.745306,57.325306000000005,50.365306,52.825306000000005,55.52530600000001,58.588435,62.105306000000006,53.62530600000001,54.30530600000001,58.048435,61.16530600000001
111,38,2,56.153878000000006,68.533878,58.273878,57.773878,57.633878,53.173878,57.493878,62.128776,66.673878,64.553878,68.653878,59.253878,46.192653,60.077959,55.353878,57.653878000000006,55.193878000000005,49.597755,47.713878,51.693878000000005,64.433878,71.193878,58.453878,57.473878000000006,64.73129300000001,67.57387800000001,72.593878,61.633878,72.257143,57.793878,50.853878,53.273878,55.853878,58.993878,62.573878,53.985485,54.913878000000004,58.453878,61.424925
112,39,0,56.475714,69.121429,58.935714000000004,58.18285699999999,58.134285999999996,53.622856999999996,57.942857,62.802856999999996,67.122857,64.962857,69.315714,59.662856999999995,46.462857,60.50285699999999,55.762857,58.202856999999995,55.60285699999999,50.162857,48.214286,52.162857,65.108571,71.96714300000001,59.062856999999994,58.195714,65.16285699999999,68.072857,73.28857099999999,62.115714000000004,72.84857099999999,58.222857,51.402857,53.60285699999999,56.302856999999996,59.575714000000005,63.062856999999994,54.481429000000006,55.401429,58.902857,61.742856999999994
113,39,1,56.975102,69.575102,59.575102,58.655102,58.615102,54.275102000000004,58.555102000000005,63.415102000000005,67.815102,65.495102,70.135102,60.275102000000004,46.875102000000005,61.055102000000005,56.255102,58.755102,56.115102,50.555102000000005,48.815102,52.575102,66.015102,72.475102,59.795102,59.035102,65.835102,68.575102,74.035102,62.635102,73.535102,59.035102,51.835102,54.120204,56.715102,60.315102,63.615102,54.995102,56.02020400000001,59.255102,62.215102
114,39,2,57.393468999999996,70.033469,59.973468999999994,59.41346899999999,59.37346899999999,54.73346899999999,59.27346899999999,63.999565000000004,68.533469,65.86913,71.05346899999999,60.833468999999994,47.198694,61.613468999999995,56.84271700000001,59.416346999999995,56.511734999999994,51.253353000000004,49.593469,53.09346899999999,66.733469,73.233469,60.37695600000001,59.653468999999994,66.43049599999999,69.393469,74.93346899999999,63.113468999999995,74.433952,59.670867,52.333469,54.671735,57.246347,60.821467000000005,64.07346899999999,55.543105000000004,56.77346899999999,59.775289,62.73346899999999
115,40,0,57.769388,70.469388,60.529388,59.729693999999995,59.889388000000004,55.089388,59.669388,64.249388,68.929388,66.349388,71.688163,61.189388,47.589388,62.069388000000004,57.029388,59.676463,56.829388,51.449388,49.959694,53.469694,67.109388,73.729388,60.629388,60.129388,66.709388,70.04938800000001,75.54938800000001,63.489388,74.828776,60.209388,52.709388,55.009388,57.669388,61.209388,64.449388,56.069388000000004,57.089693999999994,60.009388,63.129388
