,measure_number,beat_number,pid1263-14,pid52932-07,pid9048-14,pid9050-14,pid9054-14,pid9055-14,pid9058-14,pid9059-14,pid9062-14,pid9063-14,pid9064-09,pid9065-09,pid9066-14,pid9067-14,pid9068-09,pid9072-14,pid9074f-14,pid9075-14,pid9078-06,pid9081-02,pid9088-09,pid9090-07,pid9093-14,pid9094-14,pid9098-01,pid9099-14,pid9100b-10,pid9101-14,pid9103-08,pid9104-14,pid9105-14,pid9115-08,pid9118-14,pid9126-02,pid9128-10,pid9130-06,pid9138-14,pid9139-14,pid9153-14,pid9166e-07,pid9170-14,pid9173-19,pid9174-14,pid9185-01,pid9186c-14,pid9192-14
48,17,2,34.479011,35.475057,33.255057,33.955057000000004,31.795057,28.598132,31.235057,29.315057,29.675057000000002,29.97243,27.675057000000002,31.595057,27.156437,26.279451,29.955057,30.315057,28.834506,36.295057,29.755057,29.275057,33.155057,27.095057,29.641264000000003,34.755057,27.516543,29.495057,30.685019,32.315057,31.734096,30.616437,32.415057,28.135057,32.595057000000004,27.995057,27.535057000000002,53.01505699999999,25.976888,34.055057,31.715057,30.915057,31.235057,28.321264000000003,33.659011,30.435057,39.495057,27.215003999999997
49,18,0,35.433515,36.493515,34.253515,34.833515000000006,32.393515,29.373515,32.253515,30.253515000000004,30.393515,30.373515,28.973515000000003,32.313515,28.013515,26.913515000000004,30.873515,31.333515000000002,29.453515000000003,37.353515,30.493515000000002,30.473515000000003,34.373515000000005,27.753515000000004,30.613515000000003,35.753515,28.353515,30.353515,31.453515000000003,33.293515,32.093515000000004,31.493515000000002,33.413515000000004,28.813515000000002,33.493515,28.693515,28.173515000000002,54.553515000000004,26.293515000000003,34.713515,32.853515,32.033515,32.233515000000004,29.113515000000003,34.513515000000005,31.433515000000003,40.733515000000004,27.633515000000003
50,18,1,36.176169,37.332508000000004,34.882540000000006,35.782540000000004,33.020846999999996,30.01114,33.31418,30.882540000000002,31.042540000000002,31.44254,29.632508,32.962540000000004,28.642540000000004,27.682540000000003,31.473135,32.236270000000005,30.042540000000002,38.12254,31.01114,31.362540000000003,35.194649,28.552508000000003,31.522540000000003,36.462540000000004,28.96627,31.142540000000004,32.172508,34.02254,32.822540000000004,32.52254,34.242540000000005,29.400363,34.032508,29.46254,28.934179999999998,55.76254,26.94254,35.374649,33.62254,32.742540000000005,32.72627,29.882540000000002,35.282540000000004,32.352090000000004,41.742540000000005,28.28254
51,18,2,36.477256,37.577256,35.219085,36.257256,33.397256,30.217256,33.613628000000006,31.259085,31.477256,31.757255999999998,29.863628000000002,33.357256,29.157256,28.083628000000004,31.857256,32.577256,30.417256,38.557256,31.273628000000002,31.617256,35.637256,28.817256,31.877256,36.957256,29.237256,31.437256,32.457256,34.457256,33.117256,32.757256,34.797256,29.677256,34.437256,29.799084999999998,29.337256,56.437256000000005,27.237256,35.757256,33.943628000000004,33.177256,33.057256,30.117256,35.659085,32.657256,42.077256,28.597255999999998
52,19,0,36.974399,38.054399,35.674399,36.7022,33.774399,30.6622,33.93088,31.6622,31.834398999999998,32.294399,30.374399,33.774399,29.594399,28.454399,32.2722,32.938133,30.794399,39.094398999999996,31.674398999999998,31.970733000000003,36.231466,29.276343,32.3322,37.374399,29.59488,31.914399,32.8722,34.8922,33.534399,33.294399,35.334399,30.01193,34.974399,30.274399,29.851466,57.194399,27.554879999999997,36.2622,34.454399,33.634399,33.4522,30.4822,36.074399,33.134399,42.714399,29.074399
53,19,1,37.315805,38.355805,36.035804999999996,37.155805,34.155805,30.955804999999998,34.255805,32.055805,32.195805,32.635805,30.515805,34.095805,30.035805,28.875805,32.675805,33.295805,31.135804999999998,39.555805,31.975804999999998,32.295805,36.615805,29.615804999999998,32.755805,37.751934999999996,29.915805,32.295805,33.175805,35.315805,34.015805,33.575804999999995,35.815805,30.046451,35.362902000000005,30.622902000000003,30.195805,57.795805,27.895805,36.655805,34.815805,34.115805,33.815805,30.775805,36.495805,33.515805,43.115805,29.415805
54,19,2,37.70254,38.893135,36.44254,37.568757,34.50627,31.58254,34.663135,32.498135,32.70254,33.08627,30.980846999999997,34.54254,30.682540000000003,29.238134999999996,33.142540000000004,33.753135,31.513135,40.08254,32.422540000000005,32.887513,36.998135,30.062540000000002,33.422540000000005,38.16254,30.302540000000004,32.86254,33.55418,35.80254,34.562540000000006,34.062540000000006,36.44254,30.44254,35.822540000000004,31.03418,30.566270000000003,58.642540000000004,28.28254,37.187513,35.118134999999995,34.673134999999995,34.34254,31.233134999999997,37.12254,33.962540000000004,44.12254,29.76254
55,20,0,38.148740000000004,39.479675,37.007481,38.096801,34.969712,32.464807,35.084961,32.905801000000004,33.180463,33.744807,31.404961,35.184807,30.795343,29.624807,33.680178000000005,34.184807,31.962108,40.567403999999996,32.947480999999996,33.464807,37.664807,30.469753000000004,34.155343,38.700992,30.629031,33.499106,33.949135,36.397481,35.424807,34.644807,37.244807,30.984807,36.416234,31.504807,31.028674,59.54480699999999,28.604807,37.728320000000004,35.464807,35.104807,34.844961,31.610740000000003,37.649654,34.664807,44.864807,30.224807000000002
56,20,1,38.671746,39.951746,37.491746,38.551746,35.491746,32.851746,35.551746,33.351746,33.511746,34.171746,31.871746,35.751746000000004,31.091746,30.131746000000003,34.011746,34.531746000000005,32.391746000000005,41.211746000000005,33.311746,34.011746,38.111746000000004,30.891746,34.551746,39.011746,31.031746000000002,33.851746,34.351746,36.891746000000005,36.031746000000005,35.231746,37.871746,31.371746,36.851746,31.971746000000003,31.551746,60.311746,28.991746000000003,38.350873,35.971746,35.791746,35.431746000000004,31.891746,38.151746,35.231746,45.451746,30.611746000000004
57,20,2,39.154683,40.539365000000004,37.971041,39.119365,35.939365,33.239365,35.993122,33.794683,33.999365000000004,34.639365000000005,32.359365000000004,36.078468,31.359365000000004,30.439365000000002,34.379365,34.939365,32.606835,41.839365,33.639365000000005,34.472341,38.479365,31.259365000000003,34.899365,39.319365000000005,31.419365000000003,34.224683,34.724683,37.239365,36.493671,35.539365000000004,38.359365000000004,31.628818,37.379365,32.459365000000005,31.979365,61.059365,29.299365,38.719365,36.459365000000005,36.179365000000004,35.879365,32.297340999999996,38.779365000000006,35.80873,46.179365000000004,30.999365
58,21,0,39.463084,41.383084000000004,38.268617,39.608616999999995,36.268271,33.703084000000004,36.543084,34.143084,34.503084,35.323084,32.863084,36.423084,31.943084000000002,31.063084000000003,34.848271000000004,35.423084,33.083084,42.543084,34.028271000000004,34.81812,39.283084,31.723084000000004,35.303084000000005,39.669308,31.783084000000002,34.707695,35.143084,37.783084,36.868617,36.203084000000004,38.963084,32.008271,37.863084,32.908617,32.556542,61.903084,29.589308000000003,39.063084,36.869308000000004,36.569308,36.363084,32.628617,39.328271,36.269308,47.003084,31.603084000000003
59,21,1,39.860351,42.010703,38.790703,40.090117,36.690703000000006,34.130703000000004,37.010703,34.650703,34.88345,35.790703,33.450703000000004,36.850703,32.370703000000006,31.530703000000003,35.236901,36.030703,33.430703,43.090703000000005,34.412958,35.150141,39.970703,32.115815000000005,35.850703,40.130703000000004,32.336901,35.210703,35.750703,38.490703,37.230703000000005,36.630703000000004,39.450703000000004,32.550703000000006,38.410703000000005,33.352958,33.050703000000006,62.510703,29.970703000000004,39.570703,37.29345,36.88345,36.920351000000004,32.898967,39.750703,36.710703,47.570703,32.150703
60,21,2,40.407959000000005,42.467959,38.988163,40.407959000000005,36.906851,34.647959,37.507959,34.90449,35.213796,36.342653000000006,34.087959000000005,37.13292,32.887959,32.087959000000005,35.787959,36.587959000000005,33.752531,43.567959,34.747959,35.40983,40.487959000000004,32.467959,36.31165,40.476318,32.787959,35.672109000000006,36.207959,39.047959000000006,37.702653000000005,37.147959,40.047959000000006,33.068979999999996,38.687959,33.787959,34.027959,63.107958999999994,30.347959000000003,39.951995000000004,37.747959,37.427959,37.249829999999996,33.407959000000005,40.247959,37.307959000000004,48.167959,32.747959
61,22,0,40.761746,43.541746,39.601746,41.473492,37.461746000000005,35.481746,38.301746,35.521746,36.061746,37.261746,34.701746,37.981746,33.761746,32.861746000000004,36.561746,37.501746000000004,34.221746,44.561746,35.821746000000005,36.461746000000005,41.861746000000004,33.101746,36.901746,41.201746,33.381746,36.421746,36.821746000000005,39.761746,38.561746,37.721746,41.101746,33.781746000000005,39.541746,34.441746,35.081746,64.621746,30.621746,40.821746000000005,38.541746,38.061746,38.061746,34.061746,41.001746000000004,38.301746,49.681746000000004,33.621746
62,22,1,41.29732,44.197846000000006,40.097846000000004,42.257846,37.937846,35.991121,38.737846000000005,35.977846,36.537846,37.917846000000004,35.210981,38.477846,34.277846000000004,33.337846,36.993922999999995,37.997846,34.637846,45.237846000000005,36.297846,37.077846,42.437846,33.557846000000005,37.457846,41.697846000000006,33.917846000000004,36.937846,37.337846,40.377846000000005,39.117846,38.377846000000005,41.757846,34.297846,40.097846000000004,35.057846000000005,35.657846,65.64569200000001,30.997846000000003,41.397846,39.097846000000004,38.477846,38.463923,34.597846000000004,41.557846000000005,39.037846,50.517846,34.217846
63,22,2,41.609909,44.609909,40.469909,42.689909,38.329909,36.389955,39.109909,36.369909,36.949909000000005,38.329909,35.469909,38.869909,34.809909000000005,33.709909,37.429909,38.329909,35.009909,45.769909000000006,36.669909000000004,37.389909,42.869909,33.849909000000004,37.789909,42.049909,34.249909,37.269909000000006,37.649909,40.829909,39.489909000000004,38.709909,42.289909,34.609909,40.509909,35.429909,36.089909000000006,66.289909,31.329909000000004,41.749909,39.443303,38.909909000000006,38.829909,34.889909,42.009909,39.369909,50.969909,34.649909
64,23,0,41.958458,45.118458000000004,40.818458,43.098458,38.658458,36.618458000000004,39.338458,36.758458000000005,37.338458,38.798458000000004,35.747115,39.258458000000005,35.138458,34.032819,37.792115,38.658458,35.342115,46.238458,37.018042,37.718458,43.344229,34.215692,38.154229,42.338458,34.558458,37.678458,38.037115,41.198458,39.814743,39.178458,42.778458,35.074743,40.914229,35.798458000000004,36.538458,66.958458,31.558458,42.138458,39.83141,39.238458,39.191691999999996,35.218458,42.337115000000004,39.734229,51.419692,34.978458
65,23,1,42.293152,45.453152,41.153152,43.293152,39.073152,36.953152,39.693152000000005,37.093152,37.633152,39.113152,36.113152,39.553152000000004,35.553152000000004,34.393152,38.173152,38.973152,35.733152000000004,46.713152,37.313152,38.013152000000005,43.733152000000004,34.553152000000004,38.493152,42.653152,34.853152,37.993152,38.313152,41.573152,40.153152,39.473152,43.233152000000004,35.213152,41.313152,36.173152,36.913152000000004,67.533152,31.853152,42.493152,40.101576,39.613152,39.553152000000004,35.473152,42.753152,40.093152,51.793152,35.313152
66,23,2,42.751111,45.892222,41.534444,44.011111,39.511111,37.431111,39.971111,37.451111,38.051111,39.611111,36.691111,39.971111,35.811111,34.771111,38.631111,39.291111,36.051111,47.251111,37.691111,38.471111,44.271111,35.012221999999994,38.951111,43.011111,35.251111,38.351110999999996,38.671110999999996,41.971111,40.631111,39.832221999999994,43.951111,35.611111,41.771111,36.591111,37.331111,68.33111099999999,32.171110999999996,42.871111,40.471111,40.031110999999996,40.051111,35.931111,43.232222,40.571111,52.452222,35.631111
67,24,0,43.37356,46.453559999999996,42.11356,44.37356,40.133559999999996,37.97356,40.38452,37.89356,38.59356,40.19356,37.059661,40.51356,36.124520000000004,35.29356,39.033559999999994,39.69356,36.397853000000005,47.74452,38.10178,38.88452,44.813559999999995,35.517853,39.353559999999995,43.37356,35.56452,38.79356,38.993559999999995,42.43356,41.15356,40.40424,44.493559999999995,35.91356,42.211187,36.993559999999995,37.853559999999995,69.19355999999999,32.50178,43.39356,40.79356,40.40178,40.533559999999994,36.331187,43.76589,41.09356,53.25356,36.033559999999994
68,24,1,43.816734999999994,46.976735,42.516735,44.876735,40.636734999999994,38.356735,40.896735,38.376735,38.916734999999996,40.636734999999994,37.316734999999994,40.856735,36.636734999999994,35.741684,39.516735,40.216735,36.843367,48.456734999999995,38.496735,39.296735,45.338912,36.016735,39.856735,43.863347,35.916734999999996,39.336735,39.336735,42.983367,41.536735,40.896735,45.076735,36.356735,42.736734999999996,37.576735,38.396735,69.916735,32.952245,44.016735,41.236734999999996,40.896735,41.096734999999995,36.676735,44.176735,41.436735,53.796735,36.516735
69,24,2,44.377174,47.35195,42.910278999999996,45.412744,41.01195,38.77195,41.61195,38.99195,39.59195,41.19195,37.817316999999996,41.53195,37.01195,36.176372,39.89195,40.570975,37.19195,49.15195,38.87195,39.873496,45.63439,36.33195,40.45195,44.17195,36.27195,39.77195,39.69195,43.39195,42.25195,41.17195,45.81195,36.653902,43.263983,38.15195,38.916371999999996,70.85195,33.17195,44.43195,41.724564,41.29885,41.556371999999996,36.95195,44.663983,42.05195,54.43195,36.75195
70,25,0,44.834785,47.839569,43.199569,45.799569,41.419569,39.319569,42.059569,39.462392,40.119569,41.679569,38.179569,42.059569,37.544785,36.679569,40.239569,41.119569,37.559569,49.879914,39.279569,40.259569,45.95319,36.643445,40.881595000000004,44.492688,36.599569,40.199569,39.999569,43.899569,42.959569,41.619569,46.579569,36.995914,43.519569,38.639569,39.353190000000005,71.51956899999999,33.49773,44.832957,42.139569,41.819569,41.979569,37.239569,44.999569,42.639569,55.43956899999999,37.161907
71,25,1,45.272098,48.274195,43.554195,46.294195,41.774195,39.714195000000004,42.554195,39.834195,40.454195,42.134195,38.574195,42.394195,37.814195,37.014195,40.602098,41.654195,37.854195000000004,50.414195,39.682097999999996,40.661049,46.254195,36.962098,41.114195,44.774195,36.894195,40.534195000000004,40.294195,44.414195,43.334195,42.014195,47.114195,37.354195000000004,43.934195,39.142098,39.834195,72.09839000000001,33.818065000000004,45.094195,42.554195,42.294195,42.474195,37.534195000000004,45.394195,43.038065,55.994195,37.434195
72,25,2,45.828322,48.768322,44.048322,46.888321999999995,42.599579999999996,40.288321999999994,43.128322,40.64458,41.088322,42.768322,39.048322,43.002774,38.508322,37.61958,41.068321999999995,42.148322,38.288321999999994,51.288321999999994,40.068321999999995,41.168321999999996,46.708321999999995,37.428321999999994,41.528321999999996,45.168321999999996,37.428321999999994,41.139161,40.768322,45.028321999999996,44.008322,42.717664,47.988322,37.761664,44.508322,39.748321999999995,40.439161,73.028322,34.188322,45.608321999999994,43.168321999999996,42.888321999999995,43.008322,37.968322,46.139161,43.668321999999996,56.768322,37.828322
73,26,0,46.156576,49.136576,44.316576,47.343288,42.796576,40.636576,43.556576,41.256576,41.476576,43.416576,39.336576,43.492191999999996,38.856576000000004,37.956576,41.396576,42.556576,38.756576,51.796576,40.376576,41.416576,46.976576,37.676576000000004,41.836576,45.533288,37.876576,41.476576,41.076576,45.416576,44.536576000000004,43.196576,48.556576,38.096576,44.956576,40.436576,40.896576,73.796576,34.416576,45.876576,43.616576,43.456576,43.396576,38.476576,46.696576,44.256576,57.483152000000004,38.236576
74,26,1,46.874629999999996,49.691051,44.773152,47.875788,43.273152,41.155394,43.99463,41.913152000000004,42.035788000000004,44.293152,39.693152000000005,43.981576000000004,39.373152000000005,38.39463,41.837717,43.057717,39.433152,52.333152,40.830525,41.99045,47.593152,38.115394,42.433152,45.991576,38.433152,42.053152000000004,41.67045,45.993152,45.213152,43.853152,49.153152,38.653152,45.553152000000004,41.133152,41.473152,74.733152,34.85463,46.385788,44.210525,44.013152000000005,43.810629999999996,38.961576,47.471576,44.893152,58.213152,38.950788
75,26,2,47.165771,49.953084000000004,45.081542,48.253084,43.593084000000005,41.433084,44.281542,42.273084000000004,42.393084,44.653084,39.933084,44.333084,40.013084,38.733084000000005,42.233084000000005,43.333084,39.753084,52.79308399999999,41.113084,42.273084000000004,47.953084000000004,38.373084000000006,42.733084000000005,46.353084,38.713084,42.353084,41.893084,46.333084,45.533084,44.133084000000004,49.573084,38.873084000000006,45.931542,41.461542,41.873084000000006,75.333084,35.153084,46.793084,44.465771000000004,44.373084000000006,44.173084,39.213084,47.853084,45.253084,58.61308399999999,39.293084
76,27,0,47.530427,50.352562,45.392562,48.632562,43.881281,41.761281,44.592562,42.672562,42.772562,45.072562,40.192562,44.710854,40.372562,39.050854,42.512562,43.621281,40.081281,53.212562,41.432562,42.517521,48.370854,38.732562,43.132562,46.632562,39.072562,42.692562,42.255641,46.681281,45.952562,44.552562,49.992562,39.152561999999996,46.292562,41.852562,42.281281,75.992562,35.377094,47.132562,44.821281,44.717521000000005,44.530854,39.532562,48.232562,45.672562,59.052562,39.692562
77,27,1,47.923401,50.703401,45.794467,49.063401,44.303401,42.163401,45.023401,43.103401,43.223401,45.463401,40.563401,45.163401,40.903401,39.483401,42.963401,44.003401000000004,40.443401,53.723401,41.823401000000004,42.843401,48.743401,39.103401,43.483401,47.003401000000004,39.423401,43.063401,42.683401,47.123401,46.223401,44.943401,50.503401000000004,39.341134000000004,46.743401,42.263401,42.703401,76.603401,35.803401,47.563401,45.152234,45.183401,44.923401,39.823401000000004,48.643401000000004,46.163401,59.503401000000004,40.103401
78,27,2,48.377914000000004,51.197914000000004,46.077914,49.537914,44.637914,42.677914,45.237914,43.617914,43.717914,45.797914,40.857914,45.657914,41.133957,39.757914,43.277914,44.357914,40.797914,54.297914,42.197914000000004,43.197914000000004,49.037914,39.377914000000004,43.857914,47.257914,39.797914,43.417914,42.957914,47.437914,46.937914,45.377914000000004,51.217914,39.897914,47.357914,42.737914,43.037914,77.35791400000001,36.037914,48.017914000000005,45.437914,45.465971,45.357914,40.137914,49.237914,46.457914,59.937914,40.317914
79,28,0,48.876032,51.788095,46.553016,50.088095,45.028095,43.588095,45.699048,43.999047999999995,44.248095,46.328095000000005,41.311809999999994,46.236032,41.488095,40.148095,43.779047999999996,44.873619,41.296032000000004,54.848094999999994,42.708095,43.609048,49.504523999999996,39.768095,44.264524,47.640736,40.208095,43.936032,43.628095,47.959047999999996,47.608095,45.928095,51.748095,40.237809999999996,47.888095,43.268095,43.588095,78.288095,36.408095,48.608095,45.848095,45.988095,45.888095,40.588095,50.008095000000004,47.068095,60.508095,40.759048
80,28,1,49.343447,52.283446999999995,46.883447,50.523447,45.443447,44.223447,46.063447,44.423446999999996,44.703447,46.683446999999994,41.643446999999995,46.643446999999995,41.983447,40.523447,44.143446999999995,45.223447,41.723447,55.403447,43.083447,44.083447,49.823446999999994,40.143446999999995,44.643446999999995,47.943447,40.543447,44.403447,44.183446999999994,48.443447,47.943447,46.363447,52.243446999999996,40.523447,48.343447,43.703447,44.043447,78.996893,36.743446999999996,49.143446999999995,46.183446999999994,46.483447,46.423446999999996,40.923446999999996,50.483447,47.563447,60.983447,41.183446999999994
81,28,2,49.719909,52.918820999999994,47.297205,51.298821000000004,45.798821000000004,44.638821,46.558821,44.918821,45.378821,47.178821,42.058821,47.298821000000004,42.358821,40.978821,44.598821,45.658821,42.21441,56.118821,43.458821,44.578821000000005,50.278821,40.61441,45.018821,48.238821,40.938821000000004,44.78441,44.678821,48.898821000000005,48.418821,46.758821000000005,52.738820999999994,40.858821,48.818821,44.218821000000005,44.538821,79.958821,37.078821000000005,49.578821000000005,46.558821,46.898821000000005,46.978821,41.298821000000004,51.138821,47.96441,61.558820999999995,41.638821
82,29,0,50.016915999999995,53.696916,47.636916,51.656915999999995,46.136916,45.096916,47.056915999999994,45.256916,45.876915999999994,47.676916,42.536916,47.816916,42.836915999999995,41.476915999999996,44.956916,46.056915999999994,42.676916,56.776916,43.836915999999995,44.936916,50.796915999999996,40.933458,45.336915999999995,48.456916,41.293458,45.231153000000006,45.176916,49.396916,48.996916,47.316916,53.196916,41.276916,49.256916,44.596916,45.096916,80.696916,37.296915999999996,49.896916,46.826692,47.216916,47.416916,41.596916,51.576916,48.516915999999995,62.256916000000004,42.056915999999994
83,29,1,50.447075,54.547075,48.227075,52.223867999999996,46.592439,45.927075,47.595692,45.767134000000006,46.515692,48.327075,43.027075,48.445415000000004,43.527075,42.107075,45.507075,46.767075,43.087075,57.507075,44.387075,45.447075,51.447075,41.392846,45.937707,48.967075,41.829415000000004,45.827075,46.127075,50.187075,49.687075,47.726725,53.847075,42.047075,49.867075,45.099512,45.867075,81.407075,37.707075,50.467075,47.367075,47.787075,48.087075,41.947075,52.115691999999996,49.167075,62.929025,42.827075
84,29,2,51.173333,55.31333299999999,48.665417,52.853333,47.192708,46.753333000000005,48.030667,46.173333,47.053333,49.093333,43.431111,48.993333,44.293333000000004,42.953333,46.113333000000004,47.473333000000004,43.753333000000005,58.333332999999996,45.153333,46.133333,52.213333,41.871666999999995,46.593333,49.196490999999995,42.593333,46.493333,46.913333,50.877778,50.373333,48.473333000000004,54.613333,42.793333000000004,50.413333,45.653333,47.033333,82.173333,38.231061,51.233333,48.091228,48.313333,48.793333000000004,42.673333,52.733332999999995,49.897778,63.913332999999994,43.493333
85,30,0,51.365396999999994,55.985397,48.805397,53.445397,47.445397,47.585397,48.561799,46.745397,47.725396999999994,49.725396999999994,43.545396999999994,49.665397,44.665397,43.245397,46.545396999999994,48.025397,44.205397,59.005396999999995,45.785396999999996,46.745397,53.205397,42.165397,46.825396999999995,49.521799,42.945397,46.805397,47.585397,51.405397,50.985397,48.785396999999996,55.285396999999996,43.445397,51.065397,46.165397,47.705397,83.34539699999999,38.365396999999994,51.725396999999994,48.325396999999995,48.625397,49.085397,42.985397,53.285396999999996,50.167698,64.585397,44.085397
86,30,1,51.896871000000004,56.636871,49.196871,54.136871,47.896871000000004,48.016871,48.876871,47.196871,48.296871,50.396871000000004,43.809375,50.256871000000004,45.156871,43.656871,46.996871,48.426687,44.696871,59.656870999999995,46.256871000000004,47.396871000000004,53.696870999999994,42.625624,47.476871,49.796871,43.516871,47.176871000000006,48.296871,51.976871,51.516871,49.436871000000004,55.936871,43.916871,51.596871,46.736871,48.336871,84.276871,38.676871000000006,52.196871,48.736871,48.988541,49.446687,43.536871000000005,53.816871,50.816871,65.283741,44.636871
87,30,2,52.244467,57.044467000000004,49.577234000000004,54.624467,48.337234,48.344467,49.224467,47.584467,48.824467,50.844467,44.104467,50.727234,45.767234,44.084467,47.464467,48.724467,45.024467,60.24446700000001,46.604467,47.724467,54.10446700000001,42.984466999999995,47.804466999999995,50.184467,43.864467,47.504467,48.744467,52.404467,51.864467,49.804466999999995,56.504467000000005,44.277234,52.024467,47.157234,48.804466999999995,85.024467,39.004467,52.617233999999996,49.064467,49.364467,49.824467,43.864467,54.184467000000005,51.244467,65.824467,45.024467
88,31,0,52.597506,57.485011,49.885011,55.145011,48.707506,48.725011,49.529376,47.925011,49.189002,51.247506,44.347506,51.128337,46.065011,44.405011,47.825010999999996,49.047506,45.365010999999996,60.705011,46.965011,48.057506,54.545010999999995,43.317506,48.245011,50.465011,44.225011,47.805011,49.067506,52.785011,52.305011,50.225011,56.945011,44.625011,52.405011,47.525011,49.265011,85.705011,39.285011,52.968753,49.385011,49.705011,50.167506,44.265011,54.60750600000001,51.665011,66.285011,45.367506
89,31,1,52.959728000000005,57.879728,50.259728,55.699728,49.119728,49.079728,49.899728,48.319728000000005,49.579728,51.599728000000006,44.599728000000006,51.519728,46.539728000000004,44.779728000000006,48.219728,49.359728000000004,45.699728,61.219728,47.319728000000005,48.379728,54.879728,43.679728000000004,48.559728,50.859728000000004,44.599728000000006,48.179728000000004,49.459728000000005,53.159728,52.739728,50.539728000000004,57.419728000000006,44.959728000000005,52.819728000000005,47.959728000000005,49.699728,86.399728,39.539728000000004,53.319728000000005,49.759728,50.099728000000006,50.559728,44.559728,55.039728000000004,52.059728,66.679728,45.739728
90,31,2,53.33895699999999,58.398956999999996,50.658957,56.278957,49.658957,49.658957,50.278957,48.798957,50.018957,52.138957,44.978957,51.978957,46.71431,45.218957,48.698957,49.758957,46.078957,61.87895699999999,47.758957,48.998957,55.37895699999999,44.178957000000004,49.098957,51.478957,45.178957000000004,48.638957,49.938957,53.578956999999996,53.358957,51.018957,57.898956999999996,45.418957,53.298956999999994,48.558957,50.258957,87.258957,39.938957,53.73895699999999,50.078957,50.558957,51.078957,45.138957,55.478956999999994,52.578956999999996,67.49895699999999,46.078957
91,32,0,53.798605,58.978605,51.178605,56.787211,50.398604999999996,50.138605,50.647211,49.147211,50.687211,52.778605000000006,45.282758,52.627210999999996,47.147211,45.667211,49.127210999999996,50.207211,46.427211,62.487211,48.198605,49.407211,55.747211,44.498605,49.694134999999996,51.987211,45.567211,49.047211,50.367211,54.027211,53.907211,51.647211,58.567211,45.787211,53.787211,49.227211,50.827211,88.247211,40.187211,54.187211,50.438604999999995,51.078604999999996,51.547211,45.567211,55.927211,53.087210999999996,68.267211,46.407211
92,32,1,54.252947999999996,59.492948,51.592948,57.372948,50.861474,50.552948,51.112947999999996,49.632948,51.132948,53.192948,45.592948,53.052948,47.692948,46.121474,49.612947999999996,50.772948,46.872948,63.192948,48.652947999999995,49.852948,56.172948,44.972947999999995,50.132948,52.657649,45.992948,49.632948,50.792947999999996,54.592948,54.292947999999996,52.112947999999996,59.132948,46.192948,54.332947999999995,49.811474,51.392948,88.992948,40.612947999999996,54.832947999999995,50.892948,51.592948,52.092948,45.972947999999995,56.392948,53.472947999999995,68.772948,46.821474
93,32,2,54.582404000000004,59.862404000000005,52.042404,57.806202,51.302403999999996,50.980801,51.546202,50.002404,51.662403999999995,53.642404000000006,46.002404,53.60240400000001,47.982403999999995,46.422404,50.042404,51.222404,47.262404,63.982404,49.042404,50.362404,56.422404,45.402404,50.722404,53.022404,46.422404,50.082404,51.242404,54.96240400000001,54.942404,52.442404,59.582404000000004,46.500801,54.862404000000005,50.242404,51.842403999999995,89.842404,40.842403999999995,55.202404,51.326202,51.966202,52.506202,46.282404,56.842404,53.96240400000001,69.222404,47.062404
94,33,0,55.073673,60.477346999999995,52.677347,58.397346999999996,51.917347,51.577346999999996,52.197347,50.513673,52.457347,54.277347,46.377347,54.397346999999996,48.657346999999994,47.017346999999994,50.617346999999995,51.797346999999995,47.897346999999996,64.717347,49.597347,50.901224,56.813673,45.957347,51.339116,53.603673,46.897346999999996,50.545782,51.984694,55.597347,55.893673,53.077346999999996,60.237347,46.877347,55.577346999999996,50.823673,52.597347,90.837347,41.219844,55.745335,51.777347,52.397346999999996,53.037347,46.937346999999995,57.497347,54.657346999999994,69.817347,47.557668
95,33,1,55.673809999999996,61.057618999999995,53.457618999999994,58.977619,52.477619,52.257619,52.957618999999994,50.977619,53.417618999999995,55.03761899999999,46.817619,55.377618999999996,49.283809999999995,47.757619,51.217619,52.697618999999996,48.557619,65.61761899999999,50.317619,51.557619,57.25761899999999,46.717619,52.057619,54.197618999999996,47.577619,51.197619,53.297619,56.157619,56.457618999999994,53.657619,60.93761899999999,47.577619,56.25761899999999,51.517619,53.517618999999996,91.737619,41.643809999999995,56.377618999999996,52.43761899999999,52.957618999999994,53.75761899999999,47.817619,58.297619,55.377618999999996,70.357619,48.04381
96,33,2,56.318639000000005,61.598639,54.338639,59.758639,53.218639,53.078639,53.518639,51.798639,54.338639,55.918639,47.318639000000005,56.318639000000005,49.718639,48.578639,51.938639,53.478639,49.298639,66.738639,51.198639,52.378639,57.918639,47.418639,53.098639,54.718639,48.438639,51.978639,54.518639,56.798639,57.478639,54.638639000000005,61.718639,48.258639,57.198639,52.238639,54.298639,93.058639,42.058639,57.158639,53.618639,53.698639,55.298639,48.598639,59.098639,56.318639000000005,70.858639,48.458639
97,34,0,57.756871,62.296870999999996,55.516870999999995,60.996871,54.536871,54.256871,55.256871,52.896871,55.77687099999999,57.27687099999999,47.745267,57.736870999999994,50.796871,49.956871,53.436871,54.656870999999995,50.316871,68.336871,52.256871000000004,54.41687099999999,58.77687099999999,48.496871,54.576871,55.716871,49.856871000000005,53.09687099999999,56.436871,57.616870999999996,59.576871,55.876870999999994,63.41687099999999,49.276871,58.836870999999995,53.376870999999994,55.896871,95.296871,42.916871,58.136871,55.236870999999994,55.236870999999994,56.436871,50.516871,60.316871,58.296870999999996,72.416871,49.356871000000005
