,measure_number,beat_number,pid1263-11,pid5667267b-08,pid9048-11,pid9049-11,pid9050-11,pid9054-11,pid9055-11,pid9058-11,pid9059-11,pid9060-11,pid9061-11,pid9062-11,pid9063-11,pid9065-07,pid9066-11,pid9067-11,pid9068-06,pid9070-19,pid9072-11,pid9074f-11,pid9075-11,pid9087-05,pid9088-06,pid9090-04,pid9093-11,pid9094-11,pid9099-11,pid9100b-15,pid9101-11,pid9103-06,pid9104-11,pid9105-11,pid9111-11,pid9118-11,pid9129-15,pid9130-07,pid9137-07,pid9138-11,pid9139-11,pid9153-11,pid9166d-18,pid9167-11,pid9170-11,pid9173-16,pid9174-11,pid917803b-06,pid917807-06,pid9186c-11,pid918713-17,pid9192-11
44,16,1,27.425078999999997,25.545079,30.605078999999996,26.285079,26.300159000000004,26.945078999999996,26.185079,25.645079,25.405079,24.540159,25.025079,26.165079000000002,29.205078999999998,26.945078999999996,24.360159,26.505079,25.245079,24.345079000000002,27.605078999999996,25.565079,23.785079,27.565078999999997,32.905079,24.645079,26.605078999999996,26.585078999999997,26.345079,27.505079,31.085078999999997,30.305079,24.165079000000002,27.665079,33.025079,29.965079,26.585078999999997,34.385079,23.905079,24.905079,27.485079,25.725079,26.690634999999997,25.365079,28.885078999999998,25.385079,26.725078999999997,25.485079000000002,26.245078999999997,31.805079,26.085079,24.565079
45,16,2,27.877234,25.857234,31.117234000000003,26.724466999999997,26.757234000000004,27.357234000000002,26.597234000000004,26.097234,25.837234,24.917234,25.437234,26.617234000000003,29.677234000000002,27.404466999999997,24.777234,26.837234000000002,25.651701,24.784467000000003,28.377234,25.877234,24.177234,28.117234000000003,33.377234,25.037233999999998,27.098934000000003,27.117234000000003,26.757234000000004,27.897234,31.544466999999997,30.797234000000003,24.557234,28.137234000000003,33.497234000000006,30.317234000000003,26.997234000000002,34.937234000000004,24.237234,25.237234,27.937234000000004,26.277234000000004,27.137234000000003,25.817234,29.317234000000003,25.837234,27.258934000000004,25.937234,26.817234000000003,32.337234,26.497234000000002,25.137234
46,17,0,28.619683000000002,26.299683,32.119683,27.239683000000003,27.339683,27.799683,27.279683000000002,26.819683,26.524841,25.519682999999997,25.939683,27.119683000000002,30.259683000000003,27.919683000000003,25.179682999999997,27.259683000000003,26.199683,25.479682999999998,29.379683,26.299683,24.739683,28.899683000000003,34.319683000000005,25.659682999999998,27.779683000000002,28.199683,27.479683,28.739683000000003,32.199683,31.939683000000002,25.019682999999997,28.739683000000003,34.279683,31.199683,27.559683000000003,35.539683000000004,24.799682999999998,25.859683,28.719683000000003,26.879683,27.959683000000002,26.339683,29.959683000000002,26.739683000000003,28.079683000000003,26.699683,27.599683000000002,33.119683,27.099683000000002,25.959683
47,17,1,29.062154,26.762154,32.782154,27.742154,28.082154,28.282154,27.782154,27.422154,27.002153999999997,25.922154000000003,26.422154,27.802153999999998,30.922154,28.602154,25.662154,27.762154,26.762154,25.942154000000002,30.062154,26.762154,25.382154,29.422154,35.182154,26.222153999999996,28.362153999999997,28.802153999999998,28.102154,29.402154,32.882154,32.422154,25.502154,29.462153999999998,34.942153999999995,31.702153999999997,28.162153999999997,36.342154,25.282154000000002,26.342153999999997,29.262154,27.562154,28.442154,26.822153999999998,30.602154,27.482153999999998,28.902154,27.302153999999998,28.282154,33.602154,27.762154,26.462153999999998
48,17,2,29.686168,27.306168,33.526168,28.406168,28.606168,28.706167999999998,28.626168,27.966168,27.586168,26.346168,26.906168,28.666168,31.346168,29.446168,26.086168,28.158084000000002,27.466168,26.426168,30.766168,27.308084,25.866168,30.326168,35.606168,26.626168,28.946168,29.446168,28.686168,30.086168,33.746168,33.046168,26.246168,30.186168,35.826168,32.366168,28.586168,37.126168,25.746168,26.806168,29.886167999999998,28.366168,29.226167999999998,27.506168,31.486168,28.026168,29.426168,27.886167999999998,29.026168,34.866168,28.386167999999998,27.026168
49,18,0,30.652744000000002,27.792744,34.012744,29.172744,29.252744,29.192744,29.592744,28.451371999999996,28.212744,26.972744,27.532744,29.152744000000002,31.992744000000002,29.932744,26.452744,28.632744,28.292744,26.972744,31.652744000000002,27.792744,26.592744,30.812744,36.852744,27.152744000000002,29.572744,30.172744,29.572744,30.832744,34.852744,33.812744,26.812744,31.172744,36.652744,33.352744,29.152744000000002,38.012744,26.255488,27.475488000000002,30.632744,29.452744,29.992744000000002,27.992744000000002,32.432744,28.852744,30.032744,28.652744000000002,29.752744,35.412744,29.292744,27.572744
50,18,1,31.117098,28.237098,35.024195,29.817097999999998,29.857097999999997,29.637097999999998,30.177097999999997,28.857097999999997,28.777098,27.597098,28.017097999999997,29.697097999999997,32.517098,30.497097999999998,26.877097999999997,29.197097999999997,28.897098,27.497097999999998,32.097097999999995,28.237098,27.157097999999998,31.917098,37.437098,27.597098,30.177097999999997,30.697097999999997,30.017097999999997,31.517097999999997,35.317098,34.277097999999995,27.337097999999997,31.664195,37.297098,33.917097999999996,29.597098,38.557097999999996,26.757098,27.977097999999998,31.177097999999997,30.017097999999997,30.491293,28.577098,32.897098,29.297098,30.737098,29.237098,30.197097999999997,35.937098,30.157097999999998,28.012365999999997
51,18,2,31.503401,28.583401000000002,35.483401,30.263401,30.263401,30.023401,30.623401,29.203401,29.163401,28.043401,28.423401000000002,30.103401,32.983401,30.896803000000002,27.243401000000002,29.543401,29.343401,27.883401,32.463401,28.603401,27.523401,32.443401,37.823401000000004,27.883401,30.643401,31.203401,30.463401,32.043401,35.763401,34.783401,27.803401,32.103401,37.683401,34.303401,29.963401,39.063401,27.063401000000002,28.363401,31.623401,30.423401000000002,30.903401000000002,29.023401,33.443401,29.643401,31.143401,29.623401,30.643401,36.383401,30.683401,28.363401
52,19,0,31.884626,28.964626000000003,36.044626,30.644626000000002,30.684626,30.404626,31.124626,29.584626,29.604626,28.484626000000002,28.864626,30.524626,33.444626,31.284626,27.584626,29.944626,29.824626000000002,28.333878000000002,32.844626,28.984626000000002,27.964626000000003,32.944626,38.284626,28.184626,31.044626,31.604626,31.004626000000002,32.584626,36.244626000000004,35.484626,28.204626,32.604626,38.244626000000004,34.764626,30.324626000000002,39.564626000000004,27.464626000000003,28.744626,32.064626000000004,30.924626,31.384626,29.524626,34.084626,30.024626,31.544626,30.024626,31.144626000000002,36.864626,31.204626,28.704626
53,19,1,32.365759999999995,29.34576,36.545759999999994,31.285759999999996,31.265759999999997,30.84576,31.585759999999997,29.98576,30.30576,28.98576,29.32576,30.90788,34.005759999999995,31.697879999999998,28.16576,30.425759999999997,30.30576,28.80576,33.24576,29.365759999999998,28.48576,33.43788,38.87788,28.633940000000003,31.48576,32.02576,31.445759999999996,33.12576,36.785759999999996,35.965759999999996,28.625759999999996,33.12576,38.94576,35.24576,30.785759999999996,40.26576,27.877879999999998,29.32576,32.545759999999994,31.425759999999997,31.98576,29.98576,34.56576,30.405759999999997,32.145759999999996,30.425759999999997,31.585759999999997,37.325759999999995,31.725759999999998,29.14576
54,19,2,32.820499,29.700499,37.060499,31.740499,31.660498999999998,31.300499,31.966833,30.360499,30.760499,29.520498999999997,29.740499,31.345249,34.520499,32.1161,29.000498999999998,30.820498999999998,30.720499,29.240499,33.620499,29.700499,28.920499,33.820499,39.260498999999996,28.940499,31.940499,32.380499,31.900499,33.500499,37.260498999999996,36.360499,28.980499,33.751995,39.340499,35.600499,31.260499,40.920499,28.300499,29.700499,32.980499,31.820498999999998,32.400498999999996,30.460499,35.200499,30.800499,32.585249,30.767625,31.955249,37.760498999999996,32.140499,29.440499
55,20,0,33.463515,30.143515,37.723515,32.243515,32.126757,31.803515,32.423515,30.866757,31.346757,30.006757,30.183515000000003,31.683515000000003,35.063515,32.463515,29.368378999999997,31.296757,31.203515000000003,29.743515000000002,34.048379,30.163515000000004,29.416757,34.343515000000004,39.883515,29.286757,32.418378999999995,32.701172,32.463515,34.023515,37.783515,36.776757,29.391931,34.503515,39.963515,36.086757,31.663515000000004,41.663515000000004,29.063515000000002,30.156757,33.443515000000005,32.323515,32.943515000000005,30.923515000000002,35.723515,31.146757,32.983515000000004,31.174505,32.393378999999996,38.192703,32.583515000000006,29.803515
56,20,1,34.088163,30.588163,38.288163,32.888163,32.708163,32.408163,32.848163,31.248163,31.988163,30.408163000000002,30.679082,32.168163,35.668163,32.968163,29.808163,31.848163,31.668163,30.319082,34.459082,30.608163,29.928163,34.816054,40.648163000000004,29.748163,32.888163,33.028163,32.948163,34.588163,38.328163,37.248163,29.816053999999998,35.048163,40.528163,36.648163000000004,32.096053999999995,42.368163,29.553633,30.668163,34.008163,32.788163,33.528163,31.348163,36.188163,31.528163,33.568163,31.588163,32.768163,38.688163,33.108163,30.248163
57,20,2,34.6678,31.0078,38.9878,33.4278,33.3478,33.0478,33.2878,31.6078,32.465601,31.0278,31.1478,32.8478,36.2278,33.625601,30.1878,32.2878,32.1278,30.9278,34.9078,31.0078,30.3678,35.3278,41.2078,30.1478,33.3678,33.4478,33.4278,35.0878,38.8678,37.8878,30.1889,35.5478,40.9878,37.2078,32.5278,43.025601,29.9478,31.1478,34.525601,33.3078,34.1278,31.8078,36.8078,31.9878,34.2078,32.0478,33.2078,39.2278,33.6278,30.7878
58,21,0,35.146395,31.406395,39.426395,33.866395000000004,33.766395,33.446395,33.686395000000005,31.966395000000002,32.906395,31.378196999999997,31.526395,33.246395,36.686395000000005,34.046395000000004,30.506395,32.646395,32.586395,31.446395000000003,35.258196999999996,31.406395,30.766395000000003,35.826395,41.786395,30.406395,33.758196999999996,33.666395,33.826395,35.562789,39.386395,38.626395,30.486395,35.886395,41.326395,37.666395,32.888197,43.646395,30.288196999999997,31.746395,34.946395,33.526395,34.526395,32.266395,37.266395,32.326395,34.626395,32.426395,33.606395,39.566395,34.046395000000004,31.126395000000002
59,21,1,35.663039000000005,32.003039,39.943039,34.383039000000004,34.403039,33.923039,34.123039,32.363039,33.403039,31.823039,32.123039,33.703039000000004,37.143039,34.503039,30.903039,33.083039,33.043039,32.103039,35.723039,32.023039000000004,31.263039000000003,36.343039000000005,42.563039,30.843039,34.163039000000005,34.003039,34.243039,36.063039,39.963039,39.203039000000004,30.903039,36.503039,41.803039,38.263039,33.343039000000005,44.243039,30.683039,32.463039,35.403039,33.943039,35.103039,32.683039,37.763039,32.763039,35.123039,32.903039,34.023039000000004,39.983039,34.683039,31.683039
60,21,2,36.335034,32.575034,40.495034000000004,34.875034,35.195034,34.495034000000004,34.695034,32.835034,33.995034000000004,32.395034,32.815034000000004,34.395034,37.635034000000005,35.175034000000004,31.475034,33.755034,33.495034000000004,32.815034000000004,36.295034,32.575034,31.755034000000002,36.915034000000006,43.295034,31.275034,34.715034,34.395007,34.815034000000004,36.715034,40.595034000000005,40.015034,31.455034,37.155034,42.485102000000005,38.895034,33.775034000000005,44.995034000000004,31.055034000000003,33.055034,35.955034000000005,34.395034,35.655034,33.235034000000006,38.555034,33.275034000000005,35.755034,33.535034,34.595034000000005,40.415034000000006,35.335034,32.295034
61,22,0,36.983447,33.003446999999994,41.023447,35.343447,35.836892999999996,34.863447,35.243446999999996,33.303447,34.623447,32.843447,33.183446999999994,35.076893,38.143446999999995,35.876893,31.823446999999998,34.223447,33.963446999999995,33.536893,36.843447,33.003446999999994,32.283446999999995,37.563447,44.036893,31.663446999999998,35.163447,34.703447,35.343447,37.403447,41.216893,40.783446999999995,32.063447,37.903447,42.99034,39.463446999999995,34.183446999999994,45.663447,31.443446999999995,33.643446999999995,36.423446999999996,34.803447,36.243446999999996,33.836892999999996,39.136893,33.843447,36.283446999999995,34.003446999999994,35.223447,40.783446999999995,35.796893,32.923446999999996
62,22,1,37.471111,33.471111,41.471111,35.911111,36.471111,35.271111,35.651111,33.691111,35.091111,33.331111,33.571111,35.711110999999995,38.611111,36.511111,32.111111,34.651111,34.431111,34.091111,37.171110999999996,33.471111,32.711110999999995,38.091111,44.531110999999996,32.111111,35.591111,35.111111,35.731111,37.971111,41.731111,41.231111,32.531110999999996,38.371111,43.591111,39.971111,34.571111,46.251111,31.851111,34.271111,36.870556,35.150556,36.731111,34.271111,39.591111,34.271111,36.831111,34.431111,35.611111,41.190556,36.491111,33.351110999999996
63,22,2,37.912290000000006,33.89229,41.912290000000006,36.37229,36.93229,35.71229,36.041145,34.05229,35.51229,33.772290000000005,33.97229,36.172290000000004,39.132290000000005,36.954581,32.47229,35.03229,34.93229,34.55229,37.592290000000006,33.89229,33.132290000000005,38.51229,44.952290000000005,32.47229,36.05229,35.452290000000005,36.172290000000004,38.412290000000006,42.23229,41.83229,32.93229,38.87229,44.03229,40.33229,35.01229,46.812290000000004,32.25229,34.672290000000004,37.29229,35.47229,37.21229,34.79229,40.23229,34.69229,37.35229,34.87229,36.092290000000006,41.55229,37.07229,33.71229
64,23,0,38.415034000000006,34.275034000000005,42.380068,36.795034,37.375034,36.075034,36.395034,34.615034,35.995034000000004,34.235034000000006,34.335034,36.555034,39.695034,37.355034,32.835034,35.455034000000005,35.295034,34.915034000000006,37.995034000000004,34.295034,33.535034,39.015034,45.495034000000004,32.835034,36.535034,35.815034000000004,36.735034000000006,38.855034,42.935034,42.275034000000005,33.295034,39.255034,44.835034,40.835034,35.435034,47.435034,32.675034000000004,35.075034,37.855034,35.835034,37.795034,35.295034,40.755034,35.135034000000005,37.715034,35.415034000000006,36.855034,41.915034000000006,37.535034,34.075034
65,23,1,39.074331,34.77811,43.114331,37.454330999999996,37.894331,36.534331,36.824777000000005,34.982166,36.554331,35.058662,34.834331,37.314331,40.454330999999996,38.094331,33.402165999999994,35.924777,35.614331,35.374331,38.654331,34.782166,34.002165999999995,39.674331,46.054331,33.482166,37.034331,36.284777000000005,37.394331,39.454330999999996,43.494331,42.734331,33.934331,40.142993,45.754331,41.51811,36.274331,48.494331,33.414331,35.894331,38.554331,36.314331,38.474331,36.174331,41.254331,35.754331,38.294331,35.862165999999995,37.554331,42.382166,37.97811,34.594331
66,23,2,39.869796,35.649796,43.749796,38.309796,38.529796000000005,37.249796,37.309796,35.649796,37.309796,35.849796000000005,35.469796,38.129796,41.229796,38.929796,33.919897999999996,36.579898,36.229796,36.269796,39.469796,35.629796,34.569796000000004,40.269796,46.789796,34.149796,37.797959000000006,36.949796,38.069796000000004,40.069796000000004,44.329796,43.509796,34.549796,41.009796,46.549796,42.139897999999995,36.999897999999995,49.569796000000004,34.209796000000004,36.509796,39.229796,36.949796,39.389796000000004,36.969796,41.889796000000004,36.569796000000004,38.789796,36.529796000000005,38.129796,42.909796,38.669796000000005,35.049796
67,24,0,40.57898,36.184490000000004,44.184490000000004,38.89898,39.02449,37.88449,37.76449,36.39898,37.84449,36.424490000000006,35.88449,38.70449,41.75898,39.48449,34.34449,37.104490000000006,36.784490000000005,36.72449,40.08449,36.184490000000004,35.08449,40.88449,47.16449,34.65898,38.24449,37.40449,38.56449,40.74449,44.924490000000006,44.313469,35.018622,41.44449,47.54449,42.604490000000006,37.54449,50.59898,34.70449,37.03898,39.70449,37.40449,39.86449,37.38449,42.34449,37.22449,39.24449,37.178979999999996,38.644490000000005,43.464490000000005,39.144490000000005,35.36449
68,24,1,41.602540000000005,36.962540000000004,44.642540000000004,39.80254,39.86254,38.562540000000006,38.282540000000004,37.20254,38.50254,37.102540000000005,36.462540000000004,39.50254,42.48254,40.282540000000004,34.922540000000005,37.825238,37.40254,37.282540000000004,40.94254,36.962540000000004,35.822540000000004,41.58254,47.76254,35.54254,38.84254,38.062540000000006,39.30254,41.70254,45.782540000000004,45.322540000000004,35.50254,42.080159,48.562540000000006,43.335079,37.94627,51.66254,35.432697999999995,37.90254,40.40254,38.04254,40.58254,37.782540000000004,42.80254,38.02254,40.18254,37.90254,39.322540000000004,44.142540000000004,39.72254,35.76254
69,24,2,42.354875,37.614875,45.274875,40.554875,40.634875,39.214875,38.814875,37.814875,39.222438000000004,37.774875,37.214875,40.354875,43.202438,41.174875,35.414875,38.638292,38.034875,38.034875,41.634875,37.614875,36.611625,42.274875,48.434875,36.154875,39.434875,38.674875,40.074875,42.374875,46.594875,46.112438,36.070975,42.694875,49.394875,44.294875,38.474975,52.674875,35.974875,38.574875,41.014875,38.714875,41.274875,38.414875,43.394875,38.674875,40.814875,38.554875,39.954875,44.614875,40.354875,36.274875
70,25,0,43.083787,38.203787,46.183787,41.183787,41.283787,39.843787,39.583787,38.303787,39.823787,38.366893,37.883787,41.383787,43.863787,42.163787,35.883787,39.323787,38.663787,38.543787,42.303787,38.203787,37.116893,43.103787,49.143786999999996,36.723787,39.997574,39.303787,40.803787,43.083787,47.603787,46.803787,36.603787,43.103787,50.083787,44.843787,39.083787,53.483787,36.423787,39.223787,41.663787,39.443787,41.763787,39.003787,43.963786999999996,39.243787,41.483787,39.203787,40.603787,45.023787,40.963786999999996,36.863787
71,25,1,44.075283,39.055283,47.075283,42.135283,42.295283000000005,40.755283,40.915283,39.075283,40.735283,39.275283,38.975283000000005,42.935283,44.855283,43.735283,37.255283,40.415283,39.575283,39.075283,43.575283,39.055283,37.951761,44.142183,50.491761,37.475283000000005,40.995283,40.175283,41.855283,44.155283000000004,48.975283000000005,47.755283,37.555283,44.075283,51.595283,45.935283,39.555283,54.395283,37.215283,40.075283,42.675283,40.535283,42.475283000000005,40.015283000000004,44.735283,40.315283,42.415283,40.235283,42.055283,45.755283,42.075283,37.780881
72,25,2,45.39678,39.943344,48.577559,43.068531,43.125046000000005,42.47678,41.424764,40.161115,41.754587,39.863898,39.925129999999996,44.67678,45.61678,45.45678,38.096779999999995,41.25678,41.29678,40.001471,44.917163,40.33678,38.949492,45.244778000000004,51.555356,38.236779999999996,42.008111,40.868111,43.07678,44.863475,50.51678,48.341599,38.752671,45.39678,53.07678000000001,47.236779999999996,40.736779999999996,56.55678,38.47678,41.239360999999995,43.95678,42.15678,43.953089,40.982271000000004,45.560798999999996,41.11678,43.939265999999996,41.737232,43.71678,47.47678,43.00339,38.87678
73,26,0,46.437052,40.756763,48.976696000000004,44.097052000000005,43.857052,43.517052,42.177052,40.917052000000005,42.297052,40.814509,40.717052,45.897052,46.517052,46.697052,39.097052000000005,42.297052,41.978921,40.657052,45.237052,40.77541,39.597052000000005,45.577052,52.537052,39.152351,42.757052,41.777052000000005,43.677052,45.597052000000005,51.296763,49.211156,39.357052,45.902436,54.077052,48.277052000000005,41.734277,57.597052000000005,38.857052,41.723526,44.997052000000004,43.197052,44.057052,41.837052,46.397052,42.157052,44.597052000000005,42.434277,44.277052000000005,48.077052,43.877052,39.797052
74,26,1,47.170794,41.246159000000006,49.290794,44.770794,44.590794,44.210794,42.588254,41.713175,43.070794,41.230794,41.310794,46.770794,47.170794,47.513175,40.130794,43.130794,42.400397,41.770794,45.930794,41.263465999999994,40.310794,46.470794,53.75079399999999,39.810265,43.160396999999996,42.650794,44.570794,46.390794,51.850794,49.870794000000004,40.080397,46.650794,54.93079399999999,49.070794,42.430794,58.670793999999994,39.410794,42.332381,45.660396999999996,44.030794,45.010794,42.230396999999996,47.063598,42.570132,45.390794,42.930794,45.230794,49.150794,44.470397,40.406159
75,26,2,47.933084,41.753084,49.793084,45.273084000000004,45.093084000000005,44.713084,43.093084000000005,42.313084,43.593084000000005,41.973084,41.773084000000004,47.473084,47.713084,48.253084,41.033084,43.673084,43.053084000000005,42.293084,46.493084,41.753084,40.853084,47.013084,54.33616800000001,40.273084000000004,43.753084,43.193084000000006,45.113084,46.893084,52.593084,50.393084,40.693084000000006,47.213084,56.073083999999994,49.633084000000004,43.093084000000005,59.493083999999996,39.913084000000005,43.093084000000005,46.273084000000004,44.673084,45.553084000000005,42.733084000000005,47.553084000000005,42.973084,46.273084000000004,43.393084,45.733084000000005,49.873084000000006,45.173084,40.893084
76,27,0,48.400180999999996,42.200181,50.200181,45.740181,45.680181,45.160181,43.580181,43.100181,44.040181,42.660181,42.180181,48.000181,48.340181,48.800181,41.520181,44.180181,43.660181,42.780181,47.040181,42.200181,41.285090999999994,47.405091,55.080181,40.860181,44.180181,43.800181,45.640181,47.440181,53.100181000000006,50.840181,41.260181,47.780181,57.000181000000005,50.320181,43.880181,60.140181000000005,40.900180999999996,43.600181,46.800181,45.320181,46.120181,43.200181,48.020181,43.360181,46.860181,43.920181,46.240181,50.480181,45.780181,41.340181
77,27,1,49.524263,42.804263,50.704263,46.184263,46.384263,45.684263,44.124263,43.624263,44.524263,43.164263,42.544263,48.544263,48.824263,49.344263,42.204263,44.704263,44.184263,43.260853000000004,47.564263000000004,42.804263,41.754754,47.804263,56.064263000000004,41.344263,44.604263,44.624263,46.304263,47.824263,53.624263,51.284263,41.728566,48.384263,57.904263,50.904263,45.164263,61.024263,41.544263,44.084263,47.304263,45.924263,46.764263,43.724263,48.504263,43.703565999999995,47.644263,44.424263,46.704263,51.144263,46.464263,41.764263
78,27,2,49.904821999999996,43.218934000000004,51.174467,46.634467,46.914467,46.094467,44.614467,44.034467,44.994467,43.754467,42.954467,49.114467,49.274467,49.914467,42.534467,45.054466999999995,44.674467,43.634467,47.934467,43.218934000000004,42.134467,48.254467,56.53446700000001,41.754467,44.974467,45.194466999999996,46.794467,48.394467,54.202234,51.734466999999995,42.134467,48.914467,58.35446700000001,51.334467,45.538893,61.754467000000005,41.974467,44.618934,47.914467,46.494467,47.194466999999996,44.194466999999996,48.894467,44.014466999999996,48.134467,44.847868,47.194466999999996,51.734466999999995,47.194466999999996,42.174467
79,28,0,50.350794,43.770794,51.570794,47.130794,47.470794,46.550794,44.950794,44.510794,45.430794,44.250794,43.330794,50.010794,49.970794,50.810794,42.990794,45.490794,45.140198,44.270794,48.330794,43.770794,42.556931,48.630794,57.070397,42.310794,45.370794000000004,45.650794,47.370794000000004,48.970794,54.670396999999994,52.57079399999999,42.850794,49.430794,58.89079399999999,51.910794,45.770794,62.510794,42.410396999999996,45.110794,48.630794,47.370794000000004,47.670396999999994,44.590794,49.270794,44.390198,48.610794,45.430794,47.850794,52.240396999999994,47.770794,42.576755
80,28,1,50.821474,44.221474,51.961474,47.621474,47.961474,47.021474,45.201474,44.981474,45.841474,44.641474,43.661474,50.721474,50.481474,51.521474,43.661474,45.921473999999996,45.581474,44.901474,48.701474,44.241474,42.901474,49.021474,57.581474,42.861474,45.661474,46.161474,47.821474,49.521474,55.021474,53.261474,43.341474,50.261474,59.661474,52.325737,46.261474,63.181474,42.801474,45.481474,49.101473999999996,47.901474,48.141474,45.001474,49.721474,44.705737,49.061474,45.861474,48.381474,52.701474,48.241474,42.881474
81,28,2,51.297391999999995,44.623696,52.403696000000004,48.071088,48.431088,47.443696,45.623696,45.303696,46.303696,45.231088,44.006848,51.157392,50.923696,51.957392,44.423696,46.343696,46.043696000000004,45.323696000000005,49.103696,44.623696,43.343696,49.436848,57.963696,43.203696,45.943696,46.563696,48.203696,49.943696,55.463696,53.683696,43.783696,50.763696,60.432177,52.757392,46.757391999999996,63.924785,43.257391999999996,45.903696000000004,49.543696000000004,48.363696000000004,48.577391999999996,45.383696,50.123696,45.006848,49.623696,46.223696000000004,48.778424,53.123695999999995,48.817392,43.263696
82,29,0,51.785737,45.017868,52.777868000000005,48.497868,48.937868,47.857867999999996,46.037867999999996,45.697868,46.737868,45.757868,44.377868,51.637868,51.397868,52.437868,44.857867999999996,46.837868,46.565737,45.817868,49.557868,45.037867999999996,43.697868,49.837868,58.51786800000001,43.597868,46.277868,46.977868,48.657868,50.337868,55.897868,54.077868,44.277868,51.317868,61.097868000000005,53.437868,47.397868,64.35786800000001,44.057868,46.277868,50.017868,48.937868,49.057868,45.797868,50.477868,45.417868,50.037867999999996,46.657868,49.137868,53.537868,49.297868,43.617868
83,29,1,52.36712,45.487120000000004,53.18711999999999,48.90712,49.50712,48.26712,46.44712,46.08712,47.14712,46.20712,44.76712,52.08712,51.847120000000004,52.86711999999999,45.328559999999996,47.24712,47.08712,46.24712,49.95428,45.50712,44.06712,50.20712,59.18711999999999,44.08712,46.60856,47.64712,49.08712,50.74712,56.30712,54.44712,44.70712,51.92712,61.707119999999996,54.04711999999999,47.96712,65.20424,44.667120000000004,46.68712,50.527120000000004,49.38712,49.50712,46.28712,50.86712,45.82712,50.64712,47.10712,49.487120000000004,54.08712,49.80712,44.06712
84,29,2,53.001746,46.001746000000004,53.621745999999995,49.341746,50.001746000000004,48.681746000000004,46.921746,46.501746000000004,47.661746,46.721746,45.181746000000004,52.661745999999994,52.321746000000005,53.441745999999995,45.695873,47.681746000000004,47.641746000000005,46.661746,50.321746000000005,46.001746000000004,44.481746,50.621746,59.661745999999994,44.501746000000004,46.913915,48.081746,49.621746,51.401746,56.84174599999999,54.901745999999996,45.121746,52.481745999999994,62.461746,54.781746,48.441746,65.96174599999999,45.161746,47.101746,51.141746000000005,49.981746,50.061746,46.801746,51.261746,46.341746,51.181746000000004,47.561746,50.001746000000004,54.52174599999999,50.375873,44.501746000000004
85,30,0,53.811746,46.491746,54.071746,49.771746,50.491746,49.251746000000004,47.691746,47.051746,48.040873,47.105437,45.600873,53.411745999999994,52.780873,54.191745999999995,46.043915000000005,48.211746000000005,48.171746,47.151746,50.711746000000005,46.491746,44.851746,50.997249,60.551745999999994,44.843915,47.240873,48.591746,50.171746,52.011746,57.370872999999996,55.431746,45.660872999999995,53.131746,63.111746,55.278349,48.915217999999996,66.891746,45.851746,47.451746,51.811746,50.771746,50.551746,47.143915,51.603915,46.751746000000004,51.737249,48.111746000000004,50.416958,54.958338,50.903915000000005,45.011746
86,30,1,54.472561999999996,47.292562,54.512562,50.372562,51.172562,49.852562,48.352562,47.532562,48.572562,47.695125,46.115125,54.292562,53.335125,55.072562,46.772562,48.872562,48.692562,47.732562,51.150853999999995,47.295125,45.412562,51.412562,61.272562,45.312562,47.612562,49.332562,50.912562,52.572562,57.892562,56.112562,46.292562,53.712562,63.772562,55.772562,49.452562,67.760249,46.332562,47.952562,52.577687,51.452562,51.115125,47.672562,52.112562,47.192562,52.252562,48.672562,50.912562,55.377687,51.372562,45.592562
87,30,2,54.875692,47.682846000000005,54.91569200000001,50.735692,51.595692,50.275692,48.755691999999996,47.952846,48.995692,48.355692,46.590813,54.798458,53.855692000000005,55.60415,47.795691999999995,49.235692,49.115691999999996,48.175692,51.475691999999995,47.679138,45.816423,51.835692,61.655692,45.675692,47.915692,49.705231,51.335692,52.995692000000005,58.27569200000001,56.695692,46.715692,54.395692000000004,64.19569200000001,56.155692,49.975691999999995,68.39845799999999,46.715692,48.295691999999995,53.05569200000001,51.995692,51.575692,48.202846,52.535692000000004,47.615691999999996,52.655692,49.075692,51.335692,55.91569200000001,51.815692,46.027075
88,31,0,55.484058999999995,48.044059000000004,55.444058999999996,51.084059,52.104059,50.744059,49.244059,48.277029,49.464059000000006,48.804059,46.824059000000005,55.604059,54.264058999999996,56.404059,48.417029,49.604059,49.564059,48.744059,51.804059,48.044059000000004,46.104059,52.264059,62.024058999999994,46.004059000000005,48.244059,50.024059,51.704059,53.464059,58.604059,57.264058999999996,47.144059000000006,54.824059,64.664059,56.524058999999994,50.384059,69.164059,47.224059000000004,48.584059,53.504059,52.704058999999994,52.164059,48.664059,52.864059,47.844059,53.224059,49.464059000000006,51.964059000000006,56.324059,52.364059000000005,46.524059
89,31,1,55.967392000000004,48.467392,55.847392000000006,51.647391999999996,52.767392,51.267392,49.707392,48.667392,49.967392,49.287392,47.284785,56.267392,54.842177,57.067392000000005,48.987392,50.207392,50.047391999999995,49.207392,52.187391999999996,48.467392,46.627392,52.947392,62.467392000000004,46.567392,48.587392,50.527392,52.107392,54.027392000000006,59.087392,57.827392,47.667392,55.48739200000001,65.267392,57.007392,50.867391999999995,69.887392,47.687391999999996,49.047391999999995,54.007392,53.287392000000004,52.867392,49.107392,53.287392000000004,48.287392,53.647392,49.927392,52.507392,56.66739200000001,52.827392,47.167392
