,measure_number,beat_number,pid1263-07,pid52932-05,pid54293-08,pid5667249-03,pid5667249-21,pid9048-07,pid9049-07,pid9050-07,pid9051-11,pid9054-07,pid9055-07,pid9058-07,pid9059-07,pid9060-07,pid9061-07,pid9062-07,pid9063-07,pid9064-06,pid9065-04,pid9066-07,pid9067-07,pid9068-05,pid9070-15,pid9072-07,pid9074f-07,pid9075-07,pid9093-08,pid9094-07,pid9097-13,pid9098-15,pid9099-07,pid9100b-03,pid9101-07,pid9102-02,pid9104-07,pid9105-07,pid9111-07,pid9116-19,pid9118-07,pid9127-02,pid9137-04,pid9138-07,pid9139-07,pid9152-12,pid9153-07,pid915406-11,pid9165-03,pid9166c-10,pid9170-08,pid9173-12,pid9174-07,pid917509-06,pid917518-06,pid9176-03,pid9186c-07,pid918719b-03,pid918904-02,pid9192-07
77,26,2,28.462449,35.602449,30.296224,35.682449,36.028112,39.142449,38.822449,33.662449,31.522448999999998,32.882449,34.362449,34.182449,41.042449,39.182449,39.642449,37.542449,39.742449,31.602449,33.960815999999994,37.782449,38.862449,32.582449,31.162449,35.502449,35.242449,43.362449,33.322449,29.782449,32.862449,38.502449,37.542449,33.722449,36.802448999999996,32.342449,33.722449,36.902449,43.502449,28.242449,34.302448999999996,30.587483000000002,34.662449,31.322449,34.642449,31.342449,30.882448999999998,30.982449,30.242449,35.682449,38.142449,34.822449,30.482449,32.262449,27.676223999999998,41.102449,28.382448999999998,33.122448999999996,36.282449,36.102449
78,27,0,28.654286,35.942857000000004,30.502857000000002,35.914286,36.226428999999996,39.402857,39.082857000000004,33.922857,31.802857,33.122857,34.682857,34.462857,41.442857000000004,39.482857,39.962857,37.802857,40.062857,31.962857,34.182857,38.102857,39.162857,32.902857,31.422857,35.802857,35.602857,43.742857,33.602857,30.142857,33.162857,38.762857000000004,37.882857,33.942857000000004,37.102857,32.622857,33.982857,37.242857,43.762857000000004,28.542857,34.562857,30.862857,34.902857,31.582857,34.902857,31.562857,31.202857,31.202857,30.562857,36.022857,38.402857,35.242857,30.742857,32.602857,27.822857,41.362857,28.602857,33.382857,36.662857,36.382857
79,27,1,28.909705,36.349705,30.789704999999998,36.189705,36.529705,39.769705,39.389705,34.229704999999996,32.189705,33.449705,34.949705,34.769705,41.749705,39.789705,40.289705,38.109705,40.449705,32.249705,34.489705,38.469705,39.609705,33.229704999999996,31.629941,36.129705,35.929705,44.049704999999996,33.909704999999995,30.449704999999998,33.509705,39.209705,38.209705,34.249705,37.409704999999995,32.929705,34.289705,37.56941,44.069705,28.86941,34.909704999999995,31.169705,35.28941,31.909705,35.209705,31.849705,31.529705,31.469704999999998,30.869705,36.349705,38.709705,35.589705,31.069705,32.909704999999995,28.169705,41.669705,28.889705,33.669705,36.969705,36.76941
80,27,2,29.188163,36.788163,31.088163,36.468163,36.808163,40.068163,39.828163,34.528163,32.508163,33.748163,35.228163,35.068163,42.128163,40.148163000000004,40.708163,38.528163,40.988163,32.528163,34.788163,38.748163,39.988163,33.528163,31.908163000000002,36.448163,36.528163,44.566327,34.188163,30.728163000000002,33.788163,39.708163,38.608163,34.568163,37.808163,33.248163,34.608163,37.966327,44.500816,29.188163,35.248163,31.608163,35.568163,32.188163,35.488163,32.128163,31.808163,31.748163,31.268163,36.808163,39.048163,36.028163,31.322721,33.188163,28.468163,41.948163,29.168163,34.086327000000004,37.308163,37.048163
81,28,0,29.414694,37.014694,31.264898,36.654694,37.034694,40.294694,40.114694,34.774694000000004,32.734694,33.994694,35.454694,35.334694,42.414694,40.374694,41.034694,38.774694000000004,41.314694,32.774694000000004,34.934694,39.054694,40.234694,33.754694,32.094694,36.734694,36.754694,44.854694,34.434694,31.034694000000002,34.102346999999995,39.934694,38.834694,34.694694,38.094694,33.474694,34.794694,38.354694,44.754694,29.458231,35.514694,31.934694,35.794694,32.494694,35.714694,32.354694,32.014694,31.974694,31.534694000000002,37.114694,39.374694,36.304082,31.494694,33.534694,28.694694000000002,42.254694,29.354694,34.414694,37.634694,37.354694
82,28,1,29.719184000000002,37.379184,31.526395,36.884592,37.299184000000004,40.799184000000004,40.559184,35.119184000000004,33.119184000000004,34.359184,35.819184,35.759184000000005,42.899184000000005,40.739184,41.448367,39.239184,41.819184,33.026395,35.139184,39.419184,40.659184,34.079184000000005,32.419184,37.119184000000004,37.259184000000005,45.339184,34.699184,31.399184,34.459184,40.319184,39.279184,34.894591999999996,38.579184000000005,33.872296,35.199184,38.739184,45.159184,29.759184,35.919184,32.419184,36.079184000000005,32.859184,36.079184000000005,32.879184,32.314592,32.279184,31.999184000000003,37.479184000000004,39.739184,36.759184000000005,31.859184000000003,33.899184000000005,29.079184,42.599184,29.719184000000002,34.879184,38.199184,37.839184
83,28,2,29.988163,37.648163000000004,31.768163,37.037633,37.469796,41.029388,40.854541,35.388163,33.328163,34.628163,36.108163,36.048163,43.208163,41.008163,41.788163,39.484541,42.208163,33.268163,35.408163,39.633027,40.968163,34.368163,32.653027,37.428163,37.668163,45.648163000000004,35.008163,31.728163000000002,34.759082,40.668163,39.608163,35.188163,38.888163,34.108163,35.488163,39.128163,45.429082,30.019540999999997,36.228163,32.708163,36.248163,33.148163000000004,36.408163,33.148163000000004,32.528163,32.488163,32.308163,37.888163,40.068163,37.028163,32.048163,34.188163,29.408163000000002,42.888163,29.908163000000002,35.388163,38.528163,38.128163
84,29,0,30.371837,38.111837,32.27008,37.390229999999995,37.810459,41.490918,41.351836999999996,35.711837,33.651837,34.950459,36.611837,36.510306,43.591837,41.370917999999996,42.251837,39.891837,43.011837,33.551837,35.810918,39.931837,41.460918,34.710918,33.03156,37.951837,38.451837,46.051837,35.551837,32.050459000000004,35.03273,41.251837,40.071837,35.570612,39.371837,34.491837,36.071837,39.650918,46.111837,30.491837,36.751837,33.391837,36.711837,33.431837,36.951837,33.690917999999996,32.991837,32.690459000000004,32.831837,38.411837,40.411837,37.411837,32.311837,34.591837,29.911559999999998,43.151837,30.210262,35.850229999999996,38.850612,38.558184000000004
85,29,1,30.878366999999997,38.548061,32.398367,37.626121999999995,38.018367,41.898367,41.812789,36.118367,34.018367,35.298367,37.158367,36.923673,44.218367,41.978367,42.738367,40.338367,43.738367,33.786837,36.298367,40.378367,41.898367,35.038367,33.179673,38.338367,38.818366999999995,46.498367,36.078367,32.418366999999996,35.278366999999996,41.658367,40.618367,36.038367,39.998367,34.958366999999996,36.464184,40.438367,46.678367,31.058366999999997,37.259673,33.958366999999996,37.026837,33.858367,37.518367,34.018367,33.218367,32.858367,33.398367,38.878367,40.838367,37.874184,32.644263,34.906121999999996,30.079673,43.658367,30.458367,36.278366999999996,39.378367,39.038367
86,29,2,31.174286,38.954285999999996,32.614286,37.894286,38.314285999999996,42.214286,42.302857,36.558571,34.214286,35.634285999999996,37.594286,37.274286,44.758571,42.331429,43.234286,40.894286,44.314285999999996,34.114286,36.574286,40.714286,42.334286,35.338571,33.454285999999996,38.574286,39.338571,46.898571000000004,36.414286,32.754286,35.634285999999996,41.954285999999996,41.134285999999996,36.332143,40.274286,35.194286,36.654286,40.834286,47.294286,31.354286,37.534286,34.294286,37.294286,34.154286,37.814285999999996,34.314285999999996,33.494285999999995,33.214286,33.914286,39.287143,41.274286,38.174285999999995,32.852143,35.242857,30.554285999999998,43.914286,30.714285999999998,36.994285999999995,39.834286,39.414286
87,30,0,31.428163,39.228163,32.862721,38.168163,38.608163,42.508163,42.628163,36.848163,34.468163,35.908163,37.859082,37.528163,45.128163,42.688163,43.588163,41.208163,44.668163,34.368163,36.819541,41.028163,42.648163000000004,35.648163000000004,33.708163,38.868163,39.628163,47.268163,36.748163,33.028163,35.928163,42.228163,41.468163,36.608163,40.588163,35.468163,36.888163,41.128163,47.628163,31.588163,37.768163,34.568163,37.568163,34.428163,38.108163,34.528163,33.719082,33.488163,34.228163,39.648163000000004,41.608163,38.468163,33.088163,35.588163,30.868163,44.208163,30.948163,37.308163,40.168163,39.728163
88,30,1,31.648163,39.488163,33.082721,38.388163,38.868163,42.788163,42.968163,37.128163,34.702721000000004,36.148163000000004,38.108163,37.768163,45.508163,42.988163,43.928163,41.448163,45.028163,34.588163,37.028163,41.348163,42.928163,35.948163,33.968163,39.248163,39.988163,47.548163,36.988163,33.279082,36.209082,42.508163,41.828163,36.788163,40.928163,35.726327000000005,37.148163000000004,41.528163,47.948163,31.868163,38.048163,34.868163,37.828163,34.708163,38.388163,34.828163,33.928163,33.748163,34.469388,39.988163,41.908163,38.768163,33.299082,35.888163,31.088163,44.528163,31.208163,37.628163,40.428163,40.146327
89,30,2,31.901224,39.785612,33.335612,38.661224,39.181224,43.101224,43.281224,37.501224,34.921224,36.441224,38.381223999999996,38.021224,45.941224,43.341224,44.321224,41.761224,45.421224,34.801224,37.321224,41.581224,43.201223999999996,36.241224,34.235203999999996,39.561223999999996,40.301224,47.861224,37.301224,33.541224,36.521224,42.801224,42.201223999999996,37.041224,41.281224,36.041224,37.441224,41.841224,48.341224,32.241224,38.301224,35.181224,38.081224,35.021224,38.701223999999996,35.141224,34.201223999999996,34.035612,34.761224,40.321224,42.241224,39.061223999999996,33.575204,36.201223999999996,31.321224,44.801224,31.521224,37.961224,40.801224,40.561223999999996
90,31,0,32.137469,40.073469,33.611734999999996,38.953112,39.547346999999995,43.407346999999994,43.647346999999996,37.867346999999995,35.227346999999995,36.747347,38.847347,38.307347,46.407346999999994,43.687346999999995,44.778673,42.047346999999995,45.967347,35.127347,37.598673,41.907346999999994,43.527347,36.607347,34.467347,40.147346999999996,40.635782,48.307347,37.607347,33.813469,36.775335,43.287347,42.607347,37.367346999999995,41.807347,36.407346999999994,37.967347,42.255782,49.007346999999996,32.547346999999995,38.647346999999996,35.647346999999996,38.387347,35.327346999999996,39.007346999999996,35.567347,34.447347,34.327346999999996,35.087346999999994,40.747347,42.627347,39.447347,33.747347,36.587346999999994,31.627346999999997,45.287347,31.914337,38.307347,41.247347,40.967347
91,31,1,32.424082,40.464082,33.824082000000004,39.224082,39.744082,43.744082,44.024082,38.224082,35.524082,37.064082,39.384082,38.604082,46.944082,44.144082,45.224082,42.404082,46.484082,35.384082,37.95852,42.244082,43.944082,36.944082,34.644082,40.824082000000004,41.164082,48.704082,38.064082,34.134694,37.084082,43.884082,43.100408,37.714694,42.304082,36.804082,38.604082,42.744082,49.564082,32.844082,39.124082,36.164082,38.644082,35.724082,39.464082,35.964082,34.677040999999996,34.664082,35.417041,41.164082,43.184082000000004,39.884082,33.944082,36.944082,32.044082,45.764082,32.264082,38.784082,41.764082,41.444082
92,31,2,32.769796,40.824949,34.069796000000004,39.509796,40.009796,44.049796,44.429796,38.589796,35.849796000000005,37.309796,40.049796,38.889796000000004,47.509796,44.749796,45.629796,42.909796,47.089796,35.609796,38.289796,42.609796,44.389796000000004,37.269898,34.989796000000005,41.289796,41.589796,49.189796,38.469796,34.509796,37.409796,44.449796,43.529796000000005,38.049796,42.709796000000004,37.049796,38.909796,43.129796,49.989796000000005,33.229796,39.509796,36.609592,38.909796,36.049796,39.829796,36.269796,34.969796,35.069796000000004,35.929184,41.509796,43.829796,40.229796,34.309796,37.369796,32.389796000000004,46.309796,32.709796000000004,39.169796000000005,42.229796,41.909796
93,32,0,33.023265,41.063265,34.323265,39.843265,40.263265000000004,44.323265,44.743265,38.903265000000005,36.203265,37.563265,40.503265,39.203265,47.883265,45.063265,46.003265,43.203265,47.483265,35.863265000000006,38.583265000000004,43.003265,44.683265000000006,37.523265,35.263265000000004,41.623265,41.903265000000005,49.523265,38.823265,34.763265000000004,37.663265,44.703265,43.803265,38.343265,43.043265000000005,37.303265,39.163265,43.623265,50.323265,33.483265,39.763265000000004,36.863265000000006,39.163265,36.303265,40.083265000000004,36.483265,35.203265,35.423265,36.163265,41.823265,44.263265000000004,40.683265000000006,34.543265000000005,37.703265,32.723265000000005,46.623265,33.063265,39.443265000000004,42.563265,42.203265
94,32,1,33.231451,41.475805,34.535804999999996,40.175805,40.595805,44.675805,45.255805,39.231161,36.775805,37.895804999999996,41.055805,39.615805,48.415805,45.415805,46.415805,43.675805,47.895804999999996,36.115805,38.915805,43.455805,45.075804999999995,37.875805,35.655805,42.135805,42.275805,49.935805,39.515805,35.175805,37.955805,45.115805,44.315805,38.670829,43.575804999999995,37.615805,39.535804999999996,44.215804999999996,50.775805,33.815805,40.135805,37.215804999999996,39.495805,36.715804999999996,40.415805,36.775805,35.535804999999996,35.775805,36.445268,42.255805,44.795805,41.23322,34.955805,38.035804999999996,33.055805,47.115805,33.575804999999995,39.875805,43.195805,42.735805
95,32,2,33.509388,42.009388,34.789388,40.629388,41.009923,45.169388,45.889388000000004,39.629388,37.489388,38.309694,41.609388,40.169388,49.089388,45.709388,46.889388000000004,44.229388,48.389388000000004,36.429388,39.12771,44.029388,45.649388,38.349388,36.329388,42.909388,42.629388,50.629388,40.069388000000004,35.649388,38.265258,45.729388,44.929388,38.869847,44.249388,38.069388000000004,40.029388,44.769388,51.448163,34.309388,40.649388,37.529388,39.869388,37.249388,40.969388,37.189388,35.929388,36.129388,36.809923,42.669388,45.389388000000004,41.989388,35.409796,38.309388,33.309923,47.729388,34.129388,40.429388,43.969388,43.249796
96,33,0,33.864388,42.678776,35.158776,41.018776,41.338776,45.738776,46.638776,39.958776,38.378776,38.698776,42.258776,40.898776,49.978776,46.118776000000004,47.658776,44.798776000000004,48.978776,36.998776,39.674388,44.638776,46.178776,38.918776,36.918776,43.578776,43.058776,51.598776,40.718776,35.998776,38.678776,46.238776,45.738776,39.424388,45.178776,38.658776,40.598776,45.558776,52.618776000000004,34.684388,41.378776,37.958776,40.318776,38.058776,41.538776,37.604388,36.458776,36.438776000000004,37.238776,43.238776,46.018776,42.978776,35.978776,38.698776,33.718776,48.438776000000004,34.744388,40.958776,44.898776,43.818776
97,33,1,34.080498999999996,43.030998,35.440498999999996,41.300499,41.580498999999996,46.180499,47.140499,40.240499,38.820499,38.960499,42.540499,41.320499,50.480499,46.420499,47.940498999999996,45.200499,49.400498999999996,37.280499,39.900498999999996,45.160499,46.500499,39.260498999999996,37.200499,43.880499,43.340499,51.920499,41.000499,36.300499,39.020499,46.540499,46.220499,39.660499,45.620499,39.080498999999996,40.900498999999996,46.000499,52.920499,34.960499,41.660499,38.260498999999996,40.680499,38.480499,41.820499,37.840499,36.720499,36.720499,37.480499,43.640499,46.400498999999996,43.300499,36.320499,39.000499,34.100499,48.860499,35.020499,41.320499,45.200499,44.100499
98,33,2,34.383265,43.563265,35.763265000000004,41.656531,41.923265,46.563265,47.803265,40.603265,39.236531,39.323265,43.103265,41.723265000000005,51.056531,46.883265,48.636531,45.703265,49.823265,37.623265,40.223265000000005,45.616531,46.843265,39.683265000000006,37.543265000000005,44.223265000000005,43.763265000000004,52.536531000000004,41.503265,36.643265,39.423265,47.003265,46.716530999999996,39.976633,46.189796,39.503265,41.263265000000004,46.403265000000005,53.263265000000004,35.303265,42.023265,38.703265,41.043265000000005,39.123265,42.163265,38.073316,37.043265000000005,37.076531,37.823265,44.096531,46.876531,43.763265000000004,36.683265000000006,39.383265,34.463265,49.243265,35.363265000000006,41.723265000000005,45.723265000000005,44.523265
99,34,0,34.663672999999996,43.843672999999995,35.983672999999996,41.943673,42.163672999999996,46.823673,48.123673,40.863673,39.523672999999995,39.603673,43.423673,42.003673,51.403673,47.163672999999996,48.963673,46.023672999999995,50.183673,37.863673,40.443673,45.903673,47.103673,39.997347,37.803672999999996,44.503673,44.063673,52.843672999999995,41.783673,36.923673,39.703672999999995,47.283673,47.003673,40.203672999999995,46.503673,39.783673,41.563673,46.743673,53.543673,35.603673,42.303672999999996,38.997347,41.323673,39.403673,42.443673,38.263673,37.286837,37.363673,38.083673,44.403673,47.163672999999996,44.083673,37.003673,39.663672999999996,34.743673,49.543673,35.583673,42.003673,46.003673,44.823673
100,34,1,34.924490000000006,44.16449,36.24449,42.184490000000004,42.40449,47.08449,48.424490000000006,41.12449,39.784490000000005,39.86449,43.684490000000004,42.30449,51.80449,47.424490000000006,49.30449,46.26449,50.514829999999996,38.12449,40.70449,46.184490000000004,47.324490000000004,40.26449,38.06449,44.80449,44.34449,53.16449,42.06449,37.20449,40.04449,47.54449,47.324490000000004,40.464490000000005,46.80449,40.04449,41.84449,47.12449,53.824490000000004,35.88449,42.644490000000005,39.284490000000005,41.58449,39.72449,42.70449,38.48449,37.504490000000004,37.62449,38.34449,44.72449,47.48449,44.34449,37.184490000000004,39.94449,35.004490000000004,49.86449,35.84449,42.26449,46.284490000000005,45.08449
101,34,2,35.200714000000005,44.471429,36.447347,42.490357,42.711428999999995,47.371429,48.791429,41.431429,40.031428999999996,40.171428999999996,44.091429,42.591429,52.171428999999996,47.771429,49.651429,46.611429,50.791429,38.431429,40.940714,46.491429,47.591429,40.611429,38.331429,45.111429,44.671428999999996,53.531429,42.371429,37.511429,40.391428999999995,47.811429,47.651429,40.691429,47.231429,40.371429,42.151429,47.491429,54.131429000000004,36.171428999999996,42.911429,39.691429,41.891428999999995,40.111429,43.011429,38.711428999999995,37.791429,37.911429,38.611429,45.031428999999996,47.831429,44.711428999999995,37.491429,40.311429,35.283809999999995,50.171428999999996,36.115918,42.571428999999995,46.771429,45.431429
102,35,0,35.39161,44.95805,36.69161,42.69161,42.897203000000005,47.67161,49.21161,41.67161,40.35161,40.43161,44.43161,42.89161,52.55161,48.091609999999996,50.01161,46.85161,51.231609999999996,38.83161,41.199659999999994,46.796440000000004,47.87161,40.93161,38.550805,45.39161,45.01161,53.89321999999999,42.67161,37.811609999999995,40.69161,48.091609999999996,48.03161,40.95966,47.491609999999994,40.65161,42.411609999999996,47.85161,54.43161,36.51161,43.19161,39.991609999999994,42.11161,40.411609999999996,43.271609999999995,38.97161,38.131609999999995,38.17161,38.87161,45.43161,48.15161,45.15161,37.75161,40.61161,35.55161,50.451609999999995,36.29161,42.911609999999996,47.25161,45.731609999999996
103,35,1,35.623175,45.363175,36.963175,42.963175,43.101058,47.943175,49.523175,41.923175,40.663175,40.723175,44.703175,43.183175,52.863175,48.363175,50.283175,47.123175,51.703175,39.083175,41.563175,47.123175,48.323175,41.256586999999996,38.774392,45.643175,45.303175,54.223175,42.963175,38.103175,40.983175,48.523175,48.363175,41.323175,47.803175,40.923175,42.623175,48.243175,54.743175,36.823175,43.483175,40.263175,42.423175,40.703175,43.543175,39.203294,38.403175,38.403175,39.143175,45.863175,48.483175,45.463175,38.023175,40.852635,35.783175,50.723175,36.543175,43.223175,47.563175,46.083175
104,35,2,35.903673,45.703672999999995,37.223673,43.243673,43.363673,48.183673,49.943673,42.223673,40.923673,41.003673,44.983672999999996,43.463673,53.231019999999994,48.663672999999996,50.723673,47.463673,52.043673,39.363673,41.763673,47.403673,48.643673,41.523672999999995,38.996837,46.003673,45.743673,54.583673,43.183673,38.383672999999995,41.29102,48.943673,48.683673,41.563673,48.083673,41.223673,43.003673,48.583673,55.123673,37.143673,43.823673,40.723673,42.723673,40.983672999999996,43.823673,39.463673,38.643673,38.737347,39.537347,46.277347,48.837346999999994,45.923673,38.317347,41.063673,36.063673,51.063673,36.823673,43.583673,47.923673,46.343672999999995
105,36,0,36.070204,45.970203999999995,37.450204,43.450204,43.610203999999996,48.450204,50.230612,42.510203999999995,41.150203999999995,41.250204,45.270408,43.750204,53.530204000000005,48.950204,51.030204,47.750204,52.350204,39.590204,42.010068,47.690204,48.910204,41.790203999999996,39.190204,46.350204,46.030204,54.870204,43.394040999999994,38.670204,41.550204,49.210204,48.950204,41.770204,48.410204,41.490204,43.250204,48.890204,55.390204000000004,37.430102000000005,44.130204,40.990204,42.950204,41.270204,44.110203999999996,39.750204,38.860102000000005,38.970203999999995,39.790816,46.570204,49.130204,46.210204,38.530204,41.530204,36.302040999999996,51.370204,37.050204,43.910204,48.210204,46.630204
106,36,1,36.375805,46.315805,37.655805,43.755805,43.895804999999996,48.855805,50.775805,42.835805,41.475805,41.595805,45.695805,44.115805,54.01580500000001,49.295805,51.455805,48.135805,52.855805000000004,39.855805,42.235805,48.031451000000004,49.295805,42.075804999999995,39.495805,46.72161,46.43322,55.395805,43.675805,39.075804999999995,41.915805,49.655805,49.375805,41.992902,48.755805,41.855805,43.595805,49.275805,55.815805000000005,37.735805,44.515805,41.355805,43.235805,41.615805,44.455805,40.295805,39.175805,39.275805,40.255805,46.96161,49.535804999999996,46.615805,38.875805,41.895804999999996,36.595805,51.715804999999996,37.315805,44.387415000000004,48.787415,47.015805
107,36,2,36.657551,46.603776,37.899184000000005,43.893444,44.10195,49.117551,51.077551,43.117551,41.653776,41.839184,45.977551,44.377551000000004,54.313776000000004,49.557551000000004,51.757551,48.399184000000005,53.237551,40.137551,42.517551,48.23551,49.537551,42.377551000000004,39.735944,47.097551,46.817551,55.693776,43.957551,39.377551000000004,42.217551,49.977551,49.657551,42.271888,49.057551000000004,42.097551,43.877551000000004,49.677551,56.117551,37.997551,44.813776000000004,41.717551,43.437551,41.817551,44.757551,40.597551,39.437551,39.557551000000004,40.537551,47.385102,49.857551,46.89151,39.09151,42.123776,36.897551,51.996888,37.501888,44.857551,49.157551,47.283776
108,37,0,37.116327000000005,46.953878,38.361633000000005,44.221633000000004,44.381633,49.521633,51.561633,43.421633,42.001633,42.121633,46.501633,44.801633,54.701632999999994,49.921633,52.201633,48.800544,54.021632999999994,40.361633000000005,42.841633,48.481633,50.041633000000004,42.681633000000005,40.027211,47.741633,47.561633,56.075816,44.441633,39.681633000000005,42.415816,50.681633000000005,50.061633,42.601633,49.421633,42.481633,44.401633000000004,50.132908,56.721633,38.421633,45.201633,42.301633,43.873878000000005,42.161633,45.241633,41.081633000000004,39.871939000000005,39.781633,41.081633000000004,47.981633,50.201633,47.221633000000004,39.341633,42.541633000000004,37.370969,52.281633,37.701633,45.301633,49.621633,47.641633
109,37,1,37.425204,47.280408,38.580408,44.560408,44.640408,50.060408,52.300408000000004,43.980408000000004,42.400408,42.480408000000004,47.120408000000005,45.300408000000004,55.36040799999999,50.500408,52.700407999999996,49.280408,54.740407999999995,40.640408,43.280408,48.960408,50.520408,43.120408000000005,40.320408,48.200408,48.180408,56.540408,44.955203999999995,40.100408,42.800408000000004,51.221224,50.680408,43.040408,49.992082,42.940408000000005,44.880408,50.660408000000004,57.32040799999999,39.060408,45.786803000000006,42.860408,44.300408000000004,42.625204,45.820408,41.480408000000004,40.200408,40.000408,41.640408,48.500408,50.660408000000004,47.720408,39.640408,42.980408000000004,37.660408000000004,52.86040799999999,38.000408,46.000408,50.140408,48.180408
110,37,2,37.650612,47.550612,38.750612,44.750612,44.910612,50.310612,52.831837,44.350612,42.590612,42.750612,47.530612,45.510612,56.050612,50.970612,53.150612,49.851224,55.430611999999996,40.830612,43.550612,49.230612,50.890612,43.330612,40.563537,48.430611999999996,48.751224,56.912449,45.190612,40.370612,43.050612,51.530612,50.950612,43.310612,50.190306,43.160306,45.090306,50.932449,57.730612,39.330612,46.050306,43.170612,44.510121999999996,42.890612,46.090612,41.750612,40.470612,40.310612,42.110611999999996,48.891837,51.012449,48.030612,39.910612,43.230612,38.031837,53.090612,38.230612,46.430611999999996,50.590612,48.530612
111,38,0,37.869796,47.829796,38.969796,45.009796,45.169796000000005,50.569796000000004,53.189795999999994,44.629796,42.889796000000004,43.009796,47.789796,45.789796,56.369795999999994,51.269796,53.469795999999995,50.149796,55.789795999999996,41.089796,43.814949,49.529796000000005,51.179898,43.609796,40.789796,48.729796,49.049796,57.289795999999996,45.469796,40.649796,43.329796,51.809796,51.249796,43.574949,50.449796,43.429796,45.329796,51.289796,58.029796,39.569796000000004,46.289796,43.429796,44.689796,43.129932000000004,46.369796,41.989796000000005,40.689796,40.569796000000004,42.429796,49.249796,51.409796,48.309796,40.129796,43.529796000000005,38.349796000000005,53.369795999999994,38.489796000000005,46.829796,50.909796,48.829796
112,38,1,38.060306,48.090612,39.210612,45.190612,45.410612,50.810612,53.490612,44.890612,43.190306,43.230612,48.030612,46.030612,56.730612,51.530612,53.770612,50.370612,56.130612,41.270612,44.030612,49.800306,51.410612,43.930611999999996,41.010612,49.090612,49.350612,57.570612,45.690612,40.910612,43.590612,52.110611999999996,51.610611999999996,43.790612,50.730612,43.650612,45.570612,51.590612,58.331224,39.790612,46.570612,43.730612,44.930611999999996,43.390612,46.630612,42.311223999999996,40.890612,40.810612,42.670612,49.550612,51.691224,48.570612,40.350612,43.830612,38.610611999999996,53.710612,38.690612,47.090612,51.170612,49.210612
113,38,2,38.380815999999996,48.440816,39.480816,45.560815999999996,45.760816,51.160816,53.891633,45.380815999999996,43.520815999999996,43.620816,48.460815999999994,46.340816,57.300816000000005,51.940816,54.240816,50.720816,56.560816,41.560815999999996,44.420815999999995,50.120816,51.740815999999995,44.320816,41.304163,49.580816,50.080816,57.980816000000004,46.040816,41.180816,43.940816,52.460816,52.014897999999995,44.160816,51.160816,44.060815999999996,45.980816,51.940816,58.81163299999999,40.160816,47.000816,44.080816,45.220816,43.740815999999995,46.980816,42.680816,41.240815999999995,41.211633,43.011633,50.020815999999996,52.120816,48.962449,40.644163,44.240815999999995,39.020815999999996,54.200816,39.000816,47.551633,51.600815999999995,49.780815999999994
114,39,0,38.592633,48.656327000000005,39.696327000000004,45.816327,46.016327000000004,51.376327,54.136327,45.676327,43.756327,43.856327,48.836327000000004,46.536327,57.616327000000005,52.196327000000004,54.516327000000004,50.956327,56.816327,41.776327,44.656327000000005,50.356327,51.976327000000005,44.576327,41.516327000000004,50.096327,50.476327000000005,58.216327,46.276327,41.391582,44.130790999999995,52.856327,52.336327000000004,44.416327,51.413163,44.296327000000005,46.436327,52.216327,59.256327,40.416327,47.283163,44.396327,45.436327,43.973163,47.216327,43.036327,41.476327000000005,41.456327,43.256327,50.336327000000004,52.396327,49.256327,40.796327000000005,44.556327,39.356327,54.516327000000004,39.236327,47.896327,51.996327,50.056327
115,39,1,38.819429,49.097143,39.917142999999996,46.077143,46.357143,51.737142999999996,54.49714300000001,46.117143,44.145714,44.133571,49.277143,46.857143,58.07714300000001,52.67714300000001,54.937143000000006,51.417142999999996,57.277143,42.077143,45.017143,50.697143,52.391428999999995,45.017143,41.717143,50.677143,50.937143,58.73857099999999,46.717143,41.757143,44.417142999999996,53.85714300000001,52.697143000000004,44.773571000000004,51.817143,44.657143,47.157143,52.57714300000001,59.85714300000001,40.737142999999996,47.717143,44.837143,45.697143,44.337143,47.657143,43.437143,41.673571,41.617143,43.597143,50.717143,52.977143000000005,49.657143,41.017143,44.997143,39.697143,55.098571,39.525714,48.417142999999996,52.637143,50.557142999999996
116,39,2,39.171837,49.451837,40.191837,46.431837,46.731837,52.071837,54.951837,46.491837,44.491837,44.471837,50.011837,47.111837,58.631837,53.291837,55.293673,52.011837,57.851836999999996,42.391837,45.351836999999996,51.051837,52.831837,45.371837,42.151837,51.133672999999995,51.371837,59.311837,47.271837,42.111837,44.691837,54.531837,53.091837,45.111837,52.171837,45.011837,47.511837,52.931837,60.331837,41.131837,48.391837,45.331837,46.011837,44.671837,48.011837,43.851836999999996,42.011837,42.171837,44.011837,51.091837,53.611837,49.971837,41.411837,45.371837,40.053672999999996,55.691837,39.931837,48.971837,53.031837,51.011837
