,measure_number,beat_number,pid1263b-19,pid5667285b-10,pid9048b-22,pid9049b-19,pid9050b-21,pid9054b-21,pid9055b-19,pid9058b-19,pid9059b-23,pid9060b-17,pid9061b-16,pid9062b-22,pid9063b-25,pid9064-02,pid9066b-19,pid9067-27,pid9069-19,pid9070b-31,pid9072b-23,pid9074g-19,pid9075b-19,pid9088-25,pid9090-26,pid9094b-27,pid9097-15,pid9098-07,pid9099b-25,pid9100b-08,pid9104b-19,pid9111b-21,pid9112-11,pid9114-34,pid9118b-25,pid9137-22,pid9139b-21,pid9153b-21,pid9166b-09,pid9170b-21,pid9172-12,pid9174b-19,pid9190-11,pid9192b-21
53,18,2,37.621587,25.381587,29.421587,24.421587,31.101587,25.201587,33.821587,21.505794,24.787195999999998,32.761587,33.821587,34.601587,37.601587,27.301586999999998,53.081587,25.541587,26.421587,23.821587,26.681587,28.941587,19.725794,35.621587,30.861587,27.305794,38.161587,27.481587,29.441587,27.861587,29.561587,28.041587,22.985794,24.787897,41.881586999999996,39.961587,23.581587,28.841587,33.841587,29.961586999999998,20.081587,25.581587,23.241587,27.321587
54,19,0,38.246463,25.798231,29.858231,24.778230999999998,31.678231,25.618231,34.338231,21.854032999999998,25.238231,33.226463,34.278231,35.338231,38.198231,27.778230999999998,53.958231000000005,25.938231,26.878231,24.298231,27.138231,29.398231,20.064116000000002,36.318231,31.418231,27.738231,38.778231,27.998231,29.978231,28.458231,30.018231,28.478231,23.418231,25.218231,42.598231,40.538231,24.038231,29.358231,34.378231,30.446463,20.458231,25.978231,23.678231,27.758231
55,19,1,38.84195,26.165975,30.362988,25.12195,32.28195,26.04195,34.90195,22.245975,25.60195,33.80195,34.82195,36.00195,38.76195,28.30195,54.66195,26.38195,27.345975,24.702988,27.585975,29.785975,20.38195,36.82195,32.04195,28.102988,39.34195,28.60195,30.42195,28.90195,30.58195,28.82195,23.82195,25.54195,43.20195,41.10195,24.52195,29.80195,34.96195,31.04195,20.845975,26.525975,24.095975,28.24195
56,19,2,39.432789,26.532789,30.732789,25.512789,32.752789,26.432789,35.432789,22.592789,25.972789000000002,34.652789,35.252789,36.652789,39.292789,28.732789,55.512789,26.812789000000002,27.772789000000003,25.092789,28.012789,30.212789,20.732789,37.272789,32.532789,28.512789,39.955578,29.072789,30.872789,29.332789000000002,31.012789,29.275578000000003,24.232789,26.112789000000003,43.812789,41.612789,24.972789000000002,30.192789,35.472789,31.652789000000002,21.192789,26.912789,24.472789000000002,28.832789000000002
57,20,0,40.008798,26.888797999999998,31.168798,25.768798,33.327596,26.848798,35.888798,22.968798,26.328798,35.148798,35.688798,37.368798,39.848797999999995,29.128798,56.228798,27.228797999999998,28.268797999999997,25.528798000000002,28.568797999999997,30.668798,21.088798,37.708798,33.088798,28.908797999999997,40.568798,29.568797999999997,31.348798,29.788798,31.488798,29.768797999999997,24.628798,26.548797999999998,44.468798,42.248798,25.368798,30.608797999999997,36.048798,32.288798,21.588798,27.348798,24.868798,29.288798
58,20,1,40.792472,27.372472,31.792471999999997,26.412471999999998,34.032472,27.532472,36.552471999999995,23.452472,26.792471999999997,35.892472,36.292472,38.212472,40.492472,29.712471999999998,57.012471999999995,27.732471999999998,28.772471999999997,25.952472,29.192472,31.231236,21.632472,38.212472,33.752472,29.612471999999997,41.332471999999996,30.354943,32.012471999999995,30.292471999999997,32.132472,30.352472,25.144157,27.092471999999997,45.152471999999996,42.992472,25.912472,31.212471999999998,36.672472,33.172472,22.092472,28.072471999999998,25.332472,30.132471999999996
59,20,2,41.37551,27.85551,32.315509999999996,26.71551,34.55551,28.055509999999998,37.33551,23.91551,27.311102,36.495509999999996,36.815509999999996,38.823060999999996,41.29551,30.19551,57.55551,28.115509999999997,29.295509999999997,26.295509999999997,29.71551,31.735509999999998,22.15551,38.73551,34.27551,30.115509999999997,42.217551,30.948571,32.535509999999995,30.895509999999998,32.65551,30.87551,25.536378,27.40793,46.11551,43.51551,26.435509999999997,31.735509999999998,37.19551,33.715509999999995,22.61551,28.595509999999997,25.682551,30.655509999999996
60,21,0,42.228844,28.448844,33.248844,27.448844,35.368844,28.868844,38.208844,24.289422000000002,27.888844,37.628844,37.808844,39.708844,42.168844,30.787687,59.107687,28.602947999999998,29.768844,26.848844,30.768844,32.548844,22.669422,39.628844,35.228844,30.928844,43.688844,31.968844,33.548844,31.828844,33.468844,32.208844,25.848844,28.208844,46.988844,44.868844,27.208844,32.608844,38.028844,34.548844,23.128844,29.548844,26.428844,31.808844
61,21,1,42.968685,28.983224,33.829342,28.003114,35.989671,29.349342,38.929342,24.729671,28.423223999999998,38.429342,38.525868,40.429342,42.949671,31.469341999999997,60.109342000000005,29.049342,30.289781,27.289341999999998,31.389342,33.169342,23.069342000000002,40.349342,35.889671,31.509341999999997,44.369341999999996,32.569342,34.149342,32.489342,34.129342,32.729341999999995,26.389342,28.669341999999997,47.729341999999995,45.469342,27.809341999999997,33.129342,38.689341999999996,35.149342,23.569906,30.129341999999998,26.929835999999998,32.649342
62,21,2,43.400180999999996,29.295090999999996,34.100181,28.320180999999998,36.460181,29.740181,39.520181,25.000181,28.740181,39.020181,38.880181,41.060181,43.420181,31.920181,60.92018100000001,29.440181,30.660181,27.680181,31.860181,33.740181,23.420181,40.800181,36.370363,31.800181,45.020181,33.040181,34.580181,32.960181,34.600181,33.160181,26.680181,29.120181,48.200181,46.200181,28.260181,33.540181,39.160181,35.680181,23.880181,30.560181,27.240181,33.140181
63,22,0,43.9478,29.6878,34.5478,28.6278,36.9278,30.1678,39.9878,25.3278,29.0878,39.5078,39.3078,41.7478,43.9878,32.1078,61.7278,29.8489,31.1478,28.1278,32.3278,34.2078,23.7078,41.3678,36.9078,32.175933,45.7078,33.5478,34.9478,33.3478,35.1078,33.5878,27.0678,29.5278,48.8078,46.8078,28.6878,33.9678,39.7078,36.2078,24.25445,30.9478,27.7078,33.6278
64,22,1,44.483990999999996,30.023991,34.946995,28.963990999999996,37.443991,30.523991,40.463991,25.663991,29.443990999999997,40.083991,39.723991,42.263991,44.543991,32.403991,62.49798199999999,30.243990999999998,31.557982,28.463990999999996,32.743990999999994,34.583991,24.043991000000002,42.043991,37.403991,32.503991,46.263991,33.983990999999996,35.307997,33.743990999999994,35.543991,34.083991,27.503991,29.923990999999997,49.323991,47.323991,29.043991,34.363991,40.203990999999995,36.683991,24.643991,31.303990999999996,28.043991,34.223991
65,22,2,45.102358,30.562358000000003,35.422358,29.300786,38.062358,31.002358,41.242358,26.062358,30.022358,40.882358,40.322358,42.962358,45.162358000000005,32.922358,63.522358,30.662358,32.082358,28.942358000000002,33.242358,35.042358,24.41809,42.622358,37.982358000000005,32.902358,47.062358,34.642358,35.822358,34.302358,36.062358,34.642358,27.862358,30.402358000000003,49.982358000000005,48.142358,29.522358,34.882358,40.842358000000004,37.562358,25.082358,31.758090000000003,28.462358000000002,34.862358
66,23,0,45.749297,30.983099,35.889297,29.629649,38.709297,31.469296999999997,42.009297,26.463099,30.409648999999998,41.389297,40.789297,43.669297,45.789297,33.429297,64.42929699999999,31.109296999999998,32.549649,29.363099,33.679649,35.489297,24.769297,43.389297,38.569297,33.509297,47.829297,35.289297,36.409296999999995,34.849297,36.509297,35.189296999999996,28.289296999999998,30.829649,50.689296999999996,48.829297,29.989296999999997,35.303098999999996,41.509297,38.209297,25.449648999999997,32.149297,28.909297,35.349297
67,23,1,46.35941,31.414902,36.319803,29.922451000000002,39.299409999999995,31.95941,42.574705,26.814705,30.834902000000003,42.079409999999996,41.354704999999996,44.33941,46.41941,34.01941,65.39941,31.513137,33.01941,29.819934000000003,34.119409999999995,35.91941,25.052353,44.17941,39.09941,34.03941,48.53941,36.079409999999996,37.03941,35.399409999999996,37.079409999999996,35.65941,28.719409999999996,31.239409999999996,51.347642,49.33941,30.494201,35.739882,42.17941,38.719409999999996,25.875882,32.614705,29.257353000000002,35.899409999999996
68,23,2,46.959229,31.799228999999997,36.808458,30.359229,39.948458,32.519228999999996,43.199228999999995,27.319228999999996,31.239228999999998,42.939229,41.879228999999995,45.079229,47.079229,34.479229,66.299229,31.959228999999997,33.539229,30.239228999999998,34.659228999999996,36.517687,25.439229,44.726915999999996,39.688458000000004,34.579229,49.199228999999995,36.839228999999996,37.519228999999996,35.939229,37.599229,36.219229,29.159228999999996,31.879229,51.979229,49.988458,30.919228999999998,36.248458,42.768458,39.288458,26.339229,33.119229,29.739228999999998,36.559228999999995
69,24,0,47.561633,32.165816,37.381633,30.705816,40.701633,33.075815999999996,43.845816,27.735815999999996,31.605815999999997,43.441633,42.361633000000005,45.805816,47.701633,35.001633,67.22581600000001,32.341633,34.061633,30.645815999999996,35.215816,37.041633000000004,25.741633,45.381633,40.255815999999996,35.041633000000004,49.973265000000005,37.521633,38.021633,36.541633000000004,38.081633000000004,36.721633000000004,29.601633000000003,32.361633000000005,52.625816,50.701633,31.313878000000003,36.741633,43.401633000000004,39.841633,26.765815999999997,33.661633,30.141633000000002,37.101633
70,24,1,48.489796000000005,32.825959000000005,38.209796000000004,31.389796,41.809796,33.869796,44.729796,28.338865999999996,32.289796,44.329796,43.229796,47.249592,48.524949,35.729796,69.009796,32.949796,34.889796000000004,31.179897999999998,36.009796,37.789796,26.409796000000004,46.469796,40.949796,35.869796,51.189796,38.529796000000005,38.929796,37.289796,38.889796000000004,37.669796000000005,30.429796000000003,33.269796,53.54979599999999,51.689796,32.049796,37.609796,44.409796,40.929796,27.489897999999997,34.489388,30.721959000000002,37.989796000000005
71,24,2,49.430454,33.770454,39.390454,31.954091,42.770454,34.830453999999996,45.630454,29.170454,33.250454,45.290454,44.430454,48.450454,49.410454,36.970454,70.15045400000001,34.330453999999996,36.110454,31.486109000000003,37.370453999999995,38.810454,27.310453999999996,47.430454,41.910454,37.850454,53.790454000000004,39.490454,39.910454,38.230453999999995,39.850454,39.350454,31.390454,34.470454,55.610454000000004,52.730454,32.950454,38.610454,45.430454,41.890454,28.450453999999997,35.470454,31.110453999999997,38.950454
72,25,0,50.33102,34.53102,40.65102,32.77102,43.67102,35.77102,46.61102,29.851020000000002,33.95102,46.19102,45.87102,49.35102,50.31102,37.87102,71.49101999999999,35.23102,37.01102,32.15102,38.29102,39.87102,27.95102,48.63102,43.09102,38.751020000000004,54.691019999999995,40.272413,41.431020000000004,39.01102,40.751020000000004,40.251020000000004,31.971020000000003,35.37102,56.551019999999994,54.551019999999994,33.81102,40.29102,46.391020000000005,43.391020000000005,29.25102,36.37102,32.01102,39.85102
73,25,1,51.181451,35.121451,41.321451,33.521451,44.441451,36.221451,47.921451,30.431635999999997,34.541451,46.681451,46.801451,50.021451,51.041451,38.541451,72.581451,35.985921999999995,37.707145000000004,32.701451,38.781451000000004,40.501451,28.53629,49.761451,43.861451,39.465726000000004,55.501451,40.821451,42.005726,39.495726,41.601451000000004,40.761451,32.761451,35.846431,57.781451000000004,55.361451,34.341451,40.841451,47.001451,44.181451,29.641451,37.061451,32.435726,40.601451000000004
74,25,2,51.751655,35.550828,41.871655,34.070828000000006,45.051655,36.671655,48.451655,30.791655,34.991655,47.411654999999996,47.371655,50.731654999999996,51.611655,38.951655,73.511655,36.391655,38.191655,33.211655,39.290828000000005,41.011655,28.810828000000004,50.311655,44.391655,39.931655,56.171655,41.271654999999996,42.431655,39.830828000000004,42.111655,41.211655,33.231654999999996,36.251655,58.513311,56.111655000000006,34.770828,41.311655,47.531655,44.751655,30.000828000000002,37.691655,32.851655,41.111655
75,26,0,52.376689,36.016689,42.416689,34.496689,45.656689,37.096689000000005,48.856689,31.218896,35.436689,47.933345,47.996689,51.396689,52.256689,39.496689,74.576689,36.85223,38.636689000000004,33.716689,39.756689,41.476689,29.156689,50.996689,44.996689,40.416689,56.856689,41.776689000000005,42.916689,40.203345,42.596689000000005,41.656689,33.636689000000004,36.696689,59.136689000000004,56.956689000000004,35.196689,41.836689,48.116689,45.236689,30.376689000000002,38.143345000000004,33.276689000000005,41.596689000000005
76,26,1,53.114603,36.654603,43.154603,35.174603000000005,46.254603,37.574603,49.494603000000005,31.574603000000003,36.074603,48.494603000000005,48.794603,52.019206,52.874603,40.334603,75.754603,37.334603,39.174603000000005,34.194603,40.214603000000004,41.994603000000005,29.574603000000003,52.034603000000004,45.594603,41.114603,57.634603000000006,42.394603000000004,43.574603,40.674603000000005,43.194603,42.234603,34.114603,37.134603000000006,59.994603000000005,57.914603,35.634603000000006,42.474603,48.754603,45.934603,30.814603,38.574603,33.734603,42.374603
77,26,2,53.670612,37.130612,43.790612,35.650612,46.733061,38.050612,50.290612,32.050612,36.550612,48.970612,49.270612,52.611224,53.390612,40.810612,77.310612,37.790612,39.650612,34.670612,40.690612,42.470612,30.050612,52.930611999999996,46.430611999999996,41.690612,58.110611999999996,42.870612,44.051224,41.150047,43.670612,42.733061,34.570612,37.610611999999996,60.470612,58.910612,36.030612,43.270612,49.530612,46.410612,31.210612,39.030612,34.250612,43.030612
78,27,0,54.585193000000004,37.597596,44.437596,36.097596,47.457596,38.537596,50.717596,32.397596,37.017596000000005,49.537596,49.977596000000005,53.297596,54.237595999999996,41.657596000000005,77.83759599999999,38.217596,40.037596,35.117596,41.077596,42.917596,30.277596000000003,53.517596,46.857596,42.317596,59.457595999999995,43.297596,44.677596,41.297596,44.097596,43.257596,34.997596,38.017596000000005,61.557596,59.39759599999999,36.437596,43.817596,49.957596,46.797596,31.505865000000004,39.357596,34.677596,43.457596
79,27,1,55.260408,38.000408,45.000408,36.620408000000005,48.040408,38.920408,51.240408,32.762915,37.420408,50.060408,50.620408000000005,54.00040799999999,54.940408,42.220408,78.620408,38.600408,40.535204,35.580408,41.500408,43.460408,30.600408,54.140407999999994,47.380408,42.780408,60.100407999999995,43.820408,45.140408,41.780408,44.620408000000005,43.680408,35.360408,38.480408000000004,62.220408,60.240407999999995,36.820408,44.300408000000004,50.460408,47.340408000000004,31.800136,39.800408000000004,35.115204,44.015204
80,27,2,55.793468999999995,38.393469,45.513469,37.033469000000004,48.533469000000004,39.393469,51.673469,33.133469,37.813469,50.853469,51.093469,54.713468999999996,55.45346899999999,42.673469,79.77346899999999,39.073469,40.953469,36.033469000000004,41.933469,43.933469,30.913469,54.573468999999996,47.873469,43.173469,60.793468999999995,44.301735,45.553469,42.073469,45.093469,44.093469,35.833469,38.913469,62.813469,60.713468999999996,37.253469,44.813469,51.123878000000005,47.773469,32.231735,40.213469,35.453469,44.433469
81,28,0,56.328844,38.828844000000004,46.008844,37.528844,49.148844,39.848844,52.268844,33.548844,38.268844,51.388844,51.628844,55.468844,56.048843999999995,43.068844,80.728844,39.488844,41.408844,36.608844,42.388844,44.508844,31.268844,55.108844,48.448844,43.568844,61.448843999999994,44.768844,46.008844,42.488844,45.588844,44.588844,36.208844,39.308844,63.627687,61.628843999999994,37.648844,45.348844,51.808844,48.228844,32.648844,40.668844,35.868844,44.868844
82,28,1,57.006145,39.428073,46.768073,38.148073,49.788073,40.296023999999996,52.888073,33.868072999999995,38.848073,51.908073,52.286145,56.168073,56.668073,43.559036,81.848073,39.948073,41.908073,37.062691,42.828072999999996,45.108073,31.679036,55.688072999999996,48.988073,44.108073,62.128073,45.228072999999995,46.628073,42.928073,46.128073,45.088073,36.668073,39.728072999999995,64.548073,62.38614499999999,38.048072999999995,45.988073,52.524218000000005,48.888073,32.988073,41.048072999999995,36.368072999999995,45.408073
83,28,2,57.478277,39.898277,47.238277000000004,38.618277,50.298277,40.738277000000004,53.698277000000004,34.338277000000005,39.318277,52.378277000000004,52.798277,56.638277,57.138277,44.018277000000005,82.318277,40.418277,42.378277000000004,37.498277,43.258277,45.578277,32.098277,56.158277000000005,49.458277,44.558277000000004,63.078277,45.698277000000004,47.098277,43.398277,46.598277,45.578277,37.058277000000004,40.218277,65.438277,63.318277,38.438277,46.458277,52.998277,49.218277,33.318277,41.418277,36.718277,45.858277
84,29,0,58.41687099999999,40.436871000000004,48.176871000000006,39.276871,50.936871000000004,41.176871000000006,54.316871,34.791717999999996,39.876871,53.056870999999994,53.616870999999996,57.636871,58.003741000000005,44.396871000000004,83.75687099999999,40.816871,42.856871000000005,37.956871,43.716871000000005,46.156871,32.333434999999994,57.016870999999995,50.136871,45.016871,64.03687099999999,46.176871000000006,47.896871000000004,43.793434999999995,47.056871,46.036871000000005,37.516871,40.683741,66.216871,63.936871,38.893435,47.396871000000004,53.876870999999994,49.673435,33.656871,41.856871000000005,37.176871000000006,46.316871
85,29,1,58.988889,40.84127,48.60127,39.76127,51.44127,41.593757000000004,54.701269999999994,35.24127,40.26127,53.60126999999999,54.121269999999996,58.186349,58.581269999999996,44.885635,84.43142900000001,41.245635,43.28127,38.34127,44.12127,46.62127,32.56127,57.56126999999999,50.587817,45.415634999999995,64.54127,46.64127,48.401270000000004,44.28127,47.56127,46.46127,37.94127,41.041270000000004,66.80127,64.44126999999999,39.24127,47.88127,54.392540000000004,50.14127,33.92127,42.32127,37.50127,46.70127
86,29,2,59.97469399999999,41.341173,49.086172999999995,40.354694,52.094694,42.062346999999995,55.61469399999999,35.612347,40.761173,54.394693999999994,54.714693999999994,59.11469399999999,59.25469399999999,45.322347,85.634694,41.751173,43.814694,38.874694,44.652347,47.114694,33.018939,58.174693999999995,51.234694,45.862347,65.354694,47.134694,48.918231,44.874694,48.094694,46.876173,38.377449,41.541173,67.59469399999999,65.53469399999999,39.722347,48.414694,55.074693999999994,50.674694,34.442347,42.854694,38.002347,47.254694
87,30,0,60.533288,41.733288,49.553288,40.773288,52.633288,42.493288,56.093288,36.037763,41.173288,54.993288,55.153288,59.796576,59.893288,45.713288,86.493288,42.133288,44.293288000000004,39.311644,45.093288,47.573288,33.364429,58.653288,51.713288,46.181644,65.993288,47.613288,49.373288,45.353288,48.573288,47.293288000000004,38.793288000000004,41.973288000000004,68.453288,66.273288,40.133288,48.893288,55.713288,51.053288,34.781644,43.271096,38.393288,47.613288
88,30,1,61.081224,42.101224,49.961224,41.221224,53.141224,42.861224,56.521224,36.301224,41.521224,55.503673,55.641224,60.501224,60.441224,46.101224,87.341224,42.541224,44.761224,39.681224,45.505612,47.965889000000004,33.775612,59.121224,52.181224,46.561223999999996,66.521224,48.021224,49.781224,45.801224,49.061223999999996,47.741224,39.181224,42.401224,69.121224,66.921224,40.461224,49.381223999999996,56.201223999999996,51.485611999999996,35.121224,43.601224,38.781224,48.021224
89,30,2,61.700770999999996,42.457693,50.397693,41.660771000000004,53.760771,43.320771,57.140770999999994,36.720771,41.877693,56.220771,56.120771,61.200770999999996,61.080771,46.532693,88.26077099999999,43.020771,45.300771000000005,40.120771000000005,45.965385,48.420771,34.05359,59.640770999999994,52.740770999999995,47.040771,67.160771,48.620771000000005,50.320771,46.265384999999995,49.540771,48.240771,39.605385,42.765384999999995,69.780771,67.660771,40.905384999999995,49.860771,56.860771,51.940771000000005,35.495385,44.080771,39.195384999999995,48.525385
90,31,0,62.268390000000004,42.859195,50.82839,42.048390000000005,54.30839,43.74839,57.508390000000006,37.14839,42.279195,56.74839,56.588390000000004,61.908390000000004,61.74839,46.96839,89.28839,43.408390000000004,45.80839,40.559195,46.38839,48.84839,34.434598,60.30839,53.28839,47.349195,67.88839,49.10839,50.908390000000004,46.713065,50.02839,48.728390000000005,39.982797,43.149598,70.58839,68.32839,41.269463,50.32839,57.548390000000005,52.34839,35.839195000000004,44.48839,39.56839,48.94839
91,31,1,62.88054399999999,43.260544,51.260544,42.540544,54.800543999999995,44.160544,57.96054399999999,37.540544,42.680544,57.28054399999999,57.06054399999999,62.60054399999999,62.360544,47.680544,90.240544,43.880544,46.300544,40.960544,46.880544,49.180544,34.720544,60.88054399999999,53.800543999999995,47.780544,68.42054399999999,49.500544,51.400544000000004,47.100544,50.500544,49.200544,40.380544,43.540544,71.400544,69.060544,41.640544,50.800544,58.10054399999999,52.760543999999996,36.220544,44.820544,39.940544,49.360544
92,31,2,63.656553,43.676553000000006,51.796553,43.136553,55.516553,44.696553,58.556553,37.996553000000006,43.096553,58.023106999999996,57.756553000000004,63.516553,63.216553000000005,48.336553,91.18310699999999,44.376553,46.776553,41.396553000000004,47.396553000000004,49.636553,35.056553,61.536553000000005,54.476553,48.236553,69.176553,49.996553000000006,52.056553,47.636553,50.976553,49.756553000000004,40.776553,44.016553,72.33655300000001,69.896553,42.096553,51.423107,58.909659999999995,53.416553,36.576553000000004,45.356553000000005,40.416553,49.916553
93,32,0,64.389977,44.189977,52.349977,43.729977000000005,56.369977,45.269977000000004,59.309977,38.529977,43.609977,58.829977,58.529977,64.349977,64.129977,49.369977,92.109977,44.969977,47.249977,41.929977,47.989977,50.169977,35.449989,62.349977,55.309977,48.769977000000004,70.469977,50.479989,52.829977,48.249977,51.509977,50.469977,41.289977,44.449977000000004,73.42997700000001,70.829977,42.619989000000004,52.249977,59.689977,54.149977,37.083326,45.969977,40.909977000000005,50.529977
94,32,1,65.49095200000001,44.810952,53.010952,44.590952,57.330952,45.990952,60.350952,39.310952,44.230952,59.610952000000005,59.490952,65.310952,65.810952,50.630952,93.650952,45.850952,47.830952,42.470952000000004,48.910952,50.830952,35.970952000000004,63.630952,56.150952000000004,49.730952,72.070952,51.070952,53.630952,49.070952,52.290952000000004,51.490952,41.790952000000004,44.970952000000004,74.650952,72.310952,43.350952,53.290952000000004,60.390952,55.090952,37.830952,46.730952,41.670952,51.390952
95,32,2,66.405079,45.625079,53.965079,45.545079,57.92876999999999,46.645078999999996,61.121475,39.937615,45.185078999999995,60.545079,60.44507900000001,66.265079,66.685079,51.585079,95.545079,46.805079,48.785078999999996,43.079344,49.785078999999996,51.785078999999996,36.345079,64.58507900000001,57.005079,50.50877,73.025079,52.025079,54.785079,50.025079,53.245079000000004,53.105079,41.943613,45.365078999999994,76.12539699999999,73.265079,44.305079,54.245079000000004,61.345079000000005,56.085079,38.565079,47.585079,42.625079,52.265079
96,33,0,67.891814,46.791814,54.771814,46.831814,59.157438,48.031814000000004,62.111814,40.351814000000005,46.211814000000004,61.371814,61.731814,67.211814,68.511814,53.031814000000004,96.83181400000001,47.871814,49.171814000000005,43.891814000000004,50.911814,53.071814,37.291814,66.651814,57.971814,51.671814000000005,75.411814,52.971814,56.451814,51.131814,54.531814000000004,54.391814000000004,42.811814,46.651814,77.591814,76.511814,45.251814,55.631814,62.511814,57.451814,39.471814,48.631814,43.431814,53.451814
97,33,1,68.355102,47.215102,55.195102,47.2503,59.455102000000004,48.495102,62.535102,40.775102000000004,46.635102,61.795102,62.155102,67.630425,69.035102,53.455102000000004,97.23053399999999,48.295102,49.595102000000004,44.079078,51.335102,53.595102000000004,37.615102,67.075102,58.395102,52.095102000000004,76.78653100000001,53.47551,57.115102,51.555102000000005,54.955102000000004,54.815102,42.992551,47.035102,78.015102,76.932551,45.415102000000005,55.982551,62.935102,57.875102000000005,39.895102,48.914396999999994,43.855102,53.875102000000005
98,33,2,68.714286,47.574286,55.554286,47.290306,59.794286,48.854286,62.894286,41.134285999999996,46.994285999999995,62.134857,62.514286,67.774286,69.457143,53.834286,97.238176,48.554286,49.974286,44.154286,51.694286,53.954285999999996,37.934286,67.434286,58.754286,52.454285999999996,77.354286,53.894286,57.474286,51.854286,55.314285999999996,55.174285999999995,43.334286,47.274286,78.374286,77.250357,45.774286,56.334286,63.118776000000004,58.174285999999995,40.254286,48.925281,44.014441,54.234286
99,34,0,69.07898,47.88449,55.88449,47.34449,60.08449,49.16449,63.144490000000005,41.229541,47.284490000000005,62.36449,62.916939,68.08449,69.92449,54.15898000000001,97.244776,48.86449,50.313469,44.424490000000006,51.964490000000005,54.385918000000004,38.24449,67.72449,59.02449,52.74449,77.94449,54.20449,57.784490000000005,52.128163,55.62449,55.48449,43.644490000000005,47.58449,78.68449,77.34449000000001,46.019082,56.62449,63.20449,58.48449,40.56449,49.08449,44.021184999999996,54.54449
100,34,1,69.47102,48.21102,56.231019999999994,47.51102,60.41101999999999,49.49102,63.471019999999996,41.55102,47.61102,62.444501,63.27101999999999,68.37102,70.29101999999999,54.511019999999995,97.297007,49.19102,50.65102,44.69102,52.391020000000005,54.75102,38.571020000000004,68.05102,59.231019999999994,53.07102,78.27102,54.53102,58.111019999999996,52.25862,55.95101999999999,55.675401,43.97102,47.891020000000005,79.01102,77.65101999999999,46.29102,56.95101999999999,63.53102,58.81101999999999,40.85102,49.41102,44.028283,54.68116800000001
101,34,2,69.801224,48.505612,56.621224,47.821224,60.721224,49.801224,63.781224,41.781403000000005,47.905612,62.661224,63.581224,68.681224,70.641224,54.841224,97.581224,49.501224,50.961224,45.001224,52.701223999999996,55.061223999999996,38.881223999999996,68.36122399999999,59.507075,53.381223999999996,78.981224,54.841224,58.421224,52.280175,56.261224,55.781224,44.142602000000004,48.078903000000004,79.321224,77.881224,46.601224,57.261224,63.597389,59.121224,41.161224,49.721224,44.181224,54.841224
102,35,0,70.144082,48.824082000000004,56.964082,48.164082,61.004082,50.084082,64.07140799999999,42.064082,48.244082,63.004082,63.92408199999999,68.88408199999999,71.164082,55.184082,97.864082,49.644082,51.304082,45.324082000000004,52.99416,55.42408199999999,39.204082,69.264082,59.84408199999999,53.724081999999996,79.378163,55.184082,58.784082,52.56408199999999,56.604082,55.984081999999994,44.364082,48.311083,79.664082,78.224082,46.958163,57.764081999999995,63.607473,59.464082,41.248272,50.064082,44.564082,55.144082
103,35,1,70.425488,48.965488,57.285488,48.485488000000004,61.325488,50.705488,64.225488,42.345488,48.365488,63.345488,64.125488,69.005488,71.485488,55.505488,98.165488,49.925488,51.785488,45.625488,53.105488,55.745488,39.525488,69.585488,60.185488,54.005488,79.745488,55.505488,59.105488,52.785488,56.925488,56.025488,44.685488,48.368496,79.985488,78.425488,47.285488,58.085488,63.845488,59.765488,41.485488000000004,50.125488,44.885488,55.205488
104,35,2,70.822177,49.362177,57.682177,48.842177,61.722177,51.042177,64.542177,42.682177,48.702177,63.682177,64.462177,69.342177,71.822177,55.954354,98.502177,50.242177000000005,52.122177,45.962177000000004,53.462177000000004,56.162177,39.842177,69.922177,60.522177,54.342177,80.082177,55.842177,59.542177,53.122177,57.262177,56.362177,45.020726,48.682177,80.322177,78.746088,47.622177,58.502177,64.182177,60.102177000000005,41.787392,50.462177000000004,45.212435,55.462177000000004
105,36,0,71.169841,49.669841,57.989841000000006,49.149840999999995,62.029841000000005,51.469840999999995,64.849841,42.909841,49.089841,63.949920999999996,64.78984100000001,69.64984100000001,72.389841,56.26984100000001,98.889841,50.529841,52.609841,46.169841,53.76984100000001,56.529841000000005,40.109840999999996,70.249841,60.849841000000005,54.649841,80.321968,56.169841000000005,59.849841000000005,53.289841,57.569841000000004,56.609841,45.309841,48.989841,80.609841,79.029841,47.889841,58.809841000000006,64.349841,60.409841,42.049946999999996,50.749840999999996,45.349947,55.729841
106,36,1,71.540726,50.120726,58.320726,49.440726,62.300726,51.880726,65.04768100000001,43.240726,49.420726,64.240726,65.120726,69.973575,73.000726,56.600726,99.240726,50.860726,52.940726,46.493575,54.100726,56.820726,40.440726,70.580726,61.180726,55.040726,80.620726,56.480726000000004,60.240726,53.600726,57.900726,56.940726,45.640726,49.320726,80.940726,79.340726,48.220726,59.160726000000004,64.600726,60.740726,42.380726,51.080726,45.620726,56.060726
107,36,2,71.830839,50.410839,58.710839,49.730839,62.550839,52.170839,65.32042,43.390839,49.810839,64.530839,65.370839,70.090839,73.290839,56.890839,99.530839,51.070839,53.27251700000001,46.670168,54.370839000000004,57.250839,40.693356,70.870839,61.510839000000004,55.33335600000001,80.900419,56.794194999999995,60.590839,53.880419999999994,58.190839000000004,57.230839,45.858982,49.600419,81.231678,79.630839,48.510839000000004,59.450839,64.770839,61.010839000000004,42.600105,51.370839000000004,45.792977,56.190839000000004
