,measure_number,beat_number,pid1263b-09,pid5667203-05,pid5667249-18,pid58917-03,pid59340-11,pid6100022-03,pid6100022-06,pid610003b-13,pid9048b-13,pid9049b-09,pid9050b-09,pid9054b-09,pid9055b-09,pid9056-14,pid9058b-09,pid9059b-13,pid9060b-07,pid9061b-06,pid9062b-12,pid9063b-13,pid9065-25,pid9066b-09,pid9068-18,pid9069-09,pid9070b-21,pid9072b-13,pid9073b-13,pid9074g-09,pid9075b-09,pid9079-08,pid9089-04,pid9093b-15,pid9094b-09,pid9097-21,pid9099b-13,pid9101c-03,pid9104b-09,pid9111b-11,pid9116-14,pid9118b-13,pid9133-09,pid9137-19,pid9138b-09,pid9139b-09,pid9149-14,pid9153b-09,pid9157-12,pid9158-15,pid9166l-03,pid9174b-09,pid917506-07,pid9179-11,pid918807-14,pid918821-11,pid918824-07,pid9192b-09
104,36,1,38.290612,32.170612,38.170612,38.100305999999996,41.150612,35.650153,34.830612,44.010612,39.610611999999996,38.210612,46.310612,37.870612,39.830612,34.950612,35.930611999999996,42.170612,37.350612,40.830612,41.750612,40.590612,40.010612,56.970612,39.490612,54.970612,34.300306,32.850612,46.470612,42.190612,38.550612,40.750612,43.970612,35.070612,38.390612,41.930611999999996,40.750612,40.070612,47.650612,41.170612,35.550612,46.710612,37.950612,33.970612,34.650612,37.930611999999996,35.080306,38.730612,38.430611999999996,34.430611999999996,38.930611999999996,38.650612,33.850612,40.470612,40.110611999999996,35.570612,40.850612,40.970612
105,36,2,38.676417,32.516417,38.576417,38.496417,41.582834000000005,35.963209,35.136417,44.416416999999996,39.976417,38.576417,46.776416999999995,38.236416999999996,40.176417,35.296417,36.236416999999996,42.616417,37.776416999999995,41.236416999999996,42.236416999999996,40.976417,40.416416999999996,57.456417,39.856417,55.456417,34.656417,33.116417,46.956417,42.596416999999995,39.016417,41.196417,44.376417,35.436417,38.703209,42.336417,41.196417,40.456417,48.096416999999995,41.576417,35.796417,47.136417,38.356417,34.296417,34.996417,38.336417,35.476417,39.136417,38.816417,34.716417,39.336417,39.056416999999996,34.196417,40.876417,40.516417,35.896417,41.276416999999995,41.396417
106,37,0,38.972653,32.772653000000005,38.812653000000005,38.792653,41.912653000000006,36.252653,35.455306,44.832653,40.332653,38.800663,47.075306,38.532653,40.472653,35.592653000000006,36.512653,43.012653,38.072653,41.535306,42.537959,41.261327,40.712653,58.012653,40.152653,55.972653,34.831327,33.412653000000006,47.252653,42.932653,39.312653000000005,41.532653,44.712653,35.681327,38.992653000000004,42.621327,41.492653000000004,40.752653,48.492653000000004,41.952653000000005,36.092653000000006,47.552653,38.592653000000006,34.592653000000006,35.292653,38.612653,35.772653000000005,39.432653,39.112653,34.972653,39.632653000000005,39.352653000000004,34.492653000000004,41.292653,40.892653,36.172653000000004,41.572653,41.692653
107,37,1,39.293061,33.071020000000004,39.13102,39.11102,42.23102,36.46051,35.79102,45.15102,40.61102,39.09102,47.431020000000004,38.79102,40.79102,35.97102,36.77102,43.33102,38.37102,41.87102,42.97102,41.571020000000004,40.97102,58.593061,40.45102,56.41101999999999,34.927002,33.65102,47.571020000000004,43.251020000000004,39.565255,41.85102,45.05102,35.99102,39.31102,42.83102,41.81102,41.11102,48.81102,42.27102,36.35102,47.932041,38.91102,34.891020000000005,35.571020000000004,38.931020000000004,36.09102,39.67102,39.391020000000005,35.251020000000004,39.95102,39.61102,34.751020000000004,41.61102,41.23102,36.431020000000004,41.87102,41.99102
108,37,2,39.690204,33.430203999999996,39.510203999999995,39.490204,42.610203999999996,36.810204,36.230204,45.690204,40.990204,39.390204,47.850204,39.150203999999995,41.150203999999995,36.350204,37.130204,43.830203999999995,38.850204,42.310204,43.530204,41.930203999999996,41.330203999999995,59.27020400000001,40.770204,56.790204,35.310204,34.010203999999995,48.030204,43.710204,40.030204,42.330203999999995,45.590204,36.390204,39.750204,43.190204,42.310204,41.610203999999996,49.210204,42.590204,36.710068,48.390204,39.350204,35.310204,35.930203999999996,39.310204,36.570102,40.070204,39.750204,35.570204,40.310204,39.970203999999995,35.150203999999995,42.150203999999995,41.670204,36.770204,42.230204,42.470203999999995
109,38,0,40.144490000000005,33.86449,40.02449,39.924490000000006,43.06449,37.30449,36.70449,46.04449,41.504490000000004,39.784490000000005,48.26449,39.604490000000006,41.56449,36.84449,37.604490000000006,44.284490000000005,39.36449,42.86449,44.144490000000005,42.44449,41.80449,59.88449,41.20449,57.44449,35.76449,34.40449,48.44449,44.184490000000004,40.464490000000005,42.924490000000006,46.26449,36.708898,40.26449,43.66449,42.88449,42.26449,49.76449,42.924490000000006,37.104490000000006,48.90449,39.668163,35.88449,36.30449,39.824490000000004,37.06449,40.58449,40.184490000000004,35.98449,40.824490000000004,40.44449,35.66449,42.504490000000004,42.22449,37.184490000000004,42.74449,42.94449
110,38,1,40.511837,34.231837,40.511837,40.451837,43.430918,37.671837,37.071837,46.411837,41.831837,40.151837,48.650612,40.131837,41.870917999999996,37.270918,37.960918,44.831837,39.931837,43.511837,44.731837,42.851836999999996,42.171837,60.451837,41.650612,58.111837,36.030918,34.750459,48.830612,44.591837,40.851836999999996,43.351836999999996,46.731837,37.050917999999996,40.731837,44.031837,43.430918,42.851836999999996,50.491837,43.251837,37.392426,49.270918,40.031837,36.291837,36.691837,40.210612,37.431837,41.131837,40.551837,36.371837,41.191837,40.811837,36.031837,42.870306,42.851836999999996,37.531837,43.191837,43.311837
111,38,2,40.929796,34.509796,40.909796,40.949796,43.749796,38.109796,37.369796,46.709796000000004,42.229796,40.609796,48.969796,40.489796000000005,42.209796000000004,37.594949,38.369796,45.229796,40.369796,43.869796,45.289796,43.234949,42.519071999999994,60.889796,41.969796,58.609795999999996,36.429796,35.049796,49.129796,44.959897999999995,41.329796,43.749796,47.229796,37.349796000000005,41.249796,44.429796,43.809796,43.189796,50.949796,43.649796,37.629796,49.629796,40.349796000000005,36.696599,37.009796,40.549796,37.769796,41.629796,40.889796000000004,36.754948999999996,41.689796,41.179974,36.356598999999996,43.169796000000005,43.349796000000005,37.869796,43.669796000000005,43.609796
112,39,0,41.272653000000005,34.760663,41.172653000000004,41.201327,44.052653,38.450295000000004,37.540663,47.012653,42.592653000000006,40.920663,49.292653,40.667109,42.472653,37.892653,38.632653000000005,45.552653,40.712653,44.212653,45.632653000000005,43.532653,42.692653,61.232653000000006,42.272653000000005,59.032653,36.772653000000005,35.311327,49.472653,45.292653,41.612653,44.072653,47.572653,37.597551,41.552653,44.678531,44.032653,43.492653000000004,51.252653,43.992653000000004,37.852653000000004,49.971327,40.632653000000005,36.964218,37.232653000000006,40.852653000000004,38.092653000000006,41.972653,41.192653,36.977109000000006,42.032653,41.390295,36.615332,43.472653,43.512653,38.232653000000006,44.032653,43.912653000000006
113,39,1,41.588163,35.108163,41.548163,41.528163,44.408163,38.668163,37.888163,47.388163,43.028163,41.228163,49.629388,41.008163,42.768163,38.268163,39.008163,45.908163,41.088163,44.568163,46.008163,43.848163,42.988163,61.848163,42.608163,59.488163,37.049082,35.668163,49.802721000000005,45.668163,41.909082,44.429082,47.968163,37.928163,41.908163,45.008163,44.408163,43.868163,51.728163,44.488163,38.108163,50.308163,40.919540999999995,37.328163,37.568163,41.168163,38.468163,42.308163,41.488163,37.288163,42.408163,41.608163,36.888163,43.848163,43.888163,38.448163,44.388163,44.328163
114,39,2,42.02898,35.41949,42.18898,42.04898,44.928979999999996,39.108979999999995,38.28898,47.90898,43.48898,41.62898,50.068979999999996,41.44898,43.068979999999996,38.64898,39.32898,46.36898,41.62898,45.108979999999995,46.52898,44.28898,43.428979999999996,62.268980000000006,43.04898,60.10898,37.36898,35.94898,50.22898,46.068979999999996,42.28898,45.108979999999995,48.46898,38.36898,42.248979999999996,45.30898,44.947959000000004,44.34898,52.16898,45.04898,38.32898,50.76898,41.32898,37.70898,37.96898,41.64898,38.94898,42.80898,41.90898,37.64898,42.84898,42.04898,37.248979999999996,44.36898,44.428979999999996,38.80898,44.84898,44.82898
115,40,0,42.503265,35.663265,42.523265,42.543265000000005,45.423265,39.469252000000004,38.663265,48.249327,44.003265,41.988653,50.487755,42.016531,43.443265000000004,39.063265,39.743265,46.823265,42.123265,45.603265,47.003265,44.823265,43.743265,62.683265000000006,43.523265,60.863265000000006,37.863265000000006,36.263265000000004,50.643265,46.403265000000005,42.643265,45.676327,48.943265000000004,38.709327,42.623265,45.803265,45.463265,44.743265,52.663265,45.343265,38.663265,51.183265000000006,41.667755,38.046633,38.323265,42.083265000000004,39.403265000000005,43.203265,42.523265,38.103265,43.363265000000006,42.383265,37.563265,44.707755,44.983265,39.263265000000004,45.223265000000005,45.283265
116,40,1,42.886633,35.983265,42.916633000000004,43.043265000000005,45.823265,39.853316,39.018878,48.563265,44.363265000000006,42.372653,50.853024,42.483265,43.786633,39.463265,40.143265,47.293316,42.523265,46.176633,47.554421999999995,45.333315999999996,44.143265,63.083265000000004,43.883265,61.413316,38.203265,36.536633,51.031895,46.763265000000004,43.046633,46.233315999999995,49.316653,39.076633,42.924653,46.203265,45.923265,45.143265,53.523265,45.693315999999996,39.032771999999994,51.603265,42.014439,38.336633,38.706633000000004,42.523265,39.772771999999996,43.603265,42.923265,38.466633,43.763265000000004,42.783265,37.963265,45.006633,45.383265,39.616658,45.583265000000004,45.691474
117,40,2,43.180952000000005,36.243896,43.306429,43.426429,46.318214000000005,40.102857,39.376571000000006,48.838214,44.662857,42.780408,51.018214,42.725714,44.080571,39.88881,40.536571,47.726428999999996,42.806429,46.586428999999995,47.943286,45.616571,44.582857000000004,63.622856999999996,44.109206,61.96285699999999,38.566429,36.902857,51.200408,47.018809999999995,43.382857,46.562857,49.618214,39.338214,43.306429,46.624762,46.243286,45.502857,53.96285699999999,46.058214,39.322857,51.940952,42.264107,38.596571000000004,38.918214,42.913214,40.000952000000005,44.022857,43.182857,38.738214,44.342857,43.242857,38.229286,45.278214,45.762857000000004,39.918214,45.928214000000004,45.956571000000004
118,41,0,43.685306,36.625306,43.725305999999996,43.825306,46.765306,40.525306,39.785306,49.345306,45.165306,43.245306,51.325306,43.065306,44.485306,40.325306,41.085306,48.165306,43.245306,47.305306,48.295044,46.005306,44.868435,64.445306,44.545306,62.585306,39.065306,37.425306,51.485306,47.445306,43.665306,47.065306,50.065306,39.725305999999996,43.825306,47.105306,46.725305999999996,45.985306,54.62530600000001,46.605306,39.825306,52.48530600000001,42.625306,39.025306,39.325306,43.285306,40.525306,44.445306,43.665306,39.025306,44.865306,43.493457,38.581061,45.805306,46.148435,40.265306,46.405306,46.385306
119,41,1,44.093469,36.893469,44.093469,44.153469,47.153469,40.853469,40.033469000000004,49.713469,45.541734999999996,43.493469,51.633469,43.333469,44.771735,40.715866999999996,41.473469,48.553469,43.613469,47.813469,48.833469,46.333469,44.961735,64.973469,44.853469,63.01346899999999,39.391735,37.741735,51.833469,47.813469,43.931734999999996,47.413469,50.633469,40.053469,44.213469,47.333469,47.033469000000004,46.313469,54.973468999999994,47.093469,40.153469,52.853469,42.933469,39.371735,39.613469,43.573469,40.933469,44.733469,43.993469,39.273469,45.273469,43.653469,38.833469,46.213469,46.453469,40.553469,46.711735,46.793469
120,41,2,44.52415,37.36415,44.56415,44.74415,47.70415,41.36415,40.58415,50.34415,46.00415,44.04415,52.12415,43.78415,45.20415,41.12415,41.96415,49.16415,44.20415,48.28415,49.58415,46.78415,45.42415,65.72415,45.38415,63.60415,39.76415,38.12415,52.30415,48.26415,44.38415,48.02415,51.14415,40.62415,44.74415,47.718537,47.64415,46.80415,55.60415,47.74415,40.607075,53.64415,43.38415,39.70415,40.06415,44.06415,41.58415,45.28415,44.46415,39.66415,45.74415,44.12415,39.30415,46.82415,47.04415,41.06415,47.16415,47.38415
121,42,0,45.458366999999996,37.638366999999995,45.018367,45.138366999999995,48.138366999999995,41.798367,40.964184,50.724184,46.578367,44.427092,52.498367,44.244184000000004,45.738367,41.538367,42.408546,49.538367,44.614184,48.898367,50.195102,47.218367,45.858367,66.218367,45.944184,64.17836700000001,40.398367,38.418366999999996,52.684183999999995,48.698367,44.758367,48.398367,51.598366999999996,40.998367,45.097091999999996,48.018367,48.058367,47.218367,56.138367,48.098366999999996,41.138366999999995,54.218367,43.704184000000005,39.978367,40.498367,44.404184,41.998367,45.638366999999995,45.078367,40.138366999999995,46.318366999999995,44.504184,39.818366999999995,47.184184,47.638366999999995,41.458366999999996,47.758367,47.938367
122,42,1,45.828214,38.031169,45.482857,45.682857,48.582857000000004,42.282857,41.382857,51.122857,46.962857,44.942857000000004,52.902857,44.802857,46.182857,41.962857,42.842857,50.082857000000004,45.006429,49.542857,50.762857000000004,47.782857,46.382857,66.682857,46.382857,64.842857,40.822857,38.74881,53.082857,49.122857,45.362857,48.822857,52.042857,41.502857,45.412571,48.431286,48.482857,47.722857,57.062856999999994,48.522857,41.530989,54.722857,44.082857000000004,40.371286,40.891607,44.822857,42.362857,46.052143,45.762857000000004,40.582857000000004,46.742857,45.022857,40.322857,47.582857000000004,48.222857,41.842857,48.182857,48.382857
123,42,2,46.363265000000006,38.318315999999996,45.903265000000005,46.078316,49.003265,42.723265000000005,41.889038,51.703265,47.378316,45.348878000000006,53.203265,45.203265,46.843265,42.503265,43.253316,50.574422,45.409038,50.023265,51.263265000000004,48.363265000000006,47.003265,67.38326500000001,46.766633,65.423265,41.238316,39.026633000000004,53.363265000000006,49.603265,45.858315999999995,49.223265000000005,52.483265,42.246633,45.841088,48.743265,48.863265000000006,48.303265,57.903265000000005,48.943265000000004,41.816633,55.163265,44.663265,40.623265,41.243265,45.263265000000004,42.749038,46.376653000000005,46.141088,40.923265,47.363265000000006,45.643265,40.923265,48.143265,48.774421999999994,42.303265,48.523265,48.766633
124,43,0,46.989048,38.729524,46.489048,46.569047999999995,49.609048,43.269048,42.409048,52.349047999999996,47.849047999999996,45.809048,53.709047999999996,45.769048,47.569047999999995,43.109048,43.789048,51.069047999999995,45.929048,50.476349,51.989048,49.109048,47.749047999999995,68.129048,47.249047999999995,66.169048,41.849047999999996,39.529047999999996,53.869048,50.249047999999995,46.369048,49.809048,53.089048,42.749047999999995,46.469048,49.189048,49.369048,49.009048,58.509048,49.509048,42.329048,55.769048,45.309048,41.069047999999995,41.889047999999995,45.949048,43.259524,46.849047999999996,46.729048,41.369048,47.889047999999995,46.389047999999995,41.469048,48.809048,49.229048,42.869048,49.129048,49.369048
125,43,1,47.952245,39.161122,47.232245,47.232245,50.392245,43.992245000000004,43.092245,53.432244999999995,48.572245,46.352245,54.292244999999994,46.592245,48.332245,43.932245,44.512245,51.812245000000004,46.532245,51.232245,52.912245,50.272245,48.772245,69.53224499999999,47.832245,67.152245,42.652245,40.172245000000004,54.472244999999994,51.032245,47.011122,50.612245,54.112244999999994,43.512245,47.331122,49.606854,50.112245,49.992245000000004,59.05224499999999,50.472245,43.032245,56.712244999999996,46.192245,41.632245000000005,42.792245,46.712245,43.932245,47.652245,47.532245,41.952245,48.612245,47.412245,42.272245,49.852245,49.912245,43.552245,50.012245,50.412245
126,43,2,48.621633,39.641633,47.721633000000004,47.901633000000004,51.061633,44.661633,43.541633000000004,54.10163299999999,49.241633,46.901633000000004,54.765603000000006,47.341633,49.001633,44.601633,45.181633000000005,52.481632999999995,47.081633000000004,51.901633000000004,53.621632999999996,51.121633,49.221633000000004,70.76163299999999,48.461633,67.96163299999999,43.161633,40.841633,54.901633,51.506454,47.561633,51.161633,54.781633,44.061633,47.961633,50.187211,50.733954,50.661633,59.721633,51.881633,43.701633,57.381632999999994,46.761633,42.161633,43.461633,47.381633,44.461633,48.321633,48.201633,42.601633,49.281633,47.861633000000005,42.817049,50.521633,50.581633000000004,44.221633000000004,50.601633,51.081633000000004
127,44,0,49.38449,40.30449,48.48449,48.644490000000005,52.02449,45.52449,44.48449,55.06449,49.70449,47.62449,55.66449,49.02449,49.84449,45.604490000000006,45.86449,53.38449,47.824490000000004,52.94449,54.80449,52.06449,49.964490000000005,71.86449,49.20449,68.82449,44.02449,41.567245,55.824490000000004,52.40449,48.284490000000005,51.887245,55.76449,45.004490000000004,48.70449,50.828621999999996,51.58449,52.38449,61.06449,53.54449,44.90449,59.184490000000004,47.644490000000005,42.637245,44.54449,48.20449,45.144490000000005,49.34449,49.58449,43.44449,50.02449,48.62449,43.268898,51.44449,51.72449,45.04449,51.308163,52.56449
128,44,1,49.980408000000004,40.672602000000005,49.073469,49.200408,52.480408,46.240408,45.180408,55.620408,50.233469,48.220408,56.280407999999994,49.460408,50.360408,46.380408,46.400408,53.945204000000004,48.320408,53.460407999999994,55.700407999999996,52.673469,50.525203999999995,72.86040799999999,49.700408,69.49346899999999,44.640408,42.020408,56.520407999999996,52.945204000000004,48.800408000000004,52.413469,56.420407999999995,45.620408000000005,49.200408,51.153469,52.140408,52.933468999999995,61.920407999999995,54.300408,45.500408,59.780407999999994,48.280408,43.020408,45.120408000000005,48.740408,45.565204,49.940408000000005,50.192082,43.960408,50.620408000000005,49.177602,43.620408000000005,52.060408,52.320408,45.600408,51.960408,53.140407999999994
129,44,2,50.21949,40.95949,49.61949,49.82898,53.019490000000005,46.666271,45.565306,56.113795999999994,50.553796000000006,48.77949,56.86898000000001,49.692710999999996,50.813796,46.88414,46.70898,54.448980000000006,48.81949,54.053796,56.10898,53.18898000000001,50.911949,73.50898000000001,50.172711,70.28898000000001,44.981186,42.54898,57.10898,53.40898000000001,49.38898,52.86898000000001,56.900998,46.133163,49.596553,51.634745,52.53949,53.233796,62.668980000000005,54.888980000000004,46.00898,60.18898000000001,48.90898,43.20519,45.58898,49.153163,45.993796,50.559490000000004,50.72898,44.35949,51.248979999999996,49.550999,43.974745,52.49949,53.208980000000004,45.903265000000005,52.58898000000001,53.38661
130,45,0,51.133061,41.417959,50.176477,50.458306,53.813061,47.633061,46.106441,56.713060999999996,51.233061,49.693061,57.653061,50.302883,51.653061,47.773061,47.401531,55.273061,49.393060999999996,54.873061,56.993061,54.193061,51.253060999999995,74.533061,50.773061,71.453061,45.573060999999996,43.133061,57.860765,54.267883,50.173061,53.713060999999996,57.520191000000004,46.833061,50.333061,52.353061,53.513061,53.96435400000001,63.793061,55.913061,46.733061,60.983844,49.855537,43.833061,46.313061,50.013061,46.677687,51.178612,51.300765000000006,45.155765,52.253060999999995,50.013061,44.637687,53.193061,54.213060999999996,46.473061,53.793061,54.137687
131,45,1,51.405306,41.707653,50.485306,50.805306,54.325306000000005,48.325306,46.665306,57.365306000000004,51.665306,50.305306,58.24530600000001,50.865306,52.265306,48.405306,47.965306,55.945306,50.005306,55.685306000000004,57.580612,55.145306000000005,51.845306,75.865306,51.385306,72.065306,46.205306,43.625306,58.425306000000006,54.765306,50.845306,54.365306000000004,57.98530600000001,47.445306,51.025306,52.98530600000001,54.145306000000005,54.560612,64.40530600000001,56.585306,47.645306,61.537653000000006,50.325306,44.265306,47.005306,50.645306,47.205306,51.785306,51.705306,45.657653,52.865306000000004,50.480612,45.125306,53.825306000000005,54.785306000000006,46.960612,54.420612,54.74530600000001
132,45,2,51.881223999999996,42.161224,51.021224,51.241224,55.041224,48.761224,47.341224,58.041224,52.301224,51.061223999999996,58.801224,51.661224,53.261224,49.041224,48.605612,56.721224,50.481871000000005,56.225204000000005,58.321224,56.001224,52.476245,76.739796,52.016245,72.627075,46.761224,44.201223999999996,58.908745999999994,55.172602000000005,51.799796,55.05780600000001,58.581224,48.328571000000004,51.378556,53.461224,54.721224,55.261224,64.921224,57.181224,48.101224,62.061223999999996,51.121224,44.679373,47.581224,51.041224,47.760408,52.421224,52.221224,46.044269,53.461224,51.120175,45.544269,54.480408,55.201223999999996,47.553469,55.061223999999996,55.361224
133,46,0,52.670204000000005,42.790203999999996,51.690204,52.110203999999996,56.010204,49.450204,48.530204,59.350204000000005,53.27020400000001,52.130204,59.650204,52.990204000000006,54.77020400000001,49.830203999999995,49.750204,58.09020400000001,51.430203999999996,57.490204000000006,59.670204000000005,57.790204,53.490204000000006,77.730204,53.330204,73.61020400000001,47.410204,45.030204,59.830204,55.570204000000004,53.110204,56.45020400000001,59.550204,49.350204,51.950204,54.27020400000001,55.610204,56.370204,66.150204,58.110204,48.870204,63.110204,52.59020400000001,45.450204,48.410204,52.030204,48.903401,53.730204,53.190204,46.770204,54.310204000000006,52.070204,46.230204,55.810204000000006,55.930204,48.590204,56.550204,56.790204
134,46,1,53.326735,43.099184,52.166734999999996,52.619184,56.619184,49.999184,49.159184,59.95918399999999,53.94346899999999,52.679184,60.279183999999994,53.739183999999995,55.379183999999995,50.308367,50.539184000000006,58.785102,51.999184,58.419183999999994,60.208367,58.297551,53.95918399999999,78.559184,54.139184,74.38449,47.879184,45.699184,60.415918000000005,55.939184,53.719184,57.019183999999996,60.039184,49.959184,52.499184,54.95918399999999,56.319184,56.839183999999996,66.89918399999999,58.677551,49.499184,63.839183999999996,53.237551,45.939184000000004,48.859184,52.579184,49.339184,54.423469,53.633061,47.279184,54.759184,52.599183999999994,46.699184,56.397551,56.779183999999994,49.099184,57.426735,57.259184
135,46,2,53.734694,43.384898,52.574693999999994,52.994693999999996,57.01469399999999,50.394694,49.534694,60.354693999999995,54.454693999999996,53.034693999999995,60.69469399999999,54.134693999999996,55.75469399999999,50.674694,50.974694,59.214693999999994,52.374694,59.074693999999994,60.65469399999999,58.69469399999999,54.29469399999999,79.074694,54.69469399999999,75.254694,48.534694,46.094694,60.87469399999999,56.29469399999999,54.094694,57.454693999999996,60.47469399999999,50.314694,52.994693999999996,55.33469399999999,56.75469399999999,57.274694,67.254694,59.054694,49.894694,64.254694,53.674693999999995,46.314694,49.234694,52.93469399999999,49.602346999999995,54.894693999999994,53.97469399999999,47.674694,55.134693999999996,52.914694,47.074694,56.814693999999996,57.11469399999999,49.474694,57.97469399999999,57.634693999999996
136,47,0,54.238367000000004,43.758367,52.858367,53.39836700000001,57.358367,50.698367,49.898367,60.778367,54.93836700000001,53.324183999999995,61.07836700000001,54.518367000000005,56.138367,51.038367,51.438367,59.678367,52.878367000000004,59.57836700000001,61.138367,59.07836700000001,54.678367,79.498367,55.138367,75.778367,48.938367,46.498367,61.25836700000001,56.678367,54.458367,57.838367000000005,60.858367,50.698367,53.39836700000001,55.778367,57.218367,57.698367000000005,67.718367,59.478367000000006,50.378367,64.718367,54.118367000000006,46.618367,49.658367,53.278367,49.978367,55.458367,54.338367000000005,48.058367,55.518367000000005,53.298367000000006,47.458366999999996,57.238367000000004,57.498367,49.778366999999996,58.458367,58.038367
137,47,1,54.536735,44.036735,53.156735,53.736734999999996,57.656735,50.976735,50.176735,61.236734999999996,55.356735,53.616735,61.436735,54.796735,56.396735,51.376735,51.776734999999995,60.016735,53.176735,60.056734999999996,61.416734999999996,59.396735,54.996735,79.97673499999999,55.596734999999995,76.25673499999999,49.296735,46.816734999999994,61.636734999999994,56.996735,54.816734999999994,58.216735,61.216735,51.016735,53.796735,56.116735,57.596734999999995,58.056734999999996,68.036735,59.796735,50.736734999999996,65.096735,54.436735,46.896735,49.956734999999995,53.536735,50.296735,55.816734999999994,54.673367000000006,48.376735,55.836735,53.616735,47.736734999999996,57.676735,57.836735,50.096734999999995,58.716735,58.516735
138,47,2,54.880407999999996,44.420408,53.540408,54.220408,58.040408,51.380408,50.720408,61.620408,55.880407999999996,53.980408,61.82040799999999,55.18040799999999,56.780407999999994,51.780408,52.160408000000004,60.420407999999995,53.642041000000006,60.540408,61.920407999999995,59.740407999999995,55.440408,80.36040799999999,56.040408,76.840408,49.760408,47.140408,62.020407999999996,57.400408,55.200407999999996,58.780407999999994,61.621224,51.400408,54.263673,56.440408,58.173265,58.523672999999995,68.44040799999999,60.340408,51.120408000000005,65.890816,54.82040799999999,47.240408,50.340408000000004,53.920407999999995,50.720408,56.32040799999999,55.040408,48.707602,56.220408,54.080408,47.960408,58.060407999999995,58.220408,50.461224,59.250816,59.060407999999995
139,48,0,55.452653000000005,44.787832,54.052653,54.832653,58.652653,51.972653,51.412653000000006,62.232653000000006,56.392653,54.351327000000005,62.221327,55.632653000000005,57.272653000000005,52.172653000000004,52.652653,60.952653000000005,54.172653000000004,61.152653,62.655306,60.152653,56.112653,80.872653,56.812653000000005,77.512653,50.151327,47.564218,62.412653000000006,57.932653,55.732653000000006,59.272653000000005,62.312653000000005,52.052653,54.952653000000005,56.872653,58.852653000000004,59.212653,69.11265300000001,61.072653,51.672653000000004,66.552653,55.412653000000006,47.672653000000004,50.712653,54.501327,51.312653000000005,56.932653,55.424218,49.172653000000004,56.832653,54.732653000000006,48.292653,58.672653000000004,58.672653000000004,51.081327,59.972653,59.651327
140,48,1,55.862857,45.062857,54.362857,55.14285699999999,58.92285699999999,52.246429,51.722857,62.562856999999994,56.742856999999994,54.64285699999999,62.482856999999996,55.942857,57.742856999999994,52.46285699999999,53.00285699999999,61.362857,54.522856999999995,61.68285699999999,62.982856999999996,60.482856999999996,56.46285699999999,81.202857,57.222857,77.962857,50.442857000000004,47.862857,62.68285699999999,58.242856999999994,56.122856999999996,59.542857,62.662856999999995,52.362857,55.262857,57.28285699999999,59.202856999999995,59.582857,69.682857,61.522856999999995,51.982857,67.00285699999999,55.70642900000001,47.942857000000004,51.022857,54.862857,51.622857,57.362857,55.742856999999994,49.453214,57.14285699999999,55.062856999999994,48.602857,59.022856999999995,58.982856999999996,51.422857,60.28285699999999,59.92285699999999
141,48,2,56.325306000000005,45.445306,54.813061,55.70530600000001,59.34530600000001,52.503531,52.069061,62.997060999999995,57.237653,55.02530600000001,62.80530600000001,56.264413,58.285306000000006,52.746913,53.432551000000004,61.74530600000001,54.913061,62.085306,63.435102,60.945306,56.98530600000001,81.64843499999999,57.685306000000004,78.715918,50.865306,48.296913,63.033061,58.59921800000001,56.52530600000001,59.883615,63.12530600000001,52.817653,55.629218,57.685306000000004,59.628827,60.005306000000004,70.145306,62.085306,52.465306000000005,67.525306,56.041768999999995,48.227256,51.505306,55.365306000000004,51.885884000000004,57.965306000000005,56.151913,49.745306,57.66530600000001,55.62530600000001,48.985306,59.443827,59.265306,51.856145,60.765306,60.293827
142,49,0,56.73737,45.785215,55.183685,56.077369999999995,59.81737,52.857369999999996,52.49737,63.37736999999999,57.63737,55.297369999999994,63.217369999999995,56.652457,58.69736999999999,53.181842,53.77737,62.141842000000004,55.216767000000004,62.55737,63.897369999999995,61.183685,57.45737,82.114562,58.09737,79.29737,51.283685,48.53737,63.37736999999999,58.89245699999999,56.991842000000005,60.33736999999999,63.55737,53.217369999999995,56.117369999999994,58.037369999999996,60.117369999999994,60.49737,70.59737,62.677369999999996,52.73737,68.20579000000001,56.51736999999999,48.69737,51.91737,55.723473999999996,52.27737,58.221842,56.48184200000001,50.105921,58.15736999999999,56.09737,49.41737,59.81737,59.757369999999995,52.05737,61.27737,60.69736999999999
143,49,1,56.997551,46.152516999999996,55.517551,56.497551,60.277551,53.180755000000005,53.065364,63.677551,58.017551,55.58585,63.657551,57.137551,59.16585,53.491079000000006,54.175975,62.599183999999994,55.652517,63.037551,64.557551,61.477551,57.997551,82.557551,58.617551,79.817551,51.697551000000004,48.936888,63.837551,59.237551,57.457551,60.940204,64.057551,53.737551,56.717551,58.410686,60.665102000000005,61.037551,71.237551,63.417551,53.237551,68.657551,57.031079000000005,49.117551,52.557551000000004,56.191258999999995,52.697551000000004,58.65551,56.937551,50.577551,58.677551,56.637551,49.836888,60.237378,60.037551,52.440539,61.870755,61.177551
