,measure_number,beat_number,pid1263b-10,pid52932-22,pid58917-04,pid610003b-14,pid9048b-14,pid9049b-10,pid9049b-25,pid9050b-10,pid9054b-10,pid9055b-10,pid9056-16,pid9057j-06,pid9058b-10,pid9059b-14,pid9060b-08,pid9061b-07,pid9062b-13,pid9063b-14,pid9066b-10,pid9069-10,pid9070b-22,pid9072b-14,pid9073b-14,pid9074g-10,pid9075b-10,pid9088-20,pid9089-05,pid9093b-16,pid9094b-10,pid9099b-14,pid9101c-04,pid9104b-10,pid9111b-12,pid9114-32,pid9118b-14,pid9138b-10,pid9139b-10,pid9153b-10,pid9166l-08,pid9170b-10,pid9174b-10,pid9192b-10
52,18,1,21.243673,18.243673,23.183673000000002,22.064853,19.743673,19.846139,19.683673000000002,20.224209,19.143673,23.503673000000003,17.484473,18.462279000000002,18.263673,22.443673,20.363673000000002,21.403673,24.263673,22.023673000000002,24.243673,29.440734999999997,25.643673,18.704735,20.503673000000003,23.603673,20.423673,19.883673,22.483673,20.363673000000002,20.359209,22.444735,22.343673000000003,22.243673,22.583673,16.343673000000003,25.943673,19.503673000000003,21.983673,18.483673,20.583673,24.376837,20.983673,21.035964
53,18,2,21.692653,18.692653,23.632653,22.472653,20.137832,20.205663,19.981406,20.632653,19.592653,23.952653,17.871326999999997,18.852653,18.712653,22.892653,20.812653,21.852653,24.712653,22.472653,24.692653,30.052653000000003,26.092653,19.132653,20.912653,24.052653,20.872653,20.332653,22.892653,20.752653,20.732653,22.872653,22.792653,22.712653,23.032653,16.632653,26.392653000000003,19.952653,22.432653,18.872653,21.032653,24.812653,21.440611999999998,21.372653
54,19,0,22.002857000000002,19.082857,23.942857,22.782857,20.362857,20.502857000000002,20.222857,20.942857,19.995714000000003,24.222857,18.162857000000002,19.162857000000002,19.022857000000002,23.302857,21.155714,22.162857000000002,25.122857,23.002857000000002,25.214285999999998,30.922857,26.542857,19.442857,21.202857,24.622857,21.182857000000002,20.642857,23.215714000000002,21.022857000000002,21.122857,23.295714,23.142857,23.082857,23.742857,16.922857,26.822857,20.262857,23.002857000000002,19.102857,21.462857,25.175714000000003,21.882857,21.682857000000002
55,19,1,22.264082000000002,19.344082,24.204082,23.064082,20.644082,20.724082,20.484082,21.224082,20.284082,24.444082,18.444082,19.424082000000002,19.284082,23.584082000000002,21.424082000000002,22.424082000000002,25.384082,23.304082,25.524082,31.284082,26.824082,19.724082,21.484082,24.884082,21.444082,20.904082,23.524082,21.264082000000002,21.384082,23.584082000000002,23.424082000000002,23.384082,24.044082,17.184082,27.084082000000002,20.517041,23.304082,19.404082,21.724082,25.464082,22.164082,21.944082
56,19,2,22.566122,19.646122000000002,24.506122,23.406122,20.946122,20.986122,20.686122,21.542245,20.606122,24.726122,18.746122,19.726122,19.602245,23.926122,21.726122,22.726122,25.686122,23.666122,25.826122,31.666121999999998,27.106121999999996,20.026122,21.826122,25.226122,21.746122,21.146122000000002,23.842245000000002,21.566122,21.706122,23.942245,23.742245,23.706122,24.406122,17.486122,27.386121999999997,20.822245000000002,23.662245000000002,19.706122,22.066122,25.806122,22.466122,22.246122
57,20,0,22.92,19.94,24.8,23.7,21.24,21.26,20.92,21.86,20.92,25.005,19.06,20.02,19.9,24.24,22.02,23.02,26.02,24.04,26.22,32.1,27.4,20.34,22.14,25.58,22.04,21.42,24.2,21.86,22.0,24.28,24.08,24.08,24.72,17.78,27.72,21.08,24.02,19.98,22.4,26.16,22.76,22.54
58,20,1,23.184023,20.288163,25.208163,24.03818,21.520742000000002,21.483705,21.144847,22.198923999999998,21.269541,25.328163,19.354541,20.321633,20.182721,24.508163,22.328163,23.266361,26.448163,24.404541000000002,26.489694,32.528163,27.706879999999998,20.664023,22.45818,25.918685,22.448163,21.74227,24.588163,22.089816,22.288163,24.682721,24.423026999999998,24.409633,25.065633,18.025351,28.128163,21.363816,24.429388,20.288163,22.726360999999997,26.528163,23.069694000000002,22.899694
59,20,2,23.719592000000002,20.888367000000002,25.779592,24.459592,21.919864,21.779592,21.459592,22.619592,21.925918,25.839592,19.879592000000002,20.739592000000002,20.739592000000002,25.079592,22.918776,23.857959,27.077143,25.028367000000003,26.939591999999998,33.157143,28.079591999999998,21.139592,22.859592000000003,26.399592,23.019592000000003,22.269184,25.159592,22.719592000000002,22.739592000000002,25.199592000000003,24.939592,24.919592,25.499592,18.359592000000003,28.867551000000002,21.859592000000003,25.037959,20.659592,23.199592000000003,27.128366999999997,23.639592,23.369184
60,21,0,24.029795999999997,21.229796,26.089796,24.709796,22.169795999999998,22.039898,21.689949,22.869796,22.369796,26.229796,20.098866,21.049796,21.069796,25.449796,23.289796,24.209796,27.469796000000002,25.609796,27.249796000000003,33.729796,28.489796000000002,21.529795999999997,23.129796,26.809796000000002,23.369796,22.709796,25.549796,22.822929000000002,23.029795999999997,25.609796,25.349795999999998,25.269796,25.949796,18.649796,29.369796,22.169795999999998,25.489796,20.989796,23.549796,27.549796,23.989796,23.749796
61,21,1,24.363673000000002,21.563673,26.383672999999998,25.003673000000003,22.497347,22.323673,21.943673,23.163673,22.683673000000002,26.523673,20.323673,21.403673,21.363673000000002,25.803673,23.617347,24.583673,27.823673,26.043673000000002,27.617347,34.263673,28.803673,21.897347,23.423673,27.283672999999997,23.703673000000002,23.023673000000002,25.923673,23.003673000000003,23.323673,26.043673000000002,25.743673,25.617347,26.343673,18.903673,29.683673,22.463673,25.883673,21.317347,23.897347,27.943672999999997,24.263673,24.083673
62,21,2,24.737551,21.957551000000002,26.677551,25.337551,22.777551000000003,22.597551,22.197551,23.497551,22.997551,26.803776,20.677551,21.757551,21.697551,26.157551,23.897551,24.877551,28.157551,26.457551000000002,27.957551000000002,34.837551,29.097551,22.217551,23.757551,27.717551,24.017551,23.277551000000003,26.297551000000002,23.297551000000002,23.657551,26.397551,26.057551,25.937551000000003,26.697551,19.177551,30.057551,22.757551,26.197551,21.617551000000002,24.237551,28.317551,24.597551,24.397551
63,22,0,25.055101999999998,22.255101999999997,26.955102,25.655102,23.055101999999998,22.855102,22.455102,23.795102,23.295102,27.055102,20.955102,22.155102,22.015102,26.475102000000003,24.195102,25.195102,28.435102,26.775102,28.355102000000002,35.235102000000005,29.395102,22.495102,24.055101999999998,28.155102000000003,24.295102,23.522551,26.655102000000003,23.575101999999998,23.915101999999997,26.755102,26.395102,26.295102000000004,27.155102000000003,19.455102,30.355102000000002,23.040204,26.575102,21.915101999999997,24.575101999999998,28.655102000000003,24.875102,24.695102
64,22,1,25.434603,22.674603,27.274603000000003,25.994603,23.354603,23.154603,22.714603,24.134603,23.614603,27.354603000000004,21.314602999999998,22.534603,22.334603,26.814603,24.494603,25.514603,28.894603000000004,27.254603000000003,28.874603000000004,35.774603000000006,29.754603000000003,22.874603,24.394603,28.514603,24.614603,23.834603,27.074603000000003,23.894603,24.234603,27.174603,26.774603000000003,26.654603,27.634603000000002,19.754603,30.694603000000004,23.374603,26.934603000000003,22.254603,24.914603,29.034603000000004,25.194603,25.094603
65,22,2,25.762608,23.082608,27.602608,26.322608000000002,23.682608,23.462608,23.042607999999998,24.462608,23.995214999999998,27.762608,21.682608,22.862607999999998,22.822608,27.142608000000003,24.842608,25.893039,29.382608,27.862608,29.262608,36.122608,30.142608000000003,23.302608,24.722607999999997,28.842608000000002,25.002608,24.162608,27.602608,24.222607999999997,24.522607999999998,27.522608,27.313039,26.982608000000003,28.502608000000002,20.082608,31.022608,23.782608,27.262608,22.602608,25.242607999999997,29.442608,25.522607999999998,25.502608
66,23,0,26.162857000000002,23.522857000000002,27.942857,26.662857000000002,24.022857000000002,23.802857,23.262857,24.802857,24.382857,28.202857,22.208571,23.342857000000002,23.302857,27.822857,25.262857,26.342857000000002,29.982857,28.3,29.742857,37.122857,30.622857,23.868571,25.062857,29.262857,25.402857,24.562857,28.095714,24.562857,24.842857000000002,28.062857,27.902857,27.402857,29.202857,20.422857,31.682857000000002,24.342857000000002,27.902857,22.962857,25.742857,29.782857,25.922857,25.922857
67,23,1,26.432245,23.792245,28.212245000000003,26.952245,24.272245,24.112245,23.532245,25.092245000000002,24.712245000000003,28.632245,22.512245,23.692245,23.672245,28.172245,25.532245,26.712245000000003,30.412245000000002,28.692245,30.092245000000002,37.672245000000004,30.952245,24.152245,25.372245,29.672245,25.69449,24.832245,28.412245000000002,24.812245,25.092245000000002,28.472245,28.232245000000002,27.712245000000003,29.576735,20.712245000000003,32.032245,24.692245,28.412245000000002,23.29449,26.212245000000003,30.092245000000002,26.372245,26.272245
68,23,2,26.749796000000003,24.109796,28.489796000000002,27.229796,24.549796,24.389796,23.829795999999998,25.369796,25.029795999999997,28.989796000000002,22.889796,24.049796,24.049796,28.509796,25.809796,27.049796,30.789796000000003,29.009796,30.369796,38.269796,31.209898,24.469796,25.649796,30.089796000000003,26.029795999999997,25.109796,28.789796000000003,25.089796,25.329795999999998,28.789796000000003,28.549796,28.039897999999997,29.929796000000003,21.009795999999998,32.349796000000005,24.989796,28.709796,23.669795999999998,26.509796,30.389796,26.629796000000002,26.549796
69,24,0,27.129796000000002,24.509795999999998,28.889796,27.502709000000003,24.889898000000002,24.769796,24.109796,25.660891,25.429796,29.306633,23.289796,24.529795999999997,24.469796,28.909796000000004,26.05998,27.489796000000002,31.309796000000002,29.409796000000004,30.743265,39.069796000000004,31.469965999999996,24.824949,25.935685,30.549796,26.403265,25.436633,29.144949,25.418542000000002,25.595685,29.189796,28.899966,28.344257,30.299948999999998,21.336633,32.749796,25.389796,29.093959,24.109796,26.877959000000004,30.849796,27.009898,26.916633
70,24,1,27.583039000000003,25.147347,29.567346999999998,28.067346999999998,25.387347000000002,25.387347000000002,24.587347,26.227346999999998,26.147347,29.947346999999997,23.927347,25.307347,25.187347,29.446764,26.427346999999997,28.127346999999997,32.167347,29.858594,31.447346999999997,39.687346999999995,31.864337,25.487347,26.527347,31.307346999999996,27.007346999999996,26.047347,29.629337,26.027347,26.041239,29.887347,29.507346999999996,28.869558,30.967346999999997,21.847347,33.467347,25.949337,29.707347,24.867347,27.269796000000003,31.547347,27.587346999999998,27.547347
71,24,2,28.224127000000003,25.664127,30.264127000000002,28.484127,25.621177,26.084127,25.284126999999998,26.644127,26.664127,30.644127,24.624126999999998,26.124126999999998,26.004127,30.124127,26.910883000000002,28.824127,32.944127,30.464127,32.134709,40.608889000000005,32.411421999999995,26.184127,26.864127000000003,32.024127,27.564127000000003,26.744127000000002,30.324127,26.522133,26.524127000000004,30.584127000000002,30.084127000000002,29.404127000000003,31.844127,22.444126999999998,34.438413,26.584127000000002,30.616032,25.704127,27.964127,32.244127,28.284127,28.184127
72,25,0,28.819592,26.199592000000003,30.979591999999997,28.974227000000003,26.239592,26.427918,25.799592,27.019592,27.339592,31.279591999999997,25.199592000000003,26.839592,26.691599,30.679592,27.159592,29.239592,33.799592,30.639591999999997,32.399592,41.439592,32.699591999999996,26.579591999999998,27.279591999999997,32.899592,28.219592,27.539592,30.699592,26.999592,27.019592,31.159592,30.699592,29.999592,32.559591999999995,22.939592,35.299592,27.139591999999997,31.419591999999998,26.719592,28.359592,33.179592,28.699592,28.819592
73,25,1,29.312764,27.060408000000002,31.820408,29.460408,26.960408,27.200408000000003,26.580408000000002,27.600408,28.180408,31.920408000000002,25.932082,27.711633000000003,27.440408,31.380408000000003,27.720408000000003,30.100408,34.640408,31.580408000000002,33.080408,42.44449,33.445204,27.120408,27.880408000000003,33.780408,29.000408,28.320408,31.540408000000003,27.820408,27.800408,31.980408,31.420408000000002,31.060408000000002,33.400408,23.780407999999998,36.140408,27.960408,32.200408,27.800408,29.080408000000002,34.020408,29.580408000000002,29.660408
74,25,2,29.597551,27.657551,32.277551,29.917551,27.417551,27.737551,27.117551000000002,28.077551,28.753776000000002,32.437551,26.317551,28.337551,27.977551000000002,31.837551,28.017551,30.597551,35.157551,32.317551,33.514592,43.197551000000004,33.857551,27.597551,28.337551,34.377551000000004,29.557551,28.837551,32.137551,28.217551,28.277551000000003,32.557551000000004,31.877551,31.737551,34.157551,24.697551,36.757551,28.437551000000003,32.657551,28.657551,29.637551000000002,34.597551,30.057551,30.217551
75,26,0,29.915917999999998,28.115918,32.595918,30.255917999999998,27.815918,28.121837,27.481837,28.407754999999998,29.075917999999998,32.813673,26.601837,28.975918,28.295918,32.195918,28.295918,30.955918,35.513673,32.687754999999996,33.755918,43.635918,34.195918,27.935918,28.675918,34.755918,29.935918,29.155918,32.555918,28.541837,28.755917999999998,33.075918,32.295918,32.201837,34.635918,25.101837,37.175917999999996,28.815918,32.955918,29.255917999999998,30.087754999999998,35.035918,30.381837,30.615918
76,26,1,30.213469,28.393469,32.873469,30.573469,28.113469,28.453469000000002,27.833469,28.733469,29.353469,33.173469,26.893469,29.293469,28.613469,32.533469000000004,28.553469,31.253469,35.873469,33.033469000000004,34.053469,44.013469,34.473469,28.233469,28.993469,35.073469,30.256939000000003,29.433469,32.913469,28.880408000000003,29.053469,33.476939,32.613469,32.556939,34.993469,25.453469000000002,37.533469000000004,29.113469,33.293469,29.573469,30.393469,35.453469,30.673469,31.013469
77,26,2,30.491020000000002,28.71102,33.15102,30.89102,28.39102,28.75102,28.09102,29.05102,29.651020000000003,33.45102,27.19102,29.57102,28.91102,32.91102,28.831020000000002,31.63102,36.15102,33.49102,34.35102,44.49102,34.77102,28.55102,29.312040999999997,35.432041,30.59102,29.77102,33.27102,29.25102,29.351020000000002,33.85102,32.95102,32.892041,35.35102,25.79102,37.832041,29.37102,33.65102,29.971020000000003,30.71102,35.85102,30.991020000000002,31.41102
78,27,0,31.061383000000003,29.101383000000002,33.501383000000004,31.361383,28.741383000000003,29.101383000000002,28.481383,29.501383,30.001383,33.941383,27.595692,29.921383000000002,29.312846,33.312765999999996,29.165692,32.101383,36.501383000000004,33.941383,34.701383,45.041383,35.081383,28.921383000000002,29.781383,35.816277,30.935692,30.121383,33.761383,29.801383,29.761383000000002,34.301383,33.321383000000004,33.361383000000004,35.761383,26.121382999999998,38.281383,29.741383000000003,34.015692,30.521383,31.201383,36.321383000000004,31.321383,32.101383
79,27,1,31.390340000000002,29.57102,33.95102,31.692040999999996,29.03102,29.540509999999998,29.011020000000002,29.832040999999997,30.331020000000002,34.391020000000005,27.940509999999996,30.19102,29.651020000000003,33.71102,29.61102,32.85102,37.01102,34.49102,35.17102,45.79102,35.53051,29.45102,30.23102,36.21102,31.331020000000002,30.53102,34.49102,30.39102,30.11102,34.91102,33.71102,34.19102,36.27102,26.57102,38.85102,30.180509999999998,34.35102,30.971020000000003,31.671020000000002,36.73102,31.91102,32.59102
80,27,2,31.620408,29.940408,34.220408,32.180408,29.320408,29.940408,29.350816,30.320408,30.680408,34.760408,28.200408000000003,30.620408,29.920408000000002,34.120408000000005,29.940408,33.160408000000004,37.380408,34.900408,35.720408,46.260408,35.720408,29.760408,30.600408,36.560408,31.700408000000003,30.855203999999997,34.770815999999996,30.800408,30.420408000000002,35.380408,34.060408,34.790816,36.720408,26.920408000000002,39.350815999999995,30.460408,34.720408,31.500408,32.060408,37.140408,32.300408000000004,32.920408
81,28,0,31.914285999999997,30.238571000000004,34.514286,32.474286,29.634286,30.314286,29.674286,30.614286,31.054285999999998,35.094286,28.574285999999997,30.914285999999997,30.234285999999997,34.494285999999995,30.274286,33.534286,37.754286,35.274286,36.294286,46.794286,36.014286,30.074285999999997,30.914285999999997,36.954285999999996,32.034286,31.134286,35.154286,31.114286,30.754285999999997,35.754286,34.474286,35.294286,37.114286,27.214285999999998,39.678571000000005,30.754285999999997,35.094286,31.854286,32.447143,37.554286,32.634285999999996,33.274286
82,28,1,32.175509999999996,30.575509999999998,34.77551,32.815509999999996,29.895509999999998,30.615509999999997,29.975509999999996,30.955509999999997,31.37551,35.41551,28.87551,31.17551,30.53551,34.79551,30.53551,33.87551,38.035509999999995,35.675509999999996,36.73551,47.215509999999995,36.27551,30.33551,31.21551,37.25551,32.315509999999996,31.33551,35.575509999999994,31.435509999999997,31.01551,36.09551,34.73551,35.575509999999994,37.45551,27.475509999999996,40.05551,31.03551,35.395509999999994,32.19551,32.77551,37.882754999999996,32.91551,33.55551
83,28,2,32.461224,30.861224,35.061223999999996,33.101224,30.201224,30.941224,30.261224,31.261224,31.701224,35.625204,29.181224,31.521224,30.821224,35.101224,30.821224,34.161224,38.321224,36.061223999999996,37.021224,47.621224,36.501224,30.621223999999998,31.521224,37.641224,32.621224,31.621223999999998,35.981224,31.721224,31.301223999999998,36.381223999999996,35.061223999999996,35.861224,37.761224,27.761224,40.401224,31.321224,35.741224,32.481224,33.081224,38.201223999999996,33.221224,33.881223999999996
84,29,0,32.863265000000006,31.403265,35.363265000000006,33.523265,30.663265000000003,31.463265000000003,30.583265,31.676531,32.463265,36.023265,29.723265,31.823265000000003,31.343265000000002,35.683265000000006,31.163265000000003,34.583265000000004,38.903265000000005,36.823265,37.503265,48.403265000000005,36.883265,30.983265000000003,31.943265000000004,38.203265,33.063265,31.943265000000004,36.423265,32.283265,31.683265000000002,36.883265,35.623265,36.363265000000006,38.423265,28.063265,41.063265,31.683265000000002,36.343265,32.923265,33.543265000000005,38.923265,33.783265,34.643265
85,29,1,33.342040999999995,31.954082,35.902041,34.202040999999994,31.202040999999998,32.002041,31.102040999999996,32.322041,33.154082,36.502041,30.262040999999996,32.162040999999995,31.882040999999997,36.302040999999996,31.662041,35.174082,39.462041,37.682041,38.062041,49.122040999999996,37.522040999999994,31.422040999999997,32.602041,38.802040999999996,33.602041,32.322041,37.142041,32.890204,32.222041,37.442040999999996,36.234082,37.062041,39.106122,28.542040999999998,41.762040999999996,32.202040999999994,36.946121999999995,33.402041,34.142041,39.522040999999994,34.522040999999994,35.302245
86,29,2,33.652245,32.592245,36.212245,34.672245000000004,31.672245,32.612245,31.472245,32.832245,33.812245000000004,36.812245000000004,30.692245,32.432245,32.272245,36.812245000000004,31.972245,35.652245,39.952245,38.332245,38.712245,49.952245,37.952245,31.772245,33.092245,39.312245000000004,34.152245,32.632245000000005,37.712245,33.552245,32.552245,38.072245,36.792245,37.612245,39.612245,28.912245000000002,42.412245,32.512245,37.372245,33.972245,34.772245,40.012245,34.912245,35.732245
87,30,0,33.929796,33.009796,36.489796000000005,35.109796,32.029796000000005,32.989796000000005,31.809796000000002,33.249184,34.089796,37.089796,30.969796000000002,32.689796,32.609796,37.189796,32.269796,35.949796,40.249796,38.709796000000004,39.029796000000005,50.429796,38.289796,32.109796,33.509796,39.609796,34.489796000000005,32.869796,38.169796000000005,33.849796000000005,32.869796,38.529796000000005,37.169796000000005,37.949796,40.009796,29.269796000000003,42.749796,32.809796,37.649796,34.469388,35.209592,40.409388,35.189796,36.069592
88,30,1,34.219184000000006,33.279184,36.759184000000005,35.439184000000004,32.359184,33.299184000000004,32.159184,33.579184000000005,34.379184,37.459184,31.279184000000004,32.959184,32.979184000000004,37.559184,32.579184000000005,36.259184000000005,40.559184,39.019184,39.359184,50.839184,38.559184,32.459184,33.859184,40.039184000000006,34.879184,33.159184,38.579184000000005,34.219184000000006,33.139184,38.939184000000004,37.559184,38.319184,40.399184000000005,29.599184,43.119184000000004,33.119184000000004,38.019184,34.819184,35.559184,40.799184000000004,35.519184,36.439184000000004
89,30,2,34.504898,33.624897999999995,37.044897999999996,35.744898,32.664898,33.584897999999995,32.404897999999996,33.884898,34.684898,37.744898,31.584898,33.188724,33.264897999999995,37.924898,32.844898,36.544897999999996,40.844898,39.404897999999996,39.644898,51.264897999999995,38.824898,32.764897999999995,34.164898,40.364898,35.184898,33.444897999999995,38.904897999999996,34.544897999999996,33.464898,39.284898,37.884898,38.644898,40.744898,29.904898,43.424898,33.404897999999996,38.364898,35.164898,35.884898,41.144898,35.804898,36.744898
90,31,0,34.906327000000005,34.344082,37.404082,36.204082,33.064082,33.944082,32.764082,34.384082,35.064082,38.124082,31.964082,33.544082,33.704082,38.504082000000004,33.224082,37.044082,41.204082,39.884082,40.044082,51.804082,39.164082,33.218163,34.564082,40.906327000000005,35.564082,33.858163,39.458163,35.084082,33.984082,39.804082,38.444082,39.104082,41.324082000000004,30.304082,43.824082000000004,33.784082,38.764082,35.784082,36.264082,41.804082,36.164082,37.384082
91,31,1,35.30644,34.70644,37.76644,36.52644,33.42644,34.30644,33.12644,34.669288,35.42644,38.546440000000004,32.326440000000005,33.88644,34.06644,39.02644,33.58644,37.62288,41.56644,40.29932,40.60644,52.366440000000004,39.60644,33.62644,34.92644,41.326440000000005,35.92644,34.402879999999996,39.90644,35.546440000000004,34.42644,40.26644,38.96288,39.56644,41.88288,30.66644,44.326440000000005,34.12644,39.12644,36.16644,36.56644,42.30288,36.48644,37.866440000000004
92,31,2,35.611734999999996,35.233469,38.073469,36.821735,33.933469,34.673469,33.493469,34.961735,35.753469,38.893469,32.693469,34.393469,34.413469,39.473469,34.133469,38.033469000000004,41.913469,40.793469,41.153469,53.033469,40.173469,34.033469000000004,35.233469,41.753469,36.313469,34.833469,40.333469,36.033469000000004,35.093469,40.833469,39.573469,40.233469,42.593469,30.953469000000002,44.811156,34.551156,39.513469,36.673469,36.873469,42.933469,36.793469,38.453469
93,32,0,35.965306,35.625306,38.465306,37.205306,34.405306,35.145306,33.965306,35.345306,36.145306,39.505306,33.145306,34.945306,34.905306,39.905306,34.419609,38.505306,42.305306,41.405306,41.465306,53.765306,40.645306,34.565306,35.625306,42.165306,36.805306,35.225305999999996,40.825306,36.425306,35.445306,41.321837,39.965306,40.725305999999996,43.085306,31.506531,45.165306,34.905306,39.905306,37.065306,37.245306,43.465306,37.145306,38.885306
94,32,1,36.300816,36.020815999999996,38.840816,37.580816,34.800816,35.580816,34.360816,35.720816,36.560815999999996,39.880815999999996,33.520815999999996,35.480816,35.280815999999994,40.480816,34.680816,38.920815999999995,42.640816,41.780815999999994,41.800816,54.280816,41.020815999999996,34.940816,36.000816,42.560815999999996,37.240815999999995,35.540816,41.200815999999996,36.820816,35.820816,41.760816,40.600815999999995,41.100815999999995,43.460815999999994,32.160816,45.480816,35.280815999999994,40.300816,37.440816,37.600815999999995,43.880815999999996,37.520815999999996,39.360816
95,32,2,36.790612,36.510612,39.330612,38.110611999999996,35.290612,36.210612,35.070612,36.270612,37.071837,40.490612,34.070612,36.151224,35.910612,41.070612,34.870612,39.410612,43.130612,42.390612,42.110611999999996,54.851224,41.550612,35.713060999999996,36.530612,43.090612,37.850612,36.030612,41.870612,37.710612,36.310612,42.331224,41.190612,41.590612,44.091837,32.870612,45.850612,35.770612,40.770612,38.070612,37.910612,44.510612,37.991837,40.010612
96,33,0,37.397143,37.357143,40.057142999999996,38.937143,35.886786,37.297143,35.957143,37.077143,37.837143,41.317143,34.797143,37.457143,36.757143,42.077143,35.277143,40.037143,43.857143,43.257143,42.557142999999996,55.737143,42.757143,37.097143,37.337143,43.817143,38.757143,36.737142999999996,42.797143,38.637143,36.997143,43.357143,42.417142999999996,42.397143,45.157143,34.877143,46.477143,36.457143,41.497143,38.797143,38.277143,45.317143,38.897143,40.977143
97,33,1,37.833469,37.780408,40.473469,39.333469,36.273469,37.976939,36.616939,37.493469,38.253469,41.793469,35.333469,38.113469,37.440408000000005,42.720408,35.633469,40.373469,44.233469,43.673469,42.853469,56.253468999999996,43.173469,37.493469,37.733469,44.333469,39.213469,37.213469,43.213469,39.193469,37.373469,43.813469,42.833469,42.853469,45.693469,35.253469,46.813469,36.833469,41.953469,39.473469,38.573469,45.833469,39.453469,41.373469
98,33,2,38.325509999999994,38.453878,41.093878000000004,39.733878000000004,36.773878,38.613878,37.253878,37.893878,38.693878000000005,42.373878000000005,35.813878,38.837143,38.173878,43.433878,36.233878000000004,40.893878,44.555969,44.133878,43.257959,56.733878000000004,43.633878,37.893878,38.133878,44.833878000000006,39.693878000000005,37.873878000000005,43.773878,40.133878,37.733878000000004,44.313878,43.293878,43.46102,46.193878000000005,35.621939000000005,47.213878,37.433878,42.533878,40.417142999999996,38.993878,46.413878000000004,39.997755,41.993878
99,34,0,38.757551,38.977551,41.477551,40.037551,37.157551,39.017551,37.737551,38.277551,39.072517,42.797551,36.197551000000004,39.397551,38.577551,43.937551,36.617551,41.277551,44.877551000000004,44.517551,43.617551,57.117551,44.177551,38.137551,38.537551,45.217551,40.077551,38.337551,44.157551,40.797551,38.057551000000004,44.677551,43.677551,43.997551,46.577551,35.957551,47.537551,37.837551,42.917551,41.257551,39.317551,46.797551,40.397551,42.377551000000004
100,34,1,39.043265000000005,39.263265000000004,41.763265000000004,40.383265,37.483265,39.403265000000005,38.096531,38.563265,39.323265,43.043265000000005,36.603265,39.683265000000006,38.923265,44.396531,36.903265000000005,41.543265000000005,45.143265,44.863265000000006,43.903265000000005,57.483265,44.463265,38.423265,38.823265,45.503265,40.343265,38.743265,44.583265000000004,41.196531,38.376531,44.963265,43.983265,44.336531,46.883265,36.226633,47.823265,38.156531,43.296531,41.603265,39.583265000000004,47.183265000000006,40.709796000000004,42.703265
101,34,2,39.426939000000004,39.786939000000004,42.146939,40.786939000000004,37.866939,39.866939,38.546939,38.946939,39.746939000000005,43.486939,36.986939,40.066939,39.326939,44.866939,37.303878000000005,41.926939000000004,45.526939,45.246939000000005,44.286939000000004,58.026939,44.846939,38.749235,39.206939,45.966939,40.746939000000005,39.126939,44.966939,41.586939,38.806939,45.426939000000004,44.446939,44.746939000000005,47.366939,36.586939,48.286939000000004,38.626939,43.686939,42.086939,40.006939,47.586939,41.146939,43.146939
102,35,0,39.533469000000004,40.373469,42.473469,41.133469,38.233469,40.273469,38.913469,39.273469,40.071735,43.873469,37.313469,40.793469,39.693469,45.253469,37.633469,42.253469,45.853469,45.653469,44.633469,58.393468999999996,45.193469,39.051735,39.533469000000004,46.373469,41.073469,39.473469,45.313469,42.113469,39.316939,45.833469,44.793469,45.313469,47.793469,36.931156,48.673469,38.993469,44.113469,42.733469,40.333469,47.993469,41.536939000000004,43.593469
103,35,1,40.147346999999996,40.687346999999995,42.767346999999994,41.427347,38.567347,40.567347,39.227346999999995,39.567347,40.347347,44.167347,37.607347,41.087346999999994,40.056734999999996,45.567347,37.927347,42.527347,46.107347,45.987347,44.927347,58.687346999999995,45.487347,39.307347,39.867346999999995,46.687346999999995,41.348673,39.767346999999994,45.847347,42.487347,39.627347,46.127347,45.067347,45.607347,48.187346999999995,37.147346999999996,48.967347,39.287347,44.427347,43.318163,40.647346999999996,48.324694,41.847347,43.887347
104,35,2,40.813469,41.233469,43.273469,41.933469,39.053469,41.033469000000004,39.733469,40.073469,40.873469,44.673469,38.133469,41.633469,40.573469,46.073469,38.553469,43.033469000000004,46.493469,46.493469,45.433469,59.19346899999999,45.913469,39.673469,40.373469,47.213469,41.733469,40.113469,46.233469,42.993469,40.133469,46.613469,45.533469000000004,46.133469,48.900408,37.593469,49.373469,39.793469,44.933469,44.213469,41.153469,48.833469,42.273469,44.393469
105,36,0,41.131837,41.871837,43.591837,42.251837,39.371837,41.351836999999996,40.040918,40.391837,41.191837,45.051837,38.451837,42.191837,40.911837,46.511837,38.871837,43.431837,46.791837,46.851836999999996,45.871837,59.511837,46.211837,39.991837,40.731837,47.691837,42.051837,40.431837,46.571837,43.491837,40.511837,46.931837,45.851836999999996,46.551837,49.431837,37.911837,49.691837,40.131837,45.291837,44.651837,41.491837,49.151837,42.651837,44.711837
106,36,1,41.417551,42.217551,43.877551000000004,42.537551,39.677551,41.737551,40.345102000000004,40.677551,41.497551,45.337551,38.777551,42.537551,41.197551000000004,46.817551,39.077551,43.717551,47.057551000000004,47.197551000000004,46.477551,59.957551,46.497551,40.233776,41.017551,47.977551,42.337551,40.717551,46.977551,43.777551,40.817551,47.257551,46.257551,46.837551,49.857551,38.157551,49.997551,40.397551,45.617551,44.977551,41.897551,49.485102000000005,42.997551,44.977551
