,measure_number,beat_number,pid1263-10,pid5667267b-07,pid9048-10,pid9049-10,pid9054-10,pid9055-10,pid9058-10,pid9059-10,pid9060-10,pid9061-10,pid9062-10,pid9063-10,pid9066-10,pid9067-10,pid9070-18,pid9072-10,pid9074f-10,pid9075-10,pid9077-08,pid9087-04,pid9088-05,pid9094-10,pid9099-10,pid9100b-14,pid9101-10,pid9103-05,pid9104-10,pid9105-10,pid9111-10,pid9114-29,pid9118-10,pid9137-06,pid9138-10,pid9139-10,pid9153-10,pid9166d-17,pid9167-10,pid9170-10,pid9173-15,pid9174-10,pid917803b-05,pid917807-05,pid9186c-10,pid918805-03,pid9192-10
48,17,2,21.796485,22.076485,23.816485,19.796485,21.576485,23.056485000000002,17.836485,22.016485,19.056485000000002,21.756485,24.316485,22.456485,22.256485,19.196485,20.256485,20.976485,21.916485,19.496485,18.756485,19.256485,21.156485,19.876485,21.976485,21.716485000000002,21.056485000000002,21.776485,21.816485,24.616485,23.736485000000002,17.716485000000002,26.276484999999997,18.876485,19.796485,23.036485,20.196485,21.596485,23.296485,20.656485,23.716485000000002,18.376485,21.556485000000002,20.876485,15.796485,22.816485,23.796485
49,18,0,22.499751,22.639751,24.499751,20.499751,22.079751,23.779751,18.479751,22.739751000000002,19.519751,22.399751000000002,25.239751000000002,23.139751,22.699751000000003,19.719751000000002,20.839751,21.699751000000003,22.479751,20.119751,19.359751,20.099751,21.939751,20.519751,22.699751000000003,22.459751,21.639751,22.559751000000002,22.419751,25.159751,24.579751,18.179751,27.259751,19.339751,20.379751000000002,23.679751,20.859751,22.239751000000002,23.879751000000002,21.379751000000002,24.679751,19.039751000000003,22.319751,21.619751,16.259751,23.459751,24.339751
50,18,1,22.985464999999998,23.125465,25.105465,21.145464999999998,22.525465,24.525465,18.937924,23.465465,20.005465,22.945465,25.785465,23.945465,23.285465,20.018866,21.505465,22.365465,22.965465,20.765465,19.765465,20.565465,22.545465,20.957732,23.265465,22.925465,22.165465,23.037732000000002,23.145464999999998,25.805464999999998,25.26093,18.665465,27.945465000000002,19.825464999999998,20.905465,24.345465,21.345465,22.705465,24.385465,21.905465,25.505465,19.525465,22.865465,22.185465,16.604132999999997,24.025465,24.865465
51,18,2,23.208827,23.541791,25.521791,21.521791,22.689369,24.941791000000002,19.175895999999998,23.861791,20.381791,23.281791000000002,26.321790999999997,24.341791,23.681791,20.287264,22.133582999999998,22.681791,23.381791,21.061791,20.061791,21.028957000000002,22.925895999999998,21.261791,23.641791,23.577166000000002,22.481791,23.381791,23.541791,26.221790999999996,25.845896,18.968358,28.321790999999997,20.121791,21.357166,24.647264,21.573583,23.045896,24.781791000000002,22.301791,25.881791,19.921791,23.241791,22.641791,16.941791000000002,24.441791000000002,25.081791
52,19,0,23.626304,24.162608,26.022607999999998,21.902607999999997,23.282608,25.402607999999997,19.542607999999998,24.302608,20.862607999999998,23.846304,26.922608,24.762608,24.216522,20.682608,22.882607999999998,23.222607999999997,24.002608,21.462608,20.442608,21.682608,23.302608,21.642608,24.062607999999997,24.342608,22.922608,23.802608,24.135435,26.702608,26.322608000000002,19.416601,28.862608,20.562607999999997,21.922608,25.182608,22.182608,23.442608,25.316576,22.942608,26.522608,20.442608,23.742607999999997,23.162608,17.414271,24.882607999999998,25.622608
53,19,1,24.009138,24.709138,26.389138,22.289138,23.669138,25.889138,19.889138,24.789138,21.208277,24.209138,27.429138000000002,25.169138,24.649138,21.149138,23.509138,23.569138,24.549138,21.869138,20.769138,22.269138,23.669138,22.189138,24.489138,24.869138,23.369138,24.269138,24.609138,27.169138,26.869138,19.649138,29.349138,20.889138,22.309138,25.589138000000002,22.589138000000002,23.909138000000002,25.609138,23.289138,27.129138,20.829138,24.209138,23.529138,17.529138,25.269138,26.308277
54,19,2,24.506281,25.166281,26.826280999999998,22.746281,24.146281,26.326280999999998,20.266281,25.286281,21.766281,24.646281,27.886281,25.706281,25.126281,21.666281,23.92876,23.986280999999998,25.006281,22.246281,21.186281,22.706281,24.026281,22.546281,24.946281,25.386281,23.786281,24.866281,24.986280999999998,27.786281,27.786281,20.026281,29.806281,21.286281,22.766281,26.066281,23.026281,24.466281,25.926281,23.746281,27.546281,21.266281,24.646281,23.928141,17.886281,25.706281,26.866281
55,20,0,25.018526,25.578526,27.318526000000002,23.118526,24.618526,26.718526,20.718526,25.778526,22.138526000000002,25.098526,28.318526000000002,26.218526,25.778526,22.138526000000002,24.298526000000003,24.398526,25.418526,22.635578,21.618526,23.198526,24.498526000000002,22.958526000000003,25.387052,25.818526000000002,24.198526,25.358526,25.378526,28.258526,28.258526,20.378526,30.278526,21.698526,23.118526,26.558526,23.578526,24.918526,26.298526000000003,24.178526,27.998526000000002,21.598526,25.138526000000002,24.318526000000002,18.218526,26.158526000000002,27.358526
56,20,1,25.4222,25.9622,27.7022,23.5422,25.118798,27.2022,21.2022,26.1622,22.5222,25.514398999999997,28.7022,26.838797999999997,26.430998,22.5222,24.770998000000002,24.7822,25.8022,23.074399,22.0422,23.690998,24.894399,23.3222,25.7822,26.3222,24.586599,25.7222,25.7622,28.718798,28.6622,20.7422,30.686598999999998,22.0422,23.4622,26.9822,24.0822,25.4022,26.6622,24.5422,28.394399,21.9822,25.634399,24.6822,18.4822,26.666598999999998,27.7422
57,20,2,25.820567,26.280566999999998,28.175283,23.840567,25.500567,27.660566999999997,21.500567,26.740567,22.840567,25.900567000000002,29.120566999999998,27.220567,26.820566999999997,22.780567,25.460567,25.160567,26.120567,23.380567000000003,22.420567000000002,24.380567000000003,25.260567,23.700567000000003,26.120567,26.660566999999997,24.920567000000002,26.080567000000002,26.260566999999998,29.120566999999998,29.160566999999997,21.080567000000002,31.120566999999998,22.400567000000002,23.780567,27.420567,24.480567,25.780567,27.060567,24.880567000000003,28.800566999999997,22.295282999999998,25.980567,25.020567,18.780567,27.160566999999997,28.100566999999998
58,21,0,26.099342,26.619342,28.519341999999998,24.119342,25.899342,28.019341999999998,21.819342000000002,27.099342,23.179342000000002,26.279342,29.518027000000004,27.619342,27.139342,23.084671,25.919342,25.539342,26.459342,23.679342000000002,22.859342,24.719342,25.779342,24.019342,26.499342,27.219341999999997,25.259342,26.439342,26.599342,29.599342,29.559341999999997,21.379342,31.559341999999997,22.734671,24.079342,27.819342,24.839342000000002,26.339342,27.399341999999997,25.239342,29.319342,22.619342,26.319342,25.399342,19.099342,27.559341999999997,28.458027
59,21,1,26.470771000000003,26.990771000000002,28.890771,24.550770999999997,26.310771000000003,28.390771,22.190770999999998,27.550771,23.550770999999997,26.690771,30.010771000000002,28.030771,27.550771,23.430771,26.310771000000003,25.950771,26.830771000000002,24.050770999999997,23.230771,24.910193,26.230771,24.351542000000002,26.990771000000002,27.650771000000002,25.650771,26.830771000000002,27.130771000000003,30.030771,30.070771,21.66359,32.130771,23.090771,24.470771,28.230771,25.210770999999998,26.730771,27.910771,25.610771,29.770771000000003,22.910771,26.791542,25.750771,19.430771,27.991542,29.010771000000002
60,21,2,26.878118,27.358118,29.258118,24.904059,26.738118,28.798118,22.518117999999998,27.938118,23.974059,27.098118,30.618118,28.458118,27.958118,23.778118,26.658117999999998,26.558118,27.198118,24.458118,23.594058999999998,25.178117999999998,26.658117999999998,24.738118,27.378118,28.138118,26.018117999999998,27.418118,27.498117999999998,30.478118,30.638118,21.99116,32.578117999999996,23.378118,24.819373000000002,28.698118,25.558118,27.138118,28.274059,26.034059,30.138118,23.278118,27.238118,26.278118,19.734059,28.438118,29.498117999999998
61,22,0,27.381995,27.901995,29.821995,25.301995,27.181995,29.261995000000002,23.041995,28.501995,24.361995,27.521995,31.161995,29.021995,28.361995,24.241995000000003,27.061995,27.181995,27.741995000000003,25.001995,24.101995000000002,25.761995000000002,27.141995,25.241995000000003,27.921995000000003,28.761995000000002,26.621995000000002,28.121995000000002,28.061995,30.921995000000003,31.221995,22.421995000000003,33.001995,23.801995,25.221995,29.261995000000002,26.001995,27.701995,28.621995000000002,26.521995,30.681995,23.673991,27.841995,26.881995,20.161995,28.961995,30.121995000000002
62,22,1,27.762221999999998,28.354444,30.254444,25.714444,27.634444000000002,29.734444,23.457407,28.974444000000002,24.734444,27.894444,31.654444,29.654444,28.954444,24.554444,27.534444,27.714444,28.194444,25.534444,24.514444,26.234444,27.614444,25.634444000000002,28.394444,29.314444,27.174444,28.574444,28.554444,31.274444,31.674444,23.254444,33.514444,24.054444,25.674444,29.814444,26.474444000000002,28.174444,28.674444,27.014444,31.294444,24.134444000000002,28.294444,27.230889,20.374444,29.614444,30.510740999999996
63,22,2,28.117302000000002,28.717302,30.637302000000002,25.977301999999998,28.017302,30.257302000000003,23.777302,29.317302,25.077302,28.243651,32.357302000000004,30.057302000000004,29.581825,24.857302,27.959206,28.077302000000003,28.557302000000004,25.917302,24.785767,26.597302000000003,28.046508000000003,25.997301999999998,28.717302,29.877302,27.617302000000002,28.957302000000002,28.997302,31.977302,32.117302,23.717302,33.897302,24.417302,25.957302,30.257302000000003,26.803651000000002,28.597302000000003,29.357302,27.457302000000002,31.737302000000003,24.504603,28.644603000000004,27.637302000000002,20.757302,30.117302000000002,30.904603
64,23,0,28.582608,29.182608000000002,31.182608000000002,26.462608000000003,28.482608000000003,30.562608,24.142608,29.822608000000002,25.562607999999997,28.662608000000002,33.062608000000004,30.602608,30.022608,25.162608,28.802608000000003,28.482608000000003,29.022608,26.262608,25.202607999999998,27.122608000000003,28.562608,26.462608000000003,29.142608000000003,30.382608,27.982608000000003,29.362608,29.462608000000003,32.602608000000004,32.582608,24.091576,34.342608,24.882607999999998,26.422608,30.782608000000003,27.222608,29.102608,29.816304,27.902608,32.302608,24.922608,29.102608,28.182608000000002,21.095435000000002,30.662608000000002,31.582608
65,23,1,28.823016,29.603015999999997,31.603015999999997,26.943015999999997,28.843016,30.903015999999997,24.483016,30.283015999999996,25.883016,28.943015999999997,33.623016,31.023016,30.643015999999996,25.493254,29.243015999999997,28.863016,29.443015999999997,26.643015999999996,25.583016,27.543015999999998,29.023016,26.823016,29.543015999999998,30.903015999999997,28.363016,29.863016,29.883015999999998,33.043015999999994,32.963015999999996,24.343016,34.763016,25.183016000000002,26.803015999999996,31.203015999999998,27.583015999999997,29.503016,30.143015999999996,28.283015999999996,32.823015999999996,25.263016,29.523016,28.543015999999998,21.343016,31.083015999999997,32.303016
66,23,2,29.294036,30.154035999999998,32.154036,27.478073,29.314035999999998,31.314035999999998,24.874036,30.774036,26.394036,29.394036,34.194036,31.494035999999998,31.434036,25.994035999999998,29.562807,29.294036,29.994035999999998,27.154035999999998,26.134036,28.134036,29.374036,27.314035999999998,29.954036,31.334035999999998,28.874036,30.434036,30.294036,33.694036,33.774035999999995,24.674035999999997,35.174036,25.532018,27.174035999999997,31.674035999999997,27.954036,29.912018,30.494035999999998,28.894036,33.254036,25.674035999999997,29.914036,28.894036,21.654035999999998,31.534035999999997,32.934036
67,24,0,29.702608,30.582608,32.582608,28.022608,29.722608,31.702608,25.362607999999998,31.262608,26.742608,29.822608000000002,34.822608,31.902608,31.822608000000002,26.322608000000002,29.882608,29.682608000000002,30.422608,27.662608000000002,26.602608,28.562608,29.722608,27.742608,30.422608,31.902608,29.422608,30.982608000000003,30.682608000000002,34.182608,34.102608000000004,25.002608,35.562608000000004,25.896304,27.522608,32.122608,28.442608,30.322608000000002,30.862608,29.302608000000003,33.642608,26.062607999999997,30.362608,29.282608000000003,22.002608,31.922608,33.462608
68,24,1,30.125873,30.945873,33.045873,28.485872999999998,30.185872999999997,32.225873,25.725873,31.885872999999997,27.125873,30.185872999999997,35.405873,32.425872999999996,32.625873,26.685872999999997,30.185872999999997,30.065873,30.785873,28.145872999999998,27.005872999999998,29.001746,30.225872999999996,28.185872999999997,30.885872999999997,32.325873,29.905873,31.485872999999998,31.165872999999998,34.885873,34.525873,25.345873,36.065872999999996,26.245873,27.845872999999997,32.625873,29.025872999999997,30.825872999999998,31.265873,29.685872999999997,34.085873,26.513492,30.865872999999997,29.645872999999998,22.305873000000002,32.365873,33.885873
69,24,2,30.476893,31.296893,33.636893,28.816893,30.616893,32.776893,26.016893,32.516892999999996,27.496893,30.596892999999998,35.936893,32.876893,33.136893,27.003446999999998,30.512297999999998,30.416892999999998,31.136893,28.463447,27.336893,29.376893,30.596892999999998,28.636893,31.236893,32.656893,30.296893,31.836893,31.636893,35.376893,35.016892999999996,25.703447,36.436893,26.596892999999998,28.176893,33.076893,29.396893,31.356893,31.696893,30.036893,34.676893,26.956893,31.236893,30.016893,22.583447,32.796893,34.316893
70,25,0,30.771587,31.631587,33.991587,29.111587,30.991587,33.051587,26.310794,32.851587,27.811587,30.931587,36.291587,33.231587,33.471587,27.271587,30.791587,30.751587,31.471587,28.751587,27.650529,29.711586999999998,30.891587,28.951587,31.571587,32.971587,30.631587,32.171587,31.951587,35.791587,35.471587,25.950794000000002,36.791587,26.891587,28.451587,33.471587,29.691587,31.751587,32.131586999999996,30.371586999999998,35.091587,27.143862,31.571587,30.371586999999998,22.871586999999998,33.171587,34.711587
71,25,1,31.155669,32.035669,34.375669,29.455669,31.382834000000003,33.435669,26.615669,33.255669,28.162834000000004,31.318556,36.755669,33.675669,33.915669,27.675669,31.182834000000003,31.155669,31.875669,29.138556,27.995669,30.035669,31.195669,29.355669,32.015669,33.315669,31.155669,32.535669,32.375669,36.255669,35.975669,26.235669,37.315669,27.195669,28.795669,33.935669,30.115669,32.135669,32.615669,30.795669,35.575669,27.485222999999998,31.945223,30.755669,23.182834,33.615669,35.175669
72,25,2,31.606689000000003,32.586689,34.926689,29.926689,31.806689000000002,33.926689,26.986689000000002,33.746689,28.626689000000002,31.826689000000002,37.306689,34.266689,34.426689,28.106689000000003,31.498345,31.646689000000002,32.426689,29.626689000000002,28.406689,30.526689,31.646689000000002,29.906689,32.566689000000004,33.846689000000005,31.826689000000002,32.946689,32.926689,36.786689,36.566689000000004,26.606689000000003,37.826689,27.626689000000002,29.246689,34.486689,30.566689,32.506689,33.206689000000004,31.366689,36.126689,27.906689,32.406689,31.286689000000003,23.506689,34.066689000000004,35.886689000000004
73,26,0,32.294807,33.272403999999995,35.552403999999996,30.552404,32.292404,34.532404,27.392404,34.432404,29.132403999999998,32.692403999999996,37.952404,35.072404,35.132404,28.677468,31.912404,32.332404,33.112404,30.172403999999997,29.052404,31.092404,32.392404,30.392404,33.352404,34.454807,32.592403999999995,33.452404,33.712404,37.392404,37.512404,27.032404,38.592403999999995,28.252404,29.792403999999998,35.232403999999995,31.172403999999997,32.952404,33.752404,32.012404,36.932404,28.472403999999997,32.992404,31.872404,24.032404,34.632404,37.034807
74,26,1,33.095261,33.815261,36.135261,31.095260999999997,32.755261,35.095261,27.915260999999997,35.035261,29.635261,33.295260999999996,38.495261,35.595261,35.795260999999996,29.075260999999998,32.395261,32.82263,33.655260999999996,30.715260999999998,29.595260999999997,31.555260999999998,32.995261,30.955261,33.895261,35.095261,33.255261,33.915261,34.255261,37.915261,38.115261,27.535261,39.215261,28.795261,30.415260999999997,35.875261,31.635261,33.375261,34.395261,32.555261,37.895261,29.095260999999997,33.535261,32.37263,24.475261,35.115261,37.715261
75,26,2,33.534762,34.231587,36.553175,31.450397,33.231587,35.571587,28.331587,35.451586999999996,30.011587,33.851587,38.871587,36.091587,36.231587,29.431587,32.751587,33.211587,34.071587,31.065396999999997,29.971587,31.931587,33.451586999999996,31.311587,34.351587,35.511587,33.691587,34.311587,34.751587,38.331587,38.551587,27.951587,39.791587,29.191587,30.811587,36.431587,32.031587,33.790794,34.931587,32.971587,38.431587,29.471587,33.951586999999996,32.751587,24.814621,35.531587,38.171587
76,27,0,34.059751,34.639751000000004,36.979751,31.699751000000003,33.659751,35.999751,28.719751000000002,35.719751,30.339751,34.179751,39.299751,36.519751,36.679751,29.679751,33.159751,33.539751,34.479751,31.279751,30.259751,32.239751,33.839751,31.719751000000002,34.759751,35.859751,34.059751,34.639751000000004,35.199751,38.739751,39.319751000000004,28.259751,40.199751,29.599751,31.099751,36.859751,32.399751,34.119751,35.479751,33.359751,38.899751,29.879751000000002,34.339751,33.119751,24.979751,35.939751,38.619751
77,27,1,34.434853000000004,34.994853000000006,37.354853000000006,31.994853000000003,34.014853,36.314853,29.034853000000002,36.074853000000004,30.674853000000002,34.514853,39.654853,36.894853000000005,37.054853,30.014853000000002,33.494853000000006,33.854853000000006,34.834853,31.574853000000004,30.614853000000004,32.514853,34.174853000000006,32.034853000000005,35.054853,36.114853000000004,34.454853,34.954853,35.574853000000004,39.134853,39.714853000000005,28.614853000000004,40.654853,29.874853,31.454853000000004,37.274853,32.734853,34.474853,35.934853000000004,33.734853,39.294853,30.154853000000003,34.694853,33.454853,25.318284,36.314853,39.034853000000005
78,27,2,34.842608,35.382608000000005,37.802608,32.362608,34.462608,36.742608000000004,29.402608,36.522608,31.122608000000003,34.942608,40.062608000000004,37.282608,37.442608,30.362608,33.826304,34.262608,35.222608,31.962608000000003,30.982608000000003,32.942608,34.662608,32.362608,35.442608,36.502608,34.882608000000005,35.482608,35.982608,39.582608,40.122608,29.002608000000002,41.062608000000004,30.262608,31.842608000000002,37.742608000000004,33.082608,34.862608,36.402608,34.142608,39.682608,30.482608000000003,35.122608,33.842608,25.642608,36.742608000000004,39.522608
79,28,0,35.210771,35.770771,38.210771,32.710771,34.890771,37.130771,29.756923999999998,36.930771,31.480385,35.330771,40.470771,37.720385,37.830771,30.692596,34.200385,34.670771,35.610771,32.316924,31.360384999999997,33.370771000000005,35.016923999999996,32.750771,35.930771,36.930771,35.270771,35.990771,36.370257,39.970771,40.610771,29.390771,41.530771,30.650771000000002,32.230771000000004,38.190771000000005,33.440385,35.240384999999996,36.760385,34.530384999999995,40.190771000000005,30.840384999999998,35.510771000000005,34.350771,25.940385,37.150771,39.970771
80,28,1,35.72873,36.28873,38.709365000000005,33.099365,35.388729999999995,37.76746,30.20873,37.48873,31.968729999999997,35.848729999999996,40.90873,38.208729999999996,38.30873,31.04873,34.708729999999996,35.12873,36.12873,32.749365000000004,31.82873,33.888729999999995,35.48873,33.30873,36.50873,37.46873,35.86873,36.44873,36.82873,40.56873,41.14873,29.84873,42.10873,31.088729999999998,32.74873,38.76873,33.92873,35.708729999999996,37.388729999999995,35.028729999999996,40.888729999999995,31.229365,36.04873,34.92873,26.32873,37.64873,40.56873
81,28,2,36.123016,36.683015999999995,39.103016,33.423016,35.823015999999996,38.363015999999995,30.603015999999997,37.943016,32.314339000000004,36.243016,41.283015999999996,38.583016,38.723015999999994,31.443015999999997,35.103016,35.483016,36.523016,33.131627,32.223015999999994,34.235302000000004,35.876508,33.675503000000006,36.903016,37.743016,36.283015999999996,36.843016,37.223015999999994,41.023016,41.583016,30.243015999999997,42.583016,31.423015999999997,33.143015999999996,39.176032,34.323015999999996,36.143015999999996,37.803016,35.336508,41.323015999999996,31.578836,36.463015999999996,35.343016,26.560603000000004,38.083016,41.023016
82,29,0,36.501791,37.141791,39.541790999999996,33.741791,36.281791,39.021791,30.921791,38.401790999999996,32.621790999999995,36.601791,41.721790999999996,39.001791,39.181791,31.721790999999996,35.621790999999995,35.821791,36.981790999999994,33.361791,32.621790999999995,34.461791,36.201791,34.001791,37.261790999999995,38.101791,36.701791,37.241791,37.581790999999996,41.493583,42.161791,30.561790999999996,43.041790999999996,31.801790999999998,33.381791,39.681791,34.721790999999996,36.541790999999996,38.481790999999994,35.701791,41.881791,31.895896,36.881791,35.801790999999994,26.861790999999997,38.541790999999996,41.461791
83,29,1,36.91771,37.53771,39.89771,34.05771,36.73771,39.45771,31.237709999999996,38.77771,33.01771,36.95771,42.13771,39.39771,39.59771,32.03771,35.95771,36.157709999999994,37.37771,33.69771,32.99771,34.757709999999996,36.577709999999996,34.37771,37.657709999999994,38.41771,37.077709999999996,37.617709999999995,37.95771,41.977709999999995,42.577709999999996,30.897709999999996,43.477709999999995,32.17771,33.71771,40.117709999999995,35.077709999999996,36.937709999999996,38.937709999999996,36.117709999999995,42.297709999999995,32.19771,37.23771,36.21771,27.157709999999998,38.977709999999995,41.95771
84,29,2,37.317302000000005,37.917302,40.317302000000005,34.417302,37.177302000000005,39.803651,31.53146,39.177302000000005,33.417302,37.417302,42.757302,39.817302000000005,39.977302,32.383651,36.275459999999995,36.557302,37.757302,34.059101,33.363651000000004,35.116825,36.972434,34.757302,38.057302,38.797302,37.517302,38.117302,38.337302,42.417302,43.237302,31.237302000000003,43.837302,32.517302,34.097302,40.577302,35.397302,37.317302000000005,39.317302000000005,36.517302,42.697302,32.465767,37.637302000000005,36.597302,27.457302000000002,39.397302,42.417302
85,30,0,37.8222,38.3622,40.7822,34.8022,37.6222,40.2022,31.9022,39.6222,33.840733,37.8622,43.3022,40.2822,40.3822,32.69644,36.6622,37.0022,38.2022,34.4622,33.8022,35.5222,37.3422,35.3022,38.6022,39.2822,37.9822,38.6622,38.7622,42.8622,43.6822,31.5822,44.2822,32.9422,34.5222,41.078798,35.7622,37.7022,39.7422,36.9622,43.2022,32.8822,38.0822,37.0422,27.740733000000002,39.8622,42.906599
86,30,1,38.472812,38.892812,41.292812,35.232812,38.152812,40.712812,32.291406,40.192811999999996,34.232812,38.372811999999996,43.912812,40.752812,40.812812,33.012812,37.092812,37.392812,38.732812,34.832812,34.232812,35.912812,37.872811999999996,35.852812,39.092812,39.772812,38.512812,39.072812,39.232812,43.492812,44.172812,31.992812,44.852812,33.472812,35.041406,41.652812,36.172812,38.092812,40.292812,37.391405999999996,43.852812,33.371406,38.652812,37.572812,28.111406,40.372811999999996,43.552812
87,30,2,38.922268,39.282268,41.702268,35.602268,38.682268,41.102268,32.662268,40.582268,34.622268,38.762268,44.302268,41.142268,41.202268,33.402268,37.442268,37.782268,39.122268,35.202268,34.602268,36.242268,38.222268,36.200454,39.482268,40.162268,38.962268,39.422268,39.622268,43.882267999999996,44.562267999999996,32.382267999999996,45.262268,33.802268,35.422268,42.042268,36.562267999999996,38.428067,40.702268,37.762268,44.242268,33.682268,39.062267999999996,37.962268,28.364696000000002,40.762268,43.942268
88,31,0,39.355669,39.835669,42.215669,35.895669,39.275669,41.615669,33.155669,41.215669,34.935669,39.215669,44.995669,41.651416999999995,41.715669,33.675669,37.975669,38.195669,39.675669,35.555669,34.975669,36.655669,38.575669,36.815669,39.955669,40.695669,39.435669,39.895669,40.315669,44.375669,45.055669,32.815669,46.015669,34.295669000000004,35.755669,42.655669,36.971134,38.935669,41.395669,38.155669,44.855669,34.115669,39.635669,38.475669,28.635669,41.355669,44.595669
89,31,1,39.735669,40.235669,42.575669,36.195669,39.675669,41.975669,33.475669,41.595669,35.275669,39.535669,45.395669,41.942834000000005,42.115669,33.992834,38.335669,38.595669,40.075669,35.912834000000004,35.335669,36.975669,38.91189,37.195669,40.295669000000004,40.975669,39.835669,40.215669,40.735669,44.755669,45.395669,33.215669,46.415669,34.595669,36.095669,43.055669,37.261417,39.315669,41.795669000000004,38.555669,45.255669,34.335669,40.032834,38.875669,28.952834000000003,41.815669,45.055669
90,31,2,40.119751,40.639751000000004,43.029002,36.559751,40.179751,42.379751,33.819751000000004,41.979751,35.699751,39.939751,45.819751000000004,42.334875,42.519751,34.319751000000004,38.659751,39.059751,40.479751,36.214875,35.739751,37.374875,39.279751,37.504875,40.709501,41.374875,40.199751,40.739751,41.104875,45.159751,45.889501,33.619751,46.759751,34.939751,36.439751,43.499751,37.619751,39.719751,42.179751,38.959751000000004,45.659751,34.739751,40.394875,39.399751,29.259751,42.259751,45.559751
91,32,0,40.512404,41.072404,43.552403999999996,36.972404,40.632404,42.792404,34.200601,42.572404,36.097468,40.272403999999995,46.392404,42.752404,42.852404,34.693201,39.052403999999996,39.541202,40.912403999999995,36.572404,36.172404,37.704135,39.892404,37.852404,41.292404,41.760601,40.592403999999995,41.292404,41.532404,45.592403999999995,46.492404,34.051202,47.192403999999996,35.291202,36.832404,43.992404,38.032404,40.152404,42.612404,39.392404,46.152404,35.191202000000004,40.797468,40.012404,29.612403999999998,42.792404,46.052403999999996
92,32,1,40.985465000000005,41.525465000000004,44.085465,37.445465000000006,41.085465,43.225465,34.565465,43.165465000000005,36.525465000000004,40.705465000000004,46.845465000000004,43.225465,43.265465,35.045465,39.465465,39.985465000000005,41.365465,37.045465,36.585465,38.045465,40.345465000000004,38.245465,41.845465000000004,42.165465000000005,41.065465,41.745465,42.065465,46.045465,47.125465000000005,34.465465,47.605465,35.705465000000004,37.245465,44.525465000000004,38.485465000000005,40.665465000000005,43.10093,39.860929999999996,46.645465,35.565465,41.245465,40.445465000000006,29.945465000000002,43.285465,46.805465000000005
93,32,2,41.367506,42.027506,44.507506,37.847506,41.547506,43.787506,35.007506,43.527506,37.047506,41.127506,47.267506,43.667506,43.627506,35.487505999999996,39.864688,40.487505999999996,41.867506,37.327506,36.987505999999996,38.435835,40.647506,38.567506,42.287506,42.547506,41.607506,42.307506,42.407506,46.467506,47.478753000000005,34.987505999999996,47.887506,35.987505999999996,37.647506,44.927506,38.867506,41.047506,43.475835,40.347506,47.007506,35.987505999999996,41.627506,40.807506,30.267506,43.767506,47.307506
94,33,0,41.760567,42.480567,44.960567,38.140567,41.980567,44.380567,35.340567,43.920567,37.420567,41.520567,47.820567,44.080566999999995,44.020567,35.941701,40.280567,40.900566999999995,42.320567,37.760567,37.420567,38.800567,41.020567,38.940567,42.700567,43.000567,42.080566999999995,42.880567,42.780567,46.880567,47.931134,35.320567,48.260567,36.320567,38.020567,45.380567,39.280567,41.520567,43.840567,40.740567,47.460567,36.320567,42.080566999999995,41.280567,30.580567,44.280567,47.800567
95,33,1,42.212812,42.892812,45.412812,38.732812,42.461406,44.932812,35.752812,44.492812,37.812812,41.952812,48.552812,44.512812,44.492812,36.712812,40.641405999999996,41.312812,42.732812,38.251406,37.861406,39.332812,41.472812,39.432812,43.312812,43.512812,42.672812,43.432812,43.212812,47.292812,48.492812,35.732812,48.772812,36.712812,38.472812,45.832812,39.752812,42.072812,44.301406,41.292812,47.992812,36.652812,42.592812,41.752812,30.952811999999998,44.872811999999996,48.432812
96,33,2,42.77322,43.513220000000004,45.85322,39.21322,42.95322,45.653220000000005,36.37322,45.11322,38.29322,42.53322,49.25322,45.05322,45.25322,37.35322,41.13322,41.93322,43.35322,38.79322,38.43322,39.97322,42.09322,40.03322,43.99322,44.13322,43.31322,44.05322,43.71322,47.85322,49.119659999999996,36.11322,49.513220000000004,37.17322,38.93322,46.41322,40.35322,42.55322,44.833220000000004,42.03644,48.63966,37.17322,43.17322,42.41322,31.413220000000003,45.45322,49.05322
97,34,0,43.40873,44.08873,46.58873,40.028729999999996,43.46873,46.22873,36.98873,45.90873,38.76873,43.12873,50.16873,45.708729999999996,45.72873,37.888729999999995,41.80873,42.44873,43.92873,39.40873,39.06873,40.888729999999995,42.94873,40.68873,44.78873,44.888729999999995,44.12873,44.94873,44.32873,48.388729999999995,49.94873,36.64873,50.44873,37.64873,39.60873,47.06873,41.06873,43.24873,45.40873,42.74873,49.708729999999996,37.80873,43.98873,43.08873,32.348729999999996,46.10873,49.58873
98,34,1,43.881791,44.521791,47.241791,40.741791,43.881791,46.893583,37.441790999999995,46.601791,39.321791,43.681791,50.901790999999996,46.421791,46.241791,38.201791,42.461791,43.041790999999996,44.361791,40.101791,39.441790999999995,41.381791,43.841791,41.121790999999995,45.501791,45.341791,44.541790999999996,45.421791,45.021791,48.981790999999994,50.653583000000005,37.301790999999994,51.141791,38.121790999999995,40.421791,47.821791,41.621790999999995,43.701791,45.881791,43.301790999999994,50.701791,38.281791,44.581790999999996,43.741791,32.781791,46.861791,50.101791
